"행정구역별","성별","연령별",2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"행정구역별","성별","연령별",취업 1인가구(15세 이상)-계,농업 임업 및 어업,광업,제조업,전기가스증기 및공기조절 공급업,수도 하수 및 폐기물 처리 원료 재생업,건설업,도매 및 소매업,운수업 및 창고업,숙박 및 음식점업,정보통신업,금융 및 보험업,부동산업,전문과학 및 기술 서비스업,사업시설관리 사업지원 및 임대서비스업,공공행정국방 및 사회보장 행정,교육 서비스업,보건업 및 사회복지 서비스업,예술 스포츠 및 여가관련 서비스업,협회 및 단체 수리 및 기타개인서비스업,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산 활동,국제 및 외국기관,미상
"전국","계","합계",4109902,140866,2698,697179,20282,20890,279425,495086,208081,363755,160554,118401,82508,207130,198733,236412,263601,348060,90453,166612,6831,2345,-
"전국","계","15~19세",20264,105,26,3099,135,31,396,2804,788,6395,534,239,85,629,454,663,1597,503,821,923,37,-,-
"전국","계","20~24세",253801,804,64,33996,1665,686,5976,31496,7432,44972,10390,5771,2022,14475,7894,11632,27118,26799,9840,10544,148,77,-
"전국","계","25~29세",635578,2344,189,116310,4247,2559,21349,74986,23683,47046,41794,21463,6319,52142,23036,40327,52337,67916,16656,20299,218,358,-
"전국","계","30~34세",545083,2590,211,113206,3646,2172,22895,70784,21777,32858,37211,20149,6752,45232,21357,34786,40751,38377,12945,17034,76,274,-
"전국","계","35~39세",430971,3309,277,92515,1970,2051,25913,60225,20444,29065,25462,15147,5870,28280,18705,20946,30170,24204,9850,16253,113,202,-
"전국","계","40~44세",360478,3974,244,74130,1611,2150,29093,49955,19795,25441,15989,11544,6964,19233,16882,16988,25370,18403,7494,14826,153,239,-
"전국","계","45~49세",387582,6561,363,72440,1977,2445,40629,52070,23717,29717,13512,12789,8869,15915,19316,16995,24662,20158,7804,17212,261,170,-
"전국","계","50~54세",382982,10987,351,67204,2196,2568,45325,46492,25287,35086,7189,11395,9350,11672,19517,17763,21515,23371,7176,17734,491,313,-
"전국","계","55~59세",375025,16995,392,59708,1607,2762,41448,41123,25484,41986,4408,9212,9680,8435,22131,15767,17421,29820,7299,17846,1216,285,-
"전국","계","60~64세",324102,23633,294,40035,830,2061,30381,33016,22270,40024,2458,6253,10861,6405,23283,13501,10939,32153,5602,17556,2256,291,-
"전국","계","65~69세",181482,21787,166,16093,279,877,11318,16919,11470,19602,997,2656,8269,2941,15114,11374,5060,23583,2922,8736,1200,119,-
"전국","계","70세 이상",212554,47777,121,8443,119,528,4702,15216,5934,11563,610,1783,7467,1771,11044,35670,6661,42773,2044,7649,662,17,-
"전국","남자","합계",2353968,82667,2194,517597,16663,16925,249346,274364,177271,140194,102343,56801,49904,120311,119792,131058,96433,71885,46357,80251,192,1420,-
"전국","남자","15~19세",8492,64,26,2080,102,29,299,1007,573,1971,342,86,37,272,226,357,504,98,276,143,-,-,-
"전국","남자","20~24세",98303,619,25,20510,1206,495,4300,12094,4655,17160,3791,1497,851,3754,3390,6829,8085,2126,4002,2869,7,38,-
