"행정구역별","성별","연령별","경제활동상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"서울특별시","계","70~74","틈틈이 일하였음","2020년","1061","90","","264","4","363","340","",
"서울특별시","계","70~74","일시 휴직","2020년","594","67","","240","8","153","120","6",
"서울특별시","계","70~74","일하지 않았음","2020년","50251","1361","8","13454","1180","14289","19712","247",
"서울특별시","계","75~79","합계","2020년","54109","1947","","8974","1472","15865","25618","233",
"서울특별시","계","75~79","주로 일하였음","2020년","6283","802","","1101","48","1880","2437","15",
"서울특별시","계","75~79","틈틈이 일하였음","2020년","633","74","","160","","208","191","",
"서울특별시","계","75~79","일시 휴직","2020년","189","31","","84","","21","53","",
"서울특별시","계","75~79","일하지 않았음","2020년","47004","1040","","7629","1424","13756","22937","218",
"서울특별시","계","80~84","합계","2020년","37968","200","","","1026","16456","20183","103",
"서울특별시","계","80~84","주로 일하였음","2020년","2108","44","","","21","1078","962","3",
"서울특별시","계","80~84","틈틈이 일하였음","2020년","302","","","","","161","141","",
"서울특별시","계","80~84","일시 휴직","2020년","73","","","","","46","27","",
"서울특별시","계","80~84","일하지 않았음","2020년","35485","156","","","1005","15171","19053","100",
"서울특별시","계","85세 이상","합계","2020년","25140","","","","1250","9551","14276","63",
"서울특별시","계","85세 이상","주로 일하였음","2020년","526","","","","7","278","241","",
"서울특별시","계","85세 이상","틈틈이 일하였음","2020년","74","","","","4","43","27","",
"서울특별시","계","85세 이상","일시 휴직","2020년","22","","","","","12","10","",
"서울특별시","계","85세 이상","일하지 않았음","2020년","24518","","","","1239","9218","13998","63",
"서울특별시","남자","합계","합계","2020년","650978","285991","36849","210237","7141","61562","44394","4804",
"서울특별시","남자","합계","주로 일하였음","2020년","415670","233761","412","130788","896","31114","16447","2252",
"서울특별시","남자","합계","틈틈이 일하였음","2020년","27739","10094","8536","6306","91","1819","797","96",
"서울특별시","남자","합계","일시 휴직","2020년","15378","6606","251","6126","125","1245","826","199",
"서울특별시","남자","합계","일하지 않았음","2020년","192191","35530","27650","67017","6029","27384","26324","2257",
"서울특별시","남자","15~19","합계","2020년","5324","942","4185","","","176","13","8",
"서울특별시","남자","15~19","주로 일하였음","2020년","587","374","186","","","11","13","3",
"서울특별시","남자","15~19","틈틈이 일하였음","2020년","691","105","520","","","66","","",
"서울특별시","남자","15~19","일시 휴직","2020년","50","14","36","","","","","",
"서울특별시","남자","15~19","일하지 않았음","2020년","3996","449","3443","","","99","","5",
"서울특별시","남자","20~24","합계","2020년","42602","12424","19094","8417","","1971","610","86",
"서울특별시","남자","20~24","주로 일하였음","2020년","10914","7016","14","3245","","442","155","42",
"서울특별시","남자","20~24","틈틈이 일하였음","2020년","7646","1757","4465","989","","330","103","2",
"서울특별시","남자","20~24","일시 휴직","2020년","516","214","104","148","","34","16","",
"서울특별시","남자","20~24","일하지 않았음","2020년","23526","3437","14511","4035","","1165","336","42",
"서울특별시","남자","25~29","합계","2020년","114318","70485","11988","26061","","3769","1574","441",
"서울특별시","남자","25~29","주로 일하였음","2020년","74863","54871","124","16491","","2112","1029","236",
"서울특별시","남자","25~29","틈틈이 일하였음","2020년","8676","3544","3128","1603","","263","128","10",
"서울특별시","남자","25~29","일시 휴직","2020년","2091","1319","109","541","","71","38","13",
"서울특별시","남자","25~29","일하지 않았음","2020년","28688","10751","8627","7426","","1323","379","182",
"서울특별시","남자","30~34","합계","2020년","102247","66431","1275","28171","229","4099","1575","467",
"서울특별시","남자","30~34","주로 일하였음","2020년","82487","56355","24","21578","68","2962","1174","326",
"서울특별시","남자","30~34","틈틈이 일하였음","2020년","3978","2289","368","934","27","261","61","38",
"서울특별시","남자","30~34","일시 휴직","2020년","2370","1442","","792","3","78","55","",
"서울특별시","남자","30~34","일하지 않았음","2020년","13412","6345","883","4867","131","798","285","103",
"서울특별시","남자","35~39","합계","2020년","70540","38723","203","25520","272","3534","1871","417",
"서울특별시","남자","35~39","주로 일하였음","2020년","58404","34067","23","19852","64","2742","1403","253",
"서울특별시","남자","35~39","틈틈이 일하였음","2020년","1543","795","47","562","10","65","64","",
"서울특별시","남자","35~39","일시 휴직","2020년","1919","804","2","894","31","116","50","22",
"서울특별시","남자","35~39","일하지 않았음","2020년","8674","3057","131","4212","167","611","354","142",
"서울특별시","남자","40~44","합계","2020년","51144","24402","45","20035","592","3644","1998","428",
"서울특별시","남자","40~44","주로 일하였음","2020년","40979","21250","17","15232","95","2782","1376","227",
"서울특별시","남자","40~44","틈틈이 일하였음","2020년","924","372","3","415","8","79","35","12",
"서울특별시","남자","40~44","일시 휴직","2020년","1867","751","","904","28","107","64","13",
"서울특별시","남자","40~44","일하지 않았음","2020년","7374","2029","25","3484","461","676","523","176",
"서울특별시","남자","45~49","합계","2020년","52330","23023","48","21001","576","4432","2768","482",
"서울특별시","남자","45~49","주로 일하였음","2020년","40422","19742","19","15011","126","3423","1880","221",
"서울특별시","남자","45~49","틈틈이 일하였음","2020년","981","396","5","396","5","64","113","2",
"서울특별시","남자","45~49","일시 휴직","2020년","1692","727","","689","7","134","110","25",
"서울특별시","남자","45~49","일하지 않았음","2020년","9235","2158","24","4905","438","811","665","234",
"서울특별시","남자","50~54","합계","2020년","48793","17639","11","21090","797","5127","3481","648",
"서울특별시","남자","50~54","주로 일하였음","2020년","34911","15227","5","13810","100","3615","1885","269",
"서울특별시","남자","50~54","틈틈이 일하였음","2020년","860","263","","429","8","73","65","22",
"서울특별시","남자","50~54","일시 휴직","2020년","1352","393","","612","","137","180","30",
"서울특별시","남자","50~54","일하지 않았음","2020년","11670","1756","6","6239","689","1302","1351","327",
"서울특별시","남자","55~59","합계","2020년","46352","14377","","19578","1135","6402","4135","725",
"서울특별시","남자","55~59","주로 일하였음","2020년","29337","11975","","10850","183","3942","2095","292",
"서울특별시","남자","55~59","틈틈이 일하였음","2020년","678","182","","307","4","138","44","3",
"서울특별시","남자","55~59","일시 휴직","2020년","1410","418","","672","27","167","67","59",
"서울특별시","남자","55~59","일하지 않았음","2020년","14927","1802","","7749","921","2155","1929","371",
"서울특별시","남자","60~64","합계","2020년","42318","10237","","17764","1215","7947","4740","415",
"서울특별시","남자","60~64","주로 일하였음","2020년","22240","7797","","8162","167","4021","1922","171",
"서울특별시","남자","60~64","틈틈이 일하였음","2020년","735","206","","331","","160","31","7",
"서울특별시","남자","60~64","일시 휴직","2020년","1134","319","","440","10","224","115","26",
"서울특별시","남자","60~64","일하지 않았음","2020년","18209","1915","","8831","1038","3542","2672","211",
"서울특별시","남자","65~69","합계","2020년","28985","4457","","11891","868","6539","4842","388",
"서울특별시","남자","65~69","주로 일하였음","2020년","11770","3328","","4152","47","2641","1451","151",
"서울특별시","남자","65~69","틈틈이 일하였음","2020년","520","101","","191","25","136","67","",
"서울특별시","남자","65~69","일시 휴직","2020년","523","123","","222","11","110","52","5",
"서울특별시","남자","65~69","일하지 않았음","2020년","16172","905","","7326","785","3652","3272","232",
"서울특별시","남자","70~74","합계","2020년","20181","1895","","7500","577","4892","5146","171",
"서울특별시","남자","70~74","주로 일하였음","2020년","5667","1252","","1959","17","1373","1018","48",
"서울특별시","남자","70~74","틈틈이 일하였음","2020년","258","30","","94","4","77","53","",
"서울특별시","남자","70~74","일시 휴직","2020년","320","67","","150","8","36","53","6",
"서울특별시","남자","70~74","일하지 않았음","2020년","13936","546","","5297","548","3406","4022","117",
"서울특별시","남자","75~79","합계","2020년","13245","865","","3209","420","3588","5055","108",
"서울특별시","남자","75~79","주로 일하였음","2020년","2186","469","","446","20","569","672","10",
"서울특별시","남자","75~79","틈틈이 일하였음","2020년","178","54","","55","","61","8","",
"서울특별시","남자","75~79","일시 휴직","2020년","91","15","","62","","11","3","",
"서울특별시","남자","75~79","일하지 않았음","2020년","10790","327","","2646","400","2947","4372","98",
"서울특별시","남자","80~84","합계","2020년","7863","91","","","228","3743","3781","20",
"서울특별시","남자","80~84","주로 일하였음","2020년","701","38","","","9","366","285","3",
"서울특별시","남자","80~84","틈틈이 일하였음","2020년","66","","","","","41","25","",
"서울특별시","남자","80~84","일시 휴직","2020년","28","","","","","12","16","",
"서울특별시","남자","80~84","일하지 않았음","2020년","7068","53","","","219","3324","3455","17",
"서울특별시","남자","85세 이상","합계","2020년","4736","","","","232","1699","2805","",
"서울특별시","남자","85세 이상","주로 일하였음","2020년","202","","","","","113","89","",
"서울특별시","남자","85세 이상","틈틈이 일하였음","2020년","5","","","","","5","","",
