"인천광역시","여자","20~24세",6018,3664,3346,292,26,2354
"인천광역시","여자","25~29세",7527,6069,5788,162,119,1458
"인천광역시","여자","30~34세",8084,6446,6063,212,171,1638
"인천광역시","여자","35~39세",7435,5573,5350,138,85,1862
"인천광역시","여자","40~44세",7502,5828,5439,233,156,1674
"인천광역시","여자","45~49세",8383,6030,5794,186,50,2353
"인천광역시","여자","50~54세",9875,6324,6000,227,97,3551
"인천광역시","여자","55~59세",12516,6788,6442,258,88,5728
"인천광역시","여자","60~64세",10542,4040,3803,186,51,6502
"인천광역시","여자","65~69세",11160,2636,2409,218,9,8524
"인천광역시","여자","70세 이상",34915,4004,3522,466,16,30911
"광주광역시","계","합계",163349,82160,77537,3368,1255,81189
"광주광역시","계","15~19세",2373,467,347,113,7,1906
"광주광역시","계","20~24세",14039,4945,4036,865,44,9094
"광주광역시","계","25~29세",15545,10293,9791,397,105,5252
"광주광역시","계","30~34세",15143,12298,11915,242,141,2845
"광주광역시","계","35~39세",13306,10732,10283,241,208,2574
"광주광역시","계","40~44세",12053,9518,9140,213,165,2535
"광주광역시","계","45~49세",12152,9007,8694,161,152,3145
"광주광역시","계","50~54세",13018,8761,8479,166,116,4257
"광주광역시","계","55~59세",13610,7222,6792,265,165,6388
"광주광역시","계","60~64세",10634,3986,3748,166,72,6648
"광주광역시","계","65~69세",10774,2296,2042,219,35,8478
"광주광역시","계","70세 이상",30702,2635,2270,320,45,28067
"광주광역시","남자","합계",75168,46536,44378,1387,771,28632
"광주광역시","남자","15~19세",1164,212,137,75,,952
"광주광역시","남자","20~24세",6304,1876,1483,365,28,4428
"광주광역시","남자","25~29세",8775,5406,5139,229,38,3369
"광주광역시","남자","30~34세",9190,7645,7421,145,79,1545
"광주광역시","남자","35~39세",8573,7178,6878,154,146,1395
"광주광역시","남자","40~44세",7786,6367,6149,76,142,1419
"광주광역시","남자","45~49세",7270,5642,5474,57,111,1628
"광주광역시","남자","50~54세",6829,4965,4837,51,77,1864
"광주광역시","남자","55~59세",6253,3774,3639,63,72,2479
"광주광역시","남자","60~64세",4037,1868,1754,70,44,2169
"광주광역시","남자","65~69세",3035,919,834,68,17,2116
"광주광역시","남자","70세 이상",5952,684,633,34,17,5268
"광주광역시","여자","합계",88181,35624,33159,1981,484,52557
"광주광역시","여자","15~19세",1209,255,210,38,7,954
"광주광역시","여자","20~24세",7735,3069,2553,500,16,4666
"광주광역시","여자","25~29세",6770,4887,4652,168,67,1883
"광주광역시","여자","30~34세",5953,4653,4494,97,62,1300
"광주광역시","여자","35~39세",4733,3554,3405,87,62,1179
"광주광역시","여자","40~44세",4267,3151,2991,137,23,1116
"광주광역시","여자","45~49세",4882,3365,3220,104,41,1517
"광주광역시","여자","50~54세",6189,3796,3642,115,39,2393
"광주광역시","여자","55~59세",7357,3448,3153,202,93,3909
"광주광역시","여자","60~64세",6597,2118,1994,96,28,4479
"광주광역시","여자","65~69세",7739,1377,1208,151,18,6362
"광주광역시","여자","70세 이상",24750,1951,1637,286,28,22799
"대전광역시","계","합계",169024,88380,81162,5887,1331,80644
"대전광역시","계","15~19세",4909,667,249,413,5,4242
"대전광역시","계","20~24세",25297,7799,5082,2645,72,17498
"대전광역시","계","25~29세",19117,13645,12682,802,161,5472
"대전광역시","계","30~34세",14470,12126,11674,282,170,2344
"대전광역시","계","35~39세",10861,9066,8724,152,190,1795
"대전광역시","계","40~44세",11806,9670,9227,237,206,2136
"대전광역시","계","45~49세",11156,8593,8180,220,193,2563
"대전광역시","계","50~54세",12738,8894,8575,200,119,3844
"대전광역시","계","55~59세",13760,8324,7996,228,100,5436
"대전광역시","계","60~64세",10995,4576,4284,230,62,6419
"대전광역시","계","65~69세",9946,2351,2199,138,14,7595
"대전광역시","계","70세 이상",23969,2669,2290,340,39,21300
"대전광역시","남자","합계",81011,48376,44919,2772,685,32635
"대전광역시","남자","15~19세",2545,320,115,200,5,2225
"대전광역시","남자","20~24세",12007,2670,1366,1298,6,9337
"대전광역시","남자","25~29세",11156,7284,6613,588,83,3872
"대전광역시","남자","30~34세",8744,7416,7154,165,97,1328
"대전광역시","남자","35~39세",6667,5743,5561,92,90,924
"대전광역시","남자","40~44세",7136,6102,5880,108,114,1034
"대전광역시","남자","45~49세",6558,5371,5187,81,103,1187
"대전광역시","남자","50~54세",6685,5056,4916,45,95,1629
"대전광역시","남자","55~59세",6603,4440,4343,58,39,2163
"대전광역시","남자","60~64세",4219,2172,2073,67,32,2047
"대전광역시","남자","65~69세",3269,1053,1015,38,,2216
"대전광역시","남자","70세 이상",5422,749,696,32,21,4673
"대전광역시","여자","합계",88013,40004,36243,3115,646,48009
"대전광역시","여자","15~19세",2364,347,134,213,,2017
"대전광역시","여자","20~24세",13290,5129,3716,1347,66,8161
"대전광역시","여자","25~29세",7961,6361,6069,214,78,1600
"대전광역시","여자","30~34세",5726,4710,4520,117,73,1016
"대전광역시","여자","35~39세",4194,3323,3163,60,100,871
"대전광역시","여자","40~44세",4670,3568,3347,129,92,1102
"대전광역시","여자","45~49세",4598,3222,2993,139,90,1376
"대전광역시","여자","50~54세",6053,3838,3659,155,24,2215
"대전광역시","여자","55~59세",7157,3884,3653,170,61,3273
"대전광역시","여자","60~64세",6776,2404,2211,163,30,4372
"대전광역시","여자","65~69세",6677,1298,1184,100,14,5379
"대전광역시","여자","70세 이상",18547,1920,1594,308,18,16627
"울산광역시","계","합계",103671,66320,63727,1672,921,37351
"울산광역시","계","15~19세",492,217,154,57,6,275
"울산광역시","계","20~24세",4452,2602,2322,252,28,1850
"울산광역시","계","25~29세",8525,7285,7078,141,66,1240
"울산광역시","계","30~34세",10272,9154,8950,114,90,1118
"울산광역시","계","35~39세",8790,7655,7475,42,138,1135
"울산광역시","계","40~44세",9347,7988,7712,110,166,1359
"울산광역시","계","45~49세",9636,7862,7538,164,160,1774
"울산광역시","계","50~54세",10063,7908,7706,124,78,2155
"울산광역시","계","55~59세",10571,7243,7067,123,53,3328
"울산광역시","계","60~64세",8985,4506,4237,191,78,4479
"울산광역시","계","65~69세",6666,1926,1761,125,40,4740
"울산광역시","계","70세 이상",15872,1974,1727,229,18,13898
"울산광역시","남자","합계",53657,42562,41546,504,512,11095
"울산광역시","남자","15~19세",230,136,100,36,,94
"울산광역시","남자","20~24세",2408,1404,1284,115,5,1004
"울산광역시","남자","25~29세",5889,5017,4874,101,42,872
"울산광역시","남자","30~34세",7516,6932,6850,43,39,584
"울산광역시","남자","35~39세",6282,5725,5622,5,98,557
"울산광역시","남자","40~44세",6388,5731,5591,46,94,657
