"전출지별","전입지별","이동규모별",2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"경기도","전라남도","1인",10142,10424,10148,9300,9186,9418,9590,9388,9317,8871
"경기도","전라남도","2인",1163,1265,1240,1141,1039,981,961,920,980,840
"경기도","전라남도","3인",571,638,609,515,486,453,355,413,366,303
"경기도","전라남도","4인",377,421,411,370,311,276,208,240,214,181
"경기도","전라남도","5인",105,102,119,74,64,82,54,52,45,39
"경기도","경상북도","계",13754,13912,14912,13402,12325,11891,12416,12361,14108,13344
"경기도","경상북도","1인",11030,11285,12004,10829,10164,10014,10526,10455,12074,11609
"경기도","경상북도","2인",1350,1346,1448,1277,1135,1038,1041,1076,1197,1056
"경기도","경상북도","3인",740,671,737,695,565,455,462,482,479,379
"경기도","경상북도","4인",520,469,584,481,370,320,326,282,290,242
"경기도","경상북도","5인",98,113,119,97,83,49,51,49,59,53
"경기도","경상남도","계",11351,11801,12447,11063,10187,10108,10158,10340,10914,10543
"경기도","경상남도","1인",8967,9370,9771,8922,8270,8243,8497,8641,9263,8957
"경기도","경상남도","2인",1094,1082,1170,970,932,941,850,861,912,918
"경기도","경상남도","3인",676,687,820,624,532,502,414,453,428,369
"경기도","경상남도","4인",487,526,545,437,361,335,316,315,252,250
"경기도","경상남도","5인",97,114,118,95,75,70,72,57,55,41
"경기도","제주특별자치도","계",5135,6177,7288,7689,8060,7494,6643,7021,7369,7196
"경기도","제주특별자치도","1인",3846,4596,5449,5899,6306,5850,5343,5536,5740,5693
"경기도","제주특별자치도","2인",574,741,876,846,812,834,653,722,779,801
"경기도","제주특별자치도","3인",379,464,560,534,549,460,386,459,522,432
"경기도","제주특별자치도","4인",268,298,322,322,305,269,187,236,271,215
"경기도","제주특별자치도","5인",56,64,72,74,73,73,65,52,51,47
"강원도","전국","계",140662,147632,147251,149496,144458,151059,148714,152224,152066,135986
"강원도","전국","1인",102194,106974,108265,111276,109824,114080,112586,116473,119284,106996
"강원도","전국","2인",16718,17425,17147,17336,15889,17114,16766,16996,16682,14759
"강원도","전국","3인",10879,11751,10861,10770,9674,10214,10047,9864,8575,7721
"강원도","전국","4인",8234,8756,8311,7758,6881,7446,7275,6991,5882,5143
"강원도","전국","5인",2191,2260,2171,1944,1778,1824,1729,1601,1398,1150
"강원도","서울특별시","계",16414,16728,16831,16874,16771,17751,17425,17494,17014,15409
"강원도","서울특별시","1인",14350,14653,14927,15074,15032,16141,15908,15905,15596,14163
"강원도","서울특별시","2인",1104,1191,1081,1051,973,941,905,974,868,769
"강원도","서울특별시","3인",530,499,443,403,383,366,332,330,333,291
"강원도","서울특별시","4인",351,299,303,261,301,234,227,227,165,151
"강원도","서울특별시","5인",72,72,66,71,66,58,48,52,46,26
"강원도","부산광역시","계",1480,1669,1746,1707,1614,1520,1451,1496,1496,1367
"강원도","부산광역시","1인",1201,1400,1447,1462,1389,1295,1248,1325,1320,1203
"강원도","부산광역시","2인",133,128,123,112,114,112,98,81,87,86
"강원도","부산광역시","3인",66,63,92,71,56,61,63,46,44,41
"강원도","부산광역시","4인",52,57,63,46,35,34,33,32,35,33
"강원도","부산광역시","5인",21,17,15,12,18,12,8,11,10,4
"강원도","대구광역시","계",1252,1191,1305,1332,1186,1269,1152,1215,1205,1224
"강원도","대구광역시","1인",1021,1005,1093,1088,1001,1078,989,1058,1065,1057
"강원도","대구광역시","2인",100,79,88,98,80,83,88,78,56,84
"강원도","대구광역시","3인",63,55,57,75,58,48,39,41,37,44
"강원도","대구광역시","4인",52,42,44,50,37,48,28,32,38,32
"강원도","대구광역시","5인",13,9,19,18,7,10,7,6,9,7
"강원도","인천광역시","계",3882,4029,3990,4068,3827,3992,3779,3655,3854,3372
"강원도","인천광역시","1인",3228,3372,3381,3483,3322,3498,3292,3246,3442,2977
"강원도","인천광역시","2인",323,359,301,321,303,277,269,235,247,238
"강원도","인천광역시","3인",181,170,182,133,108,123,124,83,99,91
"강원도","인천광역시","4인",102,102,102,103,66,65,77,72,47,53
"강원도","인천광역시","5인",43,17,23,26,23,25,16,15,15,13
"강원도","광주광역시","계",591,603,667,579,552,536,491,526,585,486
"강원도","광주광역시","1인",478,481,525,479,463,447,418,440,505,416
"강원도","광주광역시","2인",52,55,61,55,34,35,34,40,40,34
"강원도","광주광역시","3인",29,36,46,26,30,32,20,25,21,23
"강원도","광주광역시","4인",25,26,17,11,19,12,15,16,16,12
"강원도","광주광역시","5인",6,5,16,8,3,10,4,4,2,1
"강원도","대전광역시","계",1699,1767,1831,1809,1787,1754,1708,1717,1828,1644
"강원도","대전광역시","1인",1129,1258,1330,1372,1357,1383,1331,1402,1507,1333
"강원도","대전광역시","2인",166,159,170,126,144,137,136,134,135,137
"강원도","대전광역시","3인",142,157,141,133,138,102,117,74,83,87
"강원도","대전광역시","4인",210,150,145,138,121,101,106,86,85,70
"강원도","대전광역시","5인",45,38,41,33,23,24,17,18,15,12
"강원도","울산광역시","계",819,863,861,737,620,603,541,553,598,502
"강원도","울산광역시","1인",677,707,732,621,537,521,459,469,531,454
"강원도","울산광역시","2인",66,71,63,53,46,48,42,48,43,26
"강원도","울산광역시","3인",35,53,32,42,17,21,25,25,20,11
"강원도","울산광역시","4인",27,23,22,19,16,8,9,7,3,9
"강원도","울산광역시","5인",12,8,11,2,3,5,6,4,1,2
"강원도","세종특별자치시","계",176,288,437,448,505,571,465,520,595,471
"강원도","세종특별자치시","1인",127,187,282,322,366,415,345,398,466,358
"강원도","세종특별자치시","2인",19,37,54,43,57,68,57,47,63,44
"강원도","세종특별자치시","3인",18,37,44,39,29,42,31,29,28,31
"강원도","세종특별자치시","4인",7,17,43,36,41,37,24,40,29,27
"강원도","세종특별자치시","5인",5,10,13,7,8,9,8,5,9,10
"강원도","경기도","계",20287,21267,21590,21918,21460,22878,22134,22747,22899,19715
"강원도","경기도","1인",16546,17464,17976,18303,18007,19214,18888,19448,19712,16927
"강원도","경기도","2인",1750,1880,1787,1841,1735,1871,1694,1764,1795,1555
"강원도","경기도","3인",1044,984,886,936,945,941,818,789,752,673
"강원도","경기도","4인",735,704,724,649,571,669,591,601,503,455
"강원도","경기도","5인",185,200,181,161,165,159,123,118,117,93
"강원도","강원도","계",81214,85850,84105,86463,82936,87236,87014,89732,88678,79616
"강원도","강원도","1인",53211,55718,55501,57994,57706,59396,59148,62191,63786,57787
"강원도","강원도","2인",11802,12276,12104,12482,11248,12468,12485,12575,12285,10720
"강원도","강원도","3인",8037,8982,8193,8217,7191,7845,7968,7952,6687,6005
"강원도","강원도","4인",6161,6778,6301,5958,5154,5815,5754,5510,4617,4007
"강원도","강원도","5인",1636,1725,1612,1478,1328,1404,1391,1262,1102,920
"강원도","충청북도","계",3201,3301,3495,3687,3567,3562,3534,3420,3649,3330
"강원도","충청북도","1인",2603,2671,2839,3016,2903,2952,3004,2942,3187,2900
"강원도","충청북도","2인",296,306,318,335,333,303,279,281,268,259
"강원도","충청북도","3인",175,172,171,185,178,170,136,106,102,99
"강원도","충청북도","4인",95,127,126,112,118,109,94,62,77,61
"강원도","충청북도","5인",27,18,35,34,26,24,16,27,12,8
"강원도","충청남도","계",2359,2450,2562,2387,2511,2451,2193,2419,2606,2344
"강원도","충청남도","1인",1830,1902,1985,1920,1969,1971,1794,1968,2129,1908
"강원도","충청남도","2인",205,236,230,188,196,213,168,203,232,236
"강원도","충청남도","3인",144,129,155,130,150,128,88,103,110,93
"강원도","충청남도","4인",131,131,140,117,154,107,113,117,103,85
"강원도","충청남도","5인",45,47,43,30,36,29,30,23,28,18
"강원도","전라북도","계",1122,1054,1131,1100,1015,991,925,975,1016,875
"강원도","전라북도","1인",896,842,891,907,827,824,783,815,872,729
"강원도","전라북도","2인",111,94,115,83,83,81,62,74,71,78
"강원도","전라북도","3인",57,55,65,60,51,51,43,44,35,40
"강원도","전라북도","4인",44,45,43,40,39,25,31,28,31,23
"강원도","전라북도","5인",12,14,13,9,14,10,6,11,6,3
"강원도","전라남도","계",991,1039,1096,1046,973,943,1151,1022,987,974
"강원도","전라남도","1인",757,814,831,807,748,760,954,846,817,789
"강원도","전라남도","2인",111,79,129,105,93,76,95,98,97,114
"강원도","전라남도","3인",68,71,67,69,72,66,54,49,41,38
"강원도","전라남도","4인",42,45,51,54,45,28,37,21,26,24
"강원도","전라남도","5인",13,25,16,9,15,10,8,8,6,7
"강원도","경상북도","계",2912,3019,3057,2829,2775,2645,2621,2441,2738,2431
"강원도","경상북도","1인",2376,2508,2522,2390,2316,2242,2286,2141,2417,2140
"강원도","경상북도","2인",261,263,277,232,232,206,172,162,190,175
"강원도","경상북도","3인",152,134,151,118,132,109,85,75,81,62
"강원도","경상북도","4인",97,91,76,70,69,67,56,47,45,39
"강원도","경상북도","5인",21,22,22,12,21,15,17,16,5,14
"강원도","경상남도","계",1772,1906,1901,1792,1647,1627,1521,1663,1682,1571
"강원도","경상남도","1인",1378,1494,1470,1439,1304,1324,1227,1349,1393,1309
"강원도","경상남도","2인",168,162,181,146,146,143,136,145,156,137
"강원도","경상남도","3인",112,121,113,103,101,77,77,74,74,67
"강원도","경상남도","4인",82,98,89,78,73,65,61,73,47,48
"강원도","경상남도","5인",29,29,43,25,17,17,19,19,12,9
"강원도","제주특별자치도","계",491,608,646,720,712,730,609,629,636,655
"강원도","제주특별자치도","1인",386,498,533,599,577,619,512,530,539,546
"강원도","제주특별자치도","2인",51,50,65,65,72,52,46,57,49,67
"강원도","제주특별자치도","3인",26,33,23,30,35,32,27,19,28,25
"강원도","제주특별자치도","4인",21,21,22,16,22,22,19,20,15,14
"강원도","제주특별자치도","5인",6,4,2,9,5,3,5,2,3,3
"충청북도","전국","계",134629,137264,138489,132905,132244,141670,143426,159139,155310,136579
"충청북도","전국","1인",94935,98112,100209,98758,98972,104261,108705,122995,123902,111423
"충청북도","전국","2인",16297,16623,16182,15240,14987,16053,15572,16594,15940,13226
"충청북도","전국","3인",11600,11260,11042,9663,9471,10743,9916,10184,8481,6671
"충청북도","전국","4인",9077,8564,8446,7222,6917,8341,7252,7479,5554,4172
"충청북도","전국","5인",2242,2188,2107,1676,1583,1931,1718,1607,1258,924
"충청북도","서울특별시","계",11016,11277,11140,11318,11295,12085,12253,13017,12121,11334
"충청북도","서울특별시","1인",9698,10048,9909,10235,10279,11002,11272,12054,11214,10586
"충청북도","서울특별시","2인",754,706,700,662,583,673,595,566,572,467
"충청북도","서울특별시","3인",317,298,297,245,257,235,232,232,199,173
"충청북도","서울특별시","4인",197,192,185,145,143,151,126,136,115,89
"충청북도","서울특별시","5인",40,30,40,29,26,19,25,26,20,14
"충청북도","부산광역시","계",1154,1406,1313,1230,1282,1191,1227,1352,1355,1245
"충청북도","부산광역시","1인",935,1136,1072,1052,1083,1056,1078,1204,1225,1110
"충청북도","부산광역시","2인",109,136,125,93,103,79,87,78,64,84
"충청북도","부산광역시","3인",52,64,58,44,47,35,34,34,43,29
"충청북도","부산광역시","4인",39,43,40,28,29,18,25,27,17,19
"충청북도","부산광역시","5인",16,12,10,6,9,3,2,8,5,2
"충청북도","대구광역시","계",1237,1294,1099,1177,1147,1179,1225,1277,1354,1324
"충청북도","대구광역시","1인",992,1040,909,998,975,1027,1053,1119,1207,1158
"충청북도","대구광역시","2인",121,104,89,81,92,76,86,82,81,88
"충청북도","대구광역시","3인",64,72,50,46,42,40,46,48,35,44
"충청북도","대구광역시","4인",41,56,43,42,34,29,33,21,29,30
"충청북도","대구광역시","5인",14,12,7,9,2,7,7,6,2,4
"충청북도","인천광역시","계",2622,2643,2771,2660,2728,2753,2877,2893,2889,2736
"충청북도","인천광역시","1인",2160,2178,2345,2278,2326,2377,2532,2578,2590,2421
"충청북도","인천광역시","2인",247,240,214,208,217,210,197,199,183,179
"충청북도","인천광역시","3인",104,130,128,95,99,96,79,65,64,85
"충청북도","인천광역시","4인",94,71,70,67,75,48,51,41,39,41
"충청북도","인천광역시","5인",15,19,12,11,8,17,13,10,10,8
"충청북도","광주광역시","계",513,644,551,498,540,593,631,636,713,623
"충청북도","광주광역시","1인",408,507,460,418,454,515,539,562,626,562
"충청북도","광주광역시","2인",42,62,51,38,47,37,45,38,43,36
"충청북도","광주광역시","3인",31,42,18,24,28,25,23,20,27,15
"충청북도","광주광역시","4인",29,22,16,11,7,15,21,12,14,7
"충청북도","광주광역시","5인",3,7,5,5,4,1,2,3,3,3
"충청북도","대전광역시","계",6150,6370,6069,6304,6457,6508,6614,7076,7419,6703
"충청북도","대전광역시","1인",4895,5160,5111,5368,5540,5661,5846,6302,6628,6027
"충청북도","대전광역시","2인",605,593,509,498,510,492,441,441,458,409
"충청북도","대전광역시","3인",350,331,234,247,231,206,202,206,220,176
"충청북도","대전광역시","4인",229,228,172,148,128,116,96,99,89,69
"충청북도","대전광역시","5인",59,49,32,39,40,24,27,25,22,16
"충청북도","울산광역시","계",791,627,748,557,499,461,537,551,593,550
"충청북도","울산광역시","1인",597,500,599,468,421,399,465,473,523,492
"충청북도","울산광역시","2인",77,58,68,41,41,31,36,43,39,31
"충청북도","울산광역시","3인",60,35,35,28,22,11,18,15,16,16
"충청북도","울산광역시","4인",45,28,25,18,11,18,14,16,9,8
"충청북도","울산광역시","5인",10,5,13,2,4,2,2,4,6,3
"충청북도","세종특별자치시","계",1704,3030,4397,3223,3496,3555,3213,3436,3589,3219
"충청북도","세종특별자치시","1인",1157,1653,2271,2092,2177,2357,2317,2508,2696,2387
"충청북도","세종특별자치시","2인",221,442,618,400,450,444,374,383,408,355
"충청북도","세종특별자치시","3인",156,436,660,356,383,372,263,267,238,244
"충청북도","세종특별자치시","4인",135,404,692,306,400,308,211,210,188,185
"충청북도","세종특별자치시","5인",26,92,134,55,75,62,41,62,55,40
"충청북도","경기도","계",14750,14869,15471,15377,15330,16474,17038,18036,18670,15685
"충청북도","경기도","1인",11854,12181,12890,12927,12814,13897,14599,15600,16289,13838
"충청북도","경기도","2인",1353,1323,1286,1207,1248,1372,1350,1338,1331,1058
"충청북도","경기도","3인",812,724,689,667,684,641,628,619,592,455
"충청북도","경기도","4인",596,526,499,438,466,452,370,408,379,285
"충청북도","경기도","5인",111,98,95,121,103,96,78,58,71,42
"충청북도","강원도","계",3140,3445,3575,3383,3515,3228,3470,3619,3706,3235
"충청북도","강원도","1인",2540,2746,2934,2795,2937,2716,2894,3062,3142,2763
"충청북도","강원도","2인",289,337,323,300,287,291,293,280,322,281
"충청북도","강원도","3인",152,181,168,155,138,122,154,151,145,104
"충청북도","강원도","4인",126,143,115,107,120,77,101,96,80,59
"충청북도","강원도","5인",30,32,30,24,26,17,25,25,16,25
"충청북도","충청북도","계",80062,79785,78755,75562,73953,82049,81962,93954,89163,77058
"충청북도","충청북도","1인",50438,51277,51305,50451,50024,53445,55449,66062,65763,58846
"충청북도","충청북도","2인",11411,11498,11127,10711,10318,11372,11116,12137,11402,9232
"충청북도","충청북도","3인",8869,8377,8107,7259,7024,8501,7804,8070,6497,4982
"충청북도","충청북도","4인",7133,6484,6202,5568,5139,6822,5938,6122,4338,3159
"충청북도","충청북도","5인",1823,1723,1624,1288,1207,1627,1437,1325,1012,722
"충청북도","충청남도","계",4479,4790,4937,4622,4825,4751,4960,5567,5607,5207
"충청북도","충청남도","1인",3605,3910,4049,3808,3951,3974,4251,4814,4895,4509
"충청북도","충청남도","2인",427,470,414,417,446,414,377,429,440,415
"충청북도","충청남도","3인",246,232,256,218,229,199,179,177,142,160
"충청북도","충청남도","4인",155,140,172,140,162,134,126,125,113,93
"충청북도","충청남도","5인",38,34,33,35,30,28,26,19,15,22
"충청북도","전라북도","계",1324,1321,1359,1311,1347,1358,1435,1515,1586,1499
"충청북도","전라북도","1인",1053,1070,1136,1097,1110,1156,1231,1299,1354,1320
"충청북도","전라북도","2인",118,123,124,118,125,113,111,115,140,117
"충청북도","전라북도","3인",88,69,52,41,51,48,58,59,52,30
"충청북도","전라북도","4인",49,46,34,40,48,35,28,34,31,25
"충청북도","전라북도","5인",12,12,7,14,13,6,6,7,7,7
"충청북도","전라남도","계",894,913,1031,963,935,919,975,1144,1052,976
"충청북도","전라남도","1인",718,763,858,808,761,781,852,966,918,865
"충청북도","전라남도","2인",87,80,85,80,96,84,73,83,75,60
"충청북도","전라남도","3인",49,29,51,42,43,36,35,50,40,32
"충청북도","전라남도","4인",32,26,26,26,25,14,10,34,17,15
"충청북도","전라남도","5인",6,13,9,7,10,4,5,10,2,1
"충청북도","경상북도","계",2828,2775,2993,2669,2786,2551,2983,2910,3310,3012
"충청북도","경상북도","1인",2336,2311,2513,2252,2371,2213,2593,2561,2935,2664
"충청북도","경상북도","2인",251,242,240,214,240,187,230,199,229,222
"충청북도","경상북도","3인",132,114,132,110,92,83,87,79,90,68
"충청북도","경상북도","4인",87,76,75,72,69,57,55,60,51,45
"충청북도","경상북도","5인",22,27,28,16,13,8,15,9,5,12
"충청북도","경상남도","계",1488,1493,1655,1360,1348,1338,1381,1521,1508,1474
"충청북도","경상남도","1인",1161,1197,1337,1139,1128,1110,1190,1296,1320,1297
"충청북도","경상남도","2인",138,138,150,112,115,120,101,125,100,118
"충청북도","경상남도","3인",101,77,83,60,60,61,46,60,50,31
"충청북도","경상남도","4인",72,60,59,38,38,38,37,31,34,25
"충청북도","경상남도","5인",10,17,20,10,6,8,6,8,4,1
"충청북도","제주특별자치도","계",477,582,625,691,761,677,645,635,675,699
"충청북도","제주특별자치도","1인",388,435,511,572,621,575,544,535,577,578
"충청북도","제주특별자치도","2인",47,71,59,60,69,58,60,58,53,74
"충청북도","제주특별자치도","3인",17,49,24,26,41,32,28,32,31,27
"충청북도","제주특별자치도","4인",18,19,21,28,23,9,10,7,11,18
"충청북도","제주특별자치도","5인",7,6,8,5,7,2,1,2,3,2
"충청남도","전국","계",172156,181035,182782,180233,179210,190748,184415,204770,200175,181484
"충청남도","전국","1인",123490,130807,133398,132921,132720,142764,143862,160271,159363,145463
"충청남도","전국","2인",20086,20969,20628,20277,19800,21024,18823,20995,20145,17777
"충청남도","전국","3인",14034,14308,14118,13750,13292,13908,11440,12589,11012,9877
"충청남도","전국","4인",11227,11454,11229,10348,10482,10229,8116,8634,7672,6617
"충청남도","전국","5인",2744,2886,2839,2442,2425,2336,1829,1946,1680,1500
"충청남도","서울특별시","계",15867,16329,15972,15888,15754,16780,17621,18626,16964,16015
"충청남도","서울특별시","1인",13683,14278,14110,14180,14087,15159,15911,16968,15459,14837
"충청남도","서울특별시","2인",1146,1130,1042,989,944,944,958,930,935,695
"충청남도","서울특별시","3인",552,485,410,391,375,404,419,413,309,268
"충청남도","서울특별시","4인",392,352,343,262,274,214,274,255,209,173
"충청남도","서울특별시","5인",84,69,55,52,61,49,51,50,47,38
"충청남도","부산광역시","계",1739,2115,1925,1760,1799,1666,1707,1857,1896,1644
"충청남도","부산광역시","1인",1424,1726,1613,1507,1533,1428,1466,1592,1686,1457
"충청남도","부산광역시","2인",142,168,130,129,117,114,114,132,90,99
"충청남도","부산광역시","3인",81,109,92,67,75,76,72,66,66,39
"충청남도","부산광역시","4인",85,71,61,43,60,38,46,56,44,35
"충청남도","부산광역시","5인",5,19,22,12,13,10,5,10,8,8
"충청남도","대구광역시","계",1403,1514,1403,1327,1283,1306,1317,1447,1403,1353
"충청남도","대구광역시","1인",1088,1199,1101,1069,1037,1083,1098,1219,1209,1133
"충청남도","대구광역시","2인",137,120,127,123,109,93,94,102,84,107
"충청남도","대구광역시","3인",74,97,81,81,66,65,59,74,51,57
"충청남도","대구광역시","4인",74,71,74,48,56,57,54,41,47,51
"충청남도","대구광역시","5인",24,21,16,6,13,5,10,9,10,4
"충청남도","인천광역시","계",5069,5161,5108,5069,5065,5217,5429,5612,5560,5040
"충청남도","인천광역시","1인",4098,4232,4275,4302,4345,4535,4696,4906,4903,4476
"충청남도","인천광역시","2인",489,477,401,409,412,373,438,395,375,352
"충청남도","인천광역시","3인",261,260,222,194,175,178,171,191,166,123
"충청남도","인천광역시","4인",183,153,164,125,111,106,107,98,97,73
"충청남도","인천광역시","5인",27,30,40,31,19,24,16,18,17,12
"충청남도","광주광역시","계",1043,1323,1126,1138,1135,1135,1161,1204,1261,1103
"충청남도","광주광역시","1인",835,1061,938,970,965,968,1011,1061,1126,978
"충청남도","광주광역시","2인",87,140,90,86,80,81,79,84,64,77
"충청남도","광주광역시","3인",62,59,56,50,51,50,43,37,39,28
"충청남도","광주광역시","4인",46,44,31,26,28,29,22,18,25,18
"충청남도","광주광역시","5인",9,13,8,5,10,4,5,4,7,2
"충청남도","대전광역시","계",12143,12538,11898,12123,12039,12586,12369,13414,12593,11366
"충청남도","대전광역시","1인",9765,10112,9796,10288,10306,10960,10814,11862,11262,10249
"충청남도","대전광역시","2인",1159,1126,1112,981,912,908,848,910,796,698
"충청남도","대전광역시","3인",615,695,553,459,434,405,398,342,310,253
"충청남도","대전광역시","4인",462,467,350,320,306,229,233,237,181,136
"충청남도","대전광역시","5인",127,114,63,63,65,66,67,56,35,28
"충청남도","울산광역시","계",922,867,1033,845,721,789,761,771,836,790
"충청남도","울산광역시","1인",706,690,814,692,601,671,640,665,734,698
"충청남도","울산광역시","2인",82,66,93,68,51,50,56,49,59,44
"충청남도","울산광역시","3인",60,48,61,45,40,39,37,26,20,26
"충청남도","울산광역시","4인",54,54,44,31,25,25,27,23,13,19
"충청남도","울산광역시","5인",15,9,17,5,3,4,1,7,10,3
"충청남도","세종특별자치시","계",1802,3229,4585,3697,3989,4277,4217,4631,4391,3678
"충청남도","세종특별자치시","1인",1252,1913,2805,2580,2707,3034,3059,3513,3380,2881
"충청남도","세종특별자치시","2인",223,422,597,462,507,540,473,501,463,355
"충청남도","세종특별자치시","3인",143,381,501,339,347,330,323,327,269,233
"충청남도","세종특별자치시","4인",140,394,547,246,335,291,294,216,212,174
"충청남도","세종특별자치시","5인",36,93,119,60,78,64,66,61,56,33
"충청남도","경기도","계",22796,23494,24939,24311,23938,26400,27707,30433,29687,25205
"충청남도","경기도","1인",18099,18930,20385,20019,19791,21762,22847,25353,25054,21597
"충청남도","경기도","2인",2184,2166,2205,2137,2052,2350,2342,2491,2444,1916
"충청남도","경기도","3인",1272,1224,1208,1107,1139,1215,1274,1333,1184,946
"충청남도","경기도","4인",1000,931,892,845,766,892,1031,1054,839,597
"충청남도","경기도","5인",203,199,212,169,164,149,173,178,141,129
"충청남도","강원도","계",2044,2136,2302,2139,2090,2118,2059,2309,2327,2145
"충청남도","강원도","1인",1576,1668,1855,1676,1692,1698,1637,1842,1905,1763
"충청남도","강원도","2인",196,199,199,211,175,174,194,222,213,198
"충청남도","강원도","3인",118,108,120,123,101,122,103,121,106,85
"충청남도","강원도","4인",127,119,86,95,93,100,99,91,81,76
"충청남도","강원도","5인",21,35,37,29,23,22,19,25,21,21
"충청남도","충청북도","계",4257,4657,4757,4400,4492,4609,4805,5416,5514,4991
"충청남도","충청북도","1인",3401,3777,3924,3686,3744,3900,4077,4643,4776,4399
"충청남도","충청북도","2인",393,416,418,343,368,357,381,424,423,341
"충청남도","충청북도","3인",237,250,221,198,219,200,190,213,192,142
"충청남도","충청북도","4인",189,171,150,137,123,129,122,110,101,91
"충청남도","충청북도","5인",33,36,35,33,31,21,30,25,16,14
"충청남도","충청남도","계",92083,96124,95687,96318,95541,102317,93299,106437,104863,96700
"충청남도","충청남도","1인",58766,61869,62009,62732,62434,67992,66510,75975,76872,71079
"충청남도","충청남도","2인",12828,13505,13145,13342,13119,14034,11876,13748,13124,12030
"충청남도","충청남도","3인",9965,9961,9963,10167,9763,10290,7851,8940,7849,7288
"충청남도","충청남도","4인",8009,8216,8061,7808,7976,7789,5490,6100,5538,4961
"충청남도","충청남도","5인",2071,2141,2092,1880,1862,1834,1318,1427,1252,1148
"충청남도","전라북도","계",4016,4061,4229,4056,4138,4125,4256,4731,4568,4109
"충청남도","전라북도","1인",3172,3268,3488,3350,3496,3423,3612,4045,3949,3591
"충청남도","전라북도","2인",393,405,358,368,342,370,343,379,374,308
"충청남도","전라북도","3인",225,221,214,199,166,198,192,176,155,115
"충청남도","전라북도","4인",179,129,133,104,101,102,93,109,69,72
"충청남도","전라북도","5인",39,35,32,33,26,26,13,18,19,19
"충청남도","전라남도","계",1902,1971,1938,1968,1956,2051,2315,2190,2217,1895
"충청남도","전라남도","1인",1533,1636,1578,1635,1652,1752,2002,1913,1913,1633
"충청남도","전라남도","2인",172,137,170,173,163,152,179,161,179,155
"충청남도","전라남도","3인",93,110,109,76,76,76,71,68,63,70
"충청남도","전라남도","4인",82,65,64,59,51,56,54,36,50,30
"충청남도","전라남도","5인",20,21,12,22,13,14,9,8,9,6
"충청남도","경상북도","계",2407,2617,2672,2246,2282,2361,2377,2482,2818,2480
"충청남도","경상북도","1인",1999,2161,2184,1867,1931,2005,2039,2093,2415,2204
"충청남도","경상북도","2인",205,219,249,184,170,190,174,210,227,155
"충청남도","경상북도","3인",119,138,125,102,103,90,85,88,100,70
"충청남도","경상북도","4인",71,75,80,75,65,58,55,74,62,33
"충청남도","경상북도","5인",10,22,29,15,11,13,20,15,13,16
"충청남도","경상남도","계",2034,2227,2369,2106,2012,2145,2178,2324,2419,2127
"충청남도","경상남도","1인",1594,1750,1826,1691,1604,1705,1758,1891,2010,1791
"충청남도","경상남도","2인",181,207,217,203,171,196,204,182,213,173
"충청남도","경상남도","3인",129,125,150,104,120,122,102,126,98,82
"충청남도","경상남도","4인",108,116,124,87,89,92,93,92,78,63
"충청남도","경상남도","5인",15,24,41,17,26,25,17,28,15,16
"충청남도","제주특별자치도","계",629,672,839,842,976,866,837,886,858,843
"충청남도","제주특별자치도","1인",499,537,697,677,795,689,685,730,710,697
"충청남도","제주특별자치도","2인",69,66,75,69,108,98,70,75,82,74
"충청남도","제주특별자치도","3인",28,37,32,48,42,48,50,48,35,52
"충청남도","제주특별자치도","4인",26,26,25,37,23,22,22,24,26,15
"충청남도","제주특별자치도","5인",5,5,9,10,7,6,9,7,4,3
"전라북도","전국","계",170434,178360,173790,169712,164564,174991,169758,181252,170269,153484
"전라북도","전국","1인",124177,128101,126958,126287,124774,131545,131387,140313,137066,124299
"전라북도","전국","2인",20333,21721,20435,19505,18715,19937,18005,19177,16914,15312
"전라북도","전국","3인",12633,13773,13052,12221,10757,11899,10364,11254,8793,7638
"전라북도","전국","4인",9687,10788,9901,8638,7544,8748,7560,7962,5692,4787
"전라북도","전국","5인",2921,3213,2784,2463,2249,2329,1985,2128,1453,1197
"전라북도","서울특별시","계",13273,13571,12875,13198,13058,13866,13739,13667,12449,11542
"전라북도","서울특별시","1인",11865,12101,11653,12042,11857,12700,12749,12678,11603,10810
"전라북도","서울특별시","2인",870,915,751,737,765,747,631,656,553,501
"전라북도","서울특별시","3인",319,318,254,247,258,250,209,197,175,130
"전라북도","서울특별시","4인",171,183,178,135,132,131,128,111,95,78
"전라북도","서울특별시","5인",40,46,34,28,41,33,18,22,17,18
"전라북도","부산광역시","계",1181,1306,1335,1266,1272,1144,1153,1178,1136,1108
"전라북도","부산광역시","1인",1012,1126,1132,1100,1120,1018,1025,1062,1046,1019
"전라북도","부산광역시","2인",87,99,96,81,86,73,78,69,55,60
"전라북도","부산광역시","3인",48,36,47,39,33,37,27,27,23,12
"전라북도","부산광역시","4인",29,38,40,36,20,13,22,17,11,14
"전라북도","부산광역시","5인",5,6,14,5,7,2,0,3,1,2
"전라북도","대구광역시","계",743,669,681,696,628,696,654,744,699,657
"전라북도","대구광역시","1인",601,558,586,583,516,599,581,649,615,582
"전라북도","대구광역시","2인",62,50,42,59,61,53,35,59,42,37
"전라북도","대구광역시","3인",36,33,28,29,30,26,13,21,19,23
"전라북도","대구광역시","4인",37,17,19,20,17,12,19,9,19,9
"전라북도","대구광역시","5인",5,11,5,5,4,4,6,4,4,5
