"대구광역시","계","45~49세",21874,17007,15829,515,663,4867,-
"대구광역시","계","50~54세",24351,17332,16198,496,638,7019,-
"대구광역시","계","55~59세",27615,17177,15954,541,682,10438,-
"대구광역시","계","60~64세",29264,14319,13340,516,463,14945,-
"대구광역시","계","65~69세",24493,7447,6842,388,217,17046,-
"대구광역시","계","70세 이상",58966,6988,6206,602,180,51978,-
"대구광역시","남자","합계",140952,91893,85248,3729,2916,49059,-
"대구광역시","남자","15~19세",1219,253,135,118,-,966,-
"대구광역시","남자","20~24세",9202,3460,2335,1048,77,5742,-
"대구광역시","남자","25~29세",17456,12690,11588,842,260,4766,-
"대구광역시","남자","30~34세",15489,13166,12404,460,302,2323,-
"대구광역시","남자","35~39세",12459,10833,10180,245,408,1626,-
"대구광역시","남자","40~44세",11244,9491,8980,232,279,1753,-
"대구광역시","남자","45~49세",13208,10612,10080,190,342,2596,-
"대구광역시","남자","50~54세",13982,10453,9908,134,411,3529,-
"대구광역시","남자","55~59세",13571,8911,8353,125,433,4660,-
"대구광역시","남자","60~64세",12107,6691,6355,106,230,5416,-
"대구광역시","남자","65~69세",8256,3219,3008,110,101,5037,-
"대구광역시","남자","70세 이상",12759,2114,1922,119,73,10645,-
"대구광역시","여자","합계",163580,74248,65942,5801,2505,89332,-
"대구광역시","여자","15~19세",1527,300,81,219,-,1227,-
"대구광역시","여자","20~24세",12482,6021,4190,1692,139,6461,-
"대구광역시","여자","25~29세",14248,11623,10596,748,279,2625,-
"대구광역시","여자","30~34세",8501,7192,6596,309,287,1309,-
"대구광역시","여자","35~39세",7243,5623,5112,263,248,1620,-
"대구광역시","여자","40~44세",6899,5219,4624,296,299,1680,-
"대구광역시","여자","45~49세",8666,6395,5749,325,321,2271,-
"대구광역시","여자","50~54세",10369,6879,6290,362,227,3490,-
"대구광역시","여자","55~59세",14044,8266,7601,416,249,5778,-
"대구광역시","여자","60~64세",17157,7628,6985,410,233,9529,-
"대구광역시","여자","65~69세",16237,4228,3834,278,116,12009,-
"대구광역시","여자","70세 이상",46207,4874,4284,483,107,41333,-
"인천광역시","계","합계",324841,206245,188468,9956,7821,118596,-
"인천광역시","계","15~19세",2469,867,426,417,24,1602,-
"인천광역시","계","20~24세",17300,10679,7931,2396,352,6621,-
"인천광역시","계","25~29세",34217,29183,26418,1758,1007,5034,-
"인천광역시","계","30~34세",28844,25543,23576,927,1040,3301,-
"인천광역시","계","35~39세",25483,21891,20293,595,1003,3592,-
"인천광역시","계","40~44세",23655,19641,18373,508,760,4014,-
"인천광역시","계","45~49세",26709,21327,19952,561,814,5382,-
"인천광역시","계","50~54세",27592,20994,19524,563,907,6598,-
"인천광역시","계","55~59세",30473,20629,19286,587,756,9844,-
"인천광역시","계","60~64세",31801,17484,16135,656,693,14317,-
"인천광역시","계","65~69세",22911,8673,8109,279,285,14238,-
"인천광역시","계","70세 이상",53387,9334,8445,709,180,44053,-
"인천광역시","남자","합계",168675,122921,114309,4342,4270,45754,-
"인천광역시","남자","15~19세",1130,384,234,150,-,746,-
"인천광역시","남자","20~24세",7565,4065,2987,959,119,3500,-
"인천광역시","남자","25~29세",19485,16468,14999,1010,459,3017,-
"인천광역시","남자","30~34세",18969,17191,16083,468,640,1778,-
"인천광역시","남자","35~39세",17076,15119,14258,330,531,1957,-
"인천광역시","남자","40~44세",15500,13276,12575,240,461,2224,-
"인천광역시","남자","45~49세",17368,14312,13551,228,533,3056,-
"인천광역시","남자","50~54세",17090,13788,12955,239,594,3302,-
"인천광역시","남자","55~59세",16753,12071,11471,210,390,4682,-
"인천광역시","남자","60~64세",14901,9024,8409,271,344,5877,-
"인천광역시","남자","65~69세",9335,4075,3839,82,154,5260,-
"인천광역시","남자","70세 이상",13503,3148,2948,155,45,10355,-
"인천광역시","여자","합계",156166,83324,74159,5614,3551,72842,-
"인천광역시","여자","15~19세",1339,483,192,267,24,856,-
"인천광역시","여자","20~24세",9735,6614,4944,1437,233,3121,-
"인천광역시","여자","25~29세",14732,12715,11419,748,548,2017,-
"인천광역시","여자","30~34세",9875,8352,7493,459,400,1523,-
"인천광역시","여자","35~39세",8407,6772,6035,265,472,1635,-
"인천광역시","여자","40~44세",8155,6365,5798,268,299,1790,-
"인천광역시","여자","45~49세",9341,7015,6401,333,281,2326,-
"인천광역시","여자","50~54세",10502,7206,6569,324,313,3296,-
"인천광역시","여자","55~59세",13720,8558,7815,377,366,5162,-
"인천광역시","여자","60~64세",16900,8460,7726,385,349,8440,-
"인천광역시","여자","65~69세",13576,4598,4270,197,131,8978,-
"인천광역시","여자","70세 이상",39884,6186,5497,554,135,33698,-
"광주광역시","계","합계",193931,115649,103820,8088,3741,78282,-
"광주광역시","계","15~19세",2744,847,432,400,15,1897,-
"광주광역시","계","20~24세",17982,8237,5205,2868,164,9745,-
"광주광역시","계","25~29세",23291,17886,16130,1326,430,5405,-
"광주광역시","계","30~34세",17700,14752,13626,715,411,2948,-
"광주광역시","계","35~39세",15817,13301,12381,358,562,2516,-
"광주광역시","계","40~44세",13684,11086,10358,310,418,2598,-
"광주광역시","계","45~49세",14641,11443,10569,366,508,3198,-
"광주광역시","계","50~54세",14868,11238,10484,357,397,3630,-
"광주광역시","계","55~59세",15300,10030,9429,279,322,5270,-
"광주광역시","계","60~64세",15680,7924,7318,312,294,7756,-
"광주광역시","계","65~69세",11841,3911,3602,206,103,7930,-
"광주광역시","계","70세 이상",30383,4994,4286,591,117,25389,-
"광주광역시","남자","합계",96800,66585,61147,3417,2021,30215,-
"광주광역시","남자","15~19세",1214,330,178,152,-,884,-
"광주광역시","남자","20~24세",7548,3052,1829,1144,79,4496,-
"광주광역시","남자","25~29세",12753,9486,8533,795,158,3267,-
"광주광역시","남자","30~34세",11320,9515,8860,456,199,1805,-
"광주광역시","남자","35~39세",10407,9141,8712,176,253,1266,-
"광주광역시","남자","40~44세",9019,7638,7279,121,238,1381,-
"광주광역시","남자","45~49세",9456,7714,7216,140,358,1742,-
"광주광역시","남자","50~54세",8933,7141,6732,122,287,1792,-
"광주광역시","남자","55~59세",7752,5527,5238,95,194,2225,-
"광주광역시","남자","60~64세",7020,4104,3839,99,166,2916,-
"광주광역시","남자","65~69세",4435,1682,1590,33,59,2753,-
"광주광역시","남자","70세 이상",6943,1255,1141,84,30,5688,-
"광주광역시","여자","합계",97131,49064,42673,4671,1720,48067,-
"광주광역시","여자","15~19세",1530,517,254,248,15,1013,-
"광주광역시","여자","20~24세",10434,5185,3376,1724,85,5249,-
"광주광역시","여자","25~29세",10538,8400,7597,531,272,2138,-
"광주광역시","여자","30~34세",6380,5237,4766,259,212,1143,-
"광주광역시","여자","35~39세",5410,4160,3669,182,309,1250,-
"광주광역시","여자","40~44세",4665,3448,3079,189,180,1217,-
"광주광역시","여자","45~49세",5185,3729,3353,226,150,1456,-
"광주광역시","여자","50~54세",5935,4097,3752,235,110,1838,-
"광주광역시","여자","55~59세",7548,4503,4191,184,128,3045,-
"광주광역시","여자","60~64세",8660,3820,3479,213,128,4840,-
"광주광역시","여자","65~69세",7406,2229,2012,173,44,5177,-
"광주광역시","여자","70세 이상",23440,3739,3145,507,87,19701,-
"대전광역시","계","합계",228842,136397,118861,13880,3656,92445,-
"대전광역시","계","15~19세",7850,2068,825,1212,31,5782,-
"대전광역시","계","20~24세",35082,15738,8773,6706,259,19344,-
"대전광역시","계","25~29세",32800,25333,22353,2456,524,7467,-
"대전광역시","계","30~34세",21864,19176,17751,1031,394,2688,-
"대전광역시","계","35~39세",15705,13365,12531,360,474,2340,-
"대전광역시","계","40~44세",12747,10663,10040,231,392,2084,-
"대전광역시","계","45~49세",14219,11330,10692,307,331,2889,-
"대전광역시","계","50~54세",14613,10871,10132,325,414,3742,-
"대전광역시","계","55~59세",15647,10565,9962,307,296,5082,-
"대전광역시","계","60~64세",16701,8675,8016,317,342,8026,-
"대전광역시","계","65~69세",12595,4253,3837,302,114,8342,-
"대전광역시","계","70세 이상",29019,4360,3949,326,85,24659,-
"대전광역시","남자","합계",116257,76358,67887,6484,1987,39899,-
"대전광역시","남자","15~19세",3804,799,363,411,25,3005,-
"대전광역시","남자","20~24세",16480,6040,3020,2919,101,10440,-
"대전광역시","남자","25~29세",19139,14124,12229,1645,250,5015,-
"대전광역시","남자","30~34세",14274,12563,11660,692,211,1711,-
"대전광역시","남자","35~39세",10008,8786,8353,169,264,1222,-
"대전광역시","남자","40~44세",7989,6933,6642,102,189,1056,-
"대전광역시","남자","45~49세",8728,7337,7006,128,203,1391,-
"대전광역시","남자","50~54세",8413,6593,6229,105,259,1820,-
"대전광역시","남자","55~59세",7979,5664,5403,80,181,2315,-
"대전광역시","남자","60~64세",7373,4348,4028,87,233,3025,-
"대전광역시","남자","65~69세",4730,1901,1769,89,43,2829,-
"대전광역시","남자","70세 이상",7340,1270,1185,57,28,6070,-
"대전광역시","여자","합계",112585,60039,50974,7396,1669,52546,-
"대전광역시","여자","15~19세",4046,1269,462,801,6,2777,-
"대전광역시","여자","20~24세",18602,9698,5753,3787,158,8904,-
"대전광역시","여자","25~29세",13661,11209,10124,811,274,2452,-
"대전광역시","여자","30~34세",7590,6613,6091,339,183,977,-
"대전광역시","여자","35~39세",5697,4579,4178,191,210,1118,-
"대전광역시","여자","40~44세",4758,3730,3398,129,203,1028,-
"대전광역시","여자","45~49세",5491,3993,3686,179,128,1498,-
"대전광역시","여자","50~54세",6200,4278,3903,220,155,1922,-
"대전광역시","여자","55~59세",7668,4901,4559,227,115,2767,-
"대전광역시","여자","60~64세",9328,4327,3988,230,109,5001,-
"대전광역시","여자","65~69세",7865,2352,2068,213,71,5513,-
"대전광역시","여자","70세 이상",21679,3090,2764,269,57,18589,-
"울산광역시","계","합계",122846,80105,75003,2996,2106,42741,-
"울산광역시","계","15~19세",538,257,166,91,-,281,-
"울산광역시","계","20~24세",5539,3388,2547,773,68,2151,-
"울산광역시","계","25~29세",12167,10196,9454,551,191,1971,-
"울산광역시","계","30~34세",10970,9864,9412,230,222,1106,-
"울산광역시","계","35~39세",9900,8591,8213,113,265,1309,-
"울산광역시","계","40~44세",9416,8006,7611,145,250,1410,-
"울산광역시","계","45~49세",10769,8878,8371,234,273,1891,-
"울산광역시","계","50~54세",11342,8861,8526,141,194,2481,-
"울산광역시","계","55~59세",12058,8717,8266,182,269,3341,-
"울산광역시","계","60~64세",12760,6897,6506,192,199,5863,-
"울산광역시","계","65~69세",9453,3490,3278,91,121,5963,-
"울산광역시","계","70세 이상",17934,2960,2653,253,54,14974,-
"울산광역시","남자","합계",68068,51763,49112,1335,1316,16305,-
"울산광역시","남자","15~19세",367,175,129,46,-,192,-
"울산광역시","남자","20~24세",3010,1713,1352,343,18,1297,-
"울산광역시","남자","25~29세",8019,6679,6174,386,119,1340,-
"울산광역시","남자","30~34세",7992,7290,7005,161,124,702,-
"울산광역시","남자","35~39세",7273,6577,6345,57,175,696,-
"울산광역시","남자","40~44세",6643,5889,5661,64,164,754,-
"울산광역시","남자","45~49세",7119,6144,5848,93,203,975,-
"울산광역시","남자","50~54세",7044,5892,5724,36,132,1152,-
"울산광역시","남자","55~59세",6485,5119,4915,46,158,1366,-
"울산광역시","남자","60~64세",5937,3617,3472,34,111,2320,-
"울산광역시","남자","65~69세",3655,1662,1556,24,82,1993,-
"울산광역시","남자","70세 이상",4524,1006,931,45,30,3518,-
"울산광역시","여자","합계",54778,28342,25891,1661,790,26436,-
"울산광역시","여자","15~19세",171,82,37,45,-,89,-
"울산광역시","여자","20~24세",2529,1675,1195,430,50,854,-
"울산광역시","여자","25~29세",4148,3517,3280,165,72,631,-
"울산광역시","여자","30~34세",2978,2574,2407,69,98,404,-
"울산광역시","여자","35~39세",2627,2014,1868,56,90,613,-
"울산광역시","여자","40~44세",2773,2117,1950,81,86,656,-
"울산광역시","여자","45~49세",3650,2734,2523,141,70,916,-
"울산광역시","여자","50~54세",4298,2969,2802,105,62,1329,-
"울산광역시","여자","55~59세",5573,3598,3351,136,111,1975,-
"울산광역시","여자","60~64세",6823,3280,3034,158,88,3543,-
"울산광역시","여자","65~69세",5798,1828,1722,67,39,3970,-
"울산광역시","여자","70세 이상",13410,1954,1722,208,24,11456,-
"세종특별자치시","계","합계",43577,30357,26753,2963,641,13220,-
"세종특별자치시","계","15~19세",1330,276,53,219,4,1054,-
