"행정구역별(시군구)","성별","연령별","시점","전국","서울","부산","대구","인천","광주","대전","울산","세종시","경기도","강원도","충청북도","충청남도","전라북도","전라남도","경상북도","경상남도","제주특별자치도","기타",
"동부","여자","60~64세","2021 년","269227","55865","27170","17111","17878","9883","10124","6095","913","57261","7788","7149","6133","9375","6055","11074","15922","2860","571",
"동부","여자","65~69세","2020 년","215377","47961","25084","14904","12861","7296","7756","4650","569","42721","5763","5188","4207","7382","4379","9021","12459","2067","1109",
"동부","여자","65~69세","2021 년","245406","54282","27707","16506","15112","8247","8917","5407","642","50012","6749","6094","4917","8401","4982","10219","14232","2448","532",
"동부","여자","70~74세","2020 년","195891","45299","23298","13176","11680","7247","6704","3647","375","38397","5271","4379","3714","7650","4438","7680","10557","1828","551",
"동부","여자","70~74세","2021 년","209871","47777","24947","14536","12325","7882","7247","4042","435","40559","5538","4682","4081","8167","4864","8748","11731","2006","304",
"동부","여자","75세 이상","2020 년","414660","91534","46196","29556","25110","16038","14815","6455","507","81117","14156","10552","8299","16868","9728","17433","21469","3851","976",
"동부","여자","75세 이상","2021 년","448296","98824","49250","31394","26924","17450","16018","7096","596","88580","15415","11465","9082","18590","10658","18715","23548","4271","420",
"서울특별시","계","합계","2020 년","1390701","1234489","7932","5887","11200","4106","5805","2806","1615","60214","6231","5156","7216","5419","4053","6333","6778","2319","13142",
"서울특별시","계","합계","2021 년","1489893","1341093","8247","5969","10813","4097","5659","2650","1471","61911","6016","5168","6932","5071","3723","5959","6565","2347","6202",
"서울특별시","계","20세 미만","2020 년","14185","8201","395","337","278","258","368","203","80","955","229","274","393","376","360","473","534","108","363",
"서울특별시","계","20세 미만","2021 년","10687","6865","282","256","172","213","201","137","48","704","151","166","226","192","154","253","331","91","245",
"서울특별시","계","20~24세","2020 년","123990","89504","1720","1512","2439","1126","1507","774","431","10201","1699","1480","2282","1473","1098","1793","1905","575","2471",
"서울특별시","계","20~24세","2021 년","126833","93708","1961","1619","2172","1126","1543","755","440","10659","1712","1509","2265","1421","1048","1868","1925","621","481",
"서울특별시","계","25~29세","2020 년","238517","188792","3076","2223","3627","1390","2114","1025","509","18990","2232","1703","2311","1833","1221","2103","2278","728","2362",
"서울특별시","계","25~29세","2021 년","263071","212530","3368","2368","3744","1554","2151","1042","491","20427","2135","1900","2299","1755","1218","2051","2400","754","884",
"서울특별시","계","30~34세","2020 년","183573","160391","1234","826","1917","531","824","400","202","10430","770","688","868","673","432","789","928","271","1399",
"서울특별시","계","30~34세","2021 년","204717","182121","1208","832","1943","509","798","360","169","10764","725","626","788","604","423","752","857","299","939",
"서울특별시","계","35~39세","2020 년","126485","115536","519","313","789","229","336","139","124","5190","343","300","337","296","241","344","405","176","868",
"서울특별시","계","35~39세","2021 년","131942","121933","502","299","804","197","302","109","96","4921","312","243","330","269","198","275","314","155","683",
"서울특별시","계","40~44세","2020 년","91518","85047","298","194","452","149","178","73","71","2961","207","159","235","163","139","197","190","117","688",
"서울특별시","계","40~44세","2021 년","99293","93168","256","172","439","111","164","70","61","3031","169","152","205","153","136","174","178","97","557",
"서울특별시","계","45~49세","2020 년","90186","84463","208","145","415","120","139","59","49","2519","157","134","160","140","131","154","158","95","940",
"서울특별시","계","45~49세","2021 년","89640","84775","183","116","331","100","150","37","47","2351","158","116","153","151","122","115","128","91","516",
"서울특별시","계","50~54세","2020 년","82704","77643","159","114","322","99","122","42","50","2101","149","118","151","112","123","140","122","78","1059",
"서울특별시","계","50~54세","2021 년","89413","85128","111","92","313","71","100","50","40","2105","140","125","147","141","99","101","123","86","441",
"서울특별시","계","55~59세","2020 년","84976","80645","104","74","317","68","77","24","29","1912","141","107","161","105","97","82","99","56","878",
"서울특별시","계","55~59세","2021 년","86500","83005","95","61","250","69","77","32","22","1709","141","92","132","122","84","96","96","44","373",
"서울특별시","계","60~64세","2020 년","94834","90721","102","65","272","65","61","27","31","1861","143","86","137","98","78","115","65","54","853",
"서울특별시","계","60~64세","2021 년","102413","98745","104","53","255","60","69","29","20","1859","144","94","150","106","104","108","96","46","371",
"서울특별시","계","65~69세","2020 년","77047","74444","43","37","169","24","33","15","11","1184","69","49","73","64","59","62","47","25","639",
"서울특별시","계","65~69세","2021 년","88494","85959","77","45","187","34","42","13","17","1287","94","59","99","64","51","76","56","29","305",
"서울특별시","계","70~74세","2020 년","65469","63946","25","14","89","20","17","11","12","800","41","23","49","43","26","32","18","15","288",
"서울특별시","계","70~74세","2021 년","69402","67876","51","22","86","23","16","9","13","832","47","42","54","36","38","32","26","15","184",
"서울특별시","계","75세 이상","2020 년","117217","115156","49","33","114","27","29","14","16","1110","51","35","59","43","48","49","29","21","334",
"서울특별시","계","75세 이상","2021 년","127488","125280","49","34","117","30","46","7","7","1262","88","44","84","57","48","58","35","19","223",
"서울특별시","남자","합계","2020 년","650999","572297","4128","2911","5633","2016","3029","1475","800","30884","3029","2535","3408","2658","1972","3099","3534","1141","6450",
"서울특별시","남자","합계","2021 년","698324","622754","4227","3069","5371","2040","2916","1340","779","31574","2972","2654","3396","2658","1945","3050","3371","1157","3051",
"서울특별시","남자","20세 미만","2020 년","5345","2985","129","137","100","123","172","88","26","372","64","96","144","160","149","173","206","55","166",
"서울특별시","남자","20세 미만","2021 년","4021","2591","129","94","59","85","86","53","18","252","38","52","81","62","63","90","125","30","113",
"서울특별시","남자","20~24세","2020 년","42602","29814","790","606","942","449","567","345","154","3582","641","532","732","576","472","696","916","238","550",
"서울특별시","남자","20~24세","2021 년","43490","31034","777","645","767","447","578","322","164","3692","621","562","814","576","472","771","819","282","147",
"서울특별시","남자","25~29세","2020 년","114318","88878","1612","1112","1786","659","1168","541","292","9714","1160","894","1251","899","576","1074","1153","342","1207",
"서울특별시","남자","25~29세","2021 년","124539","97989","1814","1307","1835","806","1179","534","307","10404","1182","1112","1266","956","646","1160","1268","349","425",
"서울특별시","남자","30~34세","2020 년","102247","88433","720","496","1108","293","528","267","112","6373","451","407","501","404","245","475","545","146","743",
"서울특별시","남자","30~34세","2021 년","113310","99772","690","507","1152","305","499","229","98","6489","419","372","470","384","251","468","534","160","511",
"서울특별시","남자","35~39세","2020 년","70540","63822","299","192","508","150","213","83","73","3211","197","193","213","182","141","213","270","102","478",
"서울특별시","남자","35~39세","2021 년","73811","67604","304","172","481","120","185","72","60","3101","193","146","204","182","126","166","193","89","413",
"서울특별시","남자","40~44세","2020 년","51144","47067","186","118","281","99","114","43","45","1855","125","108","155","108","89","133","129","61","428",
"서울특별시","남자","40~44세","2021 년","55555","51768","165","112","265","65","106","40","40","1883","109","93","129","90","97","118","110","55","310",
"서울특별시","남자","45~49세","2020 년","52330","48719","141","94","275","85","91","37","36","1512","99","91","98","92","90","101","115","59","595",
"서울특별시","남자","45~49세","2021 년","51706","48578","117","86","215","73","94","18","32","1501","99","71","105","108","81","66","87","60","315",
"서울특별시","남자","50~54세","2020 년","48793","45666","99","64","191","64","77","26","28","1242","91","70","94","69","75","85","85","48","719",
"서울특별시","남자","50~54세","2021 년","52407","49779","66","63","180","38","69","31","22","1268","90","79","96","91","72","63","88","61","251",
"서울특별시","남자","55~59세","2020 년","46352","43862","65","40","181","40","45","17","12","1063","79","63","90","63","55","45","59","34","539",
"서울특별시","남자","55~59세","2021 년","47858","45933","58","34","141","38","45","19","12","953","78","57","74","83","52","52","52","22","155",
"서울특별시","남자","60~64세","2020 년","42318","40227","50","29","138","33","36","13","16","906","66","51","73","46","37","51","25","30","491",
"서울특별시","남자","60~64세","2021 년","46587","44892","43","21","129","29","33","12","8","851","59","50","76","63","47","44","47","21","162",
"서울특별시","남자","65~69세","2020 년","28985","27865","21","14","68","8","10","7","X","511","30","15","24","25","22","26","20","12","306",
"서울특별시","남자","65~69세","2021 년","34324","33254","30","16","84","16","21","5","8","544","39","32","39","32","19","32","25","12","116",
"서울특별시","남자","70~74세","2020 년","20181","19634","5","X","30","8","5","X","X","275","17","7","20","19","11","15","X","5","117",
"서울특별시","남자","70~74세","2021 년","21800","21238","21","8","35","10","5","X","6","303","20","18","20","14","9","6","12","8","63",
"서울특별시","남자","75세 이상","2020 년","25844","25325","11","5","25","5","X","X","X","268","9","8","13","15","10","12","7","9","111",
"서울특별시","남자","75세 이상","2021 년","28916","28322","13","X","28","8","16","X","X","333","25","10","22","17","10","14","11","8","70",
"서울특별시","여자","합계","2020 년","739702","662192","3804","2976","5567","2090","2776","1331","815","29330","3202","2621","3808","2761","2081","3234","3244","1178","6692",
"서울특별시","여자","합계","2021 년","791569","718339","4020","2900","5442","2057","2743","1310","692","30337","3044","2514","3536","2413","1778","2909","3194","1190","3151",
"서울특별시","여자","20세 미만","2020 년","8840","5216","266","200","178","135","196","115","54","583","165","178","249","216","211","300","328","53","197",
"서울특별시","여자","20세 미만","2021 년","6666","4274","153","162","113","128","115","84","30","452","113","114","145","130","91","163","206","61","132",
"서울특별시","여자","20~24세","2020 년","81388","59690","930","906","1497","677","940","429","277","6619","1058","948","1550","897","626","1097","989","337","1921",
"서울특별시","여자","20~24세","2021 년","83343","62674","1184","974","1405","679","965","433","276","6967","1091","947","1451","845","576","1097","1106","339","334",
"서울특별시","여자","25~29세","2020 년","124199","99914","1464","1111","1841","731","946","484","217","9276","1072","809","1060","934","645","1029","1125","386","1155",
"서울특별시","여자","25~29세","2021 년","138532","114541","1554","1061","1909","748","972","508","184","10023","953","788","1033","799","572","891","1132","405","459",
"서울특별시","여자","30~34세","2020 년","81326","71958","514","330","809","238","296","133","90","4057","319","281","367","269","187","314","383","125","656",
"서울특별시","여자","30~34세","2021 년","91407","82349","518","325","791","204","299","131","71","4275","306","254","318","220","172","284","323","139","428",
"서울특별시","여자","35~39세","2020 년","55945","51714","220","121","281","79","123","56","51","1979","146","107","124","114","100","131","135","74","390",
"서울특별시","여자","35~39세","2021 년","58131","54329","198","127","323","77","117","37","36","1820","119","97","126","87","72","109","121","66","270",
"서울특별시","여자","40~44세","2020 년","40374","37980","112","76","171","50","64","30","26","1106","82","51","80","55","50","64","61","56","260",
"서울특별시","여자","40~44세","2021 년","43738","41400","91","60","174","46","58","30","21","1148","60","59","76","63","39","56","68","42","247",
"서울특별시","여자","45~49세","2020 년","37856","35744","67","51","140","35","48","22","13","1007","58","43","62","48","41","53","43","36","345",
"서울특별시","여자","45~49세","2021 년","37934","36197","66","30","116","27","56","19","15","850","59","45","48","43","41","49","41","31","201",
"서울특별시","여자","50~54세","2020 년","33911","31977","60","50","131","35","45","16","22","859","58","48","57","43","48","55","37","30","340",
"서울특별시","여자","50~54세","2021 년","37006","35349","45","29","133","33","31","19","18","837","50","46","51","50","27","38","35","25","190",
"서울특별시","여자","55~59세","2020 년","38624","36783","39","34","136","28","32","7","17","849","62","44","71","42","42","37","40","22","339",
"서울특별시","여자","55~59세","2021 년","38642","37072","37","27","109","31","32","13","10","756","63","35","58","39","32","44","44","22","218",
"서울특별시","여자","60~64세","2020 년","52516","50494","52","36","134","32","25","14","15","955","77","35","64","52","41","64","40","24","362",
"서울특별시","여자","60~64세","2021 년","55826","53853","61","32","126","31","36","17","12","1008","85","44","74","43","57","64","49","25","209",
"서울특별시","여자","65~69세","2020 년","48062","46579","22","23","101","16","23","8","10","673","39","34","49","39","37","36","27","13","333",
"서울특별시","여자","65~69세","2021 년","54170","52705","47","29","103","18","21","8","9","743","55","27","60","32","32","44","31","17","189",
"서울특별시","여자","70~74세","2020 년","45288","44312","20","10","59","12","12","7","11","525","24","16","29","24","15","17","14","10","171",
"서울특별시","여자","70~74세","2021 년","47602","46638","30","14","51","13","11","5","7","529","27","24","34","22","29","26","14","7","121",
"서울특별시","여자","75세 이상","2020 년","91373","89831","38","28","89","22","26","10","12","842","42","27","46","28","38","37","22","12","223",
"서울특별시","여자","75세 이상","2021 년","98572","96958","36","30","89","22","30","6","X","929","63","34","62","40","38","44","24","11","153",
"부산광역시","계","합계","2020 년","455207","2686","422638","1712","514","423","482","3176","118","2506","434","367","521","386","806","2599","11796","533","3510",
"부산광역시","계","합계","2021 년","487362","2934","455845","1747","514","385","515","3314","122","2579","397","453","473","385","768","2447","12826","503","1155",
"부산광역시","계","20세 미만","2020 년","4873","58","3498","78","23","35","24","124","8","118","27","32","36","37","117","210","364","48","36",
"부산광역시","계","20세 미만","2021 년","3274","30","2319","59","19","20","17","124","5","58","21","19","9","20","62","111","341","29","11",
"부산광역시","계","20~24세","2020 년","36543","331","29018","388","72","111","105","1028","22","379","77","76","102","94","220","671","3179","91","579",
"부산광역시","계","20~24세","2021 년","36967","370","29061","474","80","115","128","1160","25","373","92","101","102","98","187","803","3601","130","67",
"부산광역시","계","25~29세","2020 년","46740","656","39046","481","117","106","108","886","20","476","101","73","98","97","172","689","3081","104","429",
"부산광역시","계","25~29세","2021 년","53212","775","45295","514","128","101","127","906","25","550","89","134","103","89","195","606","3329","92","154",
"부산광역시","계","30~34세","2020 년","33655","440","29817","252","83","56","54","340","14","366","59","53","58","40","69","263","1422","57","212",
"부산광역시","계","30~34세","2021 년","39647","490","35687","227","71","54","79","376","13","367","47","56","65","46","72","260","1549","49","139",
"부산광역시","계","35~39세","2020 년","27809","289","25552","109","40","28","43","176","6","240","22","21","43","13","28","147","826","41","185",
"부산광역시","계","35~39세","2021 년","28877","315","26740","129","40","21","38","144","6","218","22","28","31","31","40","120","820","34","100",
"부산광역시","계","40~44세","2020 년","24544","190","22944","76","31","20","20","118","14","177","25","14","37","18","29","99","502","41","189",
"부산광역시","계","40~44세","2021 년","27218","192","25681","61","32","17","24","113","12","203","25","23","28","18","31","87","538","23","110",
"부산광역시","계","45~49세","2020 년","28650","143","26947","73","36","15","39","113","12","179","29","17","37","28","31","103","514","32","302",
"부산광역시","계","45~49세","2021 년","28461","175","27048","55","43","13","22","99","6","173","19","19","29","18","36","69","503","35","99",
"부산광역시","계","50~54세","2020 년","31838","146","30241","80","32","11","32","89","7","134","22","15","25","18","32","113","431","32","378",
"부산광역시","계","50~54세","2021 년","33971","149","32582","68","15","14","20","115","7","172","21","18","28","21","35","92","482","27","105",
"부산광역시","계","55~59세","2020 년","37611","122","36098","66","28","13","23","94","X","128","23","17","27","8","36","99","413","37","376",
"부산광역시","계","55~59세","2021 년","37536","116","36323","51","29","13","16","70","10","131","23","13","22","16","35","81","455","38","94",
"부산광역시","계","60~64세","2020 년","46987","126","45546","37","23","17","10","96","X","112","20","20","18","14","35","88","432","20","369",
"부산광역시","계","60~64세","2021 년","50051","122","48853","43","18","6","20","87","X","102","13","14","27","7","40","100","459","26","110",
"부산광역시","계","65~69세","2020 년","41298","66","40422","26","14","X","9","49","X","67","15","15","16","10","11","53","273","15","229",
"부산광역시","계","65~69세","2021 년","46192","76","45408","29","19","X","8","51","X","89","6","10","16","8","16","47","314","12","77",
"부산광역시","계","70~74세","2020 년","34080","36","33636","22","X","X","9","27","X","56","8","8","12","X","13","31","139","7","63",
"부산광역시","계","70~74세","2021 년","36853","54","36407","16","X","X","6","28","X","57","7","7","X","5","6","31","174","X","39",
"부산광역시","계","75세 이상","2020 년","60579","83","59873","24","11","X","6","36","X","74","6","6","12","6","13","33","220","8","163",
"부산광역시","계","75세 이상","2021 년","65103","70","64441","21","16","7","10","41","X","86","12","11","10","8","13","40","261","X","50",
"부산광역시","남자","합계","2020 년","206311","1468","188704","928","305","205","281","1694","75","1511","285","203","298","223","431","1433","6089","285","1893",
"부산광역시","남자","합계","2021 년","222040","1630","204541","987","300","218","297","1799","74","1596","243","271","290","225","398","1362","6871","282","656",
"부산광역시","남자","20세 미만","2020 년","2210","42","1593","38","12","16","12","46","X","65","10","12","20","20","50","96","129","26","20",
"부산광역시","남자","20세 미만","2021 년","1421","18","1050","22","7","14","5","36","X","33","12","6","X","11","11","41","127","14","6",
"부산광역시","남자","20~24세","2020 년","15362","168","12028","172","37","41","56","476","12","212","52","47","53","48","123","334","1297","46","160",
"부산광역시","남자","20~24세","2021 년","15261","177","11584","215","45","50","72","519","14","219","48","54","57","46","97","421","1538","75","30",
"부산광역시","남자","25~29세","2020 년","24621","327","20427","266","75","52","59","488","11","288","70","41","58","55","89","395","1618","47","255",
"부산광역시","남자","25~29세","2021 년","27603","429","23054","288","71","60","74","540","17","369","56","85","64","58","100","360","1839","48","91",
"부산광역시","남자","30~34세","2020 년","20296","263","17839","161","57","36","32","233","10","246","39","34","38","25","44","177","896","35","131",
"부산광역시","남자","30~34세","2021 년","23882","307","21255","166","49","36","48","257","10","250","35","40","49","29","45","168","1015","35","88",
"부산광역시","남자","35~39세","2020 년","16917","164","15427","69","28","13","29","123","6","164","15","13","29","10","21","101","571","24","110",
"부산광역시","남자","35~39세","2021 년","17613","184","16196","96","27","14","26","104","X","140","10","22","20","17","27","85","578","14","50",
"부산광역시","남자","40~44세","2020 년","15010","113","13992","44","15","10","11","77","12","118","15","10","26","11","17","65","328","28","118",
"부산광역시","남자","40~44세","2021 년","16675","111","15653","46","20","9","12","77","8","132","19","17","21","14","20","67","364","16","69",
"부산광역시","남자","45~49세","2020 년","16979","85","15887","43","26","10","30","63","10","122","23","10","24","20","19","54","326","22","205",
"부산광역시","남자","45~49세","2021 년","16909","110","15994","34","28","9","16","66","X","112","17","10","19","13","21","36","334","25","62",
"부산광역시","남자","50~54세","2020 년","18453","99","17452","51","20","X","25","48","5","92","15","7","15","12","18","60","254","21","255",
"부산광역시","남자","50~54세","2021 년","19704","84","18841","47","10","12","10","74","5","118","16","11","17","12","20","55","291","13","68",
"부산광역시","남자","55~59세","2020 년","19225","79","18306","41","17","10","16","57","X","93","19","5","12","X","20","54","237","17","236",
"부산광역시","남자","55~59세","2021 년","19675","76","18930","30","22","7","12","43","6","90","15","6","10","12","25","45","263","22","61",
"부산광역시","남자","60~64세","2020 년","20026","67","19273","17","10","9","6","48","X","54","14","10","10","10","14","45","197","11","229",
"부산광역시","남자","60~64세","2021 년","21576","75","20928","23","12","X","12","44","X","50","8","7","12","X","19","48","249","12","67",
"부산광역시","남자","65~69세","2020 년","15015","32","14605","10","5","X","X","19","X","24","7","9","7","5","6","30","128","X","119",
"부산광역시","남자","65~69세","2021 년","17234","29","16894","15","7","X","X","18","X","40","X","5","10","X","9","19","133","6","36",
"부산광역시","남자","70~74세","2020 년","9789","12","9618","11","X","X","X","7","X","16","6","X","X","X","9","12","58","X","23",
"부산광역시","남자","70~74세","2021 년","10800","18","10634","X","X","X","X","12","X","19","X","5","X","X","X","11","69","X","16",
"부산광역시","남자","75세 이상","2020 년","12408","17","12257","5","X","X","X","9","X","17","X","X","X","X","X","10","50","X","32",
"부산광역시","남자","75세 이상","2021 년","13687","12","13528","X","X","X","X","9","X","24","X","X","5","X","X","6","71","X","12",
"부산광역시","여자","합계","2020 년","248896","1218","233934","784","209","218","201","1482","43","995","149","164","223","163","375","1166","5707","248","1617",
"부산광역시","여자","합계","2021 년","265322","1304","251304","760","214","167","218","1515","48","983","154","182","183","160","370","1085","5955","221","499",
"부산광역시","여자","20세 미만","2020 년","2663","16","1905","40","11","19","12","78","5","53","17","20","16","17","67","114","235","22","16",
"부산광역시","여자","20세 미만","2021 년","1853","12","1269","37","12","6","12","88","X","25","9","13","5","9","51","70","214","15","5",
"부산광역시","여자","20~24세","2020 년","21181","163","16990","216","35","70","49","552","10","167","25","29","49","46","97","337","1882","45","419",
"부산광역시","여자","20~24세","2021 년","21706","193","17477","259","35","65","56","641","11","154","44","47","45","52","90","382","2063","55","37",
"부산광역시","여자","25~29세","2020 년","22119","329","18619","215","42","54","49","398","9","188","31","32","40","42","83","294","1463","57","174",
"부산광역시","여자","25~29세","2021 년","25609","346","22241","226","57","41","53","366","8","181","33","49","39","31","95","246","1490","44","63",
"부산광역시","여자","30~34세","2020 년","13359","177","11978","91","26","20","22","107","X","120","20","19","20","15","25","86","526","22","81",
"부산광역시","여자","30~34세","2021 년","15765","183","14432","61","22","18","31","119","X","117","12","16","16","17","27","92","534","14","51",
"부산광역시","여자","35~39세","2020 년","10892","125","10125","40","12","15","14","53","X","76","7","8","14","X","7","46","255","17","75",
"부산광역시","여자","35~39세","2021 년","11264","131","10544","33","13","7","12","40","X","78","12","6","11","14","13","35","242","20","50",
"부산광역시","여자","40~44세","2020 년","9534","77","8952","32","16","10","9","41","X","59","10","X","11","7","12","34","174","13","71",
"부산광역시","여자","40~44세","2021 년","10543","81","10028","15","12","8","12","36","X","71","6","6","7","X","11","20","174","7","41",
"부산광역시","여자","45~49세","2020 년","11671","58","11060","30","10","5","9","50","X","57","6","7","13","8","12","49","188","10","97",
"부산광역시","여자","45~49세","2021 년","11552","65","11054","21","15","X","6","33","X","61","X","9","10","5","15","33","169","10","37",
"부산광역시","여자","50~54세","2020 년","13385","47","12789","29","12","7","7","41","X","42","7","8","10","6","14","53","177","11","123",
"부산광역시","여자","50~54세","2021 년","14267","65","13741","21","5","X","10","41","X","54","5","7","11","9","15","37","191","14","37",
"부산광역시","여자","55~59세","2020 년","18386","43","17792","25","11","X","7","37","X","35","X","12","15","X","16","45","176","20","140",
"부산광역시","여자","55~59세","2021 년","17861","40","17393","21","7","6","X","27","X","41","8","7","12","X","10","36","192","16","33",
"부산광역시","여자","60~64세","2020 년","26961","59","26273","20","13","8","X","48","X","58","6","10","8","X","21","43","235","9","140",
"부산광역시","여자","60~64세","2021 년","28475","47","27925","20","6","X","8","43","X","52","5","7","15","X","21","52","210","14","43",
"부산광역시","여자","65~69세","2020 년","26283","34","25817","16","9","X","6","30","X","43","8","6","9","5","5","23","145","11","110",
"부산광역시","여자","65~69세","2021 년","28958","47","28514","14","12","X","5","33","X","49","X","5","6","X","7","28","181","6","41",
"부산광역시","여자","70~74세","2020 년","24291","24","24018","11","X","X","7","20","X","40","X","5","8","X","X","19","81","X","40",
"부산광역시","여자","70~74세","2021 년","26053","36","25773","14","X","X","X","16","X","38","6","X","X","X","X","20","105","X","23",
"부산광역시","여자","75세 이상","2020 년","48171","66","47616","19","9","X","6","27","X","57","6","X","10","X","12","23","170","7","131",
"부산광역시","여자","75세 이상","2021 년","51416","58","50913","18","15","6","6","32","X","62","9","8","5","5","11","34","190","X","38",
"대구광역시","계","합계","2020 년","304543","1636","1320","281654","318","172","356","927","90","1687","364","345","367","250","233","10366","2504","203","1751",
"대구광역시","계","합계","2021 년","326866","1697","1300","306506","297","130","390","921","67","1692","332","389","373","226","205","9189","2405","211","536",
"대구광역시","계","20세 미만","2020 년","2757","19","47","2022","11","8","12","48","X","64","31","23","16","17","21","288","105","X","19",
"대구광역시","계","20세 미만","2021 년","2039","18","32","1573","X","X","6","41","X","27","20","18","11","7","6","180","75","10","6",
"대구광역시","계","20~24세","2020 년","21684","205","219","16791","40","49","59","253","9","219","73","64","61","36","48","2648","679","29","202",
"대구광역시","계","20~24세","2021 년","22083","260","211","17696","43","23","83","285","17","262","72","73","78","51","54","2163","632","45","35",
"대구광역시","계","25~29세","2020 년","31704","445","376","25820","94","37","84","292","19","389","99","91","88","61","56","2857","660","41","195",
"대구광역시","계","25~29세","2021 년","35514","464","424","29997","87","36","96","289","12","398","95","110","87","65","54","2519","671","32","78",
"대구광역시","계","30~34세","2020 년","23990","263","201","21196","43","26","59","90","8","234","34","50","51","37","35","1244","280","33","106",
"대구광역시","계","30~34세","2021 년","27563","316","216","24750","39","25","68","103","12","251","31","50","53","17","14","1225","296","23","74",
"대구광역시","계","35~39세","2020 년","19702","145","118","18084","21","16","36","50","10","134","18","25","23","19","18","683","194","20","88",
"대구광역시","계","35~39세","2021 년","20654","144","100","19156","26","10","34","36","X","139","20","30","20","23","17","660","155","16","64",
"대구광역시","계","40~44세","2020 년","18143","94","71","16940","20","7","22","43","13","111","28","14","27","24","13","456","127","17","116",
"대구광역시","계","40~44세","2021 년","19357","112","69","18277","21","5","19","25","5","122","11","19","33","14","11","431","123","18","42",
"대구광역시","계","45~49세","2020 년","21874","94","53","20706","22","9","17","32","6","121","17","15","32","15","12","444","100","12","167",
"대구광역시","계","45~49세","2021 년","21873","71","65","20893","19","9","16","28","X","119","16","25","19","15","11","411","92","14","46",
"대구광역시","계","50~54세","2020 년","24351","97","62","23186","15","7","16","35","X","99","11","21","15","14","8","410","95","12","244",
"대구광역시","계","50~54세","2021 년","26009","95","52","25067","17","8","19","37","6","99","17","20","21","12","11","370","109","13","36",
"대구광역시","계","55~59세","2020 년","27615","82","54","26547","21","7","18","28","7","95","16","12","23","13","7","385","94","19","187",
"대구광역시","계","55~59세","2021 년","27999","62","40","27236","12","X","16","29","X","78","10","18","23","8","9","324","74","13","42",
"대구광역시","계","60~64세","2020 년","29264","64","59","28337","12","X","12","25","X","77","21","15","12","8","7","357","70","8","176",
"대구광역시","계","60~64세","2021 년","32418","55","36","31689","14","X","13","20","X","69","13","10","13","5","11","344","68","11","44",
"대구광역시","계","65~69세","2020 년","24493","39","25","23933","X","X","9","13","X","49","6","5","7","X","X","226","42","5","119",
"대구광역시","계","65~69세","2021 년","27636","29","27","27188","X","X","8","11","X","50","13","X","X","X","X","216","40","10","28",
"대구광역시","계","70~74세","2020 년","19568","37","15","19237","6","X","8","7","X","27","5","X","X","X","X","153","20","X","38",
"대구광역시","계","70~74세","2021 년","21693","28","12","21424","5","X","7","6","X","29","5","6","X","X","X","124","24","X","11",
"대구광역시","계","75세 이상","2020 년","39398","52","20","38855","10","X","X","11","X","68","5","7","9","X","X","215","38","X","94",
"대구광역시","계","75세 이상","2021 년","42028","43","16","41560","9","X","5","11","X","49","9","6","7","X","X","222","46","X","30",
"대구광역시","남자","합계","2020 년","140952","970","762","128515","182","99","221","516","55","1036","207","186","222","139","139","5311","1281","119","992",
"대구광역시","남자","합계","2021 년","152723","1000","781","141123","177","78","243","529","45","1073","184","238","231","130","115","5004","1346","113","313",
"대구광역시","남자","20세 미만","2020 년","1219","12","28","907","X","X","6","18","X","32","14","12","6","10","10","121","26","X","8",
"대구광역시","남자","20세 미만","2021 년","905","11","11","717","X","X","X","17","X","14","11","8","5","X","X","64","25","X","5",
"대구광역시","남자","20~24세","2020 년","9202","98","101","7212","16","19","29","124","X","127","38","35","25","16","30","962","288","17","62",
"대구광역시","남자","20~24세","2021 년","9598","136","108","7625","19","6","46","134","12","149","36","39","42","24","25","864","293","24","16",
"대구광역시","남자","25~29세","2020 년","17456","267","223","14095","52","23","45","172","14","256","59","40","55","33","37","1604","349","21","111",
"대구광역시","남자","25~29세","2021 년","19419","270","266","16050","48","22","55","182","8","280","56","68","55","36","37","1512","395","20","59",
"대구광역시","남자","30~34세","2020 년","15489","193","131","13620","33","19","44","64","6","160","26","31","37","19","24","812","182","17","71",
"대구광역시","남자","30~34세","2021 년","17687","203","149","15718","27","21","49","76","9","186","18","36","39","14","5","852","223","13","49",
"대구광역시","남자","35~39세","2020 년","12459","86","79","11381","13","13","24","36","5","95","14","15","18","7","12","450","132","18","61",
"대구광역시","남자","35~39세","2021 년","13353","95","68","12331","18","7","22","28","X","95","14","25","16","14","10","453","102","12","40",
"대구광역시","남자","40~44세","2020 년","11244","65","55","10441","13","6","15","29","11","77","16","10","19","18","7","294","75","9","84",
"대구광역시","남자","40~44세","2021 년","11959","78","48","11238","17","X","15","17","X","85","6","12","24","9","9","279","80","11","27",
"대구광역시","남자","45~49세","2020 년","13208","62","35","12471","16","6","13","18","X","81","9","10","24","10","9","255","68","6","111",
"대구광역시","남자","45~49세","2021 년","13274","53","35","12643","13","6","12","15","X","81","8","17","10","14","6","259","61","9","29",
"대구광역시","남자","50~54세","2020 년","13982","63","41","13230","12","X","11","23","X","65","8","14","10","10","5","246","64","11","163",
"대구광역시","남자","50~54세","2021 년","14920","62","30","14330","13","5","14","23","5","69","12","11","18","9","7","221","62","8","21",
"대구광역시","남자","55~59세","2020 년","13571","50","31","12976","16","X","13","12","X","54","10","X","16","8","X","206","45","12","112",
