"행정구역별(시군구)","성별","연령별","시점","전국","서울","부산","대구","인천","광주","대전","울산","세종시","경기도","강원도","충청북도","충청남도","전라북도","전라남도","경상북도","경상남도","제주특별자치도","기타",
"전라북도","계","20~24세","2021 년","22397","333","60","49","105","310","189","21","36","441","46","118","268","19922","287","59","83","33","37",
"전라북도","계","25~29세","2020 년","20906","467","86","68","105","353","164","24","21","450","64","88","257","18029","270","85","106","32","237",
"전라북도","계","25~29세","2021 년","23897","546","93","78","104","393","218","23","40","499","46","113","256","20860","320","86","123","35","64",
"전라북도","계","30~34세","2020 년","15539","295","50","38","95","170","117","23","21","289","26","64","159","13822","141","60","66","20","83",
"전라북도","계","30~34세","2021 년","17778","317","54","39","67","174","101","20","19","307","33","61","132","16140","127","45","67","17","58",
"전라북도","계","35~39세","2020 년","13402","162","40","27","61","101","68","10","18","242","25","45","117","12188","99","38","45","15","101",
"전라북도","계","35~39세","2021 년","14193","200","22","20","51","109","70","16","16","260","22","38","107","13050","82","41","36","15","38",
"전라북도","계","40~44세","2020 년","13171","140","27","21","48","70","58","9","7","187","18","24","78","12216","60","30","45","17","116",
"전라북도","계","40~44세","2021 년","14324","150","24","20","43","76","52","20","16","245","23","22","93","13367","59","22","43","15","34",
"전라북도","계","45~49세","2020 년","16426","171","28","23","53","83","60","19","14","246","21","20","91","15214","64","25","45","14","235",
"전라북도","계","45~49세","2021 년","16898","152","17","21","53","71","62","12","16","266","18","34","91","15901","65","24","37","19","39",
"전라북도","계","50~54세","2020 년","18814","204","35","13","63","96","55","22","13","258","28","37","76","17461","84","27","48","24","270",
"전라북도","계","50~54세","2021 년","20469","197","23","21","53","79","64","12","13","269","23","35","86","19379","91","26","49","13","36",
"전라북도","계","55~59세","2020 년","21310","179","25","15","61","73","70","10","12","245","19","23","81","20125","64","23","49","17","219",
"전라북도","계","55~59세","2021 년","22188","208","33","18","55","76","73","9","8","303","24","20","63","21106","88","19","38","19","28",
"전라북도","계","60~64세","2020 년","23174","188","21","12","53","61","36","6","8","217","15","23","64","22149","48","22","34","15","202",
"전라북도","계","60~64세","2021 년","26076","222","30","19","71","68","75","16","11","233","18","24","66","25053","71","22","33","9","35",
"전라북도","계","65~69세","2020 년","19255","139","14","9","35","34","28","5","X","134","5","16","37","18592","38","11","14","X","137",
"전라북도","계","65~69세","2021 년","21792","139","20","5","41","34","31","7","X","154","11","15","37","21191","41","7","20","6","30",
"전라북도","계","70~74세","2020 년","19054","101","16","X","22","14","19","6","6","102","X","6","18","18599","17","7","8","X","108",
"전라북도","계","70~74세","2021 년","20482","104","14","X","28","17","26","X","7","103","8","X","21","20092","34","X","6","X","11",
"전라북도","계","75세 이상","2020 년","48444","149","13","X","27","24","28","X","X","170","10","8","21","47609","37","5","12","X","324",
"전라북도","계","75세 이상","2021 년","52041","182","19","X","28","30","28","X","5","193","11","11","35","51398","43","6","18","X","23",
"전라북도","남자","합계","2020 년","121764","1514","248","185","481","815","518","111","103","1901","174","316","792","111886","764","255","359","119","1223",
"전라북도","남자","합계","2021 년","132769","1579","264","194","462","856","586","119","109","2086","179","311","824","123371","858","222","366","130","253",
"전라북도","남자","20세 미만","2020 년","2102","40","5","12","14","36","16","X","X","80","13","16","31","1696","81","17","18","6","16",
"전라북도","남자","20세 미만","2021 년","1970","40","9","6","17","32","7","X","X","71","X","9","22","1693","29","7","15","X","X",
"전라북도","남자","20~24세","2020 년","11473","188","20","31","61","122","68","9","17","263","19","56","123","10188","135","24","42","9","98",
"전라북도","남자","20~24세","2021 년","11855","188","35","27","67","159","94","10","21","284","27","64","145","10431","169","37","56","20","21",
"전라북도","남자","25~29세","2020 년","12367","276","51","39","74","217","101","20","13","287","42","65","168","10580","153","55","67","20","139",
"전라북도","남자","25~29세","2021 년","14080","288","65","53","71","240","135","20","21","331","36","79","174","12159","212","51","84","24","37",
"전라북도","남자","30~34세","2020 년","10214","191","37","26","75","113","72","19","16","200","18","48","112","9035","96","45","46","15","50",
"전라북도","남자","30~34세","2021 년","11495","208","33","26","48","116","73","17","12","205","19","38","95","10383","93","31","49","12","37",
"전라북도","남자","35~39세","2020 년","9055","90","26","17","38","71","51","5","12","159","16","30","80","8243","78","27","31","10","71",
"전라북도","남자","35~39세","2021 년","9453","119","17","15","35","66","45","11","7","167","16","27","81","8709","53","23","27","8","27",
"전라북도","남자","40~44세","2020 년","8829","84","19","17","32","41","40","6","X","105","16","17","52","8207","39","18","37","9","86",
"전라북도","남자","40~44세","2021 년","9637","82","18","14","28","48","37","18","13","169","15","15","72","8987","44","13","26","11","27",
"전라북도","남자","45~49세","2020 년","10753","117","20","15","34","53","38","13","12","170","14","16","60","9909","53","15","31","10","173",
"전라북도","남자","45~49세","2021 년","11018","82","13","13","39","43","43","10","10","166","13","22","61","10382","42","14","26","17","22",
"전라북도","남자","50~54세","2020 년","11493","129","25","6","40","58","34","17","8","164","13","24","50","10638","41","17","28","14","187",
"전라북도","남자","50~54세","2021 년","12558","118","15","11","39","42","36","6","9","154","14","22","60","11891","62","17","31","8","23",
"전라북도","남자","55~59세","2020 년","11798","116","17","9","37","40","41","8","7","163","11","17","43","11069","33","15","24","12","136",
"전라북도","남자","55~59세","2021 년","12495","127","22","14","31","46","42","6","7","200","13","14","33","11825","54","8","21","15","17",
"전라북도","남자","60~64세","2020 년","11212","113","11","7","34","39","23","5","5","133","8","12","43","10591","25","12","18","10","123",
"전라북도","남자","60~64세","2021 년","12836","141","13","11","41","32","41","10","X","144","12","14","38","12244","45","12","12","5","17",
"전라북도","남자","65~69세","2020 년","7851","86","5","X","26","18","18","X","X","83","X","12","18","7474","16","5","9","X","67",
"전라북도","남자","65~69세","2021 년","9187","81","15","X","28","15","17","6","X","103","5","5","22","8830","25","X","12","5","10",
"전라북도","남자","70~74세","2020 년","5887","45","8","X","11","5","9","X","X","48","X","X","6","5688","6","X","5","X","41",
"전라북도","남자","70~74세","2021 년","6568","55","6","X","13","9","14","X","X","55","X","X","7","6375","17","X","X","X","X",
"전라북도","남자","75세 이상","2020 년","8730","39","X","X","5","X","7","X","X","46","X","X","6","8568","8","X","X","X","36",
"전라북도","남자","75세 이상","2021 년","9617","50","X","X","5","8","X","X","X","37","X","X","14","9462","13","X","X","X","8",
"전라북도","여자","합계","2020 년","133505","1055","157","114","265","567","371","45","66","1200","109","154","510","126786","563","154","220","73","1096",
"전라북도","여자","합계","2021 년","143384","1244","159","111","267","638","424","47","85","1318","112","203","478","137161","512","164","209","65","187",
"전라북도","여자","20세 미만","2020 년","1696","28","5","9","16","29","14","X","6","69","7","13","31","1358","67","13","13","7","11",
"전라북도","여자","20세 미만","2021 년","1648","33","5","5","13","25","14","X","X","60","5","11","25","1380","33","18","7","X","X",
"전라북도","여자","20~24세","2020 년","10503","118","20","16","32","116","88","11","17","149","12","31","118","9426","122","22","34","9","162",
"전라북도","여자","20~24세","2021 년","10542","145","25","22","38","151","95","11","15","157","19","54","123","9491","118","22","27","13","16",
"전라북도","여자","25~29세","2020 년","8539","191","35","29","31","136","63","X","8","163","22","23","89","7449","117","30","39","12","98",
"전라북도","여자","25~29세","2021 년","9817","258","28","25","33","153","83","X","19","168","10","34","82","8701","108","35","39","11","27",
"전라북도","여자","30~34세","2020 년","5325","104","13","12","20","57","45","X","5","89","8","16","47","4787","45","15","20","5","33",
"전라북도","여자","30~34세","2021 년","6283","109","21","13","19","58","28","X","7","102","14","23","37","5757","34","14","18","5","21",
"전라북도","여자","35~39세","2020 년","4347","72","14","10","23","30","17","5","6","83","9","15","37","3945","21","11","14","5","30",
"전라북도","여자","35~39세","2021 년","4740","81","5","5","16","43","25","5","9","93","6","11","26","4341","29","18","9","7","11",
"전라북도","여자","40~44세","2020 년","4342","56","8","X","16","29","18","X","X","82","X","7","26","4009","21","12","8","8","30",
"전라북도","여자","40~44세","2021 년","4687","68","6","6","15","28","15","X","X","76","8","7","21","4380","15","9","17","X","7",
"전라북도","여자","45~49세","2020 년","5673","54","8","8","19","30","22","6","X","76","7","X","31","5305","11","10","14","X","62",
"전라북도","여자","45~49세","2021 년","5880","70","X","8","14","28","19","X","6","100","5","12","30","5519","23","10","11","X","17",
"전라북도","여자","50~54세","2020 년","7321","75","10","7","23","38","21","5","5","94","15","13","26","6823","43","10","20","10","83",
"전라북도","여자","50~54세","2021 년","7911","79","8","10","14","37","28","6","X","115","9","13","26","7488","29","9","18","5","13",
"전라북도","여자","55~59세","2020 년","9512","63","8","6","24","33","29","X","5","82","8","6","38","9056","31","8","25","5","83",
"전라북도","여자","55~59세","2021 년","9693","81","11","X","24","30","31","X","X","103","11","6","30","9281","34","11","17","X","11",
"전라북도","여자","60~64세","2020 년","11962","75","10","5","19","22","13","X","X","84","7","11","21","11558","23","10","16","5","79",
"전라북도","여자","60~64세","2021 년","13240","81","17","8","30","36","34","6","7","89","6","10","28","12809","26","10","21","X","18",
"전라북도","여자","65~69세","2020 년","11404","53","9","6","9","16","10","X","X","51","X","X","19","11118","22","6","5","X","70",
"전라북도","여자","65~69세","2021 년","12605","58","5","X","13","19","14","X","X","51","6","10","15","12361","16","X","8","X","20",
"전라북도","여자","70~74세","2020 년","13167","56","8","X","11","9","10","X","X","54","X","5","12","12911","11","X","X","X","67",
"전라북도","여자","70~74세","2021 년","13914","49","8","X","15","8","12","X","X","48","5","X","14","13717","17","X","X","X","8",
"전라북도","여자","75세 이상","2020 년","39714","110","9","X","22","22","21","X","X","124","10","6","15","39041","29","X","9","X","288",
"전라북도","여자","75세 이상","2021 년","42424","132","16","X","23","22","26","X","5","156","8","10","21","41936","30","X","15","X","15",
"전라남도","계","합계","2020 년","256633","2270","861","310","645","6181","365","275","109","2717","281","348","592","1178","235189","468","1131","297","3416",
"전라남도","계","합계","2021 년","274108","2500","852","296","647","6557","531","290","87","2750","256","317","600","1155","254961","418","1230","285","376",
"전라남도","계","20세 미만","2020 년","2647","30","22","5","13","55","13","X","7","67","5","13","34","86","2196","10","28","12","47",
"전라남도","계","20세 미만","2021 년","1536","19","7","5","X","42","12","X","X","42","X","7","9","17","1344","X","10","X","5",
"전라남도","계","20~24세","2020 년","12334","188","50","38","35","637","32","24","9","225","20","34","56","174","10463","56","114","19","160",
"전라남도","계","20~24세","2021 년","11570","160","86","30","53","632","137","28","17","192","29","34","72","156","9726","43","130","18","27",
"전라남도","계","25~29세","2020 년","16345","388","137","69","78","1311","80","42","18","374","56","52","88","259","12847","89","179","31","247",
"전라남도","계","25~29세","2021 년","18610","416","170","75","98","1350","103","55","9","369","60","61","98","266","15080","102","229","29","40",
"전라남도","계","30~34세","2020 년","12926","225","86","47","67","722","47","33","9","226","29","52","61","115","10870","50","123","22","142",
"전라남도","계","30~34세","2021 년","14721","272","86","39","59","755","41","26","7","226","30","43","65","131","12694","49","131","27","40",
"전라남도","계","35~39세","2020 년","12505","151","86","30","50","492","27","21","9","187","23","26","47","88","10978","44","116","17","113",
"전라남도","계","35~39세","2021 년","12987","180","62","24","42","478","33","18","8","180","15","28","63","96","11559","41","101","24","35",
"전라남도","계","40~44세","2020 년","12310","122","66","20","37","380","21","30","10","187","35","25","46","80","10962","46","87","19","137",
"전라남도","계","40~44세","2021 년","13586","153","59","18","41","390","20","27","8","206","16","22","42","67","12346","31","95","24","21",
"전라남도","계","45~49세","2020 년","15922","165","77","33","54","487","32","36","10","231","19","37","59","72","14235","39","95","34","207",
"전라남도","계","45~49세","2021 년","16267","157","54","21","46","419","39","27","9","213","14","19","44","87","14924","36","93","24","41",
"전라남도","계","50~54세","2020 년","19413","179","66","19","64","536","31","31","7","289","22","25","53","85","17496","51","130","41","288",
"전라남도","계","50~54세","2021 년","21134","207","76","27","62","606","39","25","13","263","21","34","53","96","19342","38","151","36","45",
"전라남도","계","55~59세","2020 년","22648","210","88","19","63","508","26","24","12","282","36","28","56","75","20711","29","105","37","339",
"전라남도","계","55~59세","2021 년","24087","220","63","21","60","618","41","27","8","308","20","30","59","83","22318","32","103","45","31",
"전라남도","계","60~64세","2020 년","24469","227","79","10","81","457","26","13","8","240","12","28","43","61","22709","33","75","31","336",
"전라남도","계","60~64세","2021 년","27725","284","91","15","87","494","27","34","X","278","26","17","36","75","26072","19","99","25","43",
"전라남도","계","65~69세","2020 년","20765","131","45","8","45","228","13","7","X","137","13","9","17","37","19744","8","38","15","266",
"전라남도","계","65~69세","2021 년","23160","160","43","10","32","315","19","7","X","175","8","8","20","35","22247","9","35","18","19",
"전라남도","계","70~74세","2020 년","21347","108","29","X","29","144","7","X","X","109","5","7","14","16","20620","8","12","10","221",
"전라남도","계","70~74세","2021 년","22745","102","28","X","24","175","12","8","X","103","X","6","16","20","22188","11","22","8","12",
"전라남도","계","75세 이상","2020 년","63002","146","30","9","29","224","10","7","X","163","6","12","18","30","61358","5","29","9","913",
"전라남도","계","75세 이상","2021 년","65980","170","27","7","39","283","8","5","X","195","9","8","23","26","65121","X","31","X","17",
"전라남도","남자","합계","2020 년","120032","1366","556","198","423","3646","247","218","72","1739","202","246","377","805","107094","331","791","210","1511",
"전라남도","남자","합계","2021 년","129377","1461","556","201","401","3801","291","211","53","1714","188","205","397","748","117574","316","849","183","228",
"전라남도","남자","20세 미만","2020 년","1593","18","14","X","5","29","8","X","5","50","X","10","23","57","1306","8","16","9","25",
"전라남도","남자","20세 미만","2021 년","862","13","X","X","X","25","X","X","X","30","X","X","6","10","743","X","6","X","X",
"전라남도","남자","20~24세","2020 년","6766","70","26","25","21","289","18","18","X","127","10","21","28","103","5828","33","55","13","77",
"전라남도","남자","20~24세","2021 년","6039","70","59","17","27","271","39","21","6","131","18","19","42","91","5068","32","96","11","21",
"전라남도","남자","25~29세","2020 년","9862","241","92","49","60","762","58","37","11","254","41","41","60","188","7596","69","130","23","150",
"전라남도","남자","25~29세","2021 년","11152","243","110","55","63","760","71","45","6","244","48","43","70","176","8924","81","170","15","28",
"전라남도","남자","30~34세","2020 년","8877","162","59","31","50","504","39","28","6","168","24","42","42","83","7393","33","96","14","103",
"전라남도","남자","30~34세","2021 년","10072","171","63","28","43","492","30","20","X","160","29","31","52","97","8682","40","93","18","21",
"전라남도","남자","35~39세","2020 년","8898","96","59","21","37","334","20","16","7","124","18","17","33","64","7820","39","98","11","84",
"전라남도","남자","35~39세","2021 년","9039","107","39","18","19","322","21","13","6","132","10","16","48","70","8080","34","68","18","18",
"전라남도","남자","40~44세","2020 년","8728","80","45","17","26","272","11","24","7","130","26","19","31","60","7757","38","69","16","100",
"전라남도","남자","40~44세","2021 년","9557","102","42","14","25","276","16","20","6","136","11","17","30","48","8689","20","74","16","15",
"전라남도","남자","45~49세","2020 년","10752","117","63","21","34","313","23","28","7","169","12","29","42","56","9577","23","67","24","147",
"전라남도","남자","45~49세","2021 년","11080","105","42","15","30","266","27","21","6","149","12","16","31","61","10167","29","63","14","26",
"전라남도","남자","50~54세","2020 년","12374","116","44","11","41","323","18","27","5","197","15","18","37","59","11100","34","95","30","204",
"전라남도","남자","50~54세","2021 년","13652","135","51","19","40","382","26","20","9","177","14","24","37","62","12467","27","106","29","27",
"전라남도","남자","55~59세","2020 년","13067","144","52","13","42","287","20","21","10","185","25","17","37","52","11827","24","74","30","207",
"전라남도","남자","55~59세","2021 년","14138","138","41","12","38","360","20","18","7","196","14","20","36","54","13040","25","67","30","22",
"전라남도","남자","60~64세","2020 년","12741","142","51","X","55","270","18","8","X","151","9","20","26","45","11667","19","50","20","182",
"전라남도","남자","60~64세","2021 년","14546","192","51","11","61","310","17","25","X","168","19","9","22","48","13489","11","68","16","27",
"전라남도","남자","65~69세","2020 년","9007","83","26","X","29","138","8","5","X","91","9","6","9","23","8408","6","26","12","122",
"전라남도","남자","65~69세","2021 년","10464","90","30","7","22","181","11","X","X","109","5","X","11","20","9918","8","24","12","10",
"전라남도","남자","70~74세","2020 년","6531","56","18","X","16","75","X","X","X","58","X","X","5","9","6215","X","5","X","52",
"전라남도","남자","70~74세","2021 년","7281","55","19","X","17","86","6","X","X","44","X","X","8","8","7003","X","9","X","7",
"전라남도","남자","75세 이상","2020 년","10836","41","7","X","7","50","X","X","X","35","5","X","X","6","10600","X","10","X","58",
"전라남도","남자","75세 이상","2021 년","11495","40","5","X","14","70","X","X","X","38","X","X","X","X","11304","X","5","X","X",
"전라남도","여자","합계","2020 년","136601","904","305","112","222","2535","118","57","37","978","79","102","215","373","128095","137","340","87","1905",
"전라남도","여자","합계","2021 년","144731","1039","296","95","246","2756","240","79","34","1036","68","112","203","407","137387","102","381","102","148",
"전라남도","여자","20세 미만","2020 년","1054","12","8","X","8","26","5","X","X","17","X","X","11","29","890","X","12","X","22",
"전라남도","여자","20세 미만","2021 년","674","6","X","X","X","17","8","X","X","12","X","5","X","7","601","X","X","X","X",
"전라남도","여자","20~24세","2020 년","5568","118","24","13","14","348","14","6","5","98","10","13","28","71","4635","23","59","6","83",
"전라남도","여자","20~24세","2021 년","5531","90","27","13","26","361","98","7","11","61","11","15","30","65","4658","11","34","7","6",
"전라남도","여자","25~29세","2020 년","6483","147","45","20","18","549","22","5","7","120","15","11","28","71","5251","20","49","8","97",
"전라남도","여자","25~29세","2021 년","7458","173","60","20","35","590","32","10","X","125","12","18","28","90","6156","21","59","14","12",
"전라남도","여자","30~34세","2020 년","4049","63","27","16","17","218","8","5","X","58","5","10","19","32","3477","17","27","8","39",
"전라남도","여자","30~34세","2021 년","4649","101","23","11","16","263","11","6","5","66","X","12","13","34","4012","9","38","9","19",
"전라남도","여자","35~39세","2020 년","3607","55","27","9","13","158","7","5","X","63","5","9","14","24","3158","5","18","6","29",
"전라남도","여자","35~39세","2021 년","3948","73","23","6","23","156","12","5","X","48","5","12","15","26","3479","7","33","6","17",
"전라남도","여자","40~44세","2020 년","3582","42","21","X","11","108","10","6","X","57","9","6","15","20","3205","8","18","X","37",
"전라남도","여자","40~44세","2021 년","4029","51","17","X","16","114","X","7","X","70","5","5","12","19","3657","11","21","8","6",
"전라남도","여자","45~49세","2020 년","5170","48","14","12","20","174","9","8","X","62","7","8","17","16","4658","16","28","10","60",
"전라남도","여자","45~49세","2021 년","5187","52","12","6","16","153","12","6","X","64","X","X","13","26","4757","7","30","10","15",
"전라남도","여자","50~54세","2020 년","7039","63","22","8","23","213","13","X","X","92","7","7","16","26","6396","17","35","11","84",
"전라남도","여자","50~54세","2021 년","7482","72","25","8","22","224","13","5","X","86","7","10","16","34","6875","11","45","7","18",
"전라남도","여자","55~59세","2020 년","9581","66","36","6","21","221","6","X","X","97","11","11","19","23","8884","5","31","7","132",
"전라남도","여자","55~59세","2021 년","9949","82","22","9","22","258","21","9","X","112","6","10","23","29","9278","7","36","15","9",
"전라남도","여자","60~64세","2020 년","11728","85","28","6","26","187","8","5","X","89","X","8","17","16","11042","14","25","11","154",
"전라남도","여자","60~64세","2021 년","13179","92","40","X","26","184","10","9","X","110","7","8","14","27","12583","8","31","9","16",
"전라남도","여자","65~69세","2020 년","11758","48","19","5","16","90","5","X","X","46","X","X","8","14","11336","X","12","X","144",
"전라남도","여자","65~69세","2021 년","12696","70","13","X","10","134","8","X","X","66","X","5","9","15","12329","X","11","6","9",
"전라남도","여자","70~74세","2020 년","14816","52","11","X","13","69","X","X","X","51","X","X","9","7","14405","X","7","6","169",
"전라남도","여자","70~74세","2021 년","15464","47","9","X","7","89","6","5","X","59","X","X","8","12","15185","7","13","6","5",
"전라남도","여자","75세 이상","2020 년","52166","105","23","9","22","174","8","5","X","128","X","10","14","24","50758","X","19","5","855",
"전라남도","여자","75세 이상","2021 년","54485","130","22","7","25","213","5","5","X","157","7","7","19","23","53817","X","26","X","15",
"경상북도","계","합계","2020 년","388791","2571","2240","9524","740","220","627","2142","150","3482","765","920","686","346","444","358185","2624","256","2869",
"경상북도","계","합계","2021 년","416697","2944","2741","11258","729","266","722","2657","127","3838","868","1052","786","409","460","383911","2884","287","758",
"경상북도","계","20세 미만","2020 년","5844","98","47","111","27","9","27","51","12","186","54","61","47","29","38","4879","134","17","17",
"경상북도","계","20세 미만","2021 년","3995","77","30","96","21","6","20","43","X","123","30","33","14","7","7","3359","109","5","11",
"경상북도","계","20~24세","2020 년","29604","295","281","1139","99","42","105","265","24","438","114","118","97","59","62","25711","418","31","306",
"경상북도","계","20~24세","2021 년","28472","387","348","1451","132","65","149","376","17","525","154","184","116","82","69","23758","565","45","49",
"경상북도","계","25~29세","2020 년","30297","477","477","1984","117","48","140","382","24","593","133","184","119","70","95","24642","557","51","204",
"경상북도","계","25~29세","2021 년","34013","654","672","2476","110","72","159","524","26","632","157","243","160","102","101","27125","651","67","82",
"경상북도","계","30~34세","2020 년","24494","301","253","1185","71","31","73","235","11","375","68","103","74","44","50","21165","323","24","108",
"경상북도","계","30~34세","2021 년","27462","355","382","1420","73","33","91","262","9","397","70","133","100","48","62","23544","325","29","129",
"경상북도","계","35~39세","2020 년","21507","202","166","723","64","20","51","140","10","271","51","65","61","34","32","19265","203","20","129",
"경상북도","계","35~39세","2021 년","22470","207","174","821","45","20","51","184","12","292","54","72","65","28","39","20120","190","18","78",
"경상북도","계","40~44세","2020 년","20220","146","123","569","46","12","41","116","17","219","48","54","52","26","24","18400","177","13","137",
"경상북도","계","40~44세","2021 년","22479","174","170","677","42","21","43","155","9","241","65","59","51","29","34","20452","165","23","69",
"경상북도","계","45~49세","2020 년","24447","147","148","628","48","13","36","143","11","224","59","75","31","26","36","22383","173","17","249",
"경상북도","계","45~49세","2021 년","25361","143","137","669","50","14","45","138","12","249","66","67","54","18","38","23399","180","23","59",
"경상북도","계","50~54세","2020 년","28856","172","149","737","53","16","38","175","7","241","65","69","57","14","28","26493","168","26","348",
"경상북도","계","50~54세","2021 년","31245","192","168","772","60","17","44","190","11","284","59","85","55","28","28","28992","162","24","74",
"경상북도","계","55~59세","2020 년","34012","174","166","754","75","10","46","189","11","266","56","68","53","15","31","31568","158","23","349",
"경상북도","계","55~59세","2021 년","35534","180","178","810","58","6","50","277","8","308","66","67","60","29","31","33131","204","10","61",
"경상북도","계","60~64세","2020 년","37436","212","180","679","56","7","30","217","8","269","54","52","40","21","22","35065","150","18","356",
"경상북도","계","60~64세","2021 년","41789","220","200","847","64","X","31","268","6","318","65","49","55","15","27","39380","169","23","49",
"경상북도","계","65~69세","2020 년","31547","136","105","415","37","X","12","111","5","151","32","33","23","6","13","30155","74","12","225",
"경상북도","계","65~69세","2021 년","36190","137","138","528","32","X","16","140","8","176","39","25","31","11","9","34764","86","8","38",
"경상북도","계","70~74세","2020 년","26971","78","70","246","19","X","10","55","X","107","9","17","8","X","X","26173","38","X","129",
"경상북도","계","70~74세","2021 년","30292","81","50","261","17","X","8","51","X","91","19","15","5","8","7","29602","34","9","31",
"경상북도","계","75세 이상","2020 년","73556","133","75","354","28","6","18","63","7","142","22","21","24","X","9","72286","51","X","312",
"경상북도","계","75세 이상","2021 년","77395","137","94","430","25","X","15","49","X","202","24","20","20","X","8","76285","44","X","28",
"경상북도","남자","합계","2020 년","188127","1572","1403","5897","497","138","393","1317","100","2239","488","603","431","212","293","169330","1610","153","1451",
"경상북도","남자","합계","2021 년","203647","1812","1686","6726","477","176","462","1644","81","2477","525","667","543","283","329","183287","1803","177","492",
"경상북도","남자","20세 미만","2020 년","3114","56","30","71","16","X","20","27","5","112","31","32","29","19","19","2555","68","9","11",
"경상북도","남자","20세 미만","2021 년","2148","48","19","54","13","X","7","15","X","63","17","15","10","5","X","1820","44","X","7",
"경상북도","남자","20~24세","2020 년","15601","176","159","569","69","30","65","139","17","294","71","76","51","37","41","13460","230","14","103",
"경상북도","남자","20~24세","2021 년","15237","241","178","731","80","47","87","200","10","343","106","106","68","60","48","12529","348","32","23",
"경상북도","남자","25~29세","2020 년","19367","307","305","1274","85","30","97","266","19","393","103","143","88","41","74","15592","373","34","143",
"경상북도","남자","25~29세","2021 년","21433","408","436","1548","78","48","109","384","18","428","107","161","121","69","75","16913","437","41","52",
"경상북도","남자","30~34세","2020 년","17237","206","181","889","52","20","52","175","8","283","48","79","53","30","35","14796","239","17","74",
"경상북도","남자","30~34세","2021 년","19242","242","277","1007","63","21","63","198","6","304","41","100","78","39","51","16405","231","16","100",
"경상북도","남자","35~39세","2020 년","15055","134","121","516","50","15","30","90","8","191","33","47","43","24","23","13483","145","10","92",
"경상북도","남자","35~39세","2021 년","15624","142","117","545","36","14","35","128","7","215","36","55","42","21","24","14010","127","10","60",
"경상북도","남자","40~44세","2020 년","13657","101","86","406","31","7","23","81","15","161","32","38","30","18","17","12408","104","7","92",
"경상북도","남자","40~44세","2021 년","15201","101","116","455","29","17","31","102","5","173","40","39","42","25","27","13819","109","15","56",
"경상북도","남자","45~49세","2020 년","15713","92","105","420","30","9","26","90","7","156","36","48","23","17","21","14349","111","10","163",
"경상북도","남자","45~49세","2021 년","16252","101","85","441","33","8","33","87","9","172","39","46","40","12","26","14963","106","15","36",
"경상북도","남자","50~54세","2020 년","17363","114","99","448","35","11","24","95","X","161","37","40","40","5","19","15912","91","17","212",
"경상북도","남자","50~54세","2021 년","18877","115","101","451","36","12","32","97","6","191","39","56","33","15","25","17500","101","19","48",
"경상북도","남자","55~59세","2020 년","18683","119","102","457","45","6","24","110","7","163","34","35","28","6","21","17212","87","16","211",
"경상북도","남자","55~59세","2021 년","19835","112","108","488","34","X","30","146","7","203","33","38","45","20","21","18381","120","5","40",
"경상북도","남자","60~64세","2020 년","18070","131","98","402","38","X","16","125","6","160","35","31","29","11","13","16687","93","11","181",
"경상북도","남자","60~64세","2021 년","20673","136","123","497","42","X","19","157","X","195","35","27","38","8","20","19236","101","8","25",
"경상북도","남자","65~69세","2020 년","12580","69","58","227","25","X","7","74","X","88","17","17","11","X","7","11830","44","6","92",
"경상북도","남자","65~69세","2021 년","15066","84","75","291","15","X","9","81","X","93","19","11","16","5","X","14289","43","5","23",
"경상북도","남자","70~74세","2020 년","8327","33","41","127","12","X","7","32","X","45","5","11","X","X","X","7953","16","X","40",
"경상북도","남자","70~74세","2021 년","9704","45","31","119","11","X","X","34","X","49","10","7","X","X","X","9339","21","7","17",
"경상북도","남자","75세 이상","2020 년","13360","34","18","91","9","X","X","13","X","32","6","6","X","X","X","13093","9","X","37",
"경상북도","남자","75세 이상","2021 년","14355","37","20","99","7","X","X","15","X","48","X","6","6","X","X","14083","15","X","5",
"경상북도","여자","합계","2020 년","200664","999","837","3627","243","82","234","825","50","1243","277","317","255","134","151","188855","1014","103","1418",
"경상북도","여자","합계","2021 년","213050","1132","1055","4532","252","90","260","1013","46","1361","343","385","243","126","131","200624","1081","110","266",
"경상북도","여자","20세 미만","2020 년","2730","42","17","40","11","5","7","24","7","74","23","29","18","10","19","2324","66","8","6",
"경상북도","여자","20세 미만","2021 년","1847","29","11","42","8","X","13","28","X","60","13","18","X","X","X","1539","65","X","X",
"경상북도","여자","20~24세","2020 년","14003","119","122","570","30","12","40","126","7","144","43","42","46","22","21","12251","188","17","203",
"경상북도","여자","20~24세","2021 년","13235","146","170","720","52","18","62","176","7","182","48","78","48","22","21","11229","217","13","26",
"경상북도","여자","25~29세","2020 년","10930","170","172","710","32","18","43","116","5","200","30","41","31","29","21","9050","184","17","61",
"경상북도","여자","25~29세","2021 년","12580","246","236","928","32","24","50","140","8","204","50","82","39","33","26","10212","214","26","30",
"경상북도","여자","30~34세","2020 년","7257","95","72","296","19","11","21","60","X","92","20","24","21","14","15","6369","84","7","34",
"경상북도","여자","30~34세","2021 년","8220","113","105","413","10","12","28","64","X","93","29","33","22","9","11","7139","94","13","29",
"경상북도","여자","35~39세","2020 년","6452","68","45","207","14","5","21","50","X","80","18","18","18","10","9","5782","58","10","37",
"경상북도","여자","35~39세","2021 년","6846","65","57","276","9","6","16","56","5","77","18","17","23","7","15","6110","63","8","18",
