"행정구역별","성별","연령별",2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"행정구역별","성별","연령별",취업 1인가구(15세 이상)-계,관리자,전문가 및 관련 종사자,사무 종사자,서비스 종사자,판매 종사자,농림어업 숙련 종사자,기능원 및 관련 기능 종사자,장치·기계조작 및 조립 종사자,단순 노무 종사자,기타,미상
"전국","계","합계",4109902,26077,883897,786364,551463,400172,138491,366781,468436,468192,20029,-
"전국","계","15~19세",20264,89,1769,3191,6520,2972,100,1005,2148,2469,1,-
"전국","계","20~24세",253801,404,63202,51700,54020,28627,923,13188,20584,17277,3876,-
"전국","계","25~29세",635578,1600,222326,156171,72475,54575,2102,38052,55211,26485,6581,-
"전국","계","30~34세",545083,1767,180452,143883,52053,50149,2360,35688,52722,22656,3353,-
"전국","계","35~39세",430971,2022,117109,105985,42916,45547,3176,37399,50449,24653,1715,-
"전국","계","40~44세",360478,2453,83364,80470,37025,39507,3896,38466,47453,26093,1751,-
"전국","계","45~49세",387582,3393,72895,79432,43622,43651,6521,48163,55187,33168,1550,-
"전국","계","50~54세",382982,4724,57286,65526,51948,40600,10913,50606,57043,43372,964,-
"전국","계","55~59세",375025,4958,42655,48417,65037,36884,17042,47477,56597,55744,214,-
"전국","계","60~64세",324102,3029,25280,30130,64846,29841,23374,35818,42911,68859,14,-
"전국","계","65~69세",181482,967,10377,13143,35079,14619,21505,13868,19513,52401,10,-
"전국","계","70세 이상",212554,671,7182,8316,25922,13200,46579,7051,8618,95015,-,-
"전국","남자","합계",2353968,19594,457016,421210,191676,205632,83522,318155,394624,244689,17850,-
"전국","남자","15~19세",8492,85,834,1211,1788,968,66,657,1578,1304,1,-
"전국","남자","20~24세",98303,268,14728,15055,18861,10435,660,9839,15129,10079,3249,-
"전국","남자","25~29세",346007,1269,101092,71695,37417,30204,1718,32854,45019,18912,5827,-
"전국","남자","30~34세",351643,1469,104993,82442,30868,31971,1968,32319,45202,17441,2970,-
"전국","남자","35~39세",285438,1579,69042,61323,22796,29051,2722,34138,44147,19050,1590,-
"전국","남자","40~44세",237666,1836,46382,46673,17742,23629,3408,35421,41419,19535,1621,-
"전국","남자","45~49세",252597,2640,40083,46309,16598,23972,5649,43962,47350,24549,1485,-
"전국","남자","50~54세",240915,3670,30121,39576,15172,20218,9010,44671,47996,29595,886,-
"전국","남자","55~59세",215411,3463,23334,29004,13105,15628,12956,40189,46477,31057,198,-
"전국","남자","60~64세",165357,2153,15254,16464,8813,10395,15793,28827,36321,31324,13,-
"전국","남자","65~69세",84120,662,6525,7232,4829,5444,11962,10615,16775,20066,10,-
"전국","남자","70세 이상",68019,500,4628,4226,3687,3717,17610,4663,7211,21777,-,-
"전국","여자","합계",1755934,6483,426881,365154,359787,194540,54969,48626,73812,223503,2179,-
"전국","여자","15~19세",11772,4,935,1980,4732,2004,34,348,570,1165,-,-
