"행정구역별","성별","연령별","시점","1인가구","미혼","배우자 있음","사별","이혼",
"영통구","여자","75~79","2015년","596","16","18","538","24",
"영통구","여자","80~84","2015년","471","16","","455","",
"영통구","여자","85세 이상","2015년","186","9","","177","",
"성남시","계","합계","2015년","95847","50194","9739","18003","17911",
"성남시","계","20세 미만","2015년","662","662","","","",
"성남시","계","20~24","2015년","4510","4500","","","10",
"성남시","계","25~29","2015년","9402","9234","129","","39",
"성남시","계","30~34","2015년","11496","10540","687","","269",
"성남시","계","35~39","2015년","9383","7922","777","12","672",
"성남시","계","40~44","2015년","9619","6803","1190","50","1576",
"성남시","계","45~49","2015년","8312","4347","1377","229","2359",
"성남시","계","50~54","2015년","7596","2585","1387","404","3220",
"성남시","계","55~59","2015년","8424","1906","1439","1225","3854",
"성남시","계","60~64","2015년","6247","855","1032","1878","2482",
"성남시","계","65~69","2015년","6087","454","693","3065","1875",
"성남시","계","70~74","2015년","5334","187","508","3703","936",
"성남시","계","75~79","2015년","4045","122","244","3272","407",
"성남시","계","80~84","2015년","2938","53","204","2510","171",
"성남시","계","85세 이상","2015년","1792","24","72","1655","41",
"성남시","남자","합계","2015년","47521","29551","5744","3193","9033",
"성남시","남자","20세 미만","2015년","303","303","","","",
"성남시","남자","20~24","2015년","1845","1840","","","5",
"성남시","남자","25~29","2015년","5198","5130","53","","15",
"성남시","남자","30~34","2015년","7152","6617","406","","129",
"성남시","남자","35~39","2015년","5627","4742","594","12","279",
"성남시","남자","40~44","2015년","5814","4254","804","13","743",
"성남시","남자","45~49","2015년","4995","2830","894","88","1183",
"성남시","남자","50~54","2015년","4421","1796","894","91","1640",
"성남시","남자","55~59","2015년","4176","1194","725","249","2008",
"성남시","남자","60~64","2015년","2464","464","496","310","1194",
"성남시","남자","65~69","2015년","2151","185","408","535","1023",
"성남시","남자","70~74","2015년","1446","105","215","641","485",
"성남시","남자","75~79","2015년","992","59","119","607","207",
"성남시","남자","80~84","2015년","571","25","106","332","108",
"성남시","남자","85세 이상","2015년","366","7","30","315","14",
"성남시","여자","합계","2015년","48326","20643","3995","14810","8878",
"성남시","여자","20세 미만","2015년","359","359","","","",
"성남시","여자","20~24","2015년","2665","2660","","","5",
"성남시","여자","25~29","2015년","4204","4104","76","","24",
"성남시","여자","30~34","2015년","4344","3923","281","","140",
"성남시","여자","35~39","2015년","3756","3180","183","","393",
"성남시","여자","40~44","2015년","3805","2549","386","37","833",
"성남시","여자","45~49","2015년","3317","1517","483","141","1176",
"성남시","여자","50~54","2015년","3175","789","493","313","1580",
"성남시","여자","55~59","2015년","4248","712","714","976","1846",
"성남시","여자","60~64","2015년","3783","391","536","1568","1288",
"성남시","여자","65~69","2015년","3936","269","285","2530","852",
"성남시","여자","70~74","2015년","3888","82","293","3062","451",
"성남시","여자","75~79","2015년","3053","63","125","2665","200",
"성남시","여자","80~84","2015년","2367","28","98","2178","63",
"성남시","여자","85세 이상","2015년","1426","17","42","1340","27",
"수정구","계","합계","2015년","31894","16272","2947","6170","6505",
"수정구","계","20세 미만","2015년","445","445","","","",
"수정구","계","20~24","2015년","2219","2214","","","5",
"수정구","계","25~29","2015년","2743","2711","14","","18",
"수정구","계","30~34","2015년","2962","2745","131","","86",
"수정구","계","35~39","2015년","2610","2217","199","","194",
"수정구","계","40~44","2015년","2993","2174","368","17","434",
"수정구","계","45~49","2015년","3031","1584","398","92","957",
"수정구","계","50~54","2015년","2751","951","465","157","1178",
"수정구","계","55~59","2015년","3076","659","464","439","1514",
"수정구","계","60~64","2015년","2405","328","381","727","969",
"수정구","계","65~69","2015년","2187","137","268","1135","647",
"수정구","계","70~74","2015년","1938","66","145","1418","309",
"수정구","계","75~79","2015년","1284","24","51","1055","154",
"수정구","계","80~84","2015년","853","6","43","771","33",
"수정구","계","85세 이상","2015년","397","11","20","359","7",
"수정구","남자","합계","2015년","17026","10360","1833","1230","3603",
"수정구","남자","20세 미만","2015년","207","207","","","",
"수정구","남자","20~24","2015년","1104","1104","","","",
"수정구","남자","25~29","2015년","1624","1615","9","","",
"수정구","남자","30~34","2015년","1992","1854","100","","38",
"수정구","남자","35~39","2015년","1656","1405","159","","92",
"수정구","남자","40~44","2015년","2047","1544","255","8","240",
"수정구","남자","45~49","2015년","2015","1150","287","41","537",
"수정구","남자","50~54","2015년","1735","704","320","44","667",
"수정구","남자","55~59","2015년","1663","464","239","121","839",
"수정구","남자","60~64","2015년","1018","185","183","127","523",
"수정구","남자","65~69","2015년","802","80","147","202","373",
"수정구","남자","70~74","2015년","564","37","71","285","171",
"수정구","남자","75~79","2015년","364","5","36","221","102",
"수정구","남자","80~84","2015년","178","6","18","133","21",
"수정구","남자","85세 이상","2015년","57","","9","48","",
"수정구","여자","합계","2015년","14868","5912","1114","4940","2902",
"수정구","여자","20세 미만","2015년","238","238","","","",
"수정구","여자","20~24","2015년","1115","1110","","","5",
"수정구","여자","25~29","2015년","1119","1096","5","","18",
"수정구","여자","30~34","2015년","970","891","31","","48",
"수정구","여자","35~39","2015년","954","812","40","","102",
"수정구","여자","40~44","2015년","946","630","113","9","194",
"수정구","여자","45~49","2015년","1016","434","111","51","420",
"수정구","여자","50~54","2015년","1016","247","145","113","511",
"수정구","여자","55~59","2015년","1413","195","225","318","675",
"수정구","여자","60~64","2015년","1387","143","198","600","446",
"수정구","여자","65~69","2015년","1385","57","121","933","274",
"수정구","여자","70~74","2015년","1374","29","74","1133","138",
"수정구","여자","75~79","2015년","920","19","15","834","52",
"수정구","여자","80~84","2015년","675","","25","638","12",
"수정구","여자","85세 이상","2015년","340","11","11","311","7",
"중원구","계","합계","2015년","27106","12723","2464","5704","6215",
"중원구","계","20세 미만","2015년","112","112","","","",
"중원구","계","20~24","2015년","931","926","","","5",
"중원구","계","25~29","2015년","2381","2324","36","","21",
"중원구","계","30~34","2015년","2612","2385","137","","90",
"중원구","계","35~39","2015년","2341","1986","157","6","192",
"중원구","계","40~44","2015년","2434","1630","244","22","538",
"중원구","계","45~49","2015년","2379","1365","237","68","709",
"중원구","계","50~54","2015년","2652","937","343","175","1197",
"중원구","계","55~59","2015년","2984","626","512","452","1394",
"중원구","계","60~64","2015년","1927","195","276","665","791",
"중원구","계","65~69","2015년","2174","131","190","1086","767",
"중원구","계","70~74","2015년","1695","44","152","1198","301",
"중원구","계","75~79","2015년","1297","42","94","1029","132",
"중원구","계","80~84","2015년","786","7","66","649","64",
"중원구","계","85세 이상","2015년","401","13","20","354","14",
"중원구","남자","합계","2015년","14504","8676","1415","1155","3258",
"중원구","남자","20세 미만","2015년","51","51","","","",
"중원구","남자","20~24","2015년","401","396","","","5",
"중원구","남자","25~29","2015년","1415","1382","18","","15",
"중원구","남자","30~34","2015년","1788","1652","87","","49",
"중원구","남자","35~39","2015년","1588","1378","119","6","85",
"중원구","남자","40~44","2015년","1651","1235","142","5","269",
"중원구","남자","45~49","2015년","1589","1033","148","47","361",
"중원구","남자","50~54","2015년","1633","783","218","33","599",
"중원구","남자","55~59","2015년","1516","480","251","80","705",
"중원구","남자","60~64","2015년","804","153","116","153","382",
"중원구","남자","65~69","2015년","901","69","146","207","479",
"중원구","남자","70~74","2015년","499","26","73","217","183",
"중원구","남자","75~79","2015년","376","24","42","236","74",
"중원구","남자","80~84","2015년","234","7","45","137","45",
"중원구","남자","85세 이상","2015년","58","7","10","34","7",
"중원구","여자","합계","2015년","12602","4047","1049","4549","2957",
"중원구","여자","20세 미만","2015년","61","61","","","",
"중원구","여자","20~24","2015년","530","530","","","",
"중원구","여자","25~29","2015년","966","942","18","","6",
"중원구","여자","30~34","2015년","824","733","50","","41",
"중원구","여자","35~39","2015년","753","608","38","","107",
"중원구","여자","40~44","2015년","783","395","102","17","269",
"중원구","여자","45~49","2015년","790","332","89","21","348",
"중원구","여자","50~54","2015년","1019","154","125","142","598",
"중원구","여자","55~59","2015년","1468","146","261","372","689",
"중원구","여자","60~64","2015년","1123","42","160","512","409",
"중원구","여자","65~69","2015년","1273","62","44","879","288",
"중원구","여자","70~74","2015년","1196","18","79","981","118",
"중원구","여자","75~79","2015년","921","18","52","793","58",
"중원구","여자","80~84","2015년","552","","21","512","19",
"중원구","여자","85세 이상","2015년","343","6","10","320","7",
"분당구","계","합계","2015년","36847","21199","4328","6129","5191",
"분당구","계","20세 미만","2015년","105","105","","","",
"분당구","계","20~24","2015년","1360","1360","","","",
"분당구","계","25~29","2015년","4278","4199","79","","",
"분당구","계","30~34","2015년","5922","5410","419","","93",
"분당구","계","35~39","2015년","4432","3719","421","6","286",
"분당구","계","40~44","2015년","4192","2999","578","11","604",
"분당구","계","45~49","2015년","2902","1398","742","69","693",
"분당구","계","50~54","2015년","2193","697","579","72","845",
"분당구","계","55~59","2015년","2364","621","463","334","946",
"분당구","계","60~64","2015년","1915","332","375","486","722",
"분당구","계","65~69","2015년","1726","186","235","844","461",
