"행정구역별","성별","연령별",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"행정구역별","성별","연령별",취업 1인가구(15세 이상)-계,관리자,전문가 및 관련 종사자,사무 종사자,서비스 종사자,판매 종사자,농림어업 숙련 종사자,기능원 및 관련 기능 종사자,장치·기계조작 및 조립 종사자,단순 노무 종사자,기타,미상
"서울특별시","남자","60~64세",14814,325,1154,1231,660,1096,39,2351,3198,4760,,
"서울특별시","남자","65~69세",8206,210,716,675,373,516,20,893,1712,3091,,
"서울특별시","남자","70세 이상",5503,78,704,465,256,403,26,274,873,2424,,
"서울특별시","여자","합계",316332,3421,99783,69997,53115,42700,179,11812,3854,31421,50,
"서울특별시","여자","15~19세",1757,,278,275,700,266,,48,11,179,,
"서울특별시","여자","20~24세",28607,32,11139,6407,5698,3584,4,675,311,757,,
"서울특별시","여자","25~29세",62853,270,29556,17959,6420,6564,,998,459,611,16,
"서울특별시","여자","30~34세",53325,626,21957,16530,5816,6499,19,849,399,622,8,
"서울특별시","여자","35~39세",36120,620,13144,10805,4419,5291,5,749,367,711,9,
"서울특별시","여자","40~44세",29276,593,9144,7581,4534,4814,16,1284,298,1012,,
"서울특별시","여자","45~49세",23565,367,5761,4590,4507,4442,,1788,484,1614,12,
"서울특별시","여자","50~54세",21925,386,4009,2606,5733,3669,33,1858,459,3167,5,
"서울특별시","여자","55~59세",23541,333,2501,1846,7136,3414,25,1826,489,5971,,
"서울특별시","여자","60~64세",16581,98,1305,800,4710,2016,26,1117,337,6172,,
"서울특별시","여자","65~69세",9583,80,556,332,2061,1098,16,412,162,4866,,
"서울특별시","여자","70세 이상",9199,16,433,266,1381,1043,35,208,78,5739,,
"부산광역시","계","합계",168509,1202,29687,23529,27649,22791,1177,17128,18556,26694,96,
"부산광역시","계","15~19세",1018,,57,47,545,208,,11,28,111,11,
"부산광역시","계","20~24세",10481,3,3026,1626,2686,1745,5,299,417,674,,
"부산광역시","계","25~29세",18490,39,6153,4174,2934,2409,10,937,1123,699,12,
"부산광역시","계","30~34세",18711,146,5107,4469,2272,2829,,1471,1490,905,22,
"부산광역시","계","35~39세",15872,179,3628,3420,1889,2229,9,1686,1558,1269,5,
