"행정구역별(시군구)","성별",2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021
"행정구역별(시군구)","성별",1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계
"동부","여자",2043250,1899611,899371,711362,38235,206901,43742,143639,2133375,1969333,905811,753685,40704,225783,43350,164042,2222686,2037351,903082,804029,42352,242866,45022,185335,2320926,2114679,892914,872422,44462,260196,44685,206247,2463051,2229798,898032,959320,47056,279419,45971,233253,2670567,2395064,938199,1052771,50877,307208,46009,275503,2875444,2563743,955503,1169938,55677,334993,47632,311701
"서울특별시","계",1115744,982577,521776,237913,17387,161031,44470,133167,1138860,989460,515463,240673,17518,174169,41637,149400,1180540,1009881,509816,251819,18007,188113,42126,170659,1229421,1045047,513330,264524,18680,205178,43335,184374,1299787,1100060,524735,286571,19555,223927,45272,199727,1390701,1163690,536654,311112,21613,250810,43501,227011,1489893,1240505,547251,347065,23430,275351,47408,249388
"서울특별시","남자",544059,470178,268511,95388,7277,73732,25270,73881,544607,464271,262455,93565,7190,78343,22718,80336,561524,470459,259723,96864,7276,83691,22905,91065,581944,485596,262165,100969,7514,91526,23422,96348,611561,509621,268965,109124,7832,99066,24634,101940,650999,536424,274574,118308,8971,111069,23502,114575,698324,574089,283223,132325,9809,122190,26542,124235
"서울특별시","여자",571685,512399,253265,142525,10110,87299,19200,59286,594253,525189,253008,147108,10328,95826,18919,69064,619016,539422,250093,154955,10731,104422,19221,79594,647477,559451,251165,163555,11166,113652,19913,88026,688226,590439,255770,177447,11723,124861,20638,97787,739702,627266,262080,192804,12642,139741,19999,112436,791569,666416,264028,214740,13621,153161,20866,125153
"부산광역시","계",361749,329313,159515,112316,6044,43598,7840,32436,372412,336229,157688,117073,6441,47558,7469,36183,388899,349375,155401,127487,6706,51912,7869,39524,404408,362170,152640,139121,7077,55745,7587,42238,423227,375858,150792,151330,7442,58670,7624,47369,455207,398449,152360,166184,8044,64262,7599,56758,487362,420774,152697,181979,8555,69870,7673,66588
"부산광역시","남자",164617,147062,77534,42605,2275,20389,4259,17555,168035,148776,76904,43401,2415,22070,3986,19259,176932,155697,76774,47944,2500,24207,4272,21235,183579,161437,75740,52669,2601,26230,4197,22142,191796,167491,75673,57324,2700,27552,4242,24305,206311,177489,76562,63341,2976,30438,4172,28822,222040,188487,77259,69996,3242,33564,4426,33553
"부산광역시","여자",197132,182251,81981,69711,3769,23209,3581,14881,204377,187453,80784,73672,4026,25488,3483,16924,211967,193678,78627,79543,4206,27705,3597,18289,220829,200733,76900,86452,4476,29515,3390,20096,231431,208367,75119,94006,4742,31118,3382,23064,248896,220960,75798,102843,5068,33824,3427,27936,265322,232287,75438,111983,5313,36306,3247,33035
"대구광역시","계",239517,229302,139587,74126,1854,9292,4443,10215,247444,235587,138503,81253,1967,9873,3991,11857,259525,246969,140859,89281,2040,10322,4467,12556,269903,256036,141985,96663,2175,10834,4379,13867,284416,269694,148838,102762,2252,11225,4617,14722,304543,287474,154841,113508,2290,12191,4644,17069,326866,308402,163245,124949,2448,12931,4829,18464
"대구광역시","남자",112180,105720,70153,28601,702,3832,2432,6460,114434,107129,69081,31172,726,4017,2133,7305,119917,112153,70280,34582,774,4084,2433,7764,124823,116290,71229,37548,834,4274,2405,8533,131500,122704,75587,39340,891,4358,2528,8796,140952,130932,79022,43743,911,4722,2534,10020,152723,141903,84533,48654,973,5065,2678,10820
"대구광역시","여자",127337,123582,69434,45525,1152,5460,2011,3755,133010,128458,69422,50081,1241,5856,1858,4552,139608,134816,70579,54699,1266,6238,2034,4792,145080,139746,70756,59115,1341,6560,1974,5334,152916,146990,73251,63422,1361,6867,2089,5926,163591,156542,75819,69765,1379,7469,2110,7049,174143,166499,78712,76295,1475,7866,2151,7644
"인천광역시","계",243678,220432,82561,78959,3908,50385,4619,23246,254076,226811,83434,80919,4333,53474,4651,27265,266434,233764,84262,83433,4633,55909,5527,32670,275898,240392,78919,92310,5182,59576,4405,35506,297865,255948,80163,102530,5463,62835,4957,41917,324841,273787,82477,111710,6230,68502,4868,51054,355657,297192,85133,124827,7312,74708,5212,58465
"인천광역시","남자",129044,114415,48589,35927,1894,25089,2916,14629,133482,116275,49068,35853,2087,26457,2810,17207,140100,119452,49790,36537,2282,27396,3447,20648,143845,121646,46362,40764,2575,29249,2696,22199,155137,129511,47642,45338,2718,30741,3072,25626,168675,138190,49144,49307,3155,33681,2903,30485,185694,150936,51345,55491,3771,37123,3206,34758
"인천광역시","여자",114634,106017,33972,43032,2014,25296,1703,8617,120594,110536,34366,45066,2246,27017,1841,10058,126334,114312,34472,46896,2351,28513,2080,12022,132053,118746,32557,51546,2607,30327,1709,13307,142728,126437,32521,57192,2745,32094,1885,16291,156166,135597,33333,62403,3075,34821,1965,20569,169963,146256,33788,69336,3541,37585,2006,23707
"광주광역시","계",163577,153847,79638,66304,1906,3634,2365,9730,165169,156295,78699,69632,2130,3557,2277,8874,171424,161307,78350,74620,2173,3480,2684,10117,174614,164409,77421,78666,2261,3474,2587,10205,182364,171536,77755,85305,2439,3460,2577,10828,193948,182484,80427,92954,2774,3690,2639,11464,212385,198675,84422,103926,3298,4237,2792,13710
"광주광역시","남자",83271,77160,43466,29324,906,2059,1405,6111,83164,77541,43062,30146,997,2034,1302,5623,86237,79974,43154,32331,1031,1934,1524,6263,87655,81279,42958,33840,1083,1927,1471,6376,91221,84485,43417,36482,1164,1974,1448,6736,96817,89843,44940,39962,1327,2103,1511,6974,106566,98261,47584,45037,1600,2408,1632,8305
"광주광역시","여자",80306,76687,36172,36980,1000,1575,960,3619,82005,78754,35637,39486,1133,1523,975,3251,85187,81333,35196,42289,1142,1546,1160,3854,86959,83130,34463,44826,1178,1547,1116,3829,91143,87051,34338,48823,1275,1486,1129,4092,97131,92641,35487,52992,1447,1587,1128,4490,105819,100414,36838,58889,1698,1829,1160,5405
"대전광역시","계",169391,161489,96352,53130,2108,7114,2785,7902,179605,171358,101885,56794,2352,7617,2710,8247,188136,178684,104063,61102,2432,8162,2925,9452,195544,185695,106225,65561,2482,8549,2878,9849,205165,195212,109052,71448,2657,8909,3146,9953,228842,217646,123309,77841,2962,9895,3639,11196,240932,228604,126247,84638,3268,10844,3607,12328
"대전광역시","남자",87113,82166,54372,22266,899,3058,1571,4947,92240,87030,57599,23618,1017,3282,1514,5210,96469,90462,58643,25536,1042,3533,1708,6007,99760,93590,59785,27368,1050,3746,1641,6170,104803,98572,61828,29998,1108,3836,1802,6231,116257,109214,68861,32744,1270,4329,2010,7043,123276,115627,71864,35532,1456,4781,1994,7649
"대전광역시","여자",82278,79323,41980,30864,1209,4056,1214,2955,87365,84328,44286,33176,1335,4335,1196,3037,91667,88222,45420,35566,1390,4629,1217,3445,95784,92105,46440,38193,1432,4803,1237,3679,100362,96640,47224,41450,1549,5073,1344,3722,112585,108432,54448,45097,1692,5566,1629,4153,117656,112977,54383,49106,1812,6063,1613,4679
"울산광역시","계",103551,98547,58815,30296,1523,5380,2533,5004,104856,98856,58011,31172,1595,5720,2358,6000,107497,100657,57752,33158,1647,5713,2387,6840,110236,102790,56581,36563,1664,5693,2289,7446,116015,108147,57186,40954,1679,5886,2442,7868,122848,113734,58222,44955,1835,6401,2321,9114,133061,122141,61261,49273,2080,6988,2539,10920
"울산광역시","남자",59031,55710,35099,15273,864,2955,1519,3321,58938,54980,34459,15138,889,3072,1422,3958,60245,55720,34363,16000,906,3038,1413,4525,61404,56481,33472,17775,887,3012,1335,4923,64303,59177,33955,19881,855,3082,1404,5126,68070,62347,34774,21890,958,3381,1344,5723,73677,66817,36812,23699,1109,3744,1453,6860
"울산광역시","여자",44520,42837,23716,15023,659,2425,1014,1683,45918,43876,23552,16034,706,2648,936,2042,47252,44937,23389,17158,741,2675,974,2315,48832,46309,23109,18788,777,2681,954,2523,51712,48970,23231,21073,824,2804,1038,2742,54778,51387,23448,23065,877,3020,977,3391,59384,55324,24449,25574,971,3244,1086,4060
"세종특별자치시","계",21889,20363,10827,8789,232,318,197,1526,27683,25792,13753,11139,305,365,230,1891,31472,29216,13690,14638,293,373,222,2256,35763,33567,14134,18507,324,387,215,2196,39078,36744,13951,21798,352,384,259,2334,43577,41118,16427,23575,422,397,297,2459,45706,42963,14319,27380,503,494,267,2743
"세종특별자치시","남자",11711,10836,6129,4317,113,163,114,875,15083,13994,8127,5383,156,207,121,1089,16733,15477,7956,7037,150,208,126,1256,18967,17713,8265,8907,181,229,131,1254,20572,19254,8233,10460,186,228,147,1318,22724,21352,9613,11116,216,238,169,1372,23696,22130,8546,12855,271,301,157,1566
"세종특별자치시","여자",10178,9527,4698,4472,119,155,83,651,12600,11798,5626,5756,149,158,109,802,14739,13739,5734,7601,143,165,96,1000,16796,15854,5869,9600,143,158,84,942,18506,17490,5718,11338,166,156,112,1016,20853,19766,6814,12459,206,159,128,1087,22010,20833,5773,14525,232,193,110,1177
"경기도","계",1026471,924234,458026,315160,19353,110989,20706,102237,1067916,945935,454301,329829,19741,121290,20774,121981,1124541,986951,461783,351975,20934,130623,21636,137590,1197586,1043487,459260,399539,22264,141049,21375,154099,1290893,1117985,465670,454999,24138,151223,21955,172908,1406010,1203321,483489,506053,26303,165750,21726,202689,1543100,1314069,507431,570413,29276,184022,22927,229031
"경기도","남자",556495,491095,267503,143426,8653,58511,13002,65400,574609,495570,264448,146551,8639,63127,12805,79039,607758,517969,270834,156410,9360,67952,13413,89789,647041,547730,271007,179859,9965,73697,13202,99311,696194,586773,276511,206395,10939,79297,13631,109421,758076,631884,288471,230510,11983,87518,13402,126192,835849,693975,306125,261538,13597,98375,14340,141874
"경기도","여자",469976,433139,190523,171734,10700,52478,7704,36837,493307,450365,189853,183278,11102,58163,7969,42942,516783,468982,190949,195565,11574,62671,8223,47801,550545,495757,188253,219680,12299,67352,8173,54788,594699,531212,189159,248604,13199,71926,8324,63487,647934,571437,195018,275543,14320,78232,8324,76497,707251,620094,201306,308875,15679,85647,8587,87157
"강원도","계",189379,180487,114432,55195,4577,2568,3715,8892,197917,188119,118037,58856,4814,2818,3594,9798,199645,189768,117823,60618,4691,2730,3906,9877,206295,195636,119735,64271,4887,2865,3878,10659,208857,198552,116376,70385,5025,2950,3816,10305,231371,219879,128087,78815,5472,3255,4250,11492,245012,231916,129982,87947,6001,3622,4364,13096
"강원도","남자",96820,90806,60644,24732,2066,1276,2088,6014,101371,94887,62682,26549,2196,1416,2044,6484,100677,94115,61437,27158,2041,1292,2187,6562,104082,97094,62951,28407,2161,1379,2196,6988,103974,97412,60754,30880,2205,1394,2179,6562,115678,108457,67028,35100,2467,1547,2315,7221,122646,114447,68322,39225,2708,1780,2412,8199
"강원도","여자",92559,89681,53788,30463,2511,1292,1627,2878,96546,93232,55355,32307,2618,1402,1550,3314,98968,95653,56386,33460,2650,1438,1719,3315,102213,98542,56784,35864,2726,1486,1682,3671,104883,101140,55622,39505,2820,1556,1637,3743,115693,111422,61059,43715,3005,1708,1935,4271,122366,117469,61660,48722,3293,1842,1952,4897
"충청북도","계",173598,165475,103238,52603,3075,3687,2872,8123,187377,177796,110488,56971,3256,4129,2952,9581,195186,184780,113049,60840,3359,4384,3148,10406,204109,192256,114961,66221,3538,4476,3060,11853,215196,204195,119180,73469,3673,4700,3173,11001,236208,223647,130128,81138,3855,5021,3505,12561,252251,238785,133321,92140,4253,5449,3622,13466
"충청북도","남자",86851,81567,53120,23810,1260,1798,1579,5284,94398,88257,57554,25710,1299,2065,1629,6141,99354,92452,59401,27712,1381,2229,1729,6902,105327,97639,61417,30763,1480,2267,1712,7688,111795,104748,64680,34424,1529,2337,1778,7047,122465,114546,70624,37871,1605,2524,1922,7919,131560,123098,73145,43438,1759,2781,1975,8462
"충청북도","여자",86747,83908,50118,28793,1815,1889,1293,2839,92979,89539,52934,31261,1957,2064,1323,3440,95832,92328,53648,33128,1978,2155,1419,3504,98782,94617,53544,35458,2058,2209,1348,4165,103401,99447,54500,39045,2144,2363,1395,3954,113743,109101,59504,43267,2250,2497,1583,4642,120691,115687,60176,48702,2494,2668,1647,5004
"충청남도","계",234513,219221,137901,64849,4062,8614,3795,15292,247056,230231,142971,69747,4391,9311,3811,16825,259727,242788,149619,75187,4546,9248,4188,16939,270497,251886,152232,81792,4546,9359,3957,18611,280773,262191,154570,88603,5020,9900,4098,18582,304973,283906,166698,96888,5401,10823,4096,21067,327432,303639,172829,108505,6149,11817,4339,23793
"충청남도","남자",119275,109345,68117,33136,1792,4222,2078,9930,126511,115262,70837,35667,1956,4695,2107,11249,134104,122967,75458,38491,2025,4645,2348,11137,140596,128577,77835,41884,1989,4634,2235,12019,146305,134377,79833,45037,2242,4933,2332,11928,159737,146226,86821,49246,2475,5461,2223,13511,173247,157984,91500,55208,2773,5996,2507,15263
"충청남도","여자",115238,109876,69784,31713,2270,4392,1717,5362,120545,114969,72134,34080,2435,4616,1704,5576,125623,119821,74161,36696,2521,4603,1840,5802,129901,123309,74397,39908,2557,4725,1722,6592,134468,127814,74737,43566,2778,4967,1766,6654,145236,137680,79877,47642,2926,5362,1873,7556,154185,145655,81329,53297,3376,5821,1832,8530
"전라북도","계",213750,205966,131843,64082,3187,3597,3257,7784,222201,213507,136406,66673,3437,3847,3144,8694,227600,218662,138103,69565,3603,4008,3383,8938,232587,222946,138169,73908,3721,4035,3113,9641,238746,229489,138987,79321,3943,4030,3208,9257,255269,245058,145160,87848,4440,4356,3254,10211,276153,264685,152690,98082,4925,5486,3502,11468
"전라북도","남자",99957,95086,62176,27862,1347,1837,1864,4871,104060,98508,64654,28619,1482,1974,1779,5552,107095,101215,65838,29781,1587,2090,1919,5880,109521,103176,65973,31753,1568,2115,1767,6345,112938,106841,67357,33882,1687,2115,1800,6097,121764,115125,71022,38072,1924,2264,1843,6639,132769,125368,75401,42856,2157,2963,1991,7401
"전라북도","여자",113793,110880,69667,36220,1840,1760,1393,2913,118141,114999,71752,38054,1955,1873,1365,3142,120505,117447,72265,39784,2016,1918,1464,3058,123066,119770,72196,42155,2153,1920,1346,3296,125808,122648,71630,45439,2256,1915,1408,3160,133505,129933,74138,49776,2516,2092,1411,3572,143384,139317,77289,55226,2768,2523,1511,4067
"전라남도","계",218864,206947,146547,51529,2795,2284,3792,11917,227225,213906,149484,55174,3193,2494,3561,13319,232022,218415,150502,58133,3147,2625,4008,13607,235062,220546,150009,60906,3151,2595,3885,14516,238147,223603,148581,65288,3294,2569,3871,14544,256633,239696,156434,72472,3866,2834,4090,16937,274108,255628,161817,82180,4309,3069,4253,18480
"전라남도","남자",96470,89227,59362,25262,1334,1167,2102,7243,101102,92847,61371,26741,1516,1272,1947,8255,104116,95533,62525,27918,1506,1339,2245,8583,106213,97079,63138,28959,1477,1346,2159,9134,108878,99712,63761,31005,1524,1285,2137,9166,120032,109415,69192,34673,1824,1458,2268,10617,129377,117672,72126,39568,2047,1567,2364,11705
"전라남도","여자",122394,117720,87185,26267,1461,1117,1690,4674,126123,121059,88113,28433,1677,1222,1614,5064,127906,122882,87977,30215,1641,1286,1763,5024,128849,123467,86871,31947,1674,1249,1726,5382,129269,123891,84820,34283,1770,1284,1734,5378,136601,130281,87242,37799,2042,1376,1822,6320,144731,137956,89691,42612,2262,1502,1889,6775
"경상북도","계",322569,307476,218334,69564,5490,8771,5317,15093,336547,320165,226550,73047,6169,9245,5154,16382,346998,330359,229693,78918,6502,9568,5678,16639,353702,335085,227401,85697,6679,9814,5494,18617,360213,341766,226612,92686,7031,10055,5382,18447,388791,368027,241062,102562,7565,11029,5809,20764,416697,394611,253085,114838,8252,12328,6108,22086
"경상북도","남자",149660,140470,100426,31081,2294,3965,2704,9190,158385,148131,106179,32559,2587,4204,2602,10254,164591,154061,109011,35109,2709,4333,2899,10530,168782,156902,108757,38212,2738,4407,2788,11880,173198,161536,110235,41265,2860,4461,2715,11662,188127,174916,118295,45734,3012,4917,2958,13211,203647,189559,125968,51486,3349,5598,3158,14088
"경상북도","여자",172909,167006,117908,38483,3196,4806,2613,5903,178162,172034,120371,40488,3582,5041,2552,6128,182407,176298,120682,43809,3793,5235,2779,6109,184920,178183,118644,47485,3941,5407,2706,6737,187015,180230,116377,51421,4171,5594,2667,6785,200664,193111,122767,56828,4553,6112,2851,7553,213050,205052,127117,63352,4903,6730,2950,7998
"경상남도","계",346754,324922,219093,87907,4657,7134,6131,21832,358430,335146,222908,93193,5013,7869,6163,23284,370293,345959,224270,102126,5140,7983,6440,24334,379719,353848,221781,112606,5251,8055,6155,25871,391421,365354,220812,124763,5595,8144,6040,26067,417737,388236,226582,140608,6118,8803,6125,29501,450490,417733,237650,157070,6648,9716,6649,32757
"경상남도","남자",167463,153711,105000,39923,1954,3476,3358,13752,173904,158992,108164,41454,2157,3818,3399,14912,180776,165020,109736,45697,2165,3836,3586,15756,185174,168619,109114,50070,2179,3843,3413,16555,191262,174691,109731,55510,2283,3823,3344,16571,206071,187314,114042,63209,2590,4113,3360,18757,223873,203120,121285,70728,2840,4586,3681,20753
"경상남도","여자",179291,171211,114093,47984,2703,3658,2773,8080,184526,176154,114744,51739,2856,4051,2764,8372,189517,180939,114534,56429,2975,4147,2854,8578,194545,185229,112667,62536,3072,4212,2742,9316,200159,190663,111081,69253,3312,4321,2696,9496,211666,200922,112540,77399,3528,4690,2765,10744,226617,214613,116365,86342,3808,5130,2968,12004
"제주특별자치도","계",58446,52633,32290,10944,2951,4594,1854,5813,62841,56595,33935,11928,3368,5494,1870,6246,68738,60902,36163,12978,3979,5776,2006,7836,73250,64093,37297,13905,4441,6428,2022,9157,75353,65104,36721,14723,4939,6711,2010,10249,81855,70032,38843,16195,5394,7518,2082,11823,88683,76087,41511,17950,6155,8258,2213,12596
"제주특별자치도","남자",28946,25288,15796,4877,1405,2186,1024,3658,31538,27573,17057,5219,1563,2721,1013,3965,35221,30264,18642,5727,1910,2883,1102,4957,37607,32019,19379,6096,2089,3318,1137,5588,38296,32276,19052,6415,2311,3369,1129,6020,41643,34909,20325,7095,2524,3791,1174,6734,44806,37781,21638,7874,2883,4110,1276,7025
"제주특별자치도","여자",29500,27345,16494,6067,1546,2408,830,2155,31303,29022,16878,6709,1805,2773,857,2281,33517,30638,17521,7251,2069,2893,904,2879,35643,32074,17918,7809,2352,3110,885,3569,37057,32828,17669,8308,2628,3342,881,4229,40212,35123,18518,9100,2870,3727,908,5089,43877,38306,19873,10076,3272,4148,937,5571
