"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"제주특별자치도","남자","50~54","이혼","2020년","1449","342","","667","67","226","132","15",
"제주특별자치도","남자","55~59","합계","2020년","4592","2130","","1355","146","627","301","33",
"제주특별자치도","남자","55~59","미혼","2020년","1287","420","","580","83","84","94","26",
"제주특별자치도","남자","55~59","배우자 있음","2020년","1665","1290","","120","10","245","","",
"제주특별자치도","남자","55~59","사별","2020년","149","2","","23","7","15","102","",
"제주특별자치도","남자","55~59","이혼","2020년","1491","418","","632","46","283","105","7",
"제주특별자치도","남자","60~64","합계","2020년","3884","1093","","1348","386","660","352","45",
"제주특별자치도","남자","60~64","미혼","2020년","736","125","","336","104","75","51","45",
"제주특별자치도","남자","60~64","배우자 있음","2020년","1319","641","","242","130","253","53","",
"제주특별자치도","남자","60~64","사별","2020년","198","28","","14","11","12","133","",
"제주특별자치도","남자","60~64","이혼","2020년","1631","299","","756","141","320","115","",
"제주특별자치도","남자","65~69","합계","2020년","2376","573","","749","110","538","359","47",
"제주특별자치도","남자","65~69","미혼","2020년","332","72","","142","23","16","45","34",
"제주특별자치도","남자","65~69","배우자 있음","2020년","870","369","","172","46","257","21","5",
"제주특별자치도","남자","65~69","사별","2020년","339","20","","41","18","32","220","8",
"제주특별자치도","남자","65~69","이혼","2020년","835","112","","394","23","233","73","",
"제주특별자치도","남자","70~74","합계","2020년","1440","104","","468","95","397","351","25",
"제주특별자치도","남자","70~74","미혼","2020년","206","4","","67","45","16","74","",
"제주특별자치도","남자","70~74","배우자 있음","2020년","404","80","","87","22","187","3","25",
"제주특별자치도","남자","70~74","사별","2020년","369","","","71","","74","224","",
"제주특별자치도","남자","70~74","이혼","2020년","461","20","","243","28","120","50","",
"제주특별자치도","남자","75~79","합계","2020년","886","95","","192","82","177","335","5",
"제주특별자치도","남자","75~79","미혼","2020년","76","31","","20","12","3","10","",
"제주특별자치도","남자","75~79","배우자 있음","2020년","221","48","","61","34","72","6","",
"제주특별자치도","남자","75~79","사별","2020년","374","8","","22","7","38","294","5",
"제주특별자치도","남자","75~79","이혼","2020년","215","8","","89","29","64","25","",
"제주특별자치도","남자","80~84","합계","2020년","559","12","","","46","246","255","",
"제주특별자치도","남자","80~84","미혼","2020년","1","","","","","1","","",
"제주특별자치도","남자","80~84","배우자 있음","2020년","121","4","","","26","86","5","",
"제주특별자치도","남자","80~84","사별","2020년","383","","","","17","129","237","",
"제주특별자치도","남자","80~84","이혼","2020년","54","8","","","3","30","13","",
"제주특별자치도","남자","85세 이상","합계","2020년","369","","","","7","166","189","7",
"제주특별자치도","남자","85세 이상","미혼","2020년","32","","","","","32","","",
"제주특별자치도","남자","85세 이상","배우자 있음","2020년","76","","","","7","57","12","",
"제주특별자치도","남자","85세 이상","사별","2020년","248","","","","","64","177","7",
"제주특별자치도","남자","85세 이상","이혼","2020년","13","","","","","13","","",
"제주특별자치도","여자","합계","합계","2020년","40212","10758","700","11314","1214","8813","7199","214",
"제주특별자치도","여자","합계","미혼","2020년","15617","7031","700","6236","377","763","397","113",
"제주특별자치도","여자","합계","배우자 있음","2020년","5494","2111","","976","259","1915","157","76",
"제주특별자치도","여자","합계","사별","2020년","11764","403","","821","276","4031","6217","16",
"제주특별자치도","여자","합계","이혼","2020년","7337","1213","","3281","302","2104","428","9",
"제주특별자치도","여자","20세 미만","합계","2020년","313","60","238","","","","15","",
"제주특별자치도","여자","20세 미만","미혼","2020년","313","60","238","","","","15","",
"제주특별자치도","여자","20~24","합계","2020년","2283","1213","383","532","","133","11","11",
"제주특별자치도","여자","20~24","미혼","2020년","2249","1213","383","510","","121","11","11",
"제주특별자치도","여자","20~24","배우자 있음","2020년","12","","","","","12","","",
"제주특별자치도","여자","20~24","이혼","2020년","22","","","22","","","","",
"제주특별자치도","여자","25~29","합계","2020년","3438","2056","41","1112","","201","28","",
"제주특별자치도","여자","25~29","미혼","2020년","3234","1990","41","1056","","133","14","",
"제주특별자치도","여자","25~29","배우자 있음","2020년","130","55","","7","","68","","",
"제주특별자치도","여자","25~29","이혼","2020년","74","11","","49","","","14","",
"제주특별자치도","여자","30~34","합계","2020년","2365","1174","38","878","20","164","51","40",
"제주특별자치도","여자","30~34","미혼","2020년","2055","1069","38","814","20","83","16","15",
"제주특별자치도","여자","30~34","배우자 있음","2020년","184","82","","3","","66","8","25",
"제주특별자치도","여자","30~34","사별","2020년","13","","","","","","13","",
"제주특별자치도","여자","30~34","이혼","2020년","113","23","","61","","15","14","",
"제주특별자치도","여자","35~39","합계","2020년","2522","1192","","1013","51","155","84","27",
"제주특별자치도","여자","35~39","미혼","2020년","1994","930","","861","32","75","69","27",
"제주특별자치도","여자","35~39","배우자 있음","2020년","352","212","","45","14","71","10","",
"제주특별자치도","여자","35~39","사별","2020년","5","","","","","","5","",
"제주특별자치도","여자","35~39","이혼","2020년","171","50","","107","5","9","","",
"제주특별자치도","여자","40~44","합계","2020년","2494","897","","1164","73","280","54","26",
"제주특별자치도","여자","40~44","미혼","2020년","1677","619","","876","58","81","29","14",
"제주특별자치도","여자","40~44","배우자 있음","2020년","386","159","","65","15","142","","5",
"제주특별자치도","여자","40~44","사별","2020년","30","10","","9","","","11","",
"제주특별자치도","여자","40~44","이혼","2020년","401","109","","214","","57","14","7",
"제주특별자치도","여자","45~49","합계","2020년","3153","1221","","1256","100","426","126","24",
"제주특별자치도","여자","45~49","미혼","2020년","1568","614","","720","70","88","60","16",
"제주특별자치도","여자","45~49","배우자 있음","2020년","676","409","","76","30","153","","8",
"제주특별자치도","여자","45~49","사별","2020년","93","2","","26","","40","25","",
"제주특별자치도","여자","45~49","이혼","2020년","816","196","","434","","145","41","",
"제주특별자치도","여자","50~54","합계","2020년","3587","1032","","1522","128","673","204","28",
"제주특별자치도","여자","50~54","미혼","2020년","1131","320","","648","55","46","40","22",
"제주특별자치도","여자","50~54","배우자 있음","2020년","826","305","","159","30","290","36","6",
"제주특별자치도","여자","50~54","사별","2020년","196","66","","18","","12","100","",
"제주특별자치도","여자","50~54","이혼","2020년","1434","341","","697","43","325","28","",
"제주특별자치도","여자","55~59","합계","2020년","3665","957","","1057","204","1013","422","12",
"제주특별자치도","여자","55~59","미혼","2020년","548","101","","301","47","51","41","7",
"제주특별자치도","여자","55~59","배우자 있음","2020년","999","502","","129","27","332","4","5",
"제주특별자치도","여자","55~59","사별","2020년","594","57","","70","15","196","256","",
"제주특별자치도","여자","55~59","이혼","2020년","1524","297","","557","115","434","121","",
"제주특별자치도","여자","60~64","합계","2020년","3839","502","","1210","186","1241","700","",
"제주특별자치도","여자","60~64","미혼","2020년","369","77","","197","29","51","15","",
"제주특별자치도","여자","60~64","배우자 있음","2020년","866","237","","241","59","322","7","",
"제주특별자치도","여자","60~64","사별","2020년","1211","63","","172","48","320","608","",
"제주특별자치도","여자","60~64","이혼","2020년","1393","125","","600","50","548","70","",
"제주특별자치도","여자","65~69","합계","2020년","2974","302","","825","175","892","767","13",
"제주특별자치도","여자","65~69","미혼","2020년","246","28","","142","25","13","38","",
"제주특별자치도","여자","65~69","배우자 있음","2020년","477","132","","135","24","153","24","9",
"제주특별자치도","여자","65~69","사별","2020년","1414","99","","183","53","437","638","4",
"제주특별자치도","여자","65~69","이혼","2020년","837","43","","365","73","289","67","",
"제주특별자치도","여자","70~74","합계","2020년","2694","104","","441","89","912","1130","18",
"제주특별자치도","여자","70~74","미혼","2020년","105","3","","67","19","3","13","",
"제주특별자치도","여자","70~74","배우자 있음","2020년","282","12","","79","38","128","7","18",
"제주특별자치도","여자","70~74","사별","2020년","1989","71","","182","24","630","1082","",
"제주특별자치도","여자","70~74","이혼","2020년","318","18","","113","8","151","28","",
"제주특별자치도","여자","75~79","합계","2020년","2482","45","","304","47","897","1185","4",
