"행정구역별","성별","연령별","시점","1인가구","초등학교","중학교","고등학교","대학(4년제미만)","대학교(4년제이상)","대학원","안받았음(미취학 포함)",
"노원구","계","20세 미만","2015년","984","","27","113","99","745","","",
"노원구","계","20~24","2015년","4004","","6","157","299","3452","90","",
"노원구","계","25~29","2015년","3202","","10","274","463","2065","390","",
"노원구","계","30~34","2015년","2781","","31","479","527","1358","373","13",
"노원구","계","35~39","2015년","2897","","46","685","487","1336","343","",
"노원구","계","40~44","2015년","3311","","110","1109","532","1221","332","7",
"노원구","계","45~49","2015년","3268","38","220","1352","445","931","268","14",
"노원구","계","50~54","2015년","3046","211","360","1338","196","750","184","7",
"노원구","계","55~59","2015년","3868","494","730","1713","251","511","147","22",
"노원구","계","60~64","2015년","3866","810","875","1343","203","342","122","171",
"노원구","계","65~69","2015년","4015","1250","1052","1027","118","249","54","265",
"노원구","계","70~74","2015년","4012","1559","693","788","53","216","18","685",
"노원구","계","75~79","2015년","3600","1587","588","483","20","195","15","712",
"노원구","계","80~84","2015년","2172","801","230","320","28","117","","676",
"노원구","계","85세 이상","2015년","1198","423","100","112","13","75","","475",
"노원구","남자","합계","2015년","18386","1307","1692","5164","1805","7058","1022","338",
"노원구","남자","20세 미만","2015년","492","","6","42","32","412","","",
"노원구","남자","20~24","2015년","1969","","6","104","89","1741","29","",
"노원구","남자","25~29","2015년","1743","","10","138","231","1172","192","",
"노원구","남자","30~34","2015년","1533","","31","248","338","705","198","13",
"노원구","남자","35~39","2015년","1498","","19","379","224","756","120","",
"노원구","남자","40~44","2015년","1798","","84","692","304","598","113","7",
"노원구","남자","45~49","2015년","1785","38","169","785","198","455","126","14",
"노원구","남자","50~54","2015년","1363","71","169","633","83","346","54","7",
"노원구","남자","55~59","2015년","1592","142","286","714","105","247","83","15",
"노원구","남자","60~64","2015년","1293","208","248","483","80","151","63","60",
"노원구","남자","65~69","2015년","1140","220","260","357","62","145","32","64",
"노원구","남자","70~74","2015년","972","275","194","331","22","102","5","43",
"노원구","남자","75~79","2015년","708","209","129","163","20","141","7","39",
"노원구","남자","80~84","2015년","317","92","34","65","10","55","","61",
"노원구","남자","85세 이상","2015년","183","52","47","30","7","32","","15",
"노원구","여자","합계","2015년","27838","5866","3386","6129","1929","6505","1314","2709",
"노원구","여자","20세 미만","2015년","492","","21","71","67","333","","",
"노원구","여자","20~24","2015년","2035","","","53","210","1711","61","",
"노원구","여자","25~29","2015년","1459","","","136","232","893","198","",
"노원구","여자","30~34","2015년","1248","","","231","189","653","175","",
"노원구","여자","35~39","2015년","1399","","27","306","263","580","223","",
"노원구","여자","40~44","2015년","1513","","26","417","228","623","219","",
"노원구","여자","45~49","2015년","1483","","51","567","247","476","142","",
"노원구","여자","50~54","2015년","1683","140","191","705","113","404","130","",
"노원구","여자","55~59","2015년","2276","352","444","999","146","264","64","7",
"노원구","여자","60~64","2015년","2573","602","627","860","123","191","59","111",
"노원구","여자","65~69","2015년","2875","1030","792","670","56","104","22","201",
"노원구","여자","70~74","2015년","3040","1284","499","457","31","114","13","642",
"노원구","여자","75~79","2015년","2892","1378","459","320","","54","8","673",
"노원구","여자","80~84","2015년","1855","709","196","255","18","62","","615",
"노원구","여자","85세 이상","2015년","1015","371","53","82","6","43","","460",
"은평구","계","합계","2015년","44083","6013","4554","13270","4685","11570","1982","2009",
"은평구","계","20세 미만","2015년","238","","6","117","58","57","","",
"은평구","계","20~24","2015년","1649","","17","272","455","893","12","",
"은평구","계","25~29","2015년","3973","","30","584","704","2358","291","6",
"은평구","계","30~34","2015년","4575","","7","963","932","2347","326","",
"은평구","계","35~39","2015년","3840","","77","1124","726","1585","328","",
"은평구","계","40~44","2015년","3691","8","91","1431","671","1245","245","",
"은평구","계","45~49","2015년","3040","38","143","1596","338","772","153","",
"은평구","계","50~54","2015년","3497","215","323","1879","273","585","216","6",
"은평구","계","55~59","2015년","4073","658","857","1642","180","530","176","30",
"은평구","계","60~64","2015년","3692","869","971","1172","139","374","101","66",
"은평구","계","65~69","2015년","3466","948","885","989","69","294","43","238",
"은평구","계","70~74","2015년","3483","1280","571","714","55","231","47","585",
"은평구","계","75~79","2015년","2764","1166","359","469","34","237","27","472",
"은평구","계","80~84","2015년","1442","580","148","224","32","44","","414",
"은평구","계","85세 이상","2015년","660","251","69","94","19","18","17","192",
"은평구","남자","합계","2015년","18347","1255","1526","6160","2264","6068","797","277",
"은평구","남자","20세 미만","2015년","37","","","6","19","12","","",
"은평구","남자","20~24","2015년","501","","","100","144","257","","",
"은평구","남자","25~29","2015년","1953","","8","319","319","1203","98","6",
"은평구","남자","30~34","2015년","2471","","","566","482","1309","114","",
"은평구","남자","35~39","2015년","2068","","53","578","389","923","125","",
"은평구","남자","40~44","2015년","2092","8","68","806","371","746","93","",
"은평구","남자","45~49","2015년","1619","20","88","840","135","445","91","",
"은평구","남자","50~54","2015년","1588","80","121","895","145","254","93","",
"은평구","남자","55~59","2015년","1783","208","399","676","104","302","73","21",
"은평구","남자","60~64","2015년","1341","268","259","423","82","215","55","39",
"은평구","남자","65~69","2015년","1103","168","250","467","20","142","22","34",
"은평구","남자","70~74","2015년","832","220","141","246","14","109","11","91",
"은평구","남자","75~79","2015년","543","130","81","150","","117","13","52",
"은평구","남자","80~84","2015년","220","71","20","58","27","22","","22",
"은평구","남자","85세 이상","2015년","196","82","38","30","13","12","9","12",
"은평구","여자","합계","2015년","25736","4758","3028","7110","2421","5502","1185","1732",
"은평구","여자","20세 미만","2015년","201","","6","111","39","45","","",
"은평구","여자","20~24","2015년","1148","","17","172","311","636","12","",
"은평구","여자","25~29","2015년","2020","","22","265","385","1155","193","",
"은평구","여자","30~34","2015년","2104","","7","397","450","1038","212","",
"은평구","여자","35~39","2015년","1772","","24","546","337","662","203","",
"은평구","여자","40~44","2015년","1599","","23","625","300","499","152","",
"은평구","여자","45~49","2015년","1421","18","55","756","203","327","62","",
"은평구","여자","50~54","2015년","1909","135","202","984","128","331","123","6",
"은평구","여자","55~59","2015년","2290","450","458","966","76","228","103","9",
"은평구","여자","60~64","2015년","2351","601","712","749","57","159","46","27",
"은평구","여자","65~69","2015년","2363","780","635","522","49","152","21","204",
"은평구","여자","70~74","2015년","2651","1060","430","468","41","122","36","494",
"은평구","여자","75~79","2015년","2221","1036","278","319","34","120","14","420",
"은평구","여자","80~84","2015년","1222","509","128","166","5","22","","392",
"은평구","여자","85세 이상","2015년","464","169","31","64","6","6","8","180",
"서대문구","계","합계","2015년","40150","4191","2957","7490","3329","16464","4216","1503",
"서대문구","계","20세 미만","2015년","546","","","69","123","354","","",
"서대문구","계","20~24","2015년","5950","","4","221","527","4981","217","",
"서대문구","계","25~29","2015년","6268","","7","344","534","4079","1304","",
"서대문구","계","30~34","2015년","4204","","13","437","497","2330","927","",
"서대문구","계","35~39","2015년","2932","","17","574","398","1385","558","",
"서대문구","계","40~44","2015년","2628","24","108","781","398","940","371","6",
"서대문구","계","45~49","2015년","2459","25","87","920","359","837","231","",
"서대문구","계","50~54","2015년","2085","124","208","887","151","502","213","",
"서대문구","계","55~59","2015년","2148","257","353","967","136","299","136","",
"서대문구","계","60~64","2015년","1938","297","561","666","78","196","104","36",
"서대문구","계","65~69","2015년","2304","683","556","659","54","133","45","174",
"서대문구","계","70~74","2015년","2650","1118","459","484","36","182","52","319",
"서대문구","계","75~79","2015년","2207","1037","352","257","30","106","6","419",
"서대문구","계","80~84","2015년","1194","446","183","126","","83","37","319",
"서대문구","계","85세 이상","2015년","637","180","49","98","8","57","15","230",
"서대문구","남자","합계","2015년","17320","781","1044","3622","1518","8198","2030","127",
"서대문구","남자","20세 미만","2015년","196","","","45","65","86","","",
"서대문구","남자","20~24","2015년","2244","","4","92","147","1931","70","",
"서대문구","남자","25~29","2015년","3326","","","192","218","2254","662","",
"서대문구","남자","30~34","2015년","2354","","13","243","305","1382","411","",
"서대문구","남자","35~39","2015년","1595","","7","332","204","796","256","",
"서대문구","남자","40~44","2015년","1406","7","80","427","162","511","219","",
"서대문구","남자","45~49","2015년","1310","8","72","462","207","472","89","",
"서대문구","남자","50~54","2015년","1039","87","78","454","79","243","98","",
"서대문구","남자","55~59","2015년","965","102","135","443","66","142","77","",
"서대문구","남자","60~64","2015년","746","97","205","262","36","83","56","7",
"서대문구","남자","65~69","2015년","678","150","137","266","14","73","21","17",
"서대문구","남자","70~74","2015년","710","201","156","213","","92","31","17",
"서대문구","남자","75~79","2015년","368","102","84","92","15","49","6","20",
"서대문구","남자","80~84","2015년","217","13","65","50","","27","19","43",
"서대문구","남자","85세 이상","2015년","166","14","8","49","","57","15","23",
"서대문구","여자","합계","2015년","22830","3410","1913","3868","1811","8266","2186","1376",
"서대문구","여자","20세 미만","2015년","350","","","24","58","268","","",
"서대문구","여자","20~24","2015년","3706","","","129","380","3050","147","",
"서대문구","여자","25~29","2015년","2942","","7","152","316","1825","642","",
"서대문구","여자","30~34","2015년","1850","","","194","192","948","516","",
"서대문구","여자","35~39","2015년","1337","","10","242","194","589","302","",
"서대문구","여자","40~44","2015년","1222","17","28","354","236","429","152","6",
"서대문구","여자","45~49","2015년","1149","17","15","458","152","365","142","",
"서대문구","여자","50~54","2015년","1046","37","130","433","72","259","115","",
"서대문구","여자","55~59","2015년","1183","155","218","524","70","157","59","",
"서대문구","여자","60~64","2015년","1192","200","356","404","42","113","48","29",
"서대문구","여자","65~69","2015년","1626","533","419","393","40","60","24","157",
"서대문구","여자","70~74","2015년","1940","917","303","271","36","90","21","302",
"서대문구","여자","75~79","2015년","1839","935","268","165","15","57","","399",
"서대문구","여자","80~84","2015년","977","433","118","76","","56","18","276",
"서대문구","여자","85세 이상","2015년","471","166","41","49","8","","","207",
"마포구","계","합계","2015년","52311","4019","2553","9337","5473","24142","5433","1354",
"마포구","계","20세 미만","2015년","687","","7","218","50","412","","",
"마포구","계","20~24","2015년","5386","","20","390","739","4138","99","",
"마포구","계","25~29","2015년","9378","","5","509","1146","6625","1093","",
"마포구","계","30~34","2015년","8793","","12","737","1199","5387","1451","7",
"마포구","계","35~39","2015년","5313","","18","864","857","2701","873","",
"마포구","계","40~44","2015년","4355","15","68","1115","540","1735","882","",
"마포구","계","45~49","2015년","3076","64","121","1053","342","1098","398","",
"마포구","계","50~54","2015년","2643","126","231","984","218","801","283","",
"마포구","계","55~59","2015년","2440","291","423","1017","123","416","162","8",
"마포구","계","60~64","2015년","2143","451","480","711","95","283","73","50",
"마포구","계","65~69","2015년","2090","675","390","663","29","191","44","98",
"마포구","계","70~74","2015년","2228","908","409","428","37","147","23","276",
"마포구","계","75~79","2015년","1900","770","208","362","46","102","33","379",
"마포구","계","80~84","2015년","1243","479","121","209","47","66","10","311",
"마포구","계","85세 이상","2015년","636","240","40","77","5","40","9","225",
"마포구","남자","합계","2015년","22820","875","890","4438","2344","11724","2369","180",
"마포구","남자","20세 미만","2015년","294","","","120","24","150","","",
"마포구","남자","20~24","2015년","1971","","6","202","161","1568","34","",
"마포구","남자","25~29","2015년","4434","","5","315","478","3218","418","",
"마포구","남자","30~34","2015년","4634","","6","413","583","2942","690","",
"마포구","남자","35~39","2015년","2646","","","477","369","1407","393","",
"마포구","남자","40~44","2015년","2278","15","43","655","262","916","387","",
"마포구","남자","45~49","2015년","1622","45","74","628","154","563","158","",
"마포구","남자","50~54","2015년","1398","62","155","500","124","452","105","",
"마포구","남자","55~59","2015년","1086","118","199","432","51","192","86","8",
"마포구","남자","60~64","2015년","745","169","141","238","53","85","26","33",
"마포구","남자","65~69","2015년","539","125","77","178","14","84","32","29",
"마포구","남자","70~74","2015년","491","145","94","129","25","56","10","32",
"마포구","남자","75~79","2015년","387","109","49","117","32","24","20","36",
"마포구","남자","80~84","2015년","202","68","18","34","9","43","10","20",
"마포구","남자","85세 이상","2015년","93","19","23","","5","24","","22",
"마포구","여자","합계","2015년","29491","3144","1663","4899","3129","12418","3064","1174",
"마포구","여자","20세 미만","2015년","393","","7","98","26","262","","",
"마포구","여자","20~24","2015년","3415","","14","188","578","2570","65","",
"마포구","여자","25~29","2015년","4944","","","194","668","3407","675","",
"마포구","여자","30~34","2015년","4159","","6","324","616","2445","761","7",
"마포구","여자","35~39","2015년","2667","","18","387","488","1294","480","",
"마포구","여자","40~44","2015년","2077","","25","460","278","819","495","",
"마포구","여자","45~49","2015년","1454","19","47","425","188","535","240","",
"마포구","여자","50~54","2015년","1245","64","76","484","94","349","178","",
"마포구","여자","55~59","2015년","1354","173","224","585","72","224","76","",
"마포구","여자","60~64","2015년","1398","282","339","473","42","198","47","17",
"마포구","여자","65~69","2015년","1551","550","313","485","15","107","12","69",
"마포구","여자","70~74","2015년","1737","763","315","299","12","91","13","244",
"마포구","여자","75~79","2015년","1513","661","159","245","14","78","13","343",
"마포구","여자","80~84","2015년","1041","411","103","175","38","23","","291",
"마포구","여자","85세 이상","2015년","543","221","17","77","","16","9","203",
"양천구","계","합계","2015년","32832","4352","3801","9638","3441","8294","1826","1480",
"양천구","계","20세 미만","2015년","81","","","62","7","12","","",
"양천구","계","20~24","2015년","989","","","276","222","431","60","",
"양천구","계","25~29","2015년","2506","","7","292","605","1391","211","",
"양천구","계","30~34","2015년","3391","","8","493","688","1810","392","",
"양천구","계","35~39","2015년","2869","","35","762","569","1273","230","",
"양천구","계","40~44","2015년","2997","","132","1385","461","743","276","",
"양천구","계","45~49","2015년","2600","34","190","1163","304","733","176","",
"양천구","계","50~54","2015년","2953","141","532","1315","176","626","163","",
"양천구","계","55~59","2015년","3096","408","677","1229","171","490","121","",
"양천구","계","60~64","2015년","2542","596","564","877","85","330","77","13",
"양천구","계","65~69","2015년","2517","676","641","730","63","157","76","174",
"양천구","계","70~74","2015년","2163","800","482","444","30","115","17","275",
"양천구","계","75~79","2015년","2015","944","263","317","26","88","14","363",
"양천구","계","80~84","2015년","1399","537","210","200","34","59","7","352",
"양천구","계","85세 이상","2015년","714","216","60","93","","36","6","303",
"양천구","남자","합계","2015년","14157","931","1517","4822","1569","4480","636","202",
"양천구","남자","20세 미만","2015년","41","","","29","","12","","",
"양천구","남자","20~24","2015년","375","","","168","46","161","","",
"양천구","남자","25~29","2015년","1095","","","168","261","616","50","",
"양천구","남자","30~34","2015년","2061","","","338","398","1156","169","",
"양천구","남자","35~39","2015년","1638","","29","506","299","695","109","",
"양천구","남자","40~44","2015년","1599","","112","794","161","462","70","",
"양천구","남자","45~49","2015년","1434","26","99","675","159","426","49","",
"양천구","남자","50~54","2015년","1517","78","302","623","112","335","67","",
"양천구","남자","55~59","2015년","1274","165","292","521","78","190","28","",
"양천구","남자","60~64","2015년","913","136","163","339","34","188","47","6",
"양천구","남자","65~69","2015년","799","116","245","264","12","99","28","35",
"양천구","남자","70~74","2015년","620","178","156","156","","66","","64",
"양천구","남자","75~79","2015년","437","109","55","157","9","30","6","71",
"양천구","남자","80~84","2015년","223","84","40","53","","23","7","16",
"양천구","남자","85세 이상","2015년","131","39","24","31","","21","6","10",
"양천구","여자","합계","2015년","18675","3421","2284","4816","1872","3814","1190","1278",
"양천구","여자","20세 미만","2015년","40","","","33","7","","","",
"양천구","여자","20~24","2015년","614","","","108","176","270","60","",
"양천구","여자","25~29","2015년","1411","","7","124","344","775","161","",
"양천구","여자","30~34","2015년","1330","","8","155","290","654","223","",
"양천구","여자","35~39","2015년","1231","","6","256","270","578","121","",
"양천구","여자","40~44","2015년","1398","","20","591","300","281","206","",
"양천구","여자","45~49","2015년","1166","8","91","488","145","307","127","",
"양천구","여자","50~54","2015년","1436","63","230","692","64","291","96","",
"양천구","여자","55~59","2015년","1822","243","385","708","93","300","93","",
"양천구","여자","60~64","2015년","1629","460","401","538","51","142","30","7",
"양천구","여자","65~69","2015년","1718","560","396","466","51","58","48","139",
"양천구","여자","70~74","2015년","1543","622","326","288","30","49","17","211",
"양천구","여자","75~79","2015년","1578","835","208","160","17","58","8","292",
"양천구","여자","80~84","2015년","1176","453","170","147","34","36","","336",
"양천구","여자","85세 이상","2015년","583","177","36","62","","15","","293",
"강서구","계","합계","2015년","56859","6047","4460","15734","7279","18065","3060","2214",
"강서구","계","20세 미만","2015년","292","","","128","150","14","","",
"강서구","계","20~24","2015년","2677","","6","476","773","1383","39","",
"강서구","계","25~29","2015년","6512","","","700","1299","4206","307","",
"강서구","계","30~34","2015년","7739","","72","1182","1465","4292","728","",
"강서구","계","35~39","2015년","5711","","33","1288","1132","2732","526","",
"강서구","계","40~44","2015년","5101","7","88","1824","928","1762","492","",
"강서구","계","45~49","2015년","4148","93","188","1922","463","1136","346","",
"강서구","계","50~54","2015년","3921","243","476","1920","335","730","217","",
"강서구","계","55~59","2015년","4686","611","917","2043","347","607","143","18",
"강서구","계","60~64","2015년","4053","934","855","1606","140","332","96","90",
"강서구","계","65~69","2015년","3672","954","707","1284","127","342","105","153",
"강서구","계","70~74","2015년","3138","1207","503","676","47","282","34","389",
"강서구","계","75~79","2015년","2674","1083","357","400","31","129","14","660",
"강서구","계","80~84","2015년","1534","599","157","199","28","78","13","460",
"강서구","계","85세 이상","2015년","1001","316","101","86","14","40","","444",
"강서구","남자","합계","2015년","25547","1433","1647","7525","3333","9707","1656","246",
"강서구","남자","20세 미만","2015년","127","","","67","60","","","",
"강서구","남자","20~24","2015년","829","","","236","254","333","6","",
"강서구","남자","25~29","2015년","2895","","","381","501","1886","127","",
"강서구","남자","30~34","2015년","4401","","46","644","780","2570","361","",
"강서구","남자","35~39","2015년","3242","","33","731","507","1699","272","",
"강서구","남자","40~44","2015년","3031","7","62","1037","526","1087","312","",
"강서구","남자","45~49","2015년","2453","21","125","1160","280","700","167","",
"강서구","남자","50~54","2015년","1883","132","241","856","133","407","114","",
"강서구","남자","55~59","2015년","2072","271","414","837","121","315","96","18",
"강서구","남자","60~64","2015년","1404","250","247","600","40","163","75","29",
"강서구","남자","65~69","2015년","1305","235","189","512","64","215","65","25",
"강서구","남자","70~74","2015년","954","274","123","252","34","187","34","50",
"강서구","남자","75~79","2015년","497","152","86","131","","70","14","44",
"강서구","남자","80~84","2015년","279","68","43","55","19","48","13","33",
"강서구","남자","85세 이상","2015년","175","23","38","26","14","27","","47",
"강서구","여자","합계","2015년","31312","4614","2813","8209","3946","8358","1404","1968",
"강서구","여자","20세 미만","2015년","165","","","61","90","14","","",
"강서구","여자","20~24","2015년","1848","","6","240","519","1050","33","",
"강서구","여자","25~29","2015년","3617","","","319","798","2320","180","",
"강서구","여자","30~34","2015년","3338","","26","538","685","1722","367","",
"강서구","여자","35~39","2015년","2469","","","557","625","1033","254","",
"강서구","여자","40~44","2015년","2070","","26","787","402","675","180","",
"강서구","여자","45~49","2015년","1695","72","63","762","183","436","179","",
"강서구","여자","50~54","2015년","2038","111","235","1064","202","323","103","",
"강서구","여자","55~59","2015년","2614","340","503","1206","226","292","47","",
"강서구","여자","60~64","2015년","2649","684","608","1006","100","169","21","61",
"강서구","여자","65~69","2015년","2367","719","518","772","63","127","40","128",
"강서구","여자","70~74","2015년","2184","933","380","424","13","95","","339",
"강서구","여자","75~79","2015년","2177","931","271","269","31","59","","616",
"강서구","여자","80~84","2015년","1255","531","114","144","9","30","","427",
"강서구","여자","85세 이상","2015년","826","293","63","60","","13","","397",
"구로구","계","합계","2015년","40823","5073","4132","10582","5398","11967","1996","1675",
"구로구","계","20세 미만","2015년","242","","7","73","98","64","","",
"구로구","계","20~24","2015년","2170","","14","286","744","1095","31","",
"구로구","계","25~29","2015년","5054","","14","487","987","3301","265","",
"구로구","계","30~34","2015년","5356","","16","697","1153","2952","534","4",
"구로구","계","35~39","2015년","4084","","41","1090","925","1646","382","",
"구로구","계","40~44","2015년","3158","17","126","1284","482","919","330","",
"구로구","계","45~49","2015년","3073","64","260","1608","336","628","177","",
"구로구","계","50~54","2015년","2728","194","504","1246","277","410","97","",
"구로구","계","55~59","2015년","3279","460","768","1551","163","258","79","",
"구로구","계","60~64","2015년","2737","676","773","848","80","257","49","54",
"구로구","계","65~69","2015년","2893","1080","665","709","65","144","41","189",
"구로구","계","70~74","2015년","2313","882","530","398","59","127","11","306",
"구로구","계","75~79","2015년","1974","1014","282","170","21","104","","383",
"구로구","계","80~84","2015년","1214","466","77","124","8","56","","483",
"구로구","계","85세 이상","2015년","548","220","55","11","","6","","256",
"구로구","남자","합계","2015년","19111","1296","1737","5777","2698","6427","1002","174",
"구로구","남자","20세 미만","2015년","121","","7","24","61","29","","",
"구로구","남자","20~24","2015년","588","","6","95","239","239","9","",
"구로구","남자","25~29","2015년","2190","","14","309","406","1372","89","",
"구로구","남자","30~34","2015년","3157","","16","398","611","1914","218","",
"구로구","남자","35~39","2015년","2488","","33","604","551","1086","214","",
"구로구","남자","40~44","2015년","2046","3","84","853","270","623","213","",
"구로구","남자","45~49","2015년","2020","35","146","1064","211","472","92","",
"구로구","남자","50~54","2015년","1526","76","292","711","149","230","68","",
"구로구","남자","55~59","2015년","1688","245","360","811","95","132","45","",
"구로구","남자","60~64","2015년","1066","253","287","328","37","126","23","12",
"구로구","남자","65~69","2015년","815","242","158","310","14","40","20","31",
"구로구","남자","70~74","2015년","690","171","199","172","31","71","11","35",
"구로구","남자","75~79","2015년","444","172","92","61","15","64","","40",
"구로구","남자","80~84","2015년","202","68","26","30","8","23","","47",
"구로구","남자","85세 이상","2015년","70","31","17","7","","6","","9",
"구로구","여자","합계","2015년","21712","3777","2395","4805","2700","5540","994","1501",
"구로구","여자","20세 미만","2015년","121","","","49","37","35","","",
"구로구","여자","20~24","2015년","1582","","8","191","505","856","22","",
"구로구","여자","25~29","2015년","2864","","","178","581","1929","176","",
"구로구","여자","30~34","2015년","2199","","","299","542","1038","316","4",
"구로구","여자","35~39","2015년","1596","","8","486","374","560","168","",
"구로구","여자","40~44","2015년","1112","14","42","431","212","296","117","",
"구로구","여자","45~49","2015년","1053","29","114","544","125","156","85","",
"구로구","여자","50~54","2015년","1202","118","212","535","128","180","29","",
"구로구","여자","55~59","2015년","1591","215","408","740","68","126","34","",
"구로구","여자","60~64","2015년","1671","423","486","520","43","131","26","42",
"구로구","여자","65~69","2015년","2078","838","507","399","51","104","21","158",
"구로구","여자","70~74","2015년","1623","711","331","226","28","56","","271",
"구로구","여자","75~79","2015년","1530","842","190","109","6","40","","343",
"구로구","여자","80~84","2015년","1012","398","51","94","","33","","436",
"구로구","여자","85세 이상","2015년","478","189","38","4","","","","247",
"금천구","계","합계","2015년","31332","3943","3930","9910","3382","7641","1031","1495",
"금천구","계","20세 미만","2015년","137","","10","90","15","22","","",
"금천구","계","20~24","2015년","1156","","","333","362","454","7","",
"금천구","계","25~29","2015년","3846","","23","434","817","2395","177","",
"금천구","계","30~34","2015년","3824","","13","725","768","1990","328","",
"금천구","계","35~39","2015년","2508","","57","921","467","920","143","",
"금천구","계","40~44","2015년","2633","13","176","1460","299","576","103","6",
"금천구","계","45~49","2015년","2800","72","404","1562","275","400","87","",
"금천구","계","50~54","2015년","2839","318","637","1370","116","318","63","17",
"금천구","계","55~59","2015년","3021","504","794","1335","142","185","42","19",
"금천구","계","60~64","2015년","2327","527","654","782","56","157","43","108",
"금천구","계","65~69","2015년","2019","806","500","428","27","79","23","156",
"금천구","계","70~74","2015년","1530","651","339","226","13","60","15","226",
"금천구","계","75~79","2015년","1441","612","204","148","18","52","","407",
"금천구","계","80~84","2015년","849","326","83","67","7","28","","338",
"금천구","계","85세 이상","2015년","402","114","36","29","","5","","218",
"금천구","남자","합계","2015년","17011","1142","1929","6100","2052","4908","686","194",
"금천구","남자","20세 미만","2015년","71","","5","44","12","10","","",
"금천구","남자","20~24","2015년","352","","","144","87","121","","",
"금천구","남자","25~29","2015년","2265","","12","244","483","1425","101","",
"금천구","남자","30~34","2015년","2705","","6","556","516","1408","219","",
"금천구","남자","35~39","2015년","1745","","50","586","341","672","96","",
"금천구","남자","40~44","2015년","1808","13","119","963","210","407","90","6",
"금천구","남자","45~49","2015년","1799","62","259","1001","184","253","40","",
"금천구","남자","50~54","2015년","1874","176","401","959","63","213","51","11",
"금천구","남자","55~59","2015년","1667","242","383","762","109","132","33","6",
"금천구","남자","60~64","2015년","1009","185","260","362","23","106","24","49",
"금천구","남자","65~69","2015년","722","176","178","269","6","54","17","22",
"금천구","남자","70~74","2015년","445","122","140","100","6","34","15","28",
"금천구","남자","75~79","2015년","344","96","70","83","12","40","","43",
"금천구","남자","80~84","2015년","148","42","34","21","","28","","23",
"금천구","남자","85세 이상","2015년","57","28","12","6","","5","","6",
"금천구","여자","합계","2015년","14321","2801","2001","3810","1330","2733","345","1301",
"금천구","여자","20세 미만","2015년","66","","5","46","3","12","","",
"금천구","여자","20~24","2015년","804","","","189","275","333","7","",
"금천구","여자","25~29","2015년","1581","","11","190","334","970","76","",
"금천구","여자","30~34","2015년","1119","","7","169","252","582","109","",
"금천구","여자","35~39","2015년","763","","7","335","126","248","47","",
"금천구","여자","40~44","2015년","825","","57","497","89","169","13","",
"금천구","여자","45~49","2015년","1001","10","145","561","91","147","47","",
"금천구","여자","50~54","2015년","965","142","236","411","53","105","12","6",
"금천구","여자","55~59","2015년","1354","262","411","573","33","53","9","13",
"금천구","여자","60~64","2015년","1318","342","394","420","33","51","19","59",
"금천구","여자","65~69","2015년","1297","630","322","159","21","25","6","134",
"금천구","여자","70~74","2015년","1085","529","199","126","7","26","","198",
"금천구","여자","75~79","2015년","1097","516","134","65","6","12","","364",
"금천구","여자","80~84","2015년","701","284","49","46","7","","","315",
"금천구","여자","85세 이상","2015년","345","86","24","23","","","","212",
"영등포구","계","합계","2015년","48312","5057","3943","10670","5049","18349","3576","1668",
"영등포구","계","20세 미만","2015년","333","","16","115","147","55","","",
"영등포구","계","20~24","2015년","2597","","","265","638","1603","91","",
"영등포구","계","25~29","2015년","6908","","","457","978","4878","595","",
"영등포구","계","30~34","2015년","7654","","27","757","929","5001","940","",
"영등포구","계","35~39","2015년","4634","","61","844","831","2343","555","",
"영등포구","계","40~44","2015년","3922","","94","1346","405","1628","449","",
"영등포구","계","45~49","2015년","3233","75","191","1295","388","934","350","",
"영등포구","계","50~54","2015년","3130","169","472","1368","300","576","245","",
"영등포구","계","55~59","2015년","3039","444","756","1219","118","340","155","7",
"영등포구","계","60~64","2015년","2878","574","738","982","161","309","88","26",
"영등포구","계","65~69","2015년","2673","811","587","723","94","235","61","162",
"영등포구","계","70~74","2015년","2795","1122","482","618","34","215","4","320",
"영등포구","계","75~79","2015년","2187","1033","294","312","20","75","21","432",
"영등포구","계","80~84","2015년","1603","553","160","249","","137","15","489",
"영등포구","계","85세 이상","2015년","726","276","65","120","6","20","7","232",
"영등포구","남자","합계","2015년","23312","1200","1787","5584","2395","10226","1903","217",
"영등포구","남자","20세 미만","2015년","144","","16","82","30","16","","",
"영등포구","남자","20~24","2015년","798","","","162","190","420","26","",
"영등포구","남자","25~29","2015년","3416","","","237","400","2527","252","",
"영등포구","남자","30~34","2015년","4530","","27","449","465","3050","539","",
"영등포구","남자","35~39","2015년","2698","","36","462","486","1419","295","",
"영등포구","남자","40~44","2015년","2391","","52","833","213","1063","230","",
"영등포구","남자","45~49","2015년","2047","55","135","802","199","597","259","",
"영등포구","남자","50~54","2015년","1853","95","323","744","138","411","142","",
"영등포구","남자","55~59","2015년","1537","258","385","535","47","247","58","7",
"영등포구","남자","60~64","2015년","1223","189","300","433","99","144","45","13",
"영등포구","남자","65~69","2015년","972","199","170","355","73","115","31","29",
"영등포구","남자","70~74","2015년","773","164","180","252","29","87","4","57",
"영등포구","남자","75~79","2015년","477","161","76","134","20","30","7","49",
"영등포구","남자","80~84","2015년","323","51","56","58","","93","15","50",
"영등포구","남자","85세 이상","2015년","130","28","31","46","6","7","","12",
"영등포구","여자","합계","2015년","25000","3857","2156","5086","2654","8123","1673","1451",
"영등포구","여자","20세 미만","2015년","189","","","33","117","39","","",
