"행정구역별","성별","연령별","시점","1인가구","초등학교","중학교","고등학교","대학(4년제미만)","대학교(4년제이상)","대학원","안받았음(미취학 포함)",
"사천시","여자","55~59","2015년","797","205","324","183","17","65","3","",
"사천시","여자","60~64","2015년","736","340","200","140","4","21","","31",
"사천시","여자","65~69","2015년","919","542","149","69","","4","","155",
"사천시","여자","70~74","2015년","1069","527","89","34","","3","","416",
"사천시","여자","75~79","2015년","1355","545","62","37","4","","","707",
"사천시","여자","80~84","2015년","1006","308","21","25","","","","652",
"사천시","여자","85세 이상","2015년","587","124","5","16","","","","442",
"김해시","계","합계","2015년","42653","6177","5015","14002","4938","8213","1171","3137",
"김해시","계","20세 미만","2015년","366","","16","120","22","208","","",
"김해시","계","20~24","2015년","1854","","22","318","286","1202","26","",
"김해시","계","25~29","2015년","2585","","27","597","613","1235","113","",
"김해시","계","30~34","2015년","3473","","44","1027","950","1314","138","",
"김해시","계","35~39","2015년","3428","","93","1199","938","969","229","",
"김해시","계","40~44","2015년","3903","19","114","2128","754","727","161","",
"김해시","계","45~49","2015년","4315","38","316","2369","539","883","170","",
"김해시","계","50~54","2015년","4686","242","780","2363","406","749","146","",
"김해시","계","55~59","2015년","4068","580","945","1808","241","415","67","12",
"김해시","계","60~64","2015년","3273","904","958","950","104","170","78","109",
"김해시","계","65~69","2015년","3000","1213","756","546","52","113","26","294",
"김해시","계","70~74","2015년","2669","1152","528","237","29","99","8","616",
"김해시","계","75~79","2015년","2714","1218","270","222","","86","9","909",
"김해시","계","80~84","2015년","1628","656","123","98","","29","","722",
"김해시","계","85세 이상","2015년","691","155","23","20","4","14","","475",
"김해시","남자","합계","2015년","20752","1217","2113","8105","3103","5265","658","291",
"김해시","남자","20세 미만","2015년","187","","14","67","17","89","","",
"김해시","남자","20~24","2015년","887","","15","181","120","571","","",
"김해시","남자","25~29","2015년","1637","","14","390","382","778","73","",
"김해시","남자","30~34","2015년","2278","","24","638","611","922","83","",
"김해시","남자","35~39","2015년","2447","","86","812","700","746","103","",
"김해시","남자","40~44","2015년","2480","10","82","1361","472","446","109","",
"김해시","남자","45~49","2015년","2560","31","198","1358","313","577","83","",
"김해시","남자","50~54","2015년","2622","130","440","1287","244","460","61","",
"김해시","남자","55~59","2015년","2131","233","368","1033","130","315","45","7",
"김해시","남자","60~64","2015년","1378","257","349","487","54","128","67","36",
"김해시","남자","65~69","2015년","857","205","237","268","43","52","20","32",
"김해시","남자","70~74","2015년","515","137","123","94","13","80","5","63",
"김해시","남자","75~79","2015년","456","126","99","83","","72","9","67",
"김해시","남자","80~84","2015년","226","74","47","32","","22","","51",
"김해시","남자","85세 이상","2015년","91","14","17","14","4","7","","35",
"김해시","여자","합계","2015년","21901","4960","2902","5897","1835","2948","513","2846",
"김해시","여자","20세 미만","2015년","179","","2","53","5","119","","",
"김해시","여자","20~24","2015년","967","","7","137","166","631","26","",
"김해시","여자","25~29","2015년","948","","13","207","231","457","40","",
"김해시","여자","30~34","2015년","1195","","20","389","339","392","55","",
"김해시","여자","35~39","2015년","981","","7","387","238","223","126","",
"김해시","여자","40~44","2015년","1423","9","32","767","282","281","52","",
"김해시","여자","45~49","2015년","1755","7","118","1011","226","306","87","",
"김해시","여자","50~54","2015년","2064","112","340","1076","162","289","85","",
"김해시","여자","55~59","2015년","1937","347","577","775","111","100","22","5",
"김해시","여자","60~64","2015년","1895","647","609","463","50","42","11","73",
"김해시","여자","65~69","2015년","2143","1008","519","278","9","61","6","262",
"김해시","여자","70~74","2015년","2154","1015","405","143","16","19","3","553",
"김해시","여자","75~79","2015년","2258","1092","171","139","","14","","842",
"김해시","여자","80~84","2015년","1402","582","76","66","","7","","671",
"김해시","여자","85세 이상","2015년","600","141","6","6","","7","","440",
"밀양시","계","합계","2015년","13572","3814","1548","2739","670","1137","199","3465",
"밀양시","계","20세 미만","2015년","24","","","23","1","","","",
"밀양시","계","20~24","2015년","130","","9","43","39","37","2","",
"밀양시","계","25~29","2015년","314","","10","71","74","145","14","",
"밀양시","계","30~34","2015년","341","","12","111","45","159","14","",
"밀양시","계","35~39","2015년","353","","4","120","76","145","8","",
"밀양시","계","40~44","2015년","429","","16","186","92","96","39","",
"밀양시","계","45~49","2015년","727","28","35","438","83","126","17","",
"밀양시","계","50~54","2015년","1006","82","147","502","103","148","24","",
"밀양시","계","55~59","2015년","1370","281","382","457","64","150","30","6",
"밀양시","계","60~64","2015년","1275","407","333","333","46","62","21","73",
"밀양시","계","65~69","2015년","1438","720","264","210","26","26","15","177",
"밀양시","계","70~74","2015년","1837","869","163","125","12","19","12","637",
"밀양시","계","75~79","2015년","1815","725","96","55","6","14","","919",
"밀양시","계","80~84","2015년","1635","497","68","52","3","10","3","1002",
"밀양시","계","85세 이상","2015년","878","205","9","13","","","","651",
"밀양시","남자","합계","2015년","4252","686","590","1453","373","832","125","193",
"밀양시","남자","20세 미만","2015년","5","","","5","","","","",
"밀양시","남자","20~24","2015년","69","","4","30","12","21","2","",
"밀양시","남자","25~29","2015년","153","","","34","35","74","10","",
"밀양시","남자","30~34","2015년","223","","3","50","40","120","10","",
"밀양시","남자","35~39","2015년","233","","4","75","39","113","2","",
"밀양시","남자","40~44","2015년","294","","6","136","54","71","27","",
"밀양시","남자","45~49","2015년","416","9","25","246","58","75","3","",
"밀양시","남자","50~54","2015년","501","34","59","216","51","128","13","",
"밀양시","남자","55~59","2015년","641","85","125","244","38","122","24","3",
"밀양시","남자","60~64","2015년","461","80","98","191","23","43","15","11",
"밀양시","남자","65~69","2015년","402","108","105","113","14","26","12","24",
"밀양시","남자","70~74","2015년","315","139","74","62","6","19","4","11",
"밀양시","남자","75~79","2015년","208","80","40","32","","12","","44",
"밀양시","남자","80~84","2015년","223","96","38","8","3","8","3","67",
"밀양시","남자","85세 이상","2015년","108","55","9","11","","","","33",
"밀양시","여자","합계","2015년","9320","3128","958","1286","297","305","74","3272",
"밀양시","여자","20세 미만","2015년","19","","","18","1","","","",
"밀양시","여자","20~24","2015년","61","","5","13","27","16","","",
"밀양시","여자","25~29","2015년","161","","10","37","39","71","4","",
"밀양시","여자","30~34","2015년","118","","9","61","5","39","4","",
"밀양시","여자","35~39","2015년","120","","","45","37","32","6","",
"밀양시","여자","40~44","2015년","135","","10","50","38","25","12","",
"밀양시","여자","45~49","2015년","311","19","10","192","25","51","14","",
"밀양시","여자","50~54","2015년","505","48","88","286","52","20","11","",
"밀양시","여자","55~59","2015년","729","196","257","213","26","28","6","3",
"밀양시","여자","60~64","2015년","814","327","235","142","23","19","6","62",
"밀양시","여자","65~69","2015년","1036","612","159","97","12","","3","153",
"밀양시","여자","70~74","2015년","1522","730","89","63","6","","8","626",
"밀양시","여자","75~79","2015년","1607","645","56","23","6","2","","875",
"밀양시","여자","80~84","2015년","1412","401","30","44","","2","","935",
"밀양시","여자","85세 이상","2015년","770","150","","2","","","","618",
"거제시","계","합계","2015년","26353","2654","2276","10489","3543","4977","457","1957",
"거제시","계","20세 미만","2015년","112","","","100","5","7","","",
"거제시","계","20~24","2015년","993","","6","371","297","319","","",
"거제시","계","25~29","2015년","2510","","11","732","512","1215","40","",
"거제시","계","30~34","2015년","3256","","31","1116","868","1132","109","",
"거제시","계","35~39","2015년","2863","","22","1357","727","671","86","",
"거제시","계","40~44","2015년","2591","7","86","1574","435","439","50","",
"거제시","계","45~49","2015년","2689","29","116","1660","332","468","84","",
"거제시","계","50~54","2015년","2780","145","443","1644","213","311","24","",
"거제시","계","55~59","2015년","2179","213","593","1003","123","192","43","12",
"거제시","계","60~64","2015년","1483","361","433","508","13","130","3","35",
"거제시","계","65~69","2015년","1132","455","311","211","3","48","8","96",
"거제시","계","70~74","2015년","1184","523","123","139","8","32","7","352",
"거제시","계","75~79","2015년","1096","435","60","49","","9","3","540",
"거제시","계","80~84","2015년","933","384","11","15","","2","","521",
"거제시","계","85세 이상","2015년","552","102","30","10","7","2","","401",
"거제시","남자","합계","2015년","15432","513","950","7440","2600","3575","283","71",
"거제시","남자","20세 미만","2015년","91","","","86","5","","","",
"거제시","남자","20~24","2015년","587","","6","250","170","161","","",
"거제시","남자","25~29","2015년","1699","","11","626","359","677","26","",
"거제시","남자","30~34","2015년","2565","","24","905","678","899","59","",
"거제시","남자","35~39","2015년","2255","","7","1146","558","486","58","",
"거제시","남자","40~44","2015년","1937","7","72","1154","333","353","18","",
"거제시","남자","45~49","2015년","1798","16","76","1124","200","345","37","",
"거제시","남자","50~54","2015년","1691","61","197","945","173","294","21","",
"거제시","남자","55~59","2015년","1209","84","218","589","96","173","43","6",
"거제시","남자","60~64","2015년","650","63","146","317","13","100","3","8",
"거제시","남자","65~69","2015년","383","78","104","140","","45","8","8",
"거제시","남자","70~74","2015년","295","83","51","106","8","29","7","11",
"거제시","남자","75~79","2015년","138","53","24","38","","9","3","11",
"거제시","남자","80~84","2015년","71","49","5","8","","2","","7",
"거제시","남자","85세 이상","2015년","63","19","9","6","7","2","","20",
"거제시","여자","합계","2015년","10921","2141","1326","3049","943","1402","174","1886",
"거제시","여자","20세 미만","2015년","21","","","14","","7","","",
"거제시","여자","20~24","2015년","406","","","121","127","158","","",
"거제시","여자","25~29","2015년","811","","","106","153","538","14","",
"거제시","여자","30~34","2015년","691","","7","211","190","233","50","",
"거제시","여자","35~39","2015년","608","","15","211","169","185","28","",
"거제시","여자","40~44","2015년","654","","14","420","102","86","32","",
"거제시","여자","45~49","2015년","891","13","40","536","132","123","47","",
"거제시","여자","50~54","2015년","1089","84","246","699","40","17","3","",
"거제시","여자","55~59","2015년","970","129","375","414","27","19","","6",
"거제시","여자","60~64","2015년","833","298","287","191","","30","","27",
"거제시","여자","65~69","2015년","749","377","207","71","3","3","","88",
"거제시","여자","70~74","2015년","889","440","72","33","","3","","341",
"거제시","여자","75~79","2015년","958","382","36","11","","","","529",
"거제시","여자","80~84","2015년","862","335","6","7","","","","514",
"거제시","여자","85세 이상","2015년","489","83","21","4","","","","381",
"양산시","계","합계","2015년","26926","3961","3372","9008","2905","4932","1112","1636",
"양산시","계","20세 미만","2015년","95","","6","50","29","10","","",
"양산시","계","20~24","2015년","1056","","22","195","249","522","68","",
"양산시","계","25~29","2015년","2016","","7","350","415","925","319","",
"양산시","계","30~34","2015년","2141","","54","571","480","816","220","",
"양산시","계","35~39","2015년","1813","","41","630","461","560","121","",
"양산시","계","40~44","2015년","2454","","91","1326","430","521","86","",
"양산시","계","45~49","2015년","2366","39","117","1430","212","490","78","",
"양산시","계","50~54","2015년","2716","134","351","1527","304","322","78","",
"양산시","계","55~59","2015년","2840","331","813","1185","127","325","56","3",
"양산시","계","60~64","2015년","2391","548","685","815","129","131","34","49",
"양산시","계","65~69","2015년","2010","739","491","423","43","127","10","177",
"양산시","계","70~74","2015년","1985","785","419","271","13","70","27","400",
"양산시","계","75~79","2015년","1604","707","177","169","6","52","15","478",
"양산시","계","80~84","2015년","976","452","61","50","7","57","","349",
"양산시","계","85세 이상","2015년","463","226","37","16","","4","","180",
"양산시","남자","합계","2015년","12376","693","1158","4965","1820","2932","667","141",
"양산시","남자","20세 미만","2015년","58","","6","22","20","10","","",
"양산시","남자","20~24","2015년","422","","15","109","132","126","40","",
"양산시","남자","25~29","2015년","1188","","7","252","285","450","194","",
"양산시","남자","30~34","2015년","1418","","23","440","295","532","128","",
"양산시","남자","35~39","2015년","1279","","34","422","337","405","81","",
"양산시","남자","40~44","2015년","1428","","43","724","285","353","23","",
"양산시","남자","45~49","2015년","1371","25","44","775","145","334","48","",
"양산시","남자","50~54","2015년","1397","82","130","752","169","200","64","",
"양산시","남자","55~59","2015년","1269","103","282","552","74","235","23","",
"양산시","남자","60~64","2015년","996","141","240","421","46","101","27","20",
"양산시","남자","65~69","2015년","570","109","114","215","13","78","6","35",
"양산시","남자","70~74","2015년","461","86","108","146","13","46","27","35",
"양산시","남자","75~79","2015년","262","52","60","88","6","24","6","26",
"양산시","남자","80~84","2015년","163","42","38","31","","34","","18",
"양산시","남자","85세 이상","2015년","94","53","14","16","","4","","7",
"양산시","여자","합계","2015년","14550","3268","2214","4043","1085","2000","445","1495",
"양산시","여자","20세 미만","2015년","37","","","28","9","","","",
"양산시","여자","20~24","2015년","634","","7","86","117","396","28","",
"양산시","여자","25~29","2015년","828","","","98","130","475","125","",
"양산시","여자","30~34","2015년","723","","31","131","185","284","92","",
"양산시","여자","35~39","2015년","534","","7","208","124","155","40","",
"양산시","여자","40~44","2015년","1026","","48","602","145","168","63","",
"양산시","여자","45~49","2015년","995","14","73","655","67","156","30","",
"양산시","여자","50~54","2015년","1319","52","221","775","135","122","14","",
"양산시","여자","55~59","2015년","1571","228","531","633","53","90","33","3",
"양산시","여자","60~64","2015년","1395","407","445","394","83","30","7","29",
"양산시","여자","65~69","2015년","1440","630","377","208","30","49","4","142",
"양산시","여자","70~74","2015년","1524","699","311","125","","24","","365",
"양산시","여자","75~79","2015년","1342","655","117","81","","28","9","452",
"양산시","여자","80~84","2015년","813","410","23","19","7","23","","331",
"양산시","여자","85세 이상","2015년","369","173","23","","","","","173",
"창원시","계","합계","2015년","100278","14575","12363","33543","11542","18413","2721","7121",
"창원시","계","20세 미만","2015년","689","","14","245","97","333","","",
"창원시","계","20~24","2015년","4212","","23","816","1126","2222","25","",
"창원시","계","25~29","2015년","7329","","85","1488","1933","3560","263","",
"창원시","계","30~34","2015년","8840","","122","2481","2489","3331","417","",
"창원시","계","35~39","2015년","8191","","152","3286","1938","2422","393","",
"창원시","계","40~44","2015년","7885","","238","4267","1347","1694","339","",
"창원시","계","45~49","2015년","8518","93","513","5061","920","1582","349","",
"창원시","계","50~54","2015년","9427","611","1392","4960","753","1289","392","30",
"창원시","계","55~59","2015년","10486","1415","2678","4711","476","827","316","63",
"창원시","계","60~64","2015년","8884","2167","2714","2860","242","527","105","269",
"창원시","계","65~69","2015년","7349","2518","1982","1773","106","306","66","598",
"창원시","계","70~74","2015년","6540","2669","1328","820","50","130","38","1505",
"창원시","계","75~79","2015년","5909","2727","629","478","45","79","3","1948",
"창원시","계","80~84","2015년","4017","1677","377","239","15","79","12","1618",
"창원시","계","85세 이상","2015년","2002","698","116","58","5","32","3","1090",
"창원시","남자","합계","2015년","46515","2675","4563","18197","6834","12089","1560","597",
"창원시","남자","20세 미만","2015년","373","","8","151","54","160","","",
"창원시","남자","20~24","2015년","2205","","23","447","501","1222","12","",
"창원시","남자","25~29","2015년","4468","","48","851","1096","2343","130","",
"창원시","남자","30~34","2015년","5776","","93","1491","1716","2199","277","",
"창원시","남자","35~39","2015년","5311","","111","2008","1236","1742","214","",
"창원시","남자","40~44","2015년","5077","","183","2702","824","1157","211","",
"창원시","남자","45~49","2015년","4807","62","305","2777","501","993","169","",
"창원시","남자","50~54","2015년","5060","282","706","2552","384","903","227","6",
"창원시","남자","55~59","2015년","4578","505","918","2169","246","554","166","20",
"창원시","남자","60~64","2015년","3498","540","854","1428","169","365","76","66",
"창원시","남자","65~69","2015년","2223","383","599","818","67","219","43","94",
"창원시","남자","70~74","2015년","1422","336","386","446","15","76","25","138",
"창원시","남자","75~79","2015년","899","254","181","237","14","72","3","138",
"창원시","남자","80~84","2015년","545","190","86","107","6","67","7","82",
"창원시","남자","85세 이상","2015년","273","123","62","13","5","17","","53",
"창원시","여자","합계","2015년","53763","11900","7800","15346","4708","6324","1161","6524",
"창원시","여자","20세 미만","2015년","316","","6","94","43","173","","",
"창원시","여자","20~24","2015년","2007","","","369","625","1000","13","",
"창원시","여자","25~29","2015년","2861","","37","637","837","1217","133","",
"창원시","여자","30~34","2015년","3064","","29","990","773","1132","140","",
"창원시","여자","35~39","2015년","2880","","41","1278","702","680","179","",
"창원시","여자","40~44","2015년","2808","","55","1565","523","537","128","",
"창원시","여자","45~49","2015년","3711","31","208","2284","419","589","180","",
"창원시","여자","50~54","2015년","4367","329","686","2408","369","386","165","24",
"창원시","여자","55~59","2015년","5908","910","1760","2542","230","273","150","43",
"창원시","여자","60~64","2015년","5386","1627","1860","1432","73","162","29","203",
"창원시","여자","65~69","2015년","5126","2135","1383","955","39","87","23","504",
"창원시","여자","70~74","2015년","5118","2333","942","374","35","54","13","1367",
"창원시","여자","75~79","2015년","5010","2473","448","241","31","7","","1810",
"창원시","여자","80~84","2015년","3472","1487","291","132","9","12","5","1536",
"창원시","여자","85세 이상","2015년","1729","575","54","45","","15","3","1037",
"의창구","계","합계","2015년","25883","3221","2994","9218","3217","4942","573","1718",
"의창구","계","20세 미만","2015년","82","","","33","27","22","","",
"의창구","계","20~24","2015년","1187","","7","207","298","663","12","",
"의창구","계","25~29","2015년","2108","","42","431","553","997","85","",
"의창구","계","30~34","2015년","2493","","38","718","796","855","86","",
"의창구","계","35~39","2015년","2437","","51","1031","521","760","74","",
"의창구","계","40~44","2015년","2278","","67","1309","375","471","56","",
"의창구","계","45~49","2015년","2458","35","149","1523","291","379","81","",
"의창구","계","50~54","2015년","2583","171","403","1478","170","294","67","",
"의창구","계","55~59","2015년","2509","289","672","1155","113","199","81","",
"의창구","계","60~64","2015년","2251","525","724","725","13","170","13","81",
"의창구","계","65~69","2015년","1695","584","469","359","46","72","12","153",
"의창구","계","70~74","2015년","1208","518","230","133","","27","6","294",
"의창구","계","75~79","2015년","1142","552","56","62","14","14","","444",
"의창구","계","80~84","2015년","927","386","47","41","","13","","440",
"의창구","계","85세 이상","2015년","525","161","39","13","","6","","306",
"의창구","남자","합계","2015년","12556","555","1255","5128","1846","3270","375","127",
"의창구","남자","20세 미만","2015년","47","","","20","13","14","","",
"의창구","남자","20~24","2015년","671","","7","100","134","425","5","",
"의창구","남자","25~29","2015년","1362","","26","266","362","651","57","",
"의창구","남자","30~34","2015년","1584","","30","452","537","508","57","",
"의창구","남자","35~39","2015년","1577","","45","643","302","533","54","",
"의창구","남자","40~44","2015년","1393","","51","762","208","340","32","",
"의창구","남자","45~49","2015년","1285","12","102","774","130","221","46","",
"의창구","남자","50~54","2015년","1356","81","199","771","63","194","48","",
"의창구","남자","55~59","2015년","1169","110","243","574","47","150","45","",
"의창구","남자","60~64","2015년","904","108","221","395","7","134","13","26",
"의창구","남자","65~69","2015년","597","71","192","209","38","54","12","21",
"의창구","남자","70~74","2015년","267","49","86","95","","13","6","18",
"의창구","남자","75~79","2015년","168","60","18","42","5","14","","29",
"의창구","남자","80~84","2015년","118","45","22","25","","13","","13",
"의창구","남자","85세 이상","2015년","58","19","13","","","6","","20",
"의창구","여자","합계","2015년","13327","2666","1739","4090","1371","1672","198","1591",
"의창구","여자","20세 미만","2015년","35","","","13","14","8","","",
"의창구","여자","20~24","2015년","516","","","107","164","238","7","",
"의창구","여자","25~29","2015년","746","","16","165","191","346","28","",
"의창구","여자","30~34","2015년","909","","8","266","259","347","29","",
"의창구","여자","35~39","2015년","860","","6","388","219","227","20","",
"의창구","여자","40~44","2015년","885","","16","547","167","131","24","",
"의창구","여자","45~49","2015년","1173","23","47","749","161","158","35","",
"의창구","여자","50~54","2015년","1227","90","204","707","107","100","19","",
"의창구","여자","55~59","2015년","1340","179","429","581","66","49","36","",
"의창구","여자","60~64","2015년","1347","417","503","330","6","36","","55",
"의창구","여자","65~69","2015년","1098","513","277","150","8","18","","132",
"의창구","여자","70~74","2015년","941","469","144","38","","14","","276",
"의창구","여자","75~79","2015년","974","492","38","20","9","","","415",
"의창구","여자","80~84","2015년","809","341","25","16","","","","427",
"의창구","여자","85세 이상","2015년","467","142","26","13","","","","286",
"성산구","계","합계","2015년","16669","1222","1080","5763","2825","4448","894","437",
"성산구","계","20세 미만","2015년","58","","","38","6","14","","",
"성산구","계","20~24","2015년","789","","5","228","297","259","","",
"성산구","계","25~29","2015년","1959","","10","375","561","929","84","",
"성산구","계","30~34","2015년","2307","","23","579","568","986","151","",
"성산구","계","35~39","2015년","1929","","5","736","441","592","155","",
"성산구","계","40~44","2015년","1743","","","837","320","430","156","",
"성산구","계","45~49","2015년","1939","15","55","965","308","477","119","",
"성산구","계","50~54","2015년","1624","51","116","816","154","387","100","",
"성산구","계","55~59","2015년","1356","111","224","571","105","230","91","24",
"성산구","계","60~64","2015년","747","146","207","282","37","34","31","10",
"성산구","계","65~69","2015년","779","277","239","169","10","41","","43",
"성산구","계","70~74","2015년","593","211","127","106","4","19","7","119",
"성산구","계","75~79","2015년","400","216","38","27","","14","","105",
"성산구","계","80~84","2015년","298","117","23","28","9","15","","106",
"성산구","계","85세 이상","2015년","148","78","8","6","5","21","","30",
"성산구","남자","합계","2015년","8875","174","407","3044","1723","2927","571","29",
"성산구","남자","20세 미만","2015년","50","","","30","6","14","","",
"성산구","남자","20~24","2015년","428","","5","160","150","113","","",
"성산구","남자","25~29","2015년","1130","","4","195","301","592","38","",
"성산구","남자","30~34","2015년","1499","","16","279","407","686","111","",
"성산구","남자","35~39","2015년","1179","","","411","294","401","73","",
"성산구","남자","40~44","2015년","1118","","","548","213","249","108","",
"성산구","남자","45~49","2015년","1087","10","32","494","167","316","68","",
"성산구","남자","50~54","2015년","938","5","71","403","82","293","84","",
"성산구","남자","55~59","2015년","609","19","67","228","72","154","62","7",
"성산구","남자","60~64","2015년","334","39","70","151","20","27","27","",
"성산구","남자","65~69","2015년","227","29","79","71","6","36","","6",
"성산구","남자","70~74","2015년","149","19","49","53","","12","","16",
"성산구","남자","75~79","2015년","42","16","6","10","","10","","",
"성산구","남자","80~84","2015년","33","13","","5","","15","","",
"성산구","남자","85세 이상","2015년","52","24","8","6","5","9","","",
"성산구","여자","합계","2015년","7794","1048","673","2719","1102","1521","323","408",
"성산구","여자","20세 미만","2015년","8","","","8","","","","",
"성산구","여자","20~24","2015년","361","","","68","147","146","","",
"성산구","여자","25~29","2015년","829","","6","180","260","337","46","",
"성산구","여자","30~34","2015년","808","","7","300","161","300","40","",
"성산구","여자","35~39","2015년","750","","5","325","147","191","82","",
"성산구","여자","40~44","2015년","625","","","289","107","181","48","",
"성산구","여자","45~49","2015년","852","5","23","471","141","161","51","",
"성산구","여자","50~54","2015년","686","46","45","413","72","94","16","",
"성산구","여자","55~59","2015년","747","92","157","343","33","76","29","17",
"성산구","여자","60~64","2015년","413","107","137","131","17","7","4","10",
"성산구","여자","65~69","2015년","552","248","160","98","4","5","","37",
"성산구","여자","70~74","2015년","444","192","78","53","4","7","7","103",
"성산구","여자","75~79","2015년","358","200","32","17","","4","","105",
"성산구","여자","80~84","2015년","265","104","23","23","9","","","106",
"성산구","여자","85세 이상","2015년","96","54","","","","12","","30",
"마산합포구","계","합계","2015년","20095","3797","2727","5477","1359","3959","553","2223",
"마산합포구","계","20세 미만","2015년","301","","11","16","5","269","","",
"마산합포구","계","20~24","2015년","1345","","","98","156","1085","6","",
"마산합포구","계","25~29","2015년","1098","","8","103","192","757","38","",
"마산합포구","계","30~34","2015년","1044","","13","268","264","418","81","",
"마산합포구","계","35~39","2015년","1012","","15","368","189","362","78","",
"마산합포구","계","40~44","2015년","1126","","69","592","152","241","72","",
"마산합포구","계","45~49","2015년","1087","30","112","639","84","170","52","",
"마산합포구","계","50~54","2015년","1570","103","244","823","115","209","76","",
"마산합포구","계","55~59","2015년","2275","315","594","1065","102","132","60","7",
"마산합포구","계","60~64","2015년","2068","584","544","643","58","137","29","73",
"마산합포구","계","65~69","2015년","1773","621","435","429","9","78","36","165",
"마산합포구","계","70~74","2015년","1974","849","353","268","16","42","14","432",
"마산합포구","계","75~79","2015년","1674","694","187","82","11","27","3","670",
"마산합포구","계","80~84","2015년","1169","423","120","75","6","29","5","511",
"마산합포구","계","85세 이상","2015년","579","178","22","8","","3","3","365",
"마산합포구","남자","합계","2015년","7913","720","951","2671","666","2431","293","181",
"마산합포구","남자","20세 미만","2015년","132","","5","11","","116","","",
"마산합포구","남자","20~24","2015년","665","","","26","57","582","","",
"마산합포구","남자","25~29","2015년","713","","","57","67","568","21","",
"마산합포구","남자","30~34","2015년","593","","11","129","152","261","40","",
"마산합포구","남자","35~39","2015년","630","","15","200","124","253","38","",
"마산합포구","남자","40~44","2015년","632","","44","331","78","134","45","",
"마산합포구","남자","45~49","2015년","611","30","77","337","38","111","18","",
"마산합포구","남자","50~54","2015년","793","49","93","430","56","133","32","",
"마산합포구","남자","55~59","2015년","1005","116","252","486","50","67","32","2",
"마산합포구","남자","60~64","2015년","834","165","192","312","29","87","26","23",
"마산합포구","남자","65~69","2015년","458","102","97","172","","48","24","15",
"마산합포구","남자","70~74","2015년","388","109","76","116","9","30","14","34",
"마산합포구","남자","75~79","2015년","238","77","51","36","","24","3","47",
"마산합포구","남자","80~84","2015년","169","49","27","28","6","17","","42",
"마산합포구","남자","85세 이상","2015년","52","23","11","","","","","18",
"마산합포구","여자","합계","2015년","12182","3077","1776","2806","693","1528","260","2042",
"마산합포구","여자","20세 미만","2015년","169","","6","5","5","153","","",
"마산합포구","여자","20~24","2015년","680","","","72","99","503","6","",
"마산합포구","여자","25~29","2015년","385","","8","46","125","189","17","",
"마산합포구","여자","30~34","2015년","451","","2","139","112","157","41","",
"마산합포구","여자","35~39","2015년","382","","","168","65","109","40","",
"마산합포구","여자","40~44","2015년","494","","25","261","74","107","27","",
"마산합포구","여자","45~49","2015년","476","","35","302","46","59","34","",
"마산합포구","여자","50~54","2015년","777","54","151","393","59","76","44","",
"마산합포구","여자","55~59","2015년","1270","199","342","579","52","65","28","5",
"마산합포구","여자","60~64","2015년","1234","419","352","331","29","50","3","50",
"마산합포구","여자","65~69","2015년","1315","519","338","257","9","30","12","150",
"마산합포구","여자","70~74","2015년","1586","740","277","152","7","12","","398",
"마산합포구","여자","75~79","2015년","1436","617","136","46","11","3","","623",
"마산합포구","여자","80~84","2015년","1000","374","93","47","","12","5","469",
"마산합포구","여자","85세 이상","2015년","527","155","11","8","","3","3","347",
"마산회원구","계","합계","2015년","19646","3562","3109","6713","1978","2322","288","1674",
"마산회원구","계","20세 미만","2015년","128","","","63","59","6","","",
"마산회원구","계","20~24","2015년","481","","11","111","227","132","","",
"마산회원구","계","25~29","2015년","834","","18","176","240","364","36","",
"마산회원구","계","30~34","2015년","1096","","26","342","328","370","30","",
"마산회원구","계","35~39","2015년","1296","","61","475","389","344","27","",
"마산회원구","계","40~44","2015년","1334","","50","792","240","238","14","",
"마산회원구","계","45~49","2015년","1603","4","74","1094","111","278","42","",
"마산회원구","계","50~54","2015년","2125","169","389","1037","200","237","69","24",
"마산회원구","계","55~59","2015년","2471","388","707","1102","69","137","36","32",
"마산회원구","계","60~64","2015년","2261","572","717","691","80","107","4","90",
"마산회원구","계","65~69","2015년","1850","677","482","450","19","47","12","163",
"마산회원구","계","70~74","2015년","1600","601","328","193","","34","11","433",
"마산회원구","계","75~79","2015년","1439","647","175","147","16","14","","440",
"마산회원구","계","80~84","2015년","741","337","48","29","","14","7","306",
"마산회원구","계","85세 이상","2015년","387","167","23","11","","","","186",
"마산회원구","남자","합계","2015년","8457","709","1105","3697","1100","1563","118","165",
"마산회원구","남자","20세 미만","2015년","67","","","32","35","","","",
"마산회원구","남자","20~24","2015년","191","","11","49","86","45","","",
"마산회원구","남자","25~29","2015년","441","","18","86","105","218","14","",
"마산회원구","남자","30~34","2015년","739","","21","236","201","268","13","",
"마산회원구","남자","35~39","2015년","845","","38","300","222","269","16","",
"마산회원구","남자","40~44","2015년","929","","41","546","142","191","9","",
"마산회원구","남자","45~49","2015년","997","4","31","691","70","192","9","",
"마산회원구","남자","50~54","2015년","1128","95","223","487","122","173","22","6",
"마산회원구","남자","55~59","2015년","967","139","186","515","33","71","12","11",
"마산회원구","남자","60~64","2015년","794","129","188","328","65","67","4","13",
"마산회원구","남자","65~69","2015년","543","122","143","204","14","28","7","25",
"마산회원구","남자","70~74","2015년","369","77","105","121","","13","5","48",
"마산회원구","남자","75~79","2015년","275","59","83","80","5","14","","34",
