"행정구역별","성별","연령별",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"행정구역별","성별","연령별",전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,기타,미상
"전국","계","합계",5211133,1087088,373939,256051,241361,165934,158437,106768,10326,995031,188531,169846,224141,222825,232745,327780,357289,55773,37268,-
"전국","계","20세 미만",58636,5832,3302,2556,2332,2337,2056,2100,199,9756,2623,2839,3918,3016,3457,5521,5243,928,621,-
"전국","계","20~24",358138,51703,22310,18005,14447,13661,15867,11350,994,60869,15239,14854,20514,18105,15949,28236,28771,3754,3510,-
"전국","계","25~29",461560,115867,32316,24311,19815,18583,20567,8091,1166,81519,16623,15373,19104,17205,11272,24664,23851,3461,7772,-
"전국","계","30~34",453910,142163,27961,20402,20470,15838,15309,8740,468,92509,10589,11436,14367,13013,9830,18770,22076,3060,6909,-
"전국","계","35~39",369337,108737,21663,16082,18814,13048,11129,7805,451,83192,7943,9017,11686,10574,7644,14457,19725,2978,4392,-
"전국","계","40~44",377935,99204,23555,17926,20372,11758,11537,8505,531,90205,9318,9561,12321,10462,9155,14963,21234,3808,3520,-
"전국","계","45~49",381607,84462,25086,19469,20999,12054,11130,9088,519,89597,11597,10764,12765,12413,11553,18628,23781,4614,3088,-
"전국","계","50~54",412320,80778,29960,21674,23468,13016,12693,9622,631,90170,15138,12537,15639,14515,14789,21956,28158,4791,2785,-
"전국","계","55~59",448594,87415,37668,23251,24110,13805,13707,10155,751,91013,17370,14054,17289,17342,16906,25674,31118,5216,1750,-
"전국","계","60~64",375358,73262,36316,20728,18052,10622,11089,8889,701,67738,14730,12142,13993,15646,15578,23781,27212,3857,1022,-
"전국","계","65~69",359916,69917,32774,18950,16030,10710,9712,6732,659,62356,13764,10792,15586,17752,19354,23892,26253,3954,729,-
"전국","계","70~74",374541,64560,30428,19528,15098,10232,8500,6018,788,61608,17183,13437,18896,19653,24754,29470,29786,4063,539,-
"전국","계","75세 이상",779281,103188,50600,33169,27354,20270,15141,9673,2468,114499,36414,33040,48063,53129,72504,77768,70081,11289,631,-
"전국","남자","합계",2315038,514138,159800,111373,119160,76072,76161,52113,4253,488007,80265,72201,91556,84474,78121,122242,144488,22248,18366,-
"전국","남자","20세 미만",29001,3201,1584,1193,1247,1100,1021,840,71,5129,1397,1378,1846,1435,1608,2797,2413,437,304,-
