"행정구역별(시군구)","성별","연령별",2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"행정구역별(시군구)","성별","연령별",전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,기타,미상
"전국","계","합계",6643354,1253945,475439,323877,311545,205469,229522,138584,29898,1301762,236536,234043,304515,273476,267930,412627,436811,73103,134272,-
"전국","계","20세 미만",72119,8761,4443,3460,2406,2797,7164,1239,1248,9228,3068,4081,5305,3909,3179,6259,3401,856,1315,-
"전국","계","20~24",496119,63350,33634,24466,17287,20240,30545,11234,5445,73539,26238,25033,32645,27297,20793,39912,31048,5079,8334,-
"전국","계","25~29",775110,140476,54212,39936,30211,28407,35501,17822,4434,143134,28843,29894,38915,33706,25303,47764,46702,7875,21975,-
"전국","계","30~34",618316,154870,39951,27230,27651,20243,23317,13077,2968,129710,16640,19527,25533,20154,15839,30702,32233,5163,13508,-
"전국","계","35~39",497027,129970,31276,20838,24177,16404,16222,10413,1919,109476,11060,14351,19498,14877,12940,22593,27104,4865,9044,-
"전국","계","40~44",427257,99546,26407,19054,22182,13816,12978,9351,1700,97597,10922,12279,16840,13228,12334,19867,25277,4933,8946,-
"전국","계","45~49",476499,98471,29343,21904,25269,14598,14494,10730,1867,110077,13659,14077,18487,15960,15014,23633,30287,6460,12169,-
"전국","계","50~54",497959,89540,32330,24775,26506,15051,14854,11249,1884,111180,16803,16735,19448,17858,17937,26857,33711,7237,14004,-
"전국","계","55~59",541536,91912,38142,28107,30014,15560,16228,12346,1829,115242,19818,18616,23389,20232,20824,31895,37523,6742,13117,-
"전국","계","60~64",580701,101534,48113,30157,31487,15920,16728,13028,1735,116536,21970,19725,23438,21985,22532,34984,41154,6743,12932,-
"전국","계","65~69",458284,82148,42117,24748,22407,11761,12731,9764,1310,85529,17140,15223,18691,18390,19543,29670,33393,4756,8963,-
"전국","계","70~74",382524,69725,34486,19675,17956,10255,9950,7052,1018,68588,14412,12102,16515,18391,20407,26275,28078,3941,3698,-
"전국","계","75세 이상",819903,123642,60985,39527,33992,20417,18810,11279,2541,131926,35963,32400,45811,47489,61285,72216,66900,8453,6267,-
"전국","남자","합계",3304398,612436,222666,154157,160213,102836,117497,75650,15657,683662,116681,117235,153415,130089,123044,196592,213097,36278,73193,-
"전국","남자","20세 미만",33854,3608,1862,1615,1146,1306,3634,623,590,4057,1538,1953,2269,2140,1738,3195,1660,406,514,-
"전국","남자","20~24",219029,26506,15132,10524,7944,8512,14167,5082,2709,32058,12479,11567,13654,12792,9117,18338,13277,2124,3047,-
"전국","남자","25~29",433190,72078,29888,22752,16928,15134,20727,11176,2584,80969,17695,17445,22389,18861,14640,28130,27692,4357,9745,-
"전국","남자","30~34",394473,89880,24982,17970,17385,13057,15417,9393,1951,84699,11225,13066,17507,13009,10504,21039,22054,3129,8206,-
"전국","남자","35~39",320100,75380,19572,13460,15856,10818,10489,7446,1151,72770,7173,9652,14069,10233,9077,15586,19014,3030,5324,-
"전국","남자","40~44",272897,56968,16376,12054,14456,9094,8156,6580,1067,63635,7198,8203,11689,8760,8634,13475,17646,3030,5876,-
"전국","남자","45~49",299310,57680,17576,13265,16219,9349,8873,6938,1115,70947,8560,8924,12437,10552,10133,15110,19558,3973,8101,-
"전국","남자","50~54",300477,53031,18917,14291,16370,9096,8482,6869,1145,68351,10143,9985,12177,10845,11208,16020,20171,4210,9166,-
"전국","남자","55~59",294220,50169,19394,13871,16516,7964,8203,6721,1111,64212,10722,10097,13127,11060,11850,17142,19947,3665,8449,-
"전국","남자","60~64",270517,45784,20701,12786,14874,7054,7328,6182,835,55630,10600,9453,11589,10371,11341,16198,18648,3273,7870,-
"전국","남자","65~69",180497,31348,15625,8632,9161,4465,4801,3925,548,34639,7248,6046,7701,7431,8130,11312,12991,1976,4518,-
"전국","남자","70~74",119128,22219,10114,5455,6004,2951,3090,2332,305,22195,4619,3913,5308,5492,6081,7905,8584,1336,1225,-
"전국","남자","75세 이상",166706,27785,12527,7482,7354,4036,4130,2383,546,29500,7481,6931,9499,8543,10591,13142,11855,1769,1152,-
"전국","여자","합계",3338956,641509,252773,169720,151332,102633,112025,62934,14241,618100,119855,116808,151100,143387,144886,216035,223714,36825,61079,-
"전국","여자","20세 미만",38265,5153,2581,1845,1260,1491,3530,616,658,5171,1530,2128,3036,1769,1441,3064,1741,450,801,-
"전국","여자","20~24",277090,36844,18502,13942,9343,11728,16378,6152,2736,41481,13759,13466,18991,14505,11676,21574,17771,2955,5287,-
"전국","여자","25~29",341920,68398,24324,17184,13283,13273,14774,6646,1850,62165,11148,12449,16526,14845,10663,19634,19010,3518,12230,-
"전국","여자","30~34",223843,64990,14969,9260,10266,7186,7900,3684,1017,45011,5415,6461,8026,7145,5335,9663,10179,2034,5302,-
"전국","여자","35~39",176927,54590,11704,7378,8321,5586,5733,2967,768,36706,3887,4699,5429,4644,3863,7007,8090,1835,3720,-
"전국","여자","40~44",154360,42578,10031,7000,7726,4722,4822,2771,633,33962,3724,4076,5151,4468,3700,6392,7631,1903,3070,-
"전국","여자","45~49",177189,40791,11767,8639,9050,5249,5621,3792,752,39130,5099,5153,6050,5408,4881,8523,10729,2487,4068,-
"전국","여자","50~54",197482,36509,13413,10484,10136,5955,6372,4380,739,42829,6660,6750,7271,7013,6729,10837,13540,3027,4838,-
"전국","여자","55~59",247316,41743,18748,14236,13498,7596,8025,5625,718,51030,9096,8519,10262,9172,8974,14753,17576,3077,4668,-
"전국","여자","60~64",310184,55750,27412,17371,16613,8866,9400,6846,900,60906,11370,10272,11849,11614,11191,18786,22506,3470,5062,-
"전국","여자","65~69",277787,50800,26492,16116,13246,7296,7930,5839,762,50890,9892,9177,10990,10959,11413,18358,20402,2780,4445,-
