"행정구역별","성별","연령별",2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"행정구역별","성별","연령별",1인가구(20세이상 인구)-계,사회분야단체,경제분야단체,문화분야단체,정치분야단체,종교분야단체,지역단체,친목단체,교육단체,기타,없음
"전국","계","합계",6571235,221852,90939,622454,38920,388794,78606,657931,59528,518,4827398
"전국","계","20~24세",496119,18547,3392,46301,780,16246,2044,27146,2428,358,397625
"전국","계","25~29세",775110,26126,11681,96211,1885,31797,5030,63020,6162,105,575103
"전국","계","30~34세",618316,21480,10775,93798,5165,27664,5182,56868,8713,21,429841
"전국","계","35~39세",497027,18869,9149,68535,5028,23129,4986,43204,6686,12,349541
"전국","계","40~44세",427257,15930,8903,52221,5293,19123,5526,41214,7507,3,302237
"전국","계","45~49세",476499,19331,10821,55440,6377,24438,6571,56754,8337,10,329355
"전국","계","50~54세",497959,22538,10783,53793,5986,29218,7260,71274,8249,5,339810
"전국","계","55~59세",541536,24005,9420,48718,3471,35647,8197,82182,4919,-,376001
"전국","계","60~64세",580701,22517,7415,42780,2516,45056,8934,82547,3007,-,411439
"전국","계","65~69세",458284,14038,3667,27591,1406,38720,7268,58210,1453,-,334077
"전국","계","70~74세",382524,9331,2375,18888,537,35817,6009,38555,944,-,288634
"전국","계","75세 이상",819903,9140,2558,18178,476,61939,11599,36957,1123,4,693735
"전국","남자","합계",3270544,114208,59145,368320,24913,138901,36888,398037,25161,230,2339271
"전국","남자","20~24세",219029,6763,1332,22261,323,6232,916,12257,666,149,176099
"전국","남자","25~29세",433190,14317,6660,55323,991,15730,2767,37533,2077,45,320457
"전국","남자","30~34세",394473,13245,7594,61503,3252,15868,3267,40140,4411,16,271768
"전국","남자","35~39세",320100,12032,6501,47066,3387,13017,3149,32518,3205,10,221299
"전국","남자","40~44세",272897,9660,6252,36055,3457,10383,3475,30743,3311,1,190353
"전국","남자","45~49세",299310,11398,7744,36795,4429,12102,4363,41307,3731,-,204272
"전국","남자","50~54세",300477,12563,7798,34160,3931,13748,4290,48749,3784,5,203060
"전국","남자","55~59세",294220,12305,6197,28390,2264,13999,4191,51067,1779,-,203137
"전국","남자","60~64세",270517,10100,4642,21494,1595,14158,3633,44596,1028,-,191379
"전국","남자","65~69세",180497,5547,2181,12309,718,9149,2739,28097,484,-,131636
"전국","남자","70~74세",119128,3248,1290,6962,290,6490,1698,16347,313,-,89408
"전국","남자","75세 이상",166706,3030,954,6002,276,8025,2400,14683,372,4,136403
"전국","여자","합계",3300691,107644,31794,254134,14007,249893,41718,259894,34367,288,2488127
"전국","여자","20~24세",277090,11784,2060,24040,457,10014,1128,14889,1762,209,221526
"전국","여자","25~29세",341920,11809,5021,40888,894,16067,2263,25487,4085,60,254646
"전국","여자","30~34세",223843,8235,3181,32295,1913,11796,1915,16728,4302,5,158073
"전국","여자","35~39세",176927,6837,2648,21469,1641,10112,1837,10686,3481,2,128242
"전국","여자","40~44세",154360,6270,2651,16166,1836,8740,2051,10471,4196,2,111884
"전국","여자","45~49세",177189,7933,3077,18645,1948,12336,2208,15447,4606,10,125083
"전국","여자","50~54세",197482,9975,2985,19633,2055,15470,2970,22525,4465,-,136750
"전국","여자","55~59세",247316,11700,3223,20328,1207,21648,4006,31115,3140,-,172864
"전국","여자","60~64세",310184,12417,2773,21286,921,30898,5301,37951,1979,-,220060
"전국","여자","65~69세",277787,8491,1486,15282,688,29571,4529,30113,969,-,202441
"전국","여자","70~74세",263396,6083,1085,11926,247,29327,4311,22208,631,-,199226
"전국","여자","75세 이상",653197,6110,1604,12176,200,53914,9199,22274,751,-,557332
"동부","계","합계",5239646,175078,71597,520104,32784,314642,56222,498827,47751,457,3846955
"동부","계","20~24세",434915,16328,2878,40988,681,14331,1747,24125,1980,324,348170
"동부","계","25~29세",693054,23308,10255,86175,1689,28734,4311,55680,5105,96,514843
"동부","계","30~34세",546390,18970,9289,83516,4638,24731,4446,49655,7337,11,380061
"동부","계","35~39세",429423,16395,7585,59158,4480,20416,4332,36331,5514,12,302535
"동부","계","40~44세",359437,12894,7215,43808,4570,16327,4336,33263,6079,3,255883
"동부","계","45~49세",390531,14918,8500,45124,5264,20368,5226,43593,6714,2,272481
"동부","계","50~54세",393310,16534,7893,42064,4759,23124,5319,51777,6461,5,272538
"동부","계","55~59세",413826,16823,6640,36639,2756,27399,5606,56850,3574,-,293644
"동부","계","60~64세",440021,15535,5236,32340,2033,34957,5922,56428,2309,-,317223
"동부","계","65~69세",342070,9697,2580,21260,1094,30071,4603,39272,1074,-,252146
"동부","계","70~74세",278118,6892,1639,15088,472,27859,3784,26573,743,-,208929
"동부","계","75세 이상",518551,6784,1887,13944,348,46325,6590,25280,861,4,428502
"동부","남자","합계",2602143,86579,44973,298913,20492,109923,26042,290397,19531,202,1880244
"동부","남자","20~24세",186078,5661,1071,18980,284,5334,715,10517,590,132,149656
"동부","남자","25~29세",377922,12469,5638,48169,902,13950,2265,32350,1717,39,280116
