"행정구역별","성별","연령별","1인가구사유별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"전국","계","합계","합계","2020년","6643354","378734","396868","763754","599954","902189","1254143","946959","427904","548329","424520",
"전국","계","합계","본인의 직장 때문에","2020년","2277582","161075","166721","318912","246919","354970","463719","291487","104278","106498","63003",
"전국","계","합계","본인의 학업 때문에","2020년","328259","46264","77124","77695","52967","51390","20256","2249","195","79","40",
"전국","계","합계","본인의 독립 생활을 위하여","2020년","1739462","82958","75903","172648","145886","223479","333856","269659","128586","171128","135359",
"전국","계","합계","본인의 건강 때문에","2020년","102862","3964","3347","8647","7135","12709","17844","16754","7994","12504","11964",
"전국","계","합계","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1127873","55645","48161","123294","92118","143426","206897","174453","85043","115131","83705",
"전국","계","합계","가족과 사별","2020년","1029789","25680","23697","58211","52435","112217","205073","187272","99485","139786","125933",
"전국","계","합계","기타","2020년","37527","3148","1915","4347","2494","3998","6498","5085","2323","3203","4516",
"전국","계","20세 미만","합계","2020년","72119","20066","27704","16203","5206","2940","","","","","",
"전국","계","20세 미만","본인의 직장 때문에","2020년","11198","2923","3610","2579","996","1090","","","","","",
"전국","계","20세 미만","본인의 학업 때문에","2020년","58203","16653","23324","12863","3929","1434","","","","","",
"전국","계","20세 미만","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","2276","451","709","627","224","265","","","","","",
"전국","계","20세 미만","가족과 사별","2020년","408","27","44","134","57","146","","","","","",
"전국","계","20세 미만","기타","2020년","34","12","17","","","5","","","","","",
"전국","계","20~24","합계","2020년","496119","68652","93295","120327","82413","92708","38724","","","","",
"전국","계","20~24","본인의 직장 때문에","2020년","169637","26303","29876","39078","24059","31978","18343","","","","",
"전국","계","20~24","본인의 학업 때문에","2020년","212989","25701","46979","54188","39957","37691","8473","","","","",
"전국","계","20~24","본인의 독립 생활을 위하여","2020년","85667","13669","12880","20841","13660","16220","8397","","","","",
"전국","계","20~24","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","21442","2579","3192","5315","3652","4612","2092","","","","",
"전국","계","20~24","가족과 사별","2020년","5504","277","264","669","927","2062","1305","","","","",
"전국","계","20~24","기타","2020년","880","123","104","236","158","145","114","","","","",
"전국","계","25~29","합계","2020년","775110","73429","78731","143888","111854","148314","177016","41878","","","",
"전국","계","25~29","본인의 직장 때문에","2020년","494366","45072","50035","91457","70981","94506","114675","27640","","","",
"전국","계","25~29","본인의 학업 때문에","2020년","49934","3466","6154","9537","8090","10962","10559","1166","","","",
"전국","계","25~29","본인의 독립 생활을 위하여","2020년","189162","21095","19044","35216","27307","35428","41305","9767","","","",
"전국","계","25~29","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","29628","2877","2812","6107","4304","5119","6640","1769","","","",
"전국","계","25~29","가족과 사별","2020년","9719","479","443","1146","958","2015","3329","1349","","","",
"전국","계","25~29","기타","2020년","2301","440","243","425","214","284","508","187","","","",
"전국","계","30~34","합계","2020년","618316","42048","40740","88391","69649","104625","153336","103325","16202","","",
"전국","계","30~34","본인의 직장 때문에","2020년","388892","23179","24129","52383","42025","65570","101652","69858","10096","","",
"전국","계","30~34","본인의 학업 때문에","2020년","5356","330","468","804","754","1034","1003","879","84","","",
"전국","계","30~34","본인의 독립 생활을 위하여","2020년","180804","14679","13085","27892","22314","31778","40354","26329","4373","","",
"전국","계","30~34","본인의 건강 때문에","2020년","1662","156","132","241","186","259","408","227","53","","",
"전국","계","30~34","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","28792","2771","2222","5673","3451","4311","5847","3674","843","","",
"전국","계","30~34","가족과 사별","2020년","10020","377","488","854","683","1321","3551","2061","685","","",
"전국","계","30~34","기타","2020년","2790","556","216","544","236","352","521","297","68","","",
"전국","계","35~39","합계","2020년","497027","27376","24748","58079","48124","73474","111777","85671","45895","21883","",
"전국","계","35~39","본인의 직장 때문에","2020년","267179","14410","13528","30305","24649","38085","58584","49770","26662","11186","",
"전국","계","35~39","본인의 학업 때문에","2020년","1034","56","92","179","164","159","144","122","87","31","",
"전국","계","35~39","본인의 독립 생활을 위하여","2020년","179709","9223","7951","20145","17960","28306","43029","29409","15709","7977","",
"전국","계","35~39","본인의 건강 때문에","2020년","2913","202","214","301","286","386","618","497","221","188","",
"전국","계","35~39","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","30824","2707","2302","5791","3885","4501","5602","3315","1578","1143","",
"전국","계","35~39","가족과 사별","2020년","12560","439","468","969","958","1643","3317","2153","1403","1210","",
"전국","계","35~39","기타","2020년","2808","339","193","389","222","394","483","405","235","148","",
"전국","계","40~44","합계","2020년","427257","20023","18884","43605","36368","57453","85580","74228","35415","49217","6484",
"전국","계","40~44","본인의 직장 때문에","2020년","207178","10446","10078","21841","18062","27791","38076","35204","18186","24397","3097",
"전국","계","40~44","본인의 학업 때문에","2020년","367","30","46","66","25","60","61","35","20","18","6",
"전국","계","40~44","본인의 독립 생활을 위하여","2020년","164182","5462","5376","13956","12741","21969","36932","31396","13884","19864","2602",
"전국","계","40~44","본인의 건강 때문에","2020년","4754","251","235","419","464","730","1013","807","270","484","81",
"전국","계","40~44","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","32625","2919","2398","5782","3865","4587","5557","3683","1526","2068","240",
"전국","계","40~44","가족과 사별","2020년","14820","659","566","1122","917","1977","3355","2645","1270","1976","333",
"전국","계","40~44","기타","2020년","3331","256","185","419","294","339","586","458","259","410","125",
"전국","계","45~49","합계","2020년","476499","21423","20329","47426","39094","58808","86270","76867","39689","53341","33252",
"전국","계","45~49","본인의 직장 때문에","2020년","205865","10986","10750","22842","18177","26600","35098","29603","15091","22647","14071",
"전국","계","45~49","본인의 학업 때문에","2020년","238","24","42","39","31","27","9","26","4","2","34",
"전국","계","45~49","본인의 독립 생활을 위하여","2020년","180707","4419","4544","12072","12214","20153","35084","34659","18806","23765","14991",
"전국","계","45~49","본인의 건강 때문에","2020년","6791","306","209","653","435","921","1264","1222","485","800","496",
"전국","계","45~49","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","55032","4575","3783","9386","6303","7842","9101","6588","2926","3034","1494",
"전국","계","45~49","가족과 사별","2020년","23416","843","812","1966","1685","2857","4926","4095","2043","2527","1662",
"전국","계","45~49","기타","2020년","4450","270","189","468","249","408","788","674","334","566","504",
"전국","계","50~54","합계","2020년","497959","22402","20232","50057","40062","62027","88986","79886","37129","51506","45672",
"전국","계","50~54","본인의 직장 때문에","2020년","183798","10149","9720","21583","16927","24409","32031","25990","10882","16155","15952",
"전국","계","50~54","본인의 학업 때문에","2020년","57","4","6","8","6","","5","","","28","",
"전국","계","50~54","본인의 독립 생활을 위하여","2020년","176347","4004","3712","11329","10042","18049","31508","33632","17196","24713","22162",
"전국","계","50~54","본인의 건강 때문에","2020년","9869","386","345","855","696","1096","1656","1705","803","1277","1050",
"전국","계","50~54","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","89742","6371","5236","13505","9746","13698","16142","11976","4971","5478","2619",
"전국","계","50~54","가족과 사별","2020년","32956","1208","1048","2369","2385","4252","6824","5872","2954","3267","2777",
"전국","계","50~54","기타","2020년","5190","280","165","408","260","523","820","711","323","588","1112",
"전국","계","55~59","합계","2020년","541536","21998","18909","49178","41674","64635","101908","89488","45753","59483","48510",
"전국","계","55~59","본인의 직장 때문에","2020년","155950","8439","7481","17700","14879","20911","29469","22574","9422","12844","12231",
"전국","계","55~59","본인의 학업 때문에","2020년","45","","7","5","","15","2","16","","","",
"전국","계","55~59","본인의 독립 생활을 위하여","2020년","174448","3381","3054","9452","9296","15990","30454","32276","19096","26261","25188",
"전국","계","55~59","본인의 건강 때문에","2020년","14070","575","390","1158","850","1705","2334","2208","1264","1878","1708",
"전국","계","55~59","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","134852","7554","6299","16828","12759","18901","26514","20746","9574","11273","4404",
"전국","계","55~59","가족과 사별","2020년","56504","1750","1519","3570","3677","6659","12205","10742","5936","6676","3770",
"전국","계","55~59","기타","2020년","5667","299","159","465","213","454","930","926","461","551","1209",
"전국","계","60~64","합계","2020년","580701","19685","16833","47516","40736","66867","109023","99857","50734","77775","51675",
"전국","계","60~64","본인의 직장 때문에","2020년","111929","5627","4662","11787","9899","14032","20617","17626","7755","10703","9221",
"전국","계","60~64","본인의 학업 때문에","2020년","16","","","","11","","","5","","","",
"전국","계","60~64","본인의 독립 생활을 위하여","2020년","173605","3123","2810","9643","8974","15379","28902","31363","17219","29935","26257",
"전국","계","60~64","본인의 건강 때문에","2020년","16237","569","440","1292","1179","1999","2824","2494","1253","2098","2089",
"전국","계","60~64","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","170297","7324","5951","17730","14270","22721","33973","28647","13897","19206","6578",
"전국","계","60~64","가족과 사별","2020년","104939","2806","2787","6715","6157","12344","22053","19257","10393","15489","6938",
"전국","계","60~64","기타","2020년","3678","236","183","349","246","392","654","465","217","344","592",
"전국","계","65~69","합계","2020년","458284","13187","11938","31363","27632","49995","86458","81334","42064","65213","49100",
"전국","계","65~69","본인의 직장 때문에","2020년","49820","2320","1892","4655","4011","6229","9335","7921","3805","5087","4565",
"전국","계","65~69","본인의 학업 때문에","2020년","6","","6","","","","","","","","",
"전국","계","65~69","본인의 독립 생활을 위하여","2020년","120557","1904","1824","6316","5699","10134","19788","21099","11571","20777","21445",
"전국","계","65~69","본인의 건강 때문에","2020년","12997","417","389","1089","981","1485","2024","2012","1006","1744","1850",
"전국","계","65~69","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","139925","4833","4519","11486","9695","16895","27164","25544","12320","18148","9321",
"전국","계","65~69","가족과 사별","2020년","132160","3528","3161","7523","7102","14937","27674","24328","13201","19234","11472",
"전국","계","65~69","기타","2020년","2819","185","147","294","144","315","473","430","161","223","447",
"전국","계","70~74","합계","2020년","382524","10130","8491","24115","20411","39754","70729","69829","36189","53767","49109",
"전국","계","70~74","본인의 직장 때문에","2020년","20996","862","638","1854","1473","2565","3811","3603","1633","2215","2342",
"전국","계","70~74","본인의 학업 때문에","2020년","14","","","6","","8","","","","","",
"전국","계","70~74","본인의 독립 생활을 위하여","2020년","75338","1229","1057","3808","3646","6505","11662","13329","7082","12266","14754",
"전국","계","70~74","본인의 건강 때문에","2020년","10195","348","298","810","537","1241","1870","1779","735","1273","1304",
"전국","계","70~74","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","114726","3632","2975","8268","6712","12557","21437","21054","11133","15521","11437",
"전국","계","70~74","가족과 사별","2020년","159736","3999","3468","9173","7899","16716","31670","29883","15486","22337","19105",
"전국","계","70~74","기타","2020년","1519","60","55","196","144","162","279","181","120","155","167",
"전국","계","75~79","합계","2020년","350186","8501","7388","19650","17214","36938","64435","61954","33206","48442","52458",
"전국","계","75~79","본인의 직장 때문에","2020년","9608","343","295","746","680","1074","1817","1552","659","1097","1345",
"전국","계","75~79","본인의 독립 생활을 위하여","2020년","38936","770","566","1978","2033","3568","6441","6400","3650","5570","7960",
"전국","계","75~79","본인의 건강 때문에","2020년","8903","223","246","692","690","1148","1451","1496","783","980","1194",
"전국","계","75~79","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","106822","2972","2381","6917","5572","11394","18929","18614","10028","14777","15238",
"전국","계","75~79","가족과 사별","2020년","184816","4139","3872","9244","8184","19624","35580","33706","18014","25896","26557",
"전국","계","75~79","기타","2020년","1101","54","28","73","55","130","217","186","72","122","164",
"전국","계","80~84","합계","2020년","278847","6473","5619","15141","12203","28096","49048","49466","26707","39584","46510",
"전국","계","80~84","본인의 직장 때문에","2020년","1166","16","27","102","101","130","211","146","87","167","179",
"전국","계","80~84","본인의 건강 때문에","2020년","7194","297","265","617","444","898","1161","1157","507","885","963",
"전국","계","80~84","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","104742","2681","2137","6271","4851","10675","17565","17869","9821","14942","17930",
"전국","계","80~84","가족과 사별","2020년","165218","3450","3169","8109","6759","16344","30045","30208","16263","23547","27324",
"전국","계","80~84","기타","2020년","527","29","21","42","48","49","66","86","29","43","114",
"전국","계","85세 이상","합계","2020년","190870","3341","3027","8815","7314","15555","30853","33176","18921","28118","41750",
"전국","계","85세 이상","본인의 건강 때문에","2020년","7277","234","184","520","387","841","1221","1150","614","897","1229",
"전국","계","85세 이상","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","66148","1399","1245","3608","2829","5348","10334","10974","6426","9541","14444",
"전국","계","85세 이상","가족과 사별","2020년","117013","1699","1588","4648","4087","9320","19239","20973","11837","17627","25995",
"전국","계","85세 이상","기타","2020년","432","9","10","39","11","46","59","79","44","53","82",
"전국","남자","합계","합계","2020년","3304398","203716","210613","403852","315159","457857","636787","469552","197637","239217","170008",
"전국","남자","합계","본인의 직장 때문에","2020년","1437882","102022","99944","198559","151968","216699","289084","193363","69800","72413","44030",
"전국","남자","합계","본인의 학업 때문에","2020년","175375","25015","41676","40637","27604","25457","13276","1542","109","46","13",
"전국","남자","합계","본인의 독립 생활을 위하여","2020년","960142","43336","40113","92016","79502","121238","187135","154301","70646","93957","77898",
"전국","남자","합계","본인의 건강 때문에","2020년","53446","2028","1733","4379","3520","6749","9574","8837","4061","6549","6016",
"전국","남자","합계","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","389434","21497","18915","48127","34492","52649","74172","59113","27103","34191","19175",
"전국","남자","합계","가족과 사별","2020년","265211","8057","7076","17660","16610","32742","59485","49241","24410","30019","19911",
"전국","남자","합계","기타","2020년","22908","1761","1156","2474","1463","2323","4061","3155","1508","2042","2965",
"전국","남자","20세 미만","합계","2020년","33854","9721","13178","7097","2398","1460","","","","","",
"전국","남자","20세 미만","본인의 직장 때문에","2020년","5802","1522","1967","1271","445","597","","","","","",
"전국","남자","20세 미만","본인의 학업 때문에","2020년","26782","7945","10860","5551","1769","657","","","","","",
"전국","남자","20세 미만","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1092","218","328","230","153","163","","","","","",
"전국","남자","20세 미만","가족과 사별","2020년","161","27","20","45","31","38","","","","","",
"전국","남자","20세 미만","기타","2020년","17","9","3","","","5","","","","","",
"전국","남자","20~24","합계","2020년","219029","33199","44768","54917","35573","34758","15814","","","","",
"전국","남자","20~24","본인의 직장 때문에","2020년","64115","11308","11279","15451","8970","10683","6424","","","","",
"전국","남자","20~24","본인의 학업 때문에","2020년","105909","14220","25697","27104","18829","15384","4675","","","","",
"전국","남자","20~24","본인의 독립 생활을 위하여","2020년","35675","6153","5908","9165","5691","5672","3086","","","","",
"전국","남자","20~24","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","10132","1306","1672","2666","1544","2013","931","","","","",
"전국","남자","20~24","가족과 사별","2020년","2735","165","121","386","453","962","648","","","","",
"전국","남자","20~24","기타","2020년","463","47","91","145","86","44","50","","","","",
"전국","남자","25~29","합계","2020년","433190","42355","45438","83785","63144","81752","91989","24727","","","",
"전국","남자","25~29","본인의 직장 때문에","2020년","271334","26808","28710","53167","39105","49993","57306","16245","","","",
"전국","남자","25~29","본인의 학업 때문에","2020년","38218","2598","4738","7372","6368","8542","7729","871","","","",
"전국","남자","25~29","본인의 독립 생활을 위하여","2020년","100088","10914","10150","18803","14667","18939","20890","5725","","","",
"전국","남자","25~29","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","16139","1499","1437","3429","2296","2891","3631","956","","","",
"전국","남자","25~29","가족과 사별","2020년","5962","286","234","723","570","1225","2128","796","","","",
"전국","남자","25~29","기타","2020년","1449","250","169","291","138","162","305","134","","","",
"전국","남자","30~34","합계","2020년","394473","26874","25530","55969","44717","67597","98078","64689","11019","","",
"전국","남자","30~34","본인의 직장 때문에","2020년","256851","15914","15868","35110","28259","44062","66130","44629","6879","","",
"전국","남자","30~34","본인의 학업 때문에","2020년","3680","205","309","475","518","741","776","587","69","","",
"전국","남자","30~34","본인의 독립 생활을 위하여","2020년","108065","8541","7685","16480","13424","18933","24636","15490","2876","","",
"전국","남자","30~34","본인의 건강 때문에","2020년","958","96","58","114","93","178","260","118","41","","",
"전국","남자","30~34","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","16327","1445","1141","2886","1772","2634","3604","2272","573","","",
"전국","남자","30~34","가족과 사별","2020년","6613","281","325","527","458","798","2318","1377","529","","",
"전국","남자","30~34","기타","2020년","1979","392","144","377","193","251","354","216","52","","",
"전국","남자","35~39","합계","2020년","320100","17848","15319","37110","30724","47158","72996","55589","28426","14930","",
"전국","남자","35~39","본인의 직장 때문에","2020년","182074","10206","9102","21070","16940","25634","40270","33654","17133","8065","",
"전국","남자","35~39","본인의 학업 때문에","2020년","479","28","39","62","85","100","73","42","37","13","",
"전국","남자","35~39","본인의 독립 생활을 위하여","2020년","108009","5408","4421","11885","10721","17213","26354","17883","9131","4993","",
"전국","남자","35~39","본인의 건강 때문에","2020년","1637","93","123","177","123","215","356","316","98","136","",
"전국","남자","35~39","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","17596","1618","1212","3090","2044","2598","3358","2002","964","710","",
"전국","남자","35~39","가족과 사별","2020년","8559","297","315","637","678","1123","2278","1393","938","900","",
"전국","남자","35~39","기타","2020년","1746","198","107","189","133","275","307","299","125","113","",
"전국","남자","40~44","합계","2020년","272897","13128","12233","27709","23377","36014","54022","47118","22474","32167","4655",
"전국","남자","40~44","본인의 직장 때문에","2020년","145296","7866","7272","15782","12830","19271","26665","24026","12395","16850","2339",
"전국","남자","40~44","본인의 학업 때문에","2020년","163","14","14","40","15","25","18","16","3","18","",
"전국","남자","40~44","본인의 독립 생활을 위하여","2020년","94727","3005","3010","7716","7468","12278","21139","18312","7982","12101","1716",
"전국","남자","40~44","본인의 건강 때문에","2020년","2828","124","111","241","244","452","567","534","194","303","58",
"전국","남자","40~44","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","17643","1540","1357","2899","1962","2439","2958","2155","863","1288","182",
"전국","남자","40~44","가족과 사별","2020년","10081","418","400","737","702","1339","2273","1753","869","1318","272",
"전국","남자","40~44","기타","2020년","2159","161","69","294","156","210","402","322","168","289","88",
"전국","남자","45~49","합계","2020년","299310","13169","12689","28748","23721","36356","53564","47563","23964","35269","24267",
"전국","남자","45~49","본인의 직장 때문에","2020년","146858","8186","7889","16410","12632","18838","24686","20600","10471","16348","10798",
"전국","남자","45~49","본인의 학업 때문에","2020년","102","5","13","20","20","8","","21","","2","13",
"전국","남자","45~49","본인의 독립 생활을 위하여","2020년","104252","2299","2427","6497","6962","11315","19679","19785","10279","14632","10377",
"전국","남자","45~49","본인의 건강 때문에","2020년","4058","166","128","336","231","547","832","750","237","471","360",
"전국","남자","45~49","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","25940","1817","1630","4044","2566","3517","4659","3431","1428","1747","1101",
"전국","남자","45~49","가족과 사별","2020년","15283","545","495","1243","1128","1902","3211","2538","1303","1639","1279",
"전국","남자","45~49","기타","2020년","2817","151","107","198","182","229","497","438","246","430","339",
"전국","남자","50~54","합계","2020년","300477","12437","11862","28241","22838","36635","53958","48800","21093","31625","32988",
"전국","남자","50~54","본인의 직장 때문에","2020년","131404","7330","7138","15284","11836","17219","22905","18853","7463","11313","12063",
"전국","남자","50~54","본인의 학업 때문에","2020년","31","","6","7","","","5","","","13","",
"전국","남자","50~54","본인의 독립 생활을 위하여","2020년","104065","2235","1966","6046","5533","10398","18779","19850","9144","14546","15568",
"전국","남자","50~54","본인의 건강 때문에","2020년","6193","205","169","457","401","670","1072","1105","493","857","764",
"전국","남자","50~54","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","36730","1918","1882","4981","3661","5666","6759","5318","2107","2720","1718",
"전국","남자","50~54","가족과 사별","2020년","18578","587","587","1235","1256","2367","3893","3212","1654","1758","2029",
"전국","남자","50~54","기타","2020년","3476","162","114","231","151","315","545","462","232","418","846",
"전국","남자","55~59","합계","2020년","294220","11061","9869","24784","21303","33990","55755","49110","23830","31382","33136",
"전국","남자","55~59","본인의 직장 때문에","2020년","108224","6100","5427","12163","10217","14503","20686","15325","6484","8514","8805",
"전국","남자","55~59","본인의 독립 생활을 위하여","2020년","100679","1698","1645","4847","4965","9038","18087","18964","10288","14238","16909",
"전국","남자","55~59","본인의 건강 때문에","2020년","8644","327","216","616","473","1013","1414","1335","808","1125","1317",
"전국","남자","55~59","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","49610","2229","1949","5606","4087","6572","9931","8370","3704","4396","2766",
"전국","남자","55~59","가족과 사별","2020년","23587","594","544","1297","1440","2571","4999","4594","2239","2808","2501",
"전국","남자","55~59","기타","2020년","3476","113","88","255","121","293","638","522","307","301","838",
"전국","남자","60~64","합계","2020년","270517","9546","8005","21698","18409","29733","50113","47302","24034","32626","29051",
"전국","남자","60~64","본인의 직장 때문에","2020년","74627","4324","3389","7907","6510","9424","14018","11629","5085","6420","5921",
"전국","남자","60~64","본인의 학업 때문에","2020년","5","","","","","","","5","","","",
"전국","남자","60~64","본인의 독립 생활을 위하여","2020년","93812","1396","1440","5092","4717","8087","15938","17809","9637","14524","15172",
"전국","남자","60~64","본인의 건강 때문에","2020년","9807","330","284","764","628","1162","1761","1594","764","1205","1315",
"전국","남자","60~64","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","59716","2507","2060","6054","4805","7386","11803","10485","5312","6193","3111",
"전국","남자","60~64","가족과 사별","2020년","30412","861","703","1724","1620","3490","6215","5527","3096","4083","3093",
"전국","남자","60~64","기타","2020년","2138","128","129","157","129","184","378","253","140","201","439",
"전국","남자","65~69","합계","2020년","180497","5319","4546","12635","11248","19217","33311","32667","16923","24971","19660",
"전국","남자","65~69","본인의 직장 때문에","2020년","32857","1646","1318","3299","2872","4202","6376","5147","2542","2996","2459",
"전국","남자","65~69","본인의 독립 생활을 위하여","2020년","61174","861","895","2849","2835","5057","10522","11387","6483","10536","9749",
"전국","남자","65~69","본인의 건강 때문에","2020년","7157","187","209","604","467","860","1128","1209","541","1004","948",
"전국","남자","65~69","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","46983","1819","1472","3984","3379","5658","8812","8492","4201","5937","3229",
"전국","남자","65~69","가족과 사별","2020년","30776","743","582","1731","1638","3277","6209","6166","3036","4375","3019",
"전국","남자","65~69","기타","2020년","1550","63","70","168","57","163","264","266","120","123","256",
"전국","남자","70~74","합계","2020년","119128","3282","2726","8038","6893","12669","22574","22108","11054","16809","12975",
"전국","남자","70~74","본인의 직장 때문에","2020년","12991","599","432","1204","866","1616","2454","2403","994","1320","1103",
"전국","남자","70~74","본인의 학업 때문에","2020년","6","","","6","","","","","","","",
"전국","남자","70~74","본인의 독립 생활을 위하여","2020년","34841","539","385","1819","1684","2977","5571","6511","3424","6061","5870",
"전국","남자","70~74","본인의 건강 때문에","2020년","5076","193","140","426","288","644","948","866","311","648","612",
"전국","남자","70~74","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","33341","1133","1051","2652","2186","3975","6481","5864","2996","4475","2528",
"전국","남자","70~74","가족과 사별","2020년","32048","777","679","1851","1784","3383","6974","6354","3248","4223","2775",
"전국","남자","70~74","기타","2020년","825","41","39","80","85","74","146","110","81","82","87",
"전국","남자","75~79","합계","2020년","79884","2459","1815","5540","5027","9331","15989","14702","7310","9972","7739",
"전국","남자","75~79","본인의 직장 때문에","2020년","4911","203","137","389","422","597","1040","791","305","525","502",
"전국","남자","75~79","본인의 독립 생활을 위하여","2020년","14755","287","181","817","835","1331","2454","2585","1402","2326","2537",
"전국","남자","75~79","본인의 건강 때문에","2020년","3306","71","98","243","268","427","587","545","325","365","377",
"전국","남자","75~79","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","24425","1003","600","2198","1675","2956","4687","4258","2086","3030","1932",
"전국","남자","75~79","가족과 사별","2020년","31982","865","784","1850","1813","3955","7104","6426","3165","3677","2343",
"전국","남자","75~79","기타","2020년","505","30","15","43","14","65","117","97","27","49","48",
"전국","남자","80~84","합계","2020년","53056","2013","1545","4440","3337","6823","10980","9369","4703","6222","3624",
"전국","남자","80~84","본인의 직장 때문에","2020년","538","10","16","52","64","60","124","61","49","62","40",
"전국","남자","80~84","본인의 건강 때문에","2020년","2167","134","96","204","157","344","348","277","173","254","180",
"전국","남자","80~84","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","21840","874","663","2124","1404","2656","4194","3642","1916","2598","1769",
"전국","남자","80~84","가족과 사별","2020년","28343","983","761","2046","1700","3732","6283","5369","2557","3292","1620",
"전국","남자","80~84","기타","2020년","168","12","9","14","12","31","31","20","8","16","15",
"전국","남자","85세 이상","합계","2020년","33766","1305","1090","3141","2450","4364","7644","5808","2807","3244","1913",
"전국","남자","85세 이상","본인의 건강 때문에","2020년","1615","102","101","197","147","237","301","188","76","181","85",
"전국","남자","85세 이상","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","11920","571","461","1284","958","1525","2364","1868","953","1097","839",
"전국","남자","85세 이상","가족과 사별","2020년","20091","628","526","1628","1339","2580","4952","3736","1776","1946","980",
"전국","남자","85세 이상","기타","2020년","140","4","2","32","6","22","27","16","2","20","9",
"전국","여자","합계","합계","2020년","3338956","175018","186255","359902","284795","444332","617356","477407","230267","309112","254512",
"전국","여자","합계","본인의 직장 때문에","2020년","839700","59053","66777","120353","94951","138271","174635","98124","34478","34085","18973",
"전국","여자","합계","본인의 학업 때문에","2020년","152884","21249","35448","37058","25363","25933","6980","707","86","33","27",
"전국","여자","합계","본인의 독립 생활을 위하여","2020년","779320","39622","35790","80632","66384","102241","146721","115358","57940","77171","57461",
"전국","여자","합계","본인의 건강 때문에","2020년","49416","1936","1614","4268","3615","5960","8270","7917","3933","5955","5948",
"전국","여자","합계","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","738439","34148","29246","75167","57626","90777","132725","115340","57940","80940","64530",
"전국","여자","합계","가족과 사별","2020년","764578","17623","16621","40551","35825","79475","145588","138031","75075","109767","106022",
"전국","여자","합계","기타","2020년","14619","1387","759","1873","1031","1675","2437","1930","815","1161","1551",
"전국","여자","20세 미만","합계","2020년","38265","10345","14526","9106","2808","1480","","","","","",
"전국","여자","20세 미만","본인의 직장 때문에","2020년","5396","1401","1643","1308","551","493","","","","","",
"전국","여자","20세 미만","본인의 학업 때문에","2020년","31421","8708","12464","7312","2160","777","","","","","",
"전국","여자","20세 미만","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1184","233","381","397","71","102","","","","","",
"전국","여자","20세 미만","가족과 사별","2020년","247","","24","89","26","108","","","","","",
"전국","여자","20세 미만","기타","2020년","17","3","14","","","","","","","","",
"전국","여자","20~24","합계","2020년","277090","35453","48527","65410","46840","57950","22910","","","","",
"전국","여자","20~24","본인의 직장 때문에","2020년","105522","14995","18597","23627","15089","21295","11919","","","","",
"전국","여자","20~24","본인의 학업 때문에","2020년","107080","11481","21282","27084","21128","22307","3798","","","","",
"전국","여자","20~24","본인의 독립 생활을 위하여","2020년","49992","7516","6972","11676","7969","10548","5311","","","","",
