"행정구역별","성별","연령별","1인가구사유별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"부산광역시","계","합계","기타","2020년","2513","276","118","261","153","280","380","293","137","255","360",
"부산광역시","계","20세 미만","합계","2020년","4513","1438","1901","806","272","96","","","","","",
"부산광역시","계","20세 미만","본인의 직장 때문에","2020년","509","182","188","100","31","8","","","","","",
"부산광역시","계","20세 미만","본인의 학업 때문에","2020년","3909","1217","1700","677","230","85","","","","","",
"부산광역시","계","20세 미만","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","89","39","13","26","11","","","","","","",
"부산광역시","계","20세 미만","가족과 사별","2020년","6","","","3","","3","","","","","",
"부산광역시","계","20~24","합계","2020년","36903","4726","7678","8541","6682","6807","2469","","","","",
"부산광역시","계","20~24","본인의 직장 때문에","2020년","10506","1609","2002","2367","1521","1992","1015","","","","",
"부산광역시","계","20~24","본인의 학업 때문에","2020년","18703","1965","4533","4318","3822","3422","643","","","","",
"부산광역시","계","20~24","본인의 독립 생활을 위하여","2020년","6112","962","943","1534","1100","997","576","","","","",
"부산광역시","계","20~24","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1156","146","192","243","202","235","138","","","","",
"부산광역시","계","20~24","가족과 사별","2020년","385","42","8","68","28","142","97","","","","",
"부산광역시","계","20~24","기타","2020년","41","2","","11","9","19","","","","","",
"부산광역시","계","25~29","합계","2020년","46740","4544","4627","8231","6523","8788","11755","2272","","","",
"부산광역시","계","25~29","본인의 직장 때문에","2020년","26787","2446","2512","4904","3604","5057","6903","1361","","","",
"부산광역시","계","25~29","본인의 학업 때문에","2020년","3678","215","543","540","554","900","858","68","","","",
"부산광역시","계","25~29","본인의 독립 생활을 위하여","2020년","13716","1618","1364","2403","1939","2436","3328","628","","","",
"부산광역시","계","25~29","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1752","193","143","309","316","290","377","124","","","",
"부산광역시","계","25~29","가족과 사별","2020년","624","27","38","64","91","98","223","83","","","",
"부산광역시","계","25~29","기타","2020년","183","45","27","11","19","7","66","8","","","",
"부산광역시","계","30~34","합계","2020년","33655","2569","2427","4797","3763","5851","7544","5957","747","","",
"부산광역시","계","30~34","본인의 직장 때문에","2020년","17985","1265","1235","2315","1960","3112","4074","3622","402","","",
"부산광역시","계","30~34","본인의 학업 때문에","2020년","268","6","24","13","43","53","78","43","8","","",
"부산광역시","계","30~34","본인의 독립 생활을 위하여","2020년","12805","1081","981","2024","1458","2308","2802","1897","254","","",
"부산광역시","계","30~34","본인의 건강 때문에","2020년","152","12","15","2","29","41","30","23","","","",
"부산광역시","계","30~34","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1789","166","140","348","227","267","380","221","40","","",
"부산광역시","계","30~34","가족과 사별","2020년","526","33","22","37","38","46","165","142","43","","",
"부산광역시","계","30~34","기타","2020년","130","6","10","58","8","24","15","9","","","",
"부산광역시","계","35~39","합계","2020년","27809","1731","1536","3360","2876","4625","6453","4346","1945","937","",
"부산광역시","계","35~39","본인의 직장 때문에","2020년","11547","748","676","1397","1121","1902","2671","1830","868","334","",
"부산광역시","계","35~39","본인의 학업 때문에","2020년","76","","9","40","","10","11","3","3","","",
"부산광역시","계","35~39","본인의 독립 생활을 위하여","2020년","13248","789","577","1488","1413","2351","3146","2130","880","474","",
"부산광역시","계","35~39","본인의 건강 때문에","2020년","175","","13","11","14","18","55","41","17","6","",
"부산광역시","계","35~39","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1818","128","182","344","236","247","314","222","78","67","",
"부산광역시","계","35~39","가족과 사별","2020년","759","24","57","49","82","79","220","104","97","47","",
"부산광역시","계","35~39","기타","2020년","186","42","22","31","10","18","36","16","2","9","",
"부산광역시","계","40~44","합계","2020년","24544","1270","949","2374","1948","3542","5514","4257","1689","2657","344",
"부산광역시","계","40~44","본인의 직장 때문에","2020년","9221","536","436","986","851","1373","1774","1593","643","934","95",
"부산광역시","계","40~44","본인의 학업 때문에","2020년","46","","","7","3","7","16","7","","","6",
"부산광역시","계","40~44","본인의 독립 생활을 위하여","2020년","11778","460","349","926","788","1718","2915","2170","894","1370","188",
"부산광역시","계","40~44","본인의 건강 때문에","2020년","263","","15","42","11","32","53","51","4","55","",
"부산광역시","계","40~44","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1959","199","107","263","226","271","421","224","58","164","26",
"부산광역시","계","40~44","가족과 사별","2020년","1062","51","18","115","63","108","300","187","69","125","26",
"부산광역시","계","40~44","기타","2020년","215","24","24","35","6","33","35","25","21","9","3",
"부산광역시","계","45~49","합계","2020년","28650","1287","1127","2567","2303","3411","5628","5173","2389","3040","1725",
"부산광역시","계","45~49","본인의 직장 때문에","2020년","9244","525","509","984","863","1153","1710","1510","618","868","504",
"부산광역시","계","45~49","본인의 독립 생활을 위하여","2020년","13397","391","333","782","812","1498","2801","2768","1328","1662","1022",
"부산광역시","계","45~49","본인의 건강 때문에","2020년","540","46","11","40","34","53","98","95","43","101","19",
"부산광역시","계","45~49","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","3550","225","215","607","398","467","669","483","229","182","75",
"부산광역시","계","45~49","가족과 사별","2020년","1521","70","59","124","162","196","305","260","121","161","63",
"부산광역시","계","45~49","기타","2020년","398","30","","30","34","44","45","57","50","66","42",
"부산광역시","계","50~54","합계","2020년","31838","1455","1205","2918","2441","3762","5834","5111","2444","3658","3010",
"부산광역시","계","50~54","본인의 직장 때문에","2020년","8620","533","536","977","806","1030","1515","1117","494","865","747",
"부산광역시","계","50~54","본인의 학업 때문에","2020년","6","","","","6","","","","","","",
"부산광역시","계","50~54","본인의 독립 생활을 위하여","2020년","13310","317","203","798","651","1192","2412","2638","1320","1937","1842",
"부산광역시","계","50~54","본인의 건강 때문에","2020년","653","14","24","33","52","112","112","107","59","88","52",
"부산광역시","계","50~54","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","6546","457","348","892","715","1091","1231","808","367","493","144",
"부산광역시","계","50~54","가족과 사별","2020년","2406","86","94","189","198","320","507","406","200","251","155",
"부산광역시","계","50~54","기타","2020년","297","48","","29","13","17","57","35","4","24","70",
"부산광역시","계","55~59","합계","2020년","37611","1449","1268","3357","2544","4115","7021","6292","3320","4424","3821",
"부산광역시","계","55~59","본인의 직장 때문에","2020년","7406","343","359","873","679","938","1369","1013","504","619","709",
"부산광역시","계","55~59","본인의 독립 생활을 위하여","2020년","13258","233","247","739","638","950","2214","2598","1438","2087","2114",
"부산광역시","계","55~59","본인의 건강 때문에","2020년","947","49","9","93","52","107","87","188","92","127","143",
"부산광역시","계","55~59","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","11337","645","587","1376","937","1535","2371","1633","855","971","427",
"부산광역시","계","55~59","가족과 사별","2020년","4267","151","59","242","221","547","951","815","418","545","318",
"부산광역시","계","55~59","기타","2020년","396","28","7","34","17","38","29","45","13","75","110",
"부산광역시","계","60~64","합계","2020년","46987","1415","1259","3422","2874","4935","8798","8331","4593","6455","4905",
"부산광역시","계","60~64","본인의 직장 때문에","2020년","5761","331","248","548","455","635","1144","979","328","507","586",
"부산광역시","계","60~64","본인의 학업 때문에","2020년","5","","","","","","","5","","","",
"부산광역시","계","60~64","본인의 독립 생활을 위하여","2020년","15062","216","206","697","645","1173","2416","2666","1755","2651","2637",
"부산광역시","계","60~64","본인의 건강 때문에","2020년","1101","27","10","54","65","138","150","164","124","181","188",
"부산광역시","계","60~64","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","15996","615","494","1557","1145","1979","3260","2879","1475","1883","709",
"부산광역시","계","60~64","가족과 사별","2020년","8816","212","293","551","547","999","1783","1609","898","1202","722",
"부산광역시","계","60~64","기타","2020년","246","14","8","15","17","11","45","29","13","31","63",
"부산광역시","계","65~69","합계","2020년","41298","1066","1061","2493","2305","3962","7554","7431","4235","6154","5037",
"부산광역시","계","65~69","본인의 직장 때문에","2020년","2743","98","96","271","157","292","451","440","222","370","346",
"부산광역시","계","65~69","본인의 독립 생활을 위하여","2020년","11034","156","197","382","502","750","1737","1848","1063","2053","2346",
"부산광역시","계","65~69","본인의 건강 때문에","2020년","915","27","21","37","36","97","125","140","95","146","191",
"부산광역시","계","65~69","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","14790","444","531","1093","1036","1552","2896","2814","1471","1854","1099",
"부산광역시","계","65~69","가족과 사별","2020년","11628","312","200","710","567","1236","2336","2163","1379","1705","1020",
"부산광역시","계","65~69","기타","2020년","188","29","16","","7","35","9","26","5","26","35",
"부산광역시","계","70~74","합계","2020년","34080","788","808","1831","1856","3204","6265","6369","3565","4862","4532",
"부산광역시","계","70~74","본인의 직장 때문에","2020년","1063","27","30","67","74","146","209","162","68","144","136",
"부산광역시","계","70~74","본인의 독립 생활을 위하여","2020년","6531","76","107","251","295","484","987","1131","730","958","1512",
"부산광역시","계","70~74","본인의 건강 때문에","2020년","774","52","9","47","30","126","91","107","66","120","126",
"부산광역시","계","70~74","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","11609","313","360","743","702","1182","2027","2181","1212","1708","1181",
"부산광역시","계","70~74","가족과 사별","2020년","13998","312","298","716","747","1255","2928","2771","1481","1928","1562",
"부산광역시","계","70~74","기타","2020년","105","8","4","7","8","11","23","17","8","4","15",
"부산광역시","계","75~79","합계","2020년","28761","642","624","1427","1304","2982","5281","4994","2878","4152","4477",
"부산광역시","계","75~79","본인의 직장 때문에","2020년","437","4","14","40","7","98","88","41","17","33","95",
"부산광역시","계","75~79","본인의 독립 생활을 위하여","2020년","3282","55","46","129","125","337","472","560","289","454","815",
"부산광역시","계","75~79","본인의 건강 때문에","2020년","674","29","16","48","40","102","73","107","45","93","121",
"부산광역시","계","75~79","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","10135","224","210","591","472","1001","1843","1794","1059","1540","1401",
"부산광역시","계","75~79","가족과 사별","2020년","14175","330","338","619","660","1438","2790","2480","1461","2021","2038",
"부산광역시","계","75~79","기타","2020년","58","","","","","6","15","12","7","11","7",
"부산광역시","계","80~84","합계","2020년","20250","439","375","1029","858","1886","3383","3705","1839","3050","3686",
"부산광역시","계","80~84","본인의 직장 때문에","2020년","61","","","6","5","","16","13","2","5","14",
"부산광역시","계","80~84","본인의 건강 때문에","2020년","531","17","26","48","8","72","99","51","36","69","105",
"부산광역시","계","80~84","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","8870","175","119","398","343","917","1385","1545","758","1319","1911",
"부산광역시","계","80~84","가족과 사별","2020년","10756","247","230","577","502","886","1883","2085","1040","1657","1649",
"부산광역시","계","80~84","기타","2020년","32","","","","","11","","11","3","","7",
"부산광역시","계","85세 이상","합계","2020년","11568","199","187","470","413","863","1783","2154","1112","1601","2786",
"부산광역시","계","85세 이상","본인의 건강 때문에","2020년","456","28","9","30","7","40","59","76","15","43","149",
"부산광역시","계","85세 이상","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","4601","78","115","205","195","309","705","772","460","654","1108",
"부산광역시","계","85세 이상","가족과 사별","2020년","6473","93","63","235","206","508","1014","1303","626","904","1521",
"부산광역시","계","85세 이상","기타","2020년","38","","","","5","6","5","3","11","","8",
"부산광역시","남자","합계","합계","2020년","206311","12353","13453","22937","18609","27025","38990","29665","12948","16595","13736",
"부산광역시","남자","합계","본인의 직장 때문에","2020년","66011","5165","4654","9224","7009","9917","13351","8655","2717","3069","2250",
"부산광역시","남자","합계","본인의 학업 때문에","2020년","14332","1762","3761","2958","2400","2255","1103","82","11","","",
"부산광역시","남자","합계","본인의 독립 생활을 위하여","2020년","71721","3240","2925","6242","5411","8637","13603","11908","5372","7199","7184",
"부산광역시","남자","합계","본인의 건강 때문에","2020년","3509","148","103","253","209","351","491","563","296","589","506",
"부산광역시","남자","합계","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","29745","1368","1427","3004","2361","3624","5733","4656","2434","3220","1918",
"부산광역시","남자","합계","가족과 사별","2020년","19581","559","523","1125","1159","2110","4461","3634","2003","2368","1639",
"부산광역시","남자","합계","기타","2020년","1412","111","60","131","60","131","248","167","115","150","239",
"부산광역시","남자","20세 미만","합계","2020년","1863","635","799","300","93","36","","","","","",
"부산광역시","남자","20세 미만","본인의 직장 때문에","2020년","242","76","85","64","10","7","","","","","",
"부산광역시","남자","20세 미만","본인의 학업 때문에","2020년","1576","542","701","232","72","29","","","","","",
"부산광역시","남자","20세 미만","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","45","17","13","4","11","","","","","","",
"부산광역시","남자","20~24","합계","2020년","15709","2098","3791","3780","2811","2307","922","","","","",
"부산광역시","남자","20~24","본인의 직장 때문에","2020년","3070","549","567","777","425","464","288","","","","",
"부산광역시","남자","20~24","본인의 학업 때문에","2020년","9493","1027","2621","2274","1806","1440","325","","","","",
"부산광역시","남자","20~24","본인의 독립 생활을 위하여","2020년","2368","404","459","585","452","282","186","","","","",
"부산광역시","남자","20~24","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","564","94","136","105","118","58","53","","","","",
"부산광역시","남자","20~24","가족과 사별","2020년","194","22","8","28","7","59","70","","","","",
"부산광역시","남자","20~24","기타","2020년","20","2","","11","3","4","","","","","",
"부산광역시","남자","25~29","합계","2020년","24621","2509","2539","4602","3513","4734","5525","1199","","","",
"부산광역시","남자","25~29","본인의 직장 때문에","2020년","13476","1315","1253","2652","1920","2512","3081","743","","","",
"부산광역시","남자","25~29","본인의 학업 때문에","2020년","2959","193","416","426","476","725","683","40","","","",
"부산광역시","남자","25~29","본인의 독립 생활을 위하여","2020년","6721","854","728","1309","875","1275","1372","308","","","",
"부산광역시","남자","25~29","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1026","112","107","158","184","191","217","57","","","",
"부산광역시","남자","25~29","가족과 사별","2020년","370","19","20","46","58","31","153","43","","","",
"부산광역시","남자","25~29","기타","2020년","69","16","15","11","","","19","8","","","",
"부산광역시","남자","30~34","합계","2020년","20296","1573","1547","2757","2316","3445","4575","3562","521","","",
"부산광역시","남자","30~34","본인의 직장 때문에","2020년","11279","882","833","1480","1252","1847","2478","2216","291","","",
"부산광역시","남자","30~34","본인의 학업 때문에","2020년","234","","18","10","43","53","72","30","8","","",
"부산광역시","남자","30~34","본인의 독립 생활을 위하여","2020년","7238","576","595","1033","853","1318","1623","1081","159","","",
"부산광역시","남자","30~34","본인의 건강 때문에","2020년","58","5","","","19","12","18","4","","","",
"부산광역시","남자","30~34","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1006","81","72","170","130","160","248","125","20","","",
"부산광역시","남자","30~34","가족과 사별","2020년","388","23","19","24","19","39","121","100","43","","",
"부산광역시","남자","30~34","기타","2020년","93","6","10","40","","16","15","6","","","",
"부산광역시","남자","35~39","합계","2020년","16917","1051","852","1969","1722","2826","4095","2669","1103","630","",
"부산광역시","남자","35~39","본인의 직장 때문에","2020년","7636","532","369","949","723","1255","1842","1231","495","240","",
"부산광역시","남자","35~39","본인의 학업 때문에","2020년","40","","5","13","","8","11","","3","","",
"부산광역시","남자","35~39","본인의 독립 생활을 위하여","2020년","7545","406","308","813","832","1356","1797","1231","496","306","",
"부산광역시","남자","35~39","본인의 건강 때문에","2020년","106","","13","5","14","10","34","18","6","6","",
"부산광역시","남자","35~39","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","965","72","106","157","90","135","222","106","44","33","",
"부산광역시","남자","35~39","가족과 사별","2020년","509","16","40","14","63","48","166","67","59","36","",
"부산광역시","남자","35~39","기타","2020년","116","25","11","18","","14","23","16","","9","",
"부산광역시","남자","40~44","합계","2020년","15010","778","596","1504","1184","2062","3404","2583","1063","1618","218",
"부산광역시","남자","40~44","본인의 직장 때문에","2020년","6292","397","319","711","571","917","1283","995","411","612","76",
"부산광역시","남자","40~44","본인의 학업 때문에","2020년","25","","","3","3","","12","7","","","",
"부산광역시","남자","40~44","본인의 독립 생활을 위하여","2020년","6586","229","195","528","442","904","1580","1275","544","781","108",
"부산광역시","남자","40~44","본인의 건강 때문에","2020년","160","","","28","4","15","31","41","4","37","",
"부산광역시","남자","40~44","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1048","106","66","151","100","130","240","111","34","89","21",
"부산광역시","남자","40~44","가족과 사별","2020년","768","41","12","69","58","70","233","129","49","94","13",
"부산광역시","남자","40~44","기타","2020년","131","5","4","14","6","26","25","25","21","5","",
"부산광역시","남자","45~49","합계","2020년","16979","790","644","1464","1309","2115","3352","3056","1258","1775","1216",
"부산광역시","남자","45~49","본인의 직장 때문에","2020년","6278","387","332","706","563","819","1154","1005","368","576","368",
"부산광역시","남자","45~49","본인의 독립 생활을 위하여","2020년","7611","228","175","433","451","885","1577","1597","650","916","699",
"부산광역시","남자","45~49","본인의 건강 때문에","2020년","275","42","9","13","12","31","52","43","13","51","9",
"부산광역시","남자","45~49","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1633","74","99","211","147","233","358","244","100","111","56",
"부산광역시","남자","45~49","가족과 사별","2020년","945","47","29","89","117","128","190","127","82","89","47",
"부산광역시","남자","45~49","기타","2020년","237","12","","12","19","19","21","40","45","32","37",
"부산광역시","남자","50~54","합계","2020년","18453","785","659","1530","1362","2039","3409","3079","1284","2144","2162",
"부산광역시","남자","50~54","본인의 직장 때문에","2020년","6142","427","401","648","598","680","1062","795","338","606","587",
"부산광역시","남자","50~54","본인의 독립 생활을 위하여","2020년","7949","182","77","470","373","712","1507","1595","712","1034","1287",
"부산광역시","남자","50~54","본인의 건강 때문에","2020년","426","7","13","17","47","54","68","67","34","78","41",
"부산광역시","남자","50~54","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","2516","118","118","301","249","441","450","365","100","268","106",
"부산광역시","남자","50~54","가족과 사별","2020년","1263","43","50","85","87","149","271","233","96","148","101",
"부산광역시","남자","50~54","기타","2020년","157","8","","9","8","3","51","24","4","10","40",
"부산광역시","남자","55~59","합계","2020년","19225","580","587","1451","1116","1911","3576","3333","1719","2285","2667",
"부산광역시","남자","55~59","본인의 직장 때문에","2020년","5131","256","244","595","457","668","981","683","341","393","513",
"부산광역시","남자","55~59","본인의 독립 생활을 위하여","2020년","7788","124","130","371","337","559","1340","1540","776","1167","1444",
"부산광역시","남자","55~59","본인의 건강 때문에","2020년","575","17","5","71","31","42","54","100","70","74","111",
"부산광역시","남자","55~59","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","3670","135","183","329","221","445","736","623","344","361","293",
"부산광역시","남자","55~59","가족과 사별","2020년","1833","36","24","69","65","180","441","371","175","251","221",
"부산광역시","남자","55~59","기타","2020년","228","12","1","16","5","17","24","16","13","39","85",
"부산광역시","남자","60~64","합계","2020년","20026","605","532","1361","1114","1882","3320","3528","2142","2700","2842",
"부산광역시","남자","60~64","본인의 직장 때문에","2020년","3788","250","185","386","331","468","671","591","252","276","378",
"부산광역시","남자","60~64","본인의 학업 때문에","2020년","5","","","","","","","5","","","",
"부산광역시","남자","60~64","본인의 독립 생활을 위하여","2020년","8133","110","90","355","308","608","1218","1496","1021","1272","1655",
"부산광역시","남자","60~64","본인의 건강 때문에","2020년","587","16","10","38","23","36","64","93","71","127","109",
"부산광역시","남자","60~64","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","4985","162","150","435","332","506","908","944","569","667","312",
"부산광역시","남자","60~64","가족과 사별","2020년","2351","63","89","147","116","253","421","382","216","327","337",
"부산광역시","남자","60~64","기타","2020년","177","4","8","","4","11","38","17","13","31","51",
"부산광역시","남자","65~69","합계","2020년","15015","392","346","870","830","1319","2512","2705","1638","2356","2047",
"부산광역시","남자","65~69","본인의 직장 때문에","2020년","1779","81","47","186","90","156","320","269","154","254","222",
"부산광역시","남자","65~69","본인의 독립 생활을 위하여","2020년","5470","65","115","175","304","362","807","977","609","987","1069",
"부산광역시","남자","65~69","본인의 건강 때문에","2020년","472","9","15","12","19","65","49","89","46","76","92",
"부산광역시","남자","65~69","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","4625","171","134","370","314","462","841","840","488","629","376",
"부산광역시","남자","65~69","가족과 사별","2020년","2585","53","28","127","96","270","486","519","336","396","274",
"부산광역시","남자","65~69","기타","2020년","84","13","7","","7","4","9","11","5","14","14",
"부산광역시","남자","70~74","합계","2020년","9789","221","210","484","493","955","1630","1825","1099","1575","1297",
"부산광역시","남자","70~74","본인의 직장 때문에","2020년","676","9","19","48","62","90","125","102","54","93","74",
"부산광역시","남자","70~74","본인의 독립 생활을 위하여","2020년","3139","34","51","114","116","242","436","598","325","530","693",
"부산광역시","남자","70~74","본인의 건강 때문에","2020년","333","26","","28","19","48","44","31","32","54","51",
"부산광역시","남자","70~74","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","2820","87","103","195","175","315","392","504","308","485","256",
"부산광역시","남자","70~74","가족과 사별","2020년","2757","57","33","99","113","249","620","590","372","409","215",
"부산광역시","남자","70~74","기타","2020년","64","8","4","","8","11","13","","8","4","8",
"부산광역시","남자","75~79","합계","2020년","6395","164","179","402","370","645","1375","1036","590","902","732",
"부산광역시","남자","75~79","본인의 직장 때문에","2020년","202","4","","18","7","34","56","24","13","14","32",
"부산광역시","남자","75~79","본인의 독립 생활을 위하여","2020년","1173","28","2","56","68","134","160","210","80","206","229",
"부산광역시","남자","75~79","본인의 건강 때문에","2020년","232","9","16","","17","19","31","38","8","39","55",
"부산광역시","남자","75~79","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","2245","76","73","183","141","210","500","349","204","315","194",
"부산광역시","남자","75~79","가족과 사별","2020년","2521","47","88","145","137","248","618","415","282","322","219",
"부산광역시","남자","75~79","기타","2020년","22","","","","","","10","","3","6","3",
"부산광역시","남자","80~84","합계","2020년","3872","115","101","289","222","503","741","704","378","424","395",
"부산광역시","남자","80~84","본인의 직장 때문에","2020년","20","","","4","","","10","1","","5","",
"부산광역시","남자","80~84","본인의 건강 때문에","2020년","173","11","13","29","4","15","26","17","12","27","19",
"부산광역시","남자","80~84","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1787","44","33","141","74","260","357","285","155","204","234",
"부산광역시","남자","80~84","가족과 사별","2020년","1878","60","55","115","144","222","348","397","208","188","141",
"부산광역시","남자","80~84","기타","2020년","14","","","","","6","","4","3","","1",
"부산광역시","남자","85세 이상","합계","2020년","2141","57","71","174","154","246","554","386","153","186","160",
"부산광역시","남자","85세 이상","본인의 건강 때문에","2020년","112","6","9","12","","4","20","22","","20","19",
"부산광역시","남자","85세 이상","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","810","19","34","94","75","78","211","103","68","58","70",
"부산광역시","남자","85세 이상","가족과 사별","2020년","1219","32","28","68","79","164","323","261","85","108","71",
"부산광역시","여자","합계","합계","2020년","248896","12665","13579","24686","20353","31804","46292","36727","17808","24395","20587",
"부산광역시","여자","합계","본인의 직장 때문에","2020년","45879","3482","4187","6611","5125","7819","9588","5026","1449","1610","982",
"부산광역시","여자","합계","본인의 학업 때문에","2020년","12359","1641","3048","2637","2258","2222","503","44","","","6",
"부산광역시","여자","합계","본인의 독립 생활을 위하여","2020년","61812","3114","2628","5911","4955","7557","12203","9126","4579","6447","5292",
"부산광역시","여자","합계","본인의 건강 때문에","2020년","3672","153","75","232","169","587","541","587","300","440","588",
"부산광역시","여자","합계","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","66252","2679","2329","5991","4800","7719","12284","11044","5628","7615","6163",
"부산광역시","여자","합계","가족과 사별","2020년","57821","1431","1254","3174","2953","5751","11041","10774","5830","8178","7435",
"부산광역시","여자","합계","기타","2020년","1101","165","58","130","93","149","132","126","22","105","121",
"부산광역시","여자","20세 미만","합계","2020년","2650","803","1102","506","179","60","","","","","",
"부산광역시","여자","20세 미만","본인의 직장 때문에","2020년","267","106","103","36","21","1","","","","","",
"부산광역시","여자","20세 미만","본인의 학업 때문에","2020년","2333","675","999","445","158","56","","","","","",
"부산광역시","여자","20세 미만","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","44","22","","22","","","","","","","",
"부산광역시","여자","20세 미만","가족과 사별","2020년","6","","","3","","3","","","","","",
"부산광역시","여자","20~24","합계","2020년","21194","2628","3887","4761","3871","4500","1547","","","","",
"부산광역시","여자","20~24","본인의 직장 때문에","2020년","7436","1060","1435","1590","1096","1528","727","","","","",
"부산광역시","여자","20~24","본인의 학업 때문에","2020년","9210","938","1912","2044","2016","1982","318","","","","",
"부산광역시","여자","20~24","본인의 독립 생활을 위하여","2020년","3744","558","484","949","648","715","390","","","","",
"부산광역시","여자","20~24","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","592","52","56","138","84","177","85","","","","",
"부산광역시","여자","20~24","가족과 사별","2020년","191","20","","40","21","83","27","","","","",
"부산광역시","여자","20~24","기타","2020년","21","","","","6","15","","","","","",
"부산광역시","여자","25~29","합계","2020년","22119","2035","2088","3629","3010","4054","6230","1073","","","",
"부산광역시","여자","25~29","본인의 직장 때문에","2020년","13311","1131","1259","2252","1684","2545","3822","618","","","",
"부산광역시","여자","25~29","본인의 학업 때문에","2020년","719","22","127","114","78","175","175","28","","","",
"부산광역시","여자","25~29","본인의 독립 생활을 위하여","2020년","6995","764","636","1094","1064","1161","1956","320","","","",
"부산광역시","여자","25~29","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","726","81","36","151","132","99","160","67","","","",
"부산광역시","여자","25~29","가족과 사별","2020년","254","8","18","18","33","67","70","40","","","",
"부산광역시","여자","25~29","기타","2020년","114","29","12","","19","7","47","","","","",
"부산광역시","여자","30~34","합계","2020년","13359","996","880","2040","1447","2406","2969","2395","226","","",
"부산광역시","여자","30~34","본인의 직장 때문에","2020년","6706","383","402","835","708","1265","1596","1406","111","","",
"부산광역시","여자","30~34","본인의 학업 때문에","2020년","34","6","6","3","","","6","13","","","",
"부산광역시","여자","30~34","본인의 독립 생활을 위하여","2020년","5567","505","386","991","605","990","1179","816","95","","",
"부산광역시","여자","30~34","본인의 건강 때문에","2020년","94","7","15","2","10","29","12","19","","","",
"부산광역시","여자","30~34","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","783","85","68","178","97","107","132","96","20","","",
"부산광역시","여자","30~34","가족과 사별","2020년","138","10","3","13","19","7","44","42","","","",
"부산광역시","여자","30~34","기타","2020년","37","","","18","8","8","","3","","","",
"부산광역시","여자","35~39","합계","2020년","10892","680","684","1391","1154","1799","2358","1677","842","307","",
"부산광역시","여자","35~39","본인의 직장 때문에","2020년","3911","216","307","448","398","647","829","599","373","94","",
"부산광역시","여자","35~39","본인의 학업 때문에","2020년","36","","4","27","","2","","3","","","",
"부산광역시","여자","35~39","본인의 독립 생활을 위하여","2020년","5703","383","269","675","581","995","1349","899","384","168","",
"부산광역시","여자","35~39","본인의 건강 때문에","2020년","69","","","6","","8","21","23","11","","",
"부산광역시","여자","35~39","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","853","56","76","187","146","112","92","116","34","34","",
"부산광역시","여자","35~39","가족과 사별","2020년","250","8","17","35","19","31","54","37","38","11","",
"부산광역시","여자","35~39","기타","2020년","70","17","11","13","10","4","13","","2","","",
