"행정구역별(시군구)","연령별",2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
"행정구역별(시군구)","연령별",1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자,1인가구,남자,여자
"광주광역시","70~74",8046,1974,6072,8193,2167,6026,8274,2297,5977,8796,2440,6356,9497,2685,6812,10222,2928,7294,11272,3322,7950
"광주광역시","75~79",7060,1398,5662,7593,1549,6044,8412,1743,6669,8701,1835,6866,8809,1847,6962,9110,1989,7121,9397,2153,7244
"광주광역시","80~84",4546,705,3841,4941,792,4149,5452,927,4525,5908,1064,4844,6273,1140,5133,6657,1247,5410,7496,1401,6095
"광주광역시","85세 이상",2780,436,2344,3093,493,2600,3165,524,2641,3393,555,2838,3852,683,3169,4394,779,3615,5138,919,4219
"대전광역시","합계",169391,87113,82278,179605,92240,87365,188136,96469,91667,195544,99760,95784,205165,104803,100362,228842,116257,112585,240932,123276,117656
"대전광역시","20세 미만",4869,2516,2353,5048,2665,2383,5035,2536,2499,4829,2539,2290,4913,2456,2457,7850,3804,4046,4726,2472,2254
"대전광역시","20~24",24058,12256,11802,25545,12672,12873,26512,12859,13653,27282,13000,14282,27957,13304,14653,35082,16480,18602,33596,15859,17737
"대전광역시","25~29",21141,12975,8166,23119,14332,8787,24590,15210,9380,26409,16075,10334,28985,17264,11721,32800,19139,13661,36499,21005,15494
"대전광역시","30~34",17475,11038,6437,17963,11417,6546,18042,11522,6520,18323,11722,6601,19615,12786,6829,21864,14274,7590,24422,15910,8512
"대전광역시","35~39",12971,8102,4869,13583,8559,5024,14268,8954,5314,14685,9243,5442,15021,9546,5475,15705,10008,5697,16425,10505,5920
"대전광역시","40~44",12864,8091,4773,12554,7925,4629,12527,7820,4707,12354,7725,4629,12324,7718,4606,12747,7989,4758,14094,8879,5215
"대전광역시","45~49",12518,7608,4910,13129,7903,5226,13743,8398,5345,14005,8546,5459,13873,8493,5380,14219,8728,5491,14288,8827,5461
"대전광역시","50~54",12405,6944,5461,12343,6964,5379,12543,7134,5409,12961,7303,5658,13886,7904,5982,14613,8413,6200,16149,9363,6786
"대전광역시","55~59",13015,6318,6697,14241,6938,7303,15114,7479,7635,15420,7613,7807,15383,7778,7605,15647,7979,7668,15950,8320,7630
"대전광역시","60~64",9817,3982,5835,11577,4803,6774,12845,5476,7369,14330,6216,8114,15485,6793,8692,16701,7373,9328,18517,8268,10249
"대전광역시","65~69",8067,2802,5265,8703,3084,5619,9579,3505,6074,10003,3644,6359,10949,4064,6885,12595,4730,7865,14707,5711,8996
"대전광역시","70~74",7339,1936,5403,7627,2113,5514,7681,2198,5483,8172,2469,5703,8828,2738,6090,9846,3081,6765,10731,3446,7285
"대전광역시","75~79",6159,1321,4838,6638,1473,5165,7523,1775,5748,7869,1860,6009,8160,1901,6259,8534,2008,6526,8800,2165,6635
"대전광역시","80~84",4264,782,3482,4771,887,3884,5136,1028,4108,5544,1134,4410,6047,1299,4748,6339,1360,4979,6960,1503,5457
"대전광역시","85세 이상",2429,442,1987,2764,505,2259,2998,575,2423,3358,671,2687,3739,759,2980,4300,891,3409,5068,1043,4025
"울산광역시","합계",103551,59031,44520,104856,58938,45918,107497,60245,47252,110236,61404,48832,116015,64303,51712,122848,68070,54778,133061,73677,59384
"울산광역시","20세 미만",611,305,306,528,289,239,450,216,234,417,220,197,931,490,441,611,361,250,409,228,181
"울산광역시","20~24",5096,2984,2112,4645,2700,1945,4458,2565,1893,4453,2451,2002,5526,3128,2398,5468,3018,2450,5494,2982,2512
"울산광역시","25~29",10019,7204,2815,10096,7035,3061,10174,7077,3097,10313,7063,3250,10831,7339,3492,12167,8019,4148,14239,9218,5021
"울산광역시","30~34",11809,8923,2886,11056,8286,2770,10293,7577,2716,9868,7274,2594,10060,7464,2596,10970,7992,2978,12378,8952,3426
"울산광역시","35~39",9828,7205,2623,9836,7216,2620,10039,7360,2679,10082,7350,2732,10012,7305,2707,9900,7273,2627,10146,7431,2715
"울산광역시","40~44",10071,6904,3167,9490,6513,2977,9342,6492,2850,9174,6402,2772,8883,6231,2652,9416,6643,2773,10115,7239,2876
"울산광역시","45~49",10045,6466,3579,10094,6470,3624,10510,6828,3682,10624,6923,3701,10753,7009,3744,10769,7119,3650,10697,7157,3540
"울산광역시","50~54",10118,5871,4247,10019,5925,4094,10048,6032,4016,10343,6313,4030,10771,6561,4210,11342,7044,4298,12150,7544,4606
"울산광역시","55~59",10255,5137,5118,10918,5472,5446,11464,5907,5557,11687,6104,5583,11822,6234,5588,12058,6485,5573,12308,6792,5516
"울산광역시","60~64",7746,3377,4369,8851,3873,4978,9715,4295,5420,10693,4830,5863,11674,5291,6383,12760,5937,6823,14149,6647,7502
"울산광역시","65~69",5697,2099,3598,6298,2343,3955,6958,2679,4279,7375,2844,4531,8190,3153,5037,9453,3655,5798,11072,4355,6717
"울산광역시","70~74",4757,1253,3504,4896,1373,3523,5071,1477,3594,5561,1720,3841,6097,1953,4144,6818,2225,4593,7646,2531,5115
"울산광역시","75~79",3827,793,3034,4116,873,3243,4618,1056,3562,4955,1151,3804,5173,1225,3948,5296,1250,4046,5640,1362,4278
"울산광역시","80~84",2351,341,2010,2568,393,2175,2826,479,2347,3011,519,2492,3346,604,2742,3670,699,2971,4077,795,3282
"울산광역시","85세 이상",1321,169,1152,1445,177,1268,1531,205,1326,1680,240,1440,1946,316,1630,2150,350,1800,2541,444,2097
"세종특별자치시","합계",21889,11711,10178,27683,15083,12600,31472,16733,14739,35763,18967,16796,39078,20572,18506,43577,22724,20853,45706,23696,22010
"세종특별자치시","20세 미만",687,321,366,911,439,472,916,444,472,919,447,472,796,384,412,1330,669,661,673,336,337
"세종특별자치시","20~24",4003,2136,1867,5595,3051,2544,5523,2831,2692,5953,3000,2953,5479,2635,2844,6881,3297,3584,5031,2294,2737
