"대구광역시","계","80~84",13637,38,-,-,281,4954,8326,38
"대구광역시","계","85세 이상",8370,-,-,-,337,2983,5022,28
"대구광역시","남자","합계",140952,50382,8049,47336,2057,19188,12872,1068
"대구광역시","남자","20세 미만",1219,145,1034,-,-,33,7,-
"대구광역시","남자","20~24",9202,2237,4899,1601,-,375,67,23
"대구광역시","남자","25~29",17456,9859,1871,4868,-,623,188,47
"대구광역시","남자","30~34",15489,8866,200,5268,45,793,230,87
"대구광역시","남자","35~39",12459,6071,26,4988,66,894,353,61
"대구광역시","남자","40~44",11244,4973,19,4685,138,898,432,99
"대구광역시","남자","45~49",13208,5422,-,5497,195,1233,755,106
"대구광역시","남자","50~54",13982,4953,-,5691,300,1903,893,242
"대구광역시","남자","55~59",13571,3840,-,5273,386,2540,1312,220
"대구광역시","남자","60~64",12107,2434,-,4515,298,3074,1721,65
"대구광역시","남자","65~69",8256,1108,-,2868,243,2457,1552,28
"대구광역시","남자","70~74",5310,334,-,1493,171,1623,1656,33
"대구광역시","남자","75~79",3545,138,-,589,100,1156,1542,20
"대구광역시","남자","80~84",2396,2,-,-,69,974,1327,24
"대구광역시","남자","85세 이상",1508,-,-,-,46,612,837,13
"대구광역시","여자","합계",163591,30633,7218,39903,2451,41328,41320,738
"대구광역시","여자","20세 미만",1538,132,1351,-,-,44,11,-
"대구광역시","여자","20~24",12482,4256,5317,2356,-,431,97,25
"대구광역시","여자","25~29",14248,8490,481,4580,-,518,113,66
"대구광역시","여자","30~34",8501,4286,49,3357,46,566,155,42
"대구광역시","여자","35~39",7243,2836,13,3558,87,540,134,75
"대구광역시","여자","40~44",6899,2104,7,3477,121,923,225,42
"대구광역시","여자","45~49",8666,2321,-,4096,79,1603,498,69
"대구광역시","여자","50~54",10369,2112,-,3980,177,3269,748,83
"대구광역시","여자","55~59",14044,1809,-,4369,257,5465,2003,141
"대구광역시","여자","60~64",17157,1375,-,4051,319,6924,4431,57
"대구광역시","여자","65~69",16237,492,-,2997,288,5971,6418,71
"대구광역시","여자","70~74",14258,253,-,1956,296,4483,7241,29
"대구광역시","여자","75~79",13846,131,-,1126,278,4240,8062,9
"대구광역시","여자","80~84",11241,36,-,-,212,3980,6999,14
"대구광역시","여자","85세 이상",6862,-,-,-,291,2371,4185,15
"인천광역시","계","합계",324841,100973,6704,105714,5349,58123,45923,2055
"인천광역시","계","20세 미만",2469,387,1920,-,-,127,34,1
"인천광역시","계","20~24",17300,6864,3845,4973,-,1316,269,33
"인천광역시","계","25~29",34217,20085,816,11052,-,1789,332,143
"인천광역시","계","30~34",28844,15826,97,10498,48,1685,584,106
"인천광역시","계","35~39",25483,11721,8,10653,153,1982,789,177
"인천광역시","계","40~44",23655,10335,2,10033,308,1968,789,220
"인천광역시","계","45~49",26709,10058,10,11581,331,3021,1441,267
"인천광역시","계","50~54",27592,9291,-,10918,507,4809,1756,311
"인천광역시","계","55~59",30473,7394,-,11762,756,7227,3090,244
"인천광역시","계","60~64",31801,5397,-,10717,843,9037,5618,189
"인천광역시","계","65~69",22911,2070,-,7069,606,7175,5832,159
"인천광역시","계","70~74",18468,1052,6,4286,534,5436,7063,91
"인천광역시","계","75~79",15499,469,-,2172,410,4698,7684,66
"인천광역시","계","80~84",11459,24,-,-,401,4828,6181,25
"인천광역시","계","85세 이상",7961,-,-,-,452,3025,4461,23
"인천광역시","남자","합계",168675,66275,3641,60308,2604,21380,13224,1243
"인천광역시","남자","20세 미만",1130,252,801,-,-,47,29,1
"인천광역시","남자","20~24",7565,2506,2078,2115,-,735,102,29
"인천광역시","남자","25~29",19485,11423,686,6013,-,1053,217,93
"인천광역시","남자","30~34",18969,10906,60,6427,30,1029,440,77
"인천광역시","남자","35~39",17076,8422,8,6677,88,1203,570,108
"인천광역시","남자","40~44",15500,7432,2,6040,180,1147,556,143
"인천광역시","남자","45~49",17368,7369,-,7124,176,1502,1028,169
"인천광역시","남자","50~54",17090,6895,-,6544,324,2136,993,198
"인천광역시","남자","55~59",16753,5177,-,7047,477,2615,1290,147
"인천광역시","남자","60~64",14901,3555,-,5956,443,3081,1764,102
"인천광역시","남자","65~69",9335,1383,-,3662,303,2435,1474,78
"인천광역시","남자","70~74",5969,705,6,1907,222,1570,1497,62
"인천광역시","남자","75~79",3823,240,-,796,132,1216,1409,30
"인천광역시","남자","80~84",2247,10,-,-,122,954,1161,-
"인천광역시","남자","85세 이상",1464,-,-,-,107,657,694,6
"인천광역시","여자","합계",156166,34698,3063,45406,2745,36743,32699,812
"인천광역시","여자","20세 미만",1339,135,1119,-,-,80,5,-
"인천광역시","여자","20~24",9735,4358,1767,2858,-,581,167,4
"인천광역시","여자","25~29",14732,8662,130,5039,-,736,115,50
"인천광역시","여자","30~34",9875,4920,37,4071,18,656,144,29
"인천광역시","여자","35~39",8407,3299,-,3976,65,779,219,69
"인천광역시","여자","40~44",8155,2903,-,3993,128,821,233,77
"인천광역시","여자","45~49",9341,2689,10,4457,155,1519,413,98
"인천광역시","여자","50~54",10502,2396,-,4374,183,2673,763,113
"인천광역시","여자","55~59",13720,2217,-,4715,279,4612,1800,97
"인천광역시","여자","60~64",16900,1842,-,4761,400,5956,3854,87
"인천광역시","여자","65~69",13576,687,-,3407,303,4740,4358,81
"인천광역시","여자","70~74",12499,347,-,2379,312,3866,5566,29
"인천광역시","여자","75~79",11676,229,-,1376,278,3482,6275,36
"인천광역시","여자","80~84",9212,14,-,-,279,3874,5020,25
"인천광역시","여자","85세 이상",6497,-,-,-,345,2368,3767,17
"광주광역시","계","합계",193948,61024,12442,55947,3073,35009,25525,928
"광주광역시","계","20세 미만",2761,564,2130,-,-,64,3,-
"광주광역시","계","20~24",17982,5035,8090,3790,-,848,193,26
"광주광역시","계","25~29",23291,12835,1773,7384,-,999,271,29
"광주광역시","계","30~34",17700,9752,365,6027,65,1025,371,95
"광주광역시","계","35~39",15817,7468,40,6414,141,1302,375,77
"광주광역시","계","40~44",13684,5983,20,5610,206,1277,500,88
"광주광역시","계","45~49",14641,5535,17,5991,301,2060,598,139
"광주광역시","계","50~54",14868,5501,7,5070,310,2992,832,156
"광주광역시","계","55~59",15300,3971,-,4937,378,4509,1380,125
"광주광역시","계","60~64",15680,2721,-,4536,438,5163,2726,96
"광주광역시","계","65~69",11841,1016,-,3178,284,4072,3240,51
"광주광역시","계","70~74",10222,436,-,1789,275,3379,4325,18
"광주광역시","계","75~79",9110,181,-,1221,249,2956,4489,14
"광주광역시","계","80~84",6657,26,-,-,218,2684,3721,8
"광주광역시","계","85세 이상",4394,-,-,-,208,1679,2501,6
"광주광역시","남자","합계",96817,38318,6318,31691,1542,11719,6593,636
"광주광역시","남자","20세 미만",1231,222,983,-,-,23,3,-
"광주광역시","남자","20~24",7548,1814,3749,1521,-,370,71,23
"광주광역시","남자","25~29",12753,6820,1269,4024,-,484,138,18
"광주광역시","남자","30~34",11320,6328,253,3832,52,553,230,72
"광주광역시","남자","35~39",10407,5156,33,4028,87,761,275,67
"광주광역시","남자","40~44",9019,4506,13,3393,118,637,284,68
"광주광역시","남자","45~49",9456,4018,11,3759,199,1029,363,77
"광주광역시","남자","50~54",8933,3916,7,3143,184,1131,425,127
"광주광역시","남자","55~59",7752,2746,-,2804,253,1327,530,92
"광주광역시","남자","60~64",7020,1825,-,2348,217,1697,887,46
"광주광역시","남자","65~69",4435,660,-,1659,155,1228,707,26
"광주광역시","남자","70~74",2928,195,-,818,97,998,816,4
"광주광역시","남자","75~79",1989,99,-,362,105,631,783,9
