"행정구역별(시군구)","성별","연령","시점","1인가구","주택_계","주택_단독주택","주택_아파트","주택_연립주택","주택_다세대 주택","주택_비거주용건물내 주택","주택이외의 거처_계",
"전국","계","합계","2015 년","5203440","4783231","2710775","1433666","85109","432990","120691","420209",
"전국","계","합계","2016 년","5397615","4921788","2742516","1504073","90023","468830","116346","475827",
"전국","계","합계","2017 년","5618677","5088437","2765198","1605878","93832","500929","122600","530240",
"전국","계","합계","2018 년","5848594","5269889","2762080","1750760","98323","538112","120614","578705",
"전국","계","합계","2019 년","6147516","5521438","2789981","1926935","104497","575578","124447","626078",
"전국","계","합계","2020 년","6643354","5920184","2921200","2124418","114584","635537","124445","723170",
"전국","계","합계","2021 년","7165788","6356409","3024891","2373162","126862","699190","132304","809379",
"전국","계","20세 미만","2015 년","58020","54850","41580","7377","461","3199","2233","3170",
"전국","계","20세 미만","2016 년","62639","58457","45445","7047","465","3004","2496","4182",
"전국","계","20세 미만","2017 년","61058","57155","43699","7634","454","2894","2474","3903",
"전국","계","20세 미만","2018 년","58154","54156","41418","7226","374","2891","2247","3998",
"전국","계","20세 미만","2019 년","59415","55303","41804","7728","370","2961","2440","4112",
"전국","계","20세 미만","2020 년","76202","71445","58607","6793","412","2894","2739","4757",
"전국","계","20세 미만","2021 년","54052","49615","37329","7251","503","2631","1901","4437",
"전국","계","20~24","2015 년","367152","334604","247024","42240","3240","28363","13737","32548",
"전국","계","20~24","2016 년","391628","355457","266657","42486","3148","28370","14796","36171",
"전국","계","20~24","2017 년","393503","351953","259873","43765","3012","29512","15791","41550",
"전국","계","20~24","2018 년","402476","356110","259517","46965","3016","31367","15245","46366",
"전국","계","20~24","2019 년","431750","379899","272061","53703","3377","35006","15752","51851",
"전국","계","20~24","2020 년","492331","428453","307676","60250","4181","40629","15717","63878",
"전국","계","20~24","2021 년","492845","421682","288357","68106","4872","44322","16025","71163",
"전국","계","25~29","2015 년","519871","446507","272531","97124","6299","53063","17490","73364",
"전국","계","25~29","2016 년","537780","453968","272832","101157","6454","56446","17079","83812",
"전국","계","25~29","2017 년","568288","470488","278735","105683","6541","61670","17859","97800",
"전국","계","25~29","2018 년","617468","503640","288602","121838","6933","67940","18327","113828",
"전국","계","25~29","2019 년","685831","554957","306609","144470","7772","76458","19648","130874",
"전국","계","25~29","2020 년","774580","615589","328831","167954","9673","90349","18782","158991",
"전국","계","25~29","2021 년","870707","687389","356889","195378","11334","103172","20616","183318",
"전국","계","30~34","2015 년","533193","465124","240876","145135","7280","57979","13854","68069",
"전국","계","30~34","2016 년","519528","445520","225825","141073","7112","59173","12337","74008",
"전국","계","30~34","2017 년","516827","435189","216323","139712","6935","60096","12123","81638",
"전국","계","30~34","2018 년","522405","433695","205996","147458","7070","61610","11561","88710",
"전국","계","30~34","2019 년","554883","456809","207116","165531","7429","64857","11876","98074",
"전국","계","30~34","2020 년","618401","501651","219122","188446","8383","73765","11935","116750",
"전국","계","30~34","2021 년","704883","568498","240464","219972","9927","84879","13256","136385",
"전국","계","35~39","2015 년","420129","374699","182499","133039","6302","43238","9621","45430",
"전국","계","35~39","2016 년","429109","377056","180319","134306","6396","47104","8931","52053",
"전국","계","35~39","2017 년","451634","392364","182704","143565","6672","50038","9385","59270",
"전국","계","35~39","2018 년","470332","405045","178753","156830","6893","53419","9150","65287",
"전국","계","35~39","2019 년","480733","411636","172071","168796","7147","54694","8928","69097",
"전국","계","35~39","2020 년","497117","420885","168144","179934","7508","56732","8567","76232",
"전국","계","35~39","2021 년","521151","439231","171731","191908","8046","58695","8851","81920",
"전국","계","40~44","2015 년","428605","387501","193979","137900","6509","39366","9747","41104",
"전국","계","40~44","2016 년","408807","364842","177501","132442","6393","40285","8221","43965",
"전국","계","40~44","2017 년","407777","360969","169691","135271","6349","41329","8329","46808",
"전국","계","40~44","2018 년","400122","352243","157275","139670","6219","41472","7607","47879",
"전국","계","40~44","2019 년","401653","352099","149744","146352","6360","42066","7577","49554",
"전국","계","40~44","2020 년","427295","371103","152516","158879","6828","45373","7507","56192",
"전국","계","40~44","2021 년","467949","405104","162005","177530","7761","49651","8157","62845",
"전국","계","45~49","2015 년","421153","383719","203580","128564","6579","34883","10113","37434",
"전국","계","45~49","2016 년","434237","391782","200753","135959","7015","38710","9345","42455",
"전국","계","45~49","2017 년","455033","407393","201462","146803","7512","41731","9885","47640",
"전국","계","45~49","2018 년","464099","413439","195079","157350","7568","44179","9263","50660",
"전국","계","45~49","2019 년","470000","417965","187770","168127","7740","45290","9038","52035",
"전국","계","45~49","2020 년","476521","421241","182608","174678","8053","47189","8713","55280",
"전국","계","45~49","2021 년","482287","425158","178796","181292","8282","48085","8703","57129",
"전국","계","50~54","2015 년","430941","396221","219440","125960","7195","33021","10605","34720",
"전국","계","50~54","2016 년","430168","391520","212077","127441","7343","35054","9605","38648",
"전국","계","50~54","2017 년","435035","394010","206952","133424","7576","36244","9814","41025",
"전국","계","50~54","2018 년","450375","406736","204739","144775","8010","39557","9655","43639",
"전국","계","50~54","2019 년","470795","424995","205279","159830","8335","41815","9736","45800",
"전국","계","50~54","2020 년","497959","446914","209116","173933","9026","45323","9516","51045",
"전국","계","50~54","2021 년","541978","485869","218604","196699","9898","50370","10298","56109",
"전국","계","55~59","2015 년","446608","416522","224197","139057","8429","34474","10365","30086",
"전국","계","55~59","2016 년","481691","446099","235145","152161","9288","39434","10071","35592",
"전국","계","55~59","2017 년","512691","472086","246123","162536","9758","42549","11120","40605",
"전국","계","55~59","2018 년","524069","481772","242926","173314","9944","44915","10673","42297",
"전국","계","55~59","2019 년","528252","485363","237901","180320","10257","46090","10795","42889",
"전국","계","55~59","2020 년","541536","495227","236864","188990","10545","48306","10522","46309",
"전국","계","55~59","2021 년","558936","510042","237731","200406","10924","50267","10714","48894",
"전국","계","60~64","2015 년","354599","336022","178224","115683","7544","27270","7301","18577",
"전국","계","60~64","2016 년","407575","384122","199567","135149","8625","33030","7751","23453",
"전국","계","60~64","2017 년","445869","418251","212466","150673","9281","37105","8726","27618",
"전국","계","60~64","2018 년","494506","463251","228961","171947","10336","42646","9361","31255",
"전국","계","60~64","2019 년","531357","497740","237461","192042","11287","46953","9997","33617",
"전국","계","60~64","2020 년","580701","542143","253040","214357","12189","52136","10421","38558",
"전국","계","60~64","2021 년","646566","602947","275235","243955","13686","58481","11590","43619",
"전국","계","65~69","2015 년","313584","301411","161905","102401","7068","24616","5421","12173",
"전국","계","65~69","2016 년","335978","322186","169432","111939","7890","27497","5428","13792",
"전국","계","65~69","2017 년","359563","343739","176036","123266","8300","30094","6043","15824",
"전국","계","65~69","2018 년","375398","358574","177093","134488","8615","32353","6025","16824",
"전국","계","65~69","2019 년","401256","382664","182401","149444","9233","35169","6417","18592",
"전국","계","65~69","2020 년","458284","435509","201052","175934","10563","40766","7194","22775",
"전국","계","65~69","2021 년","529542","502226","225850","208661","12018","47342","8355","27316",
"전국","계","70~74","2015 년","308780","300213","171833","95084","7029","22079","4188","8567",
"전국","계","70~74","2016 년","310716","301599","166397","100112","7318","23797","3975","9117",
"전국","계","70~74","2017 년","313648","303713","160152","106201","7507","25634","4219","9935",
"전국","계","70~74","2018 년","330897","319995","161134","118089","7995","28375","4402","10902",
"전국","계","70~74","2019 년","352769","341155","163703","132979","8521","31184","4768","11614",
"전국","계","70~74","2020 년","382524","369334","171616","149308","9189","34170","5051","13190",
"전국","계","70~74","2021 년","413137","398285","180813","164833","10112","37004","5523","14852",
"전국","계","75~79","2015 년","288138","281439","173466","81770","5906","17165","3132","6699",
"전국","계","75~79","2016 년","304340","296879","177577","89616","6517","19929","3240","7461",
"전국","계","75~79","2017 년","329899","321970","186475","101968","7217","22753","3557","7929",
"전국","계","75~79","2018 년","340000","331927","184539","110839","7854","25157","3538","8073",
"전국","계","75~79","2019 년","343332","335111","176870","119092","8178","27345","3626","8221",
"전국","계","75~79","2020 년","350191","341375","172439","128003","8463","28821","3649","8816",
"전국","계","75~79","2021 년","358008","348406","168801","136500","8675","30552","3878","9602",
"전국","계","80~84","2015 년","197240","192838","124611","53412","3425","9593","1797","4402",
"전국","계","80~84","2016 년","215488","209846","132554","60073","3999","11348","1872","5642",
"전국","계","80~84","2017 년","229716","224670","138192","67077","4397","12945","2059","5046",
"전국","계","80~84","2018 년","246166","240915","143324","75652","4866","14845","2228","5251",
"전국","계","80~84","2019 년","264647","258994","148190","85907","5491","17054","2352","5653",
"전국","계","80~84","2020 년","278856","272940","150376","95113","6042","18897","2512","5916",
"전국","계","80~84","2021 년","304030","297175","158645","107539","6796","21508","2687","6855",
"전국","계","85세 이상","2015 년","115427","111561","75030","28920","1843","4681","1087","3866",
"전국","계","85세 이상","2016 년","127931","122455","80435","33112","2060","5649","1199","5476",
"전국","계","85세 이상","2017 년","138136","134487","86315","38300","2321","6335","1216","3649",
"전국","계","85세 이상","2018 년","152127","148391","92724","44319","2630","7386","1332","3736",
"전국","계","85세 이상","2019 년","170843","166748","101001","52614","3000","8636","1497","4095",
"전국","계","85세 이상","2020 년","190856","186375","109193","61846","3529","10187","1620","4481",
"전국","계","85세 이상","2021 년","219717","214782","123641","73132","4028","12231","1750","4935",
"전국","남자","합계","2015 년","2592963","2339842","1395997","627810","37035","209715","69285","253121",
"전국","남자","합계","2016 년","2675861","2390023","1413701","647345","38872","224774","65331","285838",
"전국","남자","합계","2017 년","2791849","2472990","1433565","690834","40645","238690","69256","318859",
"전국","남자","합계","2018 년","2906320","2562867","1439547","755843","42371","257199","67907","343453",
"전국","남자","합계","2019 년","3053733","2689181","1467214","832760","45034","273851","70322","364552",
"전국","남자","합계","2020 년","3304398","2888583","1543310","921921","50188","303554","69610","415815",
"전국","남자","합계","2021 년","3583770","3121254","1616676","1035510","56344","336932","75792","462516",
"전국","남자","20세 미만","2015 년","28049","26589","20267","3640","225","1446","1011","1460",
"전국","남자","20세 미만","2016 년","30364","28284","22179","3423","230","1319","1133","2080",
"전국","남자","20세 미만","2017 년","29108","27418","21069","3734","215","1241","1159","1690",
"전국","남자","20세 미만","2018 년","27623","25996","20015","3534","188","1243","1016","1627",
"전국","남자","20세 미만","2019 년","28591","26905","20686","3650","177","1263","1129","1686",
"전국","남자","20세 미만","2020 년","35708","33808","27990","3165","193","1230","1230","1900",
"전국","남자","20세 미만","2021 년","25015","23263","17591","3463","203","1176","830","1752",
"전국","남자","20~24","2015 년","178691","164990","125182","19648","1562","11935","6663","13701",
"전국","남자","20~24","2016 년","188106","173741","134003","19783","1500","11609","6846","14365",
"전국","남자","20~24","2017 년","183578","167422","127827","19181","1382","11599","7433","16156",
"전국","남자","20~24","2018 년","183145","166257","125738","19889","1346","12326","6958","16888",
"전국","남자","20~24","2019 년","194984","176816","131894","22648","1459","13609","7206","18168",
"전국","남자","20~24","2020 년","217262","195324","145718","25186","1810","15746","6864","21938",
"전국","남자","20~24","2021 년","217737","193084","137566","28385","2045","17762","7326","24653",
"전국","남자","25~29","2015 년","306068","267267","169888","54761","3638","28540","10440","38801",
"전국","남자","25~29","2016 년","315607","271515","170323","57283","3704","29879","10326","44092",
"전국","남자","25~29","2017 년","333886","281884","175157","59352","3806","32772","10797","52002",
"전국","남자","25~29","2018 년","359636","300079","181142","67888","3967","36066","11016","59557",
"전국","남자","25~29","2019 년","391896","325621","190126","78984","4415","40336","11760","66275",
"전국","남자","25~29","2020 년","432889","354821","201779","89877","5384","46782","10999","78068",
"전국","남자","25~29","2021 년","480989","391898","217806","102225","6223","53384","12260","89091",
"전국","남자","30~34","2015 년","339405","297662","156533","92374","4629","35202","8924","41743",
"전국","남자","30~34","2016 년","331168","285777","147033","90453","4536","35903","7852","45391",
"전국","남자","30~34","2017 년","330699","281151","141540","90894","4432","36481","7804","49548",
"전국","남자","30~34","2018 년","333818","280365","135298","95910","4493","37204","7460","53453",
"전국","남자","30~34","2019 년","354068","295902","137273","107295","4724","38927","7683","58166",
"전국","남자","30~34","2020 년","394553","325299","146374","121936","5305","43934","7750","69254",
"전국","남자","30~34","2021 년","446721","366166","160771","139721","6339","50707","8628","80555",
"전국","남자","35~39","2015 년","270828","241658","121572","83024","4011","26597","6454","29170",
"전국","남자","35~39","2016 년","276194","243049","120303","83917","4088","28851","5890","33145",
"전국","남자","35~39","2017 년","290387","253171","121929","90350","4300","30479","6113","37216",
"전국","남자","35~39","2018 년","303224","262642","119876","99952","4332","32528","5954","40582",
"전국","남자","35~39","2019 년","309622","267306","115572","108069","4533","33311","5821","42316",
"전국","남자","35~39","2020 년","320174","273524","113284","115398","4783","34382","5677","46650",
"전국","남자","35~39","2021 년","335937","285713","116184","123051","5114","35476","5888","50224",
"전국","남자","40~44","2015 년","276970","248312","132531","80796","4032","24152","6801","28658",
"전국","남자","40~44","2016 년","262257","231938","121043","76732","4012","24495","5656","30319",
"전국","남자","40~44","2017 년","260789","228960","115497","78962","4005","24857","5639","31829",
"전국","남자","40~44","2018 년","255715","223742","107318","82113","3956","25202","5153","31973",
"전국","남자","40~44","2019 년","256199","223751","102510","86745","4002","25419","5075","32448",
"전국","남자","40~44","2020 년","272915","236715","104970","95054","4302","27366","5023","36200",
"전국","남자","40~44","2021 년","299797","259623","112016","107096","4895","30075","5541","40174",
"전국","남자","45~49","2015 년","265048","237707","138630","67708","3876","20488","7005","27341",
"전국","남자","45~49","2016 년","269948","239151","136384","69808","4079","22534","6346","30797",
"전국","남자","45~49","2017 년","284359","249998","138246","76375","4365","24318","6694","34361",
"전국","남자","45~49","2018 년","290104","253953","134480","82737","4384","26034","6318","36151",
"전국","남자","45~49","2019 년","293435","256902","129990","89290","4551","26814","6257","36533",
"전국","남자","45~49","2020 년","299352","260813","127170","94356","4828","28426","6033","38539",
"전국","남자","45~49","2021 년","303753","264325","124764","99455","5045","29015","6046","39428",
"전국","남자","50~54","2015 년","252254","226929","140996","57835","3664","17554","6880","25325",
"전국","남자","50~54","2016 년","253419","224934","137679","58391","3802","18912","6150","28485",
"전국","남자","50~54","2017 년","257573","227336","135617","61755","3982","19510","6472","30237",
"전국","남자","50~54","2018 년","268111","236156","136057","67699","4281","21701","6418","31955",
"전국","남자","50~54","2019 년","280831","247577","138489","74839","4471","23254","6524","33254",
"전국","남자","50~54","2020 년","300477","263441","143165","83406","4984","25494","6392","37036",
"전국","남자","50~54","2021 년","327702","287326","150309","95785","5441","28745","7046","40376",
"전국","남자","55~59","2015 년","225431","204841","127591","52818","3375","15036","6021","20590",
"전국","남자","55~59","2016 년","245133","220371","136329","57222","3849","17193","5778","24762",
"전국","남자","55~59","2017 년","265621","237276","145255","62476","4143","18869","6533","28345",
"전국","남자","55~59","2018 년","274963","245332","146594","67601","4345","20509","6283","29631",
"전국","남자","55~59","2019 년","281601","251288","147507","71150","4653","21411","6567","30313",
"전국","남자","55~59","2020 년","294220","261047","149921","76204","4888","23537","6497","33173",
"전국","남자","55~59","2021 년","309288","274251","153873","83070","5248","25205","6855","35037",
"전국","남자","60~64","2015 년","152163","140377","86431","37755","2515","9926","3750","11786",
"전국","남자","60~64","2016 년","178612","163298","99977","44061","2967","12403","3890","15314",
"전국","남자","60~64","2017 년","198975","180884","109732","49537","3204","13917","4494","18091",
"전국","남자","60~64","2018 년","225311","204664","121717","57814","3689","16406","5038","20647",
"전국","남자","60~64","2019 년","243206","220943","129025","64409","3993","18121","5395","22263",
"전국","남자","60~64","2020 년","270517","244756","141034","72830","4584","20643","5665","25761",
"전국","남자","60~64","2021 년","306578","277358","157017","84739","5332","23740","6530","29220",
"전국","남자","65~69","2015 년","109375","102543","62798","28138","1908","7389","2310","6832",
"전국","남자","65~69","2016 년","119853","111844","67899","30976","2156","8434","2379","8009",
"전국","남자","65~69","2017 년","133121","123797","73733","35409","2411","9520","2724","9324",
"전국","남자","65~69","2018 년","141253","131283","76356","39185","2535","10507","2700","9970",
"전국","남자","65~69","2019 년","155021","143760","82388","43975","2796","11623","2978","11261",
"전국","남자","65~69","2020 년","180497","166606","93648","52336","3299","13966","3357","13891",
"전국","남자","65~69","2021 년","214596","197871","109086","63893","3922","16818","4152","16725",
"전국","남자","70~74","2015 년","79259","75430","46344","20799","1497","5299","1491","3829",
"전국","남자","70~74","2016 년","83785","79359","47555","22884","1628","5840","1452","4426",
"전국","남자","70~74","2017 년","88332","83452","48643","25021","1719","6501","1568","4880",
"전국","남자","70~74","2018 년","97349","91858","52047","28656","1915","7563","1677","5491",
"전국","남자","70~74","2019 년","107749","101840","56132","33206","2101","8521","1880","5909",
"전국","남자","70~74","2020 년","119128","112305","60596","37747","2321","9690","1951","6823",
"전국","남자","70~74","2021 년","132061","124284","66045","42588","2673","10737","2241","7777",
"전국","남자","75~79","2015 년","58136","55912","35492","14778","1157","3554","931","2224",
"전국","남자","75~79","2016 년","63814","61166","37951","16732","1261","4258","964","2648",
"전국","남자","75~79","2017 년","71059","68014","41061","19496","1425","4938","1094","3045",
"전국","남자","75~79","2018 년","74676","71493","41761","21549","1544","5563","1076","3183",
"전국","남자","75~79","2019 년","76987","73651","41380","23572","1577","6021","1101","3336",
"전국","남자","75~79","2020 년","79884","76235","41173","25781","1673","6478","1130","3649",
"전국","남자","75~79","2021 년","85037","81056","42269","28668","1757","7062","1300","3981",
"전국","남자","80~84","2015 년","32640","31631","20402","8524","580","1725","400","1009",
"전국","남자","80~84","2016 년","37180","35922","22878","9773","698","2132","441","1258",
"전국","남자","80~84","2017 년","41382","40014","24921","11230","821","2548","494","1368",
"전국","남자","80~84","2018 년","45461","43922","26402","13047","922","2976","575","1539",
"전국","남자","80~84","2019 년","49786","48040","27748","15085","1014","3554","639","1746",
"전국","남자","80~84","2020 년","53063","51152","28504","16988","1135","3853","672","1911",
"전국","남자","80~84","2021 년","59133","56827","30678","19645","1303","4454","747","2306",
"전국","남자","85세 이상","2015 년","18646","17994","11340","5212","366","872","204","652",
"전국","남자","85세 이상","2016 년","20421","19674","12165","5907","362","1012","228","747",
"전국","남자","85세 이상","2017 년","22980","22213","13338","7062","435","1140","238","767",
"전국","남자","85세 이상","2018 년","25931","25125","14746","8269","474","1371","265","806",
"전국","남자","85세 이상","2019 년","29757","28879","16494","9843","568","1667","307","878",
"전국","남자","85세 이상","2020 년","33759","32737","17984","11657","699","2027","370","1022",
"전국","남자","85세 이상","2021 년","39426","38209","20701","13726","804","2576","402","1217",
"전국","여자","합계","2015 년","2610477","2443389","1314778","805856","48074","223275","51406","167088",
"전국","여자","합계","2016 년","2721754","2531765","1328815","856728","51151","244056","51015","189989",
"전국","여자","합계","2017 년","2826828","2615447","1331633","915044","53187","262239","53344","211381",
"전국","여자","합계","2018 년","2942274","2707022","1322533","994917","55952","280913","52707","235252",
"전국","여자","합계","2019 년","3093783","2832257","1322767","1094175","59463","301727","54125","261526",
"전국","여자","합계","2020 년","3338956","3031601","1377890","1202497","64396","331983","54835","307355",
"전국","여자","합계","2021 년","3582018","3235155","1408215","1337652","70518","362258","56512","346863",
"전국","여자","20세 미만","2015 년","29971","28261","21313","3737","236","1753","1222","1710",
"전국","여자","20세 미만","2016 년","32275","30173","23266","3624","235","1685","1363","2102",
"전국","여자","20세 미만","2017 년","31950","29737","22630","3900","239","1653","1315","2213",
"전국","여자","20세 미만","2018 년","30531","28160","21403","3692","186","1648","1231","2371",
"전국","여자","20세 미만","2019 년","30824","28398","21118","4078","193","1698","1311","2426",
"전국","여자","20세 미만","2020 년","40494","37637","30617","3628","219","1664","1509","2857",
"전국","여자","20세 미만","2021 년","29037","26352","19738","3788","300","1455","1071","2685",
"전국","여자","20~24","2015 년","188461","169614","121842","22592","1678","16428","7074","18847",
"전국","여자","20~24","2016 년","203522","181716","132654","22703","1648","16761","7950","21806",
"전국","여자","20~24","2017 년","209925","184531","132046","24584","1630","17913","8358","25394",
"전국","여자","20~24","2018 년","219331","189853","133779","27076","1670","19041","8287","29478",
"전국","여자","20~24","2019 년","236766","203083","140167","31055","1918","21397","8546","33683",
"전국","여자","20~24","2020 년","275069","233129","161958","35064","2371","24883","8853","41940",
"전국","여자","20~24","2021 년","275108","228598","150791","39721","2827","26560","8699","46510",
"전국","여자","25~29","2015 년","213803","179240","102643","42363","2661","24523","7050","34563",
"전국","여자","25~29","2016 년","222173","182453","102509","43874","2750","26567","6753","39720",
"전국","여자","25~29","2017 년","234402","188604","103578","46331","2735","28898","7062","45798",
"전국","여자","25~29","2018 년","257832","203561","107460","53950","2966","31874","7311","54271",
"전국","여자","25~29","2019 년","293935","229336","116483","65486","3357","36122","7888","64599",
"전국","여자","25~29","2020 년","341691","260768","127052","78077","4289","43567","7783","80923",
"전국","여자","25~29","2021 년","389718","295491","139083","93153","5111","49788","8356","94227",
"전국","여자","30~34","2015 년","193788","167462","84343","52761","2651","22777","4930","26326",
"전국","여자","30~34","2016 년","188360","159743","78792","50620","2576","23270","4485","28617",
"전국","여자","30~34","2017 년","186128","154038","74783","48818","2503","23615","4319","32090",
"전국","여자","30~34","2018 년","188587","153330","70698","51548","2577","24406","4101","35257",
"전국","여자","30~34","2019 년","200815","160907","69843","58236","2705","25930","4193","39908",
"전국","여자","30~34","2020 년","223848","176352","72748","66510","3078","29831","4185","47496",
"전국","여자","30~34","2021 년","258162","202332","79693","80251","3588","34172","4628","55830",
"전국","여자","35~39","2015 년","149301","133041","60927","50015","2291","16641","3167","16260",
"전국","여자","35~39","2016 년","152915","134007","60016","50389","2308","18253","3041","18908",
"전국","여자","35~39","2017 년","161247","139193","60775","53215","2372","19559","3272","22054",
"전국","여자","35~39","2018 년","167108","142403","58877","56878","2561","20891","3196","24705",
"전국","여자","35~39","2019 년","171111","144330","56499","60727","2614","21383","3107","26781",
"전국","여자","35~39","2020 년","176943","147361","54860","64536","2725","22350","2890","29582",
"전국","여자","35~39","2021 년","185214","153518","55547","68857","2932","23219","2963","31696",
"전국","여자","40~44","2015 년","151635","139189","61448","57104","2477","15214","2946","12446",
"전국","여자","40~44","2016 년","146550","132904","56458","55710","2381","15790","2565","13646",
"전국","여자","40~44","2017 년","146988","132009","54194","56309","2344","16472","2690","14979",
"전국","여자","40~44","2018 년","144407","128501","49957","57557","2263","16270","2454","15906",
"전국","여자","40~44","2019 년","145454","128348","47234","59607","2358","16647","2502","17106",
"전국","여자","40~44","2020 년","154380","134388","47546","63825","2526","18007","2484","19992",
"전국","여자","40~44","2021 년","168152","145481","49989","70434","2866","19576","2616","22671",
"전국","여자","45~49","2015 년","156105","146012","64950","60856","2703","14395","3108","10093",
"전국","여자","45~49","2016 년","164289","152631","64369","66151","2936","16176","2999","11658",
"전국","여자","45~49","2017 년","170674","157395","63216","70428","3147","17413","3191","13279",
"전국","여자","45~49","2018 년","173995","159486","60599","74613","3184","18145","2945","14509",
"전국","여자","45~49","2019 년","176565","161063","57780","78837","3189","18476","2781","15502",
"전국","여자","45~49","2020 년","177169","160428","55438","80322","3225","18763","2680","16741",
"전국","여자","45~49","2021 년","178534","160833","54032","81837","3237","19070","2657","17701",
"전국","여자","50~54","2015 년","178687","169292","78444","68125","3531","15467","3725","9395",
"전국","여자","50~54","2016 년","176749","166586","74398","69050","3541","16142","3455","10163",
"전국","여자","50~54","2017 년","177462","166674","71335","71669","3594","16734","3342","10788",
"전국","여자","50~54","2018 년","182264","170580","68682","77076","3729","17856","3237","11684",
"전국","여자","50~54","2019 년","189964","177418","66790","84991","3864","18561","3212","12546",
"전국","여자","50~54","2020 년","197482","183473","65951","90527","4042","19829","3124","14009",
"전국","여자","50~54","2021 년","214276","198543","68295","100914","4457","21625","3252","15733",
"전국","여자","55~59","2015 년","221177","211681","96606","86239","5054","19438","4344","9496",
"전국","여자","55~59","2016 년","236558","225728","98816","94939","5439","22241","4293","10830",
"전국","여자","55~59","2017 년","247070","234810","100868","100060","5615","23680","4587","12260",
"전국","여자","55~59","2018 년","249106","236440","96332","105713","5599","24406","4390","12666",
"전국","여자","55~59","2019 년","246651","234075","90394","109170","5604","24679","4228","12576",
"전국","여자","55~59","2020 년","247316","234180","86943","112786","5657","24769","4025","13136",
"전국","여자","55~59","2021 년","249648","235791","83858","117336","5676","25062","3859","13857",
"전국","여자","60~64","2015 년","202436","195645","91793","77928","5029","17344","3551","6791",
"전국","여자","60~64","2016 년","228963","220824","99590","91088","5658","20627","3861","8139",
"전국","여자","60~64","2017 년","246894","237367","102734","101136","6077","23188","4232","9527",
"전국","여자","60~64","2018 년","269195","258587","107244","114133","6647","26240","4323","10608",
"전국","여자","60~64","2019 년","288151","276797","108436","127633","7294","28832","4602","11354",
"전국","여자","60~64","2020 년","310184","297387","112006","141527","7605","31493","4756","12797",
"전국","여자","60~64","2021 년","339988","325589","118218","159216","8354","34741","5060","14399",
"전국","여자","65~69","2015 년","204209","198868","99107","74263","5160","17227","3111","5341",
"전국","여자","65~69","2016 년","216125","210342","101533","80963","5734","19063","3049","5783",
"전국","여자","65~69","2017 년","226442","219942","102303","87857","5889","20574","3319","6500",
"전국","여자","65~69","2018 년","234145","227291","100737","95303","6080","21846","3325","6854",
"전국","여자","65~69","2019 년","246235","238904","100013","105469","6437","23546","3439","7331",
"전국","여자","65~69","2020 년","277787","268903","107404","123598","7264","26800","3837","8884",
"전국","여자","65~69","2021 년","314946","304355","116764","144768","8096","30524","4203","10591",
"전국","여자","70~74","2015 년","229521","224783","125489","74285","5532","16780","2697","4738",
"전국","여자","70~74","2016 년","226931","222240","118842","77228","5690","17957","2523","4691",
"전국","여자","70~74","2017 년","225316","220261","111509","81180","5788","19133","2651","5055",
"전국","여자","70~74","2018 년","233548","228137","109087","89433","6080","20812","2725","5411",
"전국","여자","70~74","2019 년","245020","239315","107571","99773","6420","22663","2888","5705",
"전국","여자","70~74","2020 년","263396","257029","111020","111561","6868","24480","3100","6367",
"전국","여자","70~74","2021 년","281076","274001","114768","122245","7439","26267","3282","7075",
"전국","여자","75~79","2015 년","230002","225527","137974","66992","4749","13611","2201","4475",
"전국","여자","75~79","2016 년","240526","235713","139626","72884","5256","15671","2276","4813",
"전국","여자","75~79","2017 년","258840","253956","145414","82472","5792","17815","2463","4884",
"전국","여자","75~79","2018 년","265324","260434","142778","89290","6310","19594","2462","4890",
"전국","여자","75~79","2019 년","266345","261460","135490","95520","6601","21324","2525","4885",
"전국","여자","75~79","2020 년","270307","265140","131266","102222","6790","22343","2519","5167",
"전국","여자","75~79","2021 년","272971","267350","126532","107832","6918","23490","2578","5621",
"전국","여자","80~84","2015 년","164600","161207","104209","44888","2845","7868","1397","3393",
"전국","여자","80~84","2016 년","178308","173924","109676","50300","3301","9216","1431","4384",
"전국","여자","80~84","2017 년","188334","184656","113271","55847","3576","10397","1565","3678",
"전국","여자","80~84","2018 년","200705","196993","116922","62605","3944","11869","1653","3712",
"전국","여자","80~84","2019 년","214861","210954","120442","70822","4477","13500","1713","3907",
"전국","여자","80~84","2020 년","225793","221788","121872","78125","4907","15044","1840","4005",
"전국","여자","80~84","2021 년","244897","240348","127967","87894","5493","17054","1940","4549",
"전국","여자","85세 이상","2015 년","96781","93567","63690","23708","1477","3809","883","3214",
"전국","여자","85세 이상","2016 년","107510","102781","68270","27205","1698","4637","971","4729",
"전국","여자","85세 이상","2017 년","115156","112274","72977","31238","1886","5195","978","2882",
"전국","여자","85세 이상","2018 년","126196","123266","77978","36050","2156","6015","1067","2930",
"전국","여자","85세 이상","2019 년","141086","137869","84507","42771","2432","6969","1190","3217",
"전국","여자","85세 이상","2020 년","157097","153638","91209","50189","2830","8160","1250","3459",
"전국","여자","85세 이상","2021 년","180291","176573","102940","59406","3224","9655","1348","3718",
"읍부","계","합계","2015 년","448466","419385","243776","133302","12249","21370","8688","29081",
"읍부","계","합계","2016 년","477006","443407","254634","143100","13172","23906","8595","33599",
"읍부","계","합계","2017 년","499489","464749","262032","154381","13580","25610","9146","34740",
"읍부","계","합계","2018 년","539706","500727","272158","175509","14770","29059","9231","38979",
