"행정구역별(시군구)","성별","연령","시점","1인가구","주택_계","주택_단독주택","주택_아파트","주택_연립주택","주택_다세대 주택","주택_비거주용건물내 주택","주택이외의 거처_계",
"충청남도","남자","50~54","2020 년","13778","12422","7082","4354","236","527","223","1356",
"충청남도","남자","50~54","2021 년","15550","14075","7751","5188","269","619","248","1475",
"충청남도","남자","55~59","2015 년","10148","9220","5926","2553","174","358","209","928",
"충청남도","남자","55~59","2016 년","11485","10384","6768","2796","191","416","213","1101",
"충청남도","남자","55~59","2017 년","12813","11598","7556","3159","205","423","255","1215",
"충청남도","남자","55~59","2018 년","13473","12182","7795","3478","215","437","257","1291",
"충청남도","남자","55~59","2019 년","13776","12519","7892","3639","252","486","250","1257",
"충청남도","남자","55~59","2020 년","14652","13315","8251","3995","269","566","234","1337",
"충청남도","남자","55~59","2021 년","15314","13866","8439","4347","272","563","245","1448",
"충청남도","남자","60~64","2015 년","6912","6372","4354","1535","127","214","142","540",
"충청남도","남자","60~64","2016 년","8145","7499","5113","1807","161","282","136","646",
"충청남도","남자","60~64","2017 년","9301","8557","5803","2123","173","302","156","744",
"충청남도","남자","60~64","2018 년","10605","9757","6589","2469","169","340","190","848",
"충청남도","남자","60~64","2019 년","11505","10621","7006","2835","197","367","216","884",
"충청남도","남자","60~64","2020 년","13074","12027","7811","3331","219","441","225","1047",
"충청남도","남자","60~64","2021 년","15591","14378","9241","4065","264","547","261","1213",
"충청남도","남자","65~69","2015 년","5234","4955","3531","1074","96","165","89","279",
"충청남도","남자","65~69","2016 년","5806","5449","3888","1168","113","178","102","357",
"충청남도","남자","65~69","2017 년","6430","6050","4263","1385","106","197","99","380",
"충청남도","남자","65~69","2018 년","6889","6488","4480","1583","110","209","106","401",
"충청남도","남자","65~69","2019 년","7393","6938","4716","1719","136","233","134","455",
"충청남도","남자","65~69","2020 년","8591","8021","5375","2043","166","298","139","570",
"충청남도","남자","65~69","2021 년","10356","9689","6383","2584","200","338","184","667",
"충청남도","남자","70~74","2015 년","4015","3859","2890","718","71","124","56","156",
"충청남도","남자","70~74","2016 년","4201","4021","2962","778","76","149","56","180",
"충청남도","남자","70~74","2017 년","4354","4173","2990","872","86","156","69","181",
"충청남도","남자","70~74","2018 년","4737","4508","3130","1030","102","176","70","229",
"충청남도","남자","70~74","2019 년","5242","5009","3430","1186","119","197","77","233",
"충청남도","남자","70~74","2020 년","5905","5636","3810","1412","116","212","86","269",
"충청남도","남자","70~74","2021 년","6646","6342","4247","1626","139","236","94","304",
"충청남도","남자","75~79","2015 년","3407","3314","2578","553","50","96","37","93",
"충청남도","남자","75~79","2016 년","3548","3449","2663","563","73","109","41","99",
"충청남도","남자","75~79","2017 년","3869","3755","2861","674","69","108","43","114",
"충청남도","남자","75~79","2018 년","3980","3855","2890","727","75","117","46","125",
"충청남도","남자","75~79","2019 년","4061","3941","2870","817","78","130","46","120",
"충청남도","남자","75~79","2020 년","4169","3998","2815","916","81","135","51","171",
"충청남도","남자","75~79","2021 년","4384","4227","2889","1037","84","162","55","157",
"충청남도","남자","80~84","2015 년","2337","2282","1839","339","23","56","25","55",
"충청남도","남자","80~84","2016 년","2681","2613","2119","376","24","65","29","68",
"충청남도","남자","80~84","2017 년","2858","2789","2214","442","34","71","28","69",
"충청남도","남자","80~84","2018 년","3019","2947","2307","497","38","66","39","72",
"충청남도","남자","80~84","2019 년","3164","3082","2351","549","49","92","41","82",
"충청남도","남자","80~84","2020 년","3183","3103","2288","628","53","98","36","80",
"충청남도","남자","80~84","2021 년","3397","3317","2377","720","63","118","39","80",
"충청남도","남자","85세 이상","2015 년","1247","1220","974","190","24","25","7","27",
"충청남도","남자","85세 이상","2016 년","1411","1384","1115","217","19","23","10","27",
"충청남도","남자","85세 이상","2017 년","1659","1621","1271","274","26","36","14","38",
"충청남도","남자","85세 이상","2018 년","1909","1864","1478","300","30","38","18","45",
"충청남도","남자","85세 이상","2019 년","2181","2135","1695","347","36","42","15","46",
"충청남도","남자","85세 이상","2020 년","2386","2345","1815","423","38","45","24","41",
"충청남도","남자","85세 이상","2021 년","2809","2750","2156","461","39","70","24","59",
"충청남도","여자","합계","2015 년","115238","109876","69784","31713","2270","4392","1717","5362",
"충청남도","여자","합계","2016 년","120545","114969","72134","34080","2435","4616","1704","5576",
"충청남도","여자","합계","2017 년","125623","119821","74161","36696","2521","4603","1840","5802",
"충청남도","여자","합계","2018 년","129901","123309","74397","39908","2557","4725","1722","6592",
"충청남도","여자","합계","2019 년","134468","127814","74737","43566","2778","4967","1766","6654",
"충청남도","여자","합계","2020 년","145236","137680","79877","47642","2926","5362","1873","7556",
"충청남도","여자","합계","2021 년","154185","145655","81329","53297","3376","5821","1832","8530",
"충청남도","여자","20세 미만","2015 년","1684","1600","1326","181","17","46","30","84",
"충청남도","여자","20세 미만","2016 년","1891","1808","1515","186","13","51","43","83",
"충청남도","여자","20세 미만","2017 년","1791","1700","1442","179","9","29","41","91",
"충청남도","여자","20세 미만","2018 년","1725","1632","1387","162","8","24","51","93",
"충청남도","여자","20세 미만","2019 년","1668","1615","1329","210","7","23","46","53",
"충청남도","여자","20세 미만","2020 년","3020","2947","2653","181","7","42","64","73",
"충청남도","여자","20세 미만","2021 년","2210","2135","1703","278","72","41","41","75",
"충청남도","여자","20~24","2015 년","9766","9252","7131","1458","113","368","182","514",
"충청남도","여자","20~24","2016 년","10668","10147","8061","1485","91","331","179","521",
"충청남도","여자","20~24","2017 년","10655","10172","8076","1485","73","300","238","483",
"충청남도","여자","20~24","2018 년","10972","10385","8267","1520","77","270","251","587",
"충청남도","여자","20~24","2019 년","11764","11166","8835","1714","95","303","219","598",
"충청남도","여자","20~24","2020 년","14390","13621","10946","1960","109","349","257","769",
"충청남도","여자","20~24","2021 년","13782","12798","9680","2306","232","346","234","984",
"충청남도","여자","25~29","2015 년","8112","7349","4120","2538","126","449","116","763",
"충청남도","여자","25~29","2016 년","8240","7471","4141","2663","135","426","106","769",
"충청남도","여자","25~29","2017 년","8505","7710","4425","2682","118","369","116","795",
"충청남도","여자","25~29","2018 년","8932","7892","4322","2955","128","378","109","1040",
"충청남도","여자","25~29","2019 년","9658","8580","4518","3439","150","363","110","1078",
"충청남도","여자","25~29","2020 년","11099","9766","5069","4023","144","425","105","1333",
"충청남도","여자","25~29","2021 년","12505","10907","5578","4630","158","430","111","1598",
"충청남도","여자","30~34","2015 년","6248","5692","2817","2391","96","292","96","556",
"충청남도","여자","30~34","2016 년","6291","5735","2761","2503","103","271","97","556",
"충청남도","여자","30~34","2017 년","6427","5850","2907","2504","93","251","95","577",
"충청남도","여자","30~34","2018 년","6490","5798","2764","2635","82","234","83","692",
"충청남도","여자","30~34","2019 년","6771","6034","2687","2962","86","225","74","737",
"충청남도","여자","30~34","2020 년","7201","6375","2764","3184","109","236","82","826",
"충청남도","여자","30~34","2021 년","8012","7020","2998","3550","136","257","79","992",
"충청남도","여자","35~39","2015 년","4663","4306","1918","2060","68","183","77","357",
"충청남도","여자","35~39","2016 년","4714","4364","1906","2079","83","195","101","350",
"충청남도","여자","35~39","2017 년","5100","4709","2063","2265","102","188","91","391",
"충청남도","여자","35~39","2018 년","5403","4947","2123","2466","89","188","81","456",
"충청남도","여자","35~39","2019 년","5408","4945","2022","2559","90","197","77","463",
"충청남도","여자","35~39","2020 년","5476","4955","2007","2621","77","178","72","521",
"충청남도","여자","35~39","2021 년","5904","5324","2126","2835","108","199","56","580",
"충청남도","여자","40~44","2015 년","5106","4761","1951","2380","112","218","100","345",
"충청남도","여자","40~44","2016 년","4962","4640","1891","2364","93","200","92","322",
"충청남도","여자","40~44","2017 년","5105","4759","1919","2416","96","212","116","346",
"충청남도","여자","40~44","2018 년","5105","4727","1820","2539","87","189","92","378",
"충청남도","여자","40~44","2019 년","4985","4626","1756","2528","83","175","84","359",
"충청남도","여자","40~44","2020 년","5164","4776","1796","2610","102","191","77","388",
"충청남도","여자","40~44","2021 년","5667","5233","1970","2860","117","209","77","434",
"충청남도","여자","45~49","2015 년","5932","5593","2429","2616","138","290","120","339",
"충청남도","여자","45~49","2016 년","6191","5796","2401","2854","130","299","112","395",
"충청남도","여자","45~49","2017 년","6480","6053","2413","3072","141","296","131","427",
"충청남도","여자","45~49","2018 년","6533","6112","2307","3253","154","277","121","421",
"충청남도","여자","45~49","2019 년","6561","6145","2215","3379","154","274","123","416",
"충청남도","여자","45~49","2020 년","6670","6200","2209","3449","144","278","120","470",
"충청남도","여자","45~49","2021 년","6782","6323","2226","3585","130","290","92","459",
"충청남도","여자","50~54","2015 년","7328","6887","3162","3013","188","355","169","441",
"충청남도","여자","50~54","2016 년","7252","6816","3063","3030","205","365","153","436",
"충청남도","여자","50~54","2017 년","7655","7174","3120","3322","199","388","145","481",
"충청남도","여자","50~54","2018 년","7823","7313","3016","3599","198","371","129","510",
"충청남도","여자","50~54","2019 년","8026","7537","2940","3862","213","388","134","489",
"충청남도","여자","50~54","2020 년","8324","7813","2949","4168","194","375","127","511",
"충청남도","여자","50~54","2021 년","9060","8508","3057","4664","218","425","144","552",
"충청남도","여자","55~59","2015 년","9022","8522","4382","3275","237","428","200","500",
"충청남도","여자","55~59","2016 년","9811","9263","4558","3756","273","481","195","548",
"충청남도","여자","55~59","2017 년","10464","9862","4723","4156","292","483","208","602",
"충청남도","여자","55~59","2018 년","10705","10047","4619","4509","256","493","170","658",
"충청남도","여자","55~59","2019 년","10747","10097","4381","4755","258","516","187","650",
"충청남도","여자","55~59","2020 년","10930","10255","4245","4994","278","539","199","675",
"충청남도","여자","55~59","2021 년","11027","10376","4191","5164","287","567","167","651",
"충청남도","여자","60~64","2015 년","8151","7793","4477","2552","244","362","158","358",
"충청남도","여자","60~64","2016 년","9273","8880","4944","3046","283","437","170","393",
"충청남도","여자","60~64","2017 년","10113","9643","5200","3518","287","461","177","470",
"충청남도","여자","60~64","2018 년","11049","10487","5416","4018","329","551","173","562",
"충청남도","여자","60~64","2019 년","11759","11191","5471","4546","376","597","201","568",
"충청남도","여자","60~64","2020 년","12725","12080","5664","5168","381","665","202","645",
"충청남도","여자","60~64","2021 년","14422","13714","6191","6104","422","753","244","708",
"충청남도","여자","65~69","2015 년","9056","8774","5688","2343","250","360","133","282",
"충청남도","여자","65~69","2016 년","9659","9360","5900","2645","271","413","131","299",
"충청남도","여자","65~69","2017 년","9925","9583","5912","2838","266","431","136","342",
"충청남도","여자","65~69","2018 년","9959","9584","5714","3060","260","432","118","375",
"충청남도","여자","65~69","2019 년","10413","10006","5661","3420","312","465","148","407",
"충청남도","여자","65~69","2020 년","11454","10986","5899","4041","361","524","161","468",
"충청남도","여자","65~69","2021 년","12917","12395","6437","4779","383","635","161","522",
"충청남도","여자","70~74","2015 년","11171","10932","7841","2340","225","404","122","239",
"충청남도","여자","70~74","2016 년","10802","10570","7429","2384","246","400","111","232",
"충청남도","여자","70~74","2017 년","10423","10190","6910","2507","264","390","119","233",
"충청남도","여자","70~74","2018 년","10678","10435","6754","2863","296","411","111","243",
"충청남도","여자","70~74","2019 년","10847","10596","6548","3156","299","474","119","251",
"충청남도","여자","70~74","2020 년","11714","11407","6889","3575","318","487","138","307",
"충청남도","여자","70~74","2021 년","12713","12361","7300","4044","340","531","146","352",
"충청남도","여자","75~79","2015 년","12815","12570","9701","2216","234","313","106","245",
"충청남도","여자","75~79","2016 년","12976","12735","9647","2397","244","344","103","241",
"충청남도","여자","75~79","2017 년","13848","13615","10124","2698","271","406","116","233",
"충청남도","여자","75~79","2018 년","13855","13614","9930","2855","261","449","119","241",
"충청남도","여자","75~79","2019 년","13530","13312","9409","3049","292","443","119","218",
"충청남도","여자","75~79","2020 년","13572","13349","9135","3290","300","491","133","223",
"충청남도","여자","75~79","2021 년","13486","13258","8848","3471","317","503","119","228",
"충청남도","여자","80~84","2015 년","10288","10125","8148","1555","136","223","63","163",
"충청남도","여자","80~84","2016 년","11266","11042","8789","1777","155","263","58","224",
"충청남도","여자","80~84","2017 년","11796","11613","9128","1974","188","261","62","183",
"충청남도","여자","80~84","2018 년","12497","12309","9532","2216","203","295","63","188",
"충청남도","여자","80~84","2019 년","13119","12925","9812","2472","222","342","77","194",
"충청남도","여자","80~84","2020 년","13112","12922","9631","2617","239","356","79","190",
"충청남도","여자","80~84","2021 년","13748","13550","9922","2905","253","368","102","198",
"충청남도","여자","85세 이상","2015 년","5896","5720","4693","795","86","101","45","176",
"충청남도","여자","85세 이상","2016 년","6549","6342","5128","911","110","140","53","207",
"충청남도","여자","85세 이상","2017 년","7336","7188","5799","1080","122","138","49","148",
"충청남도","여자","85세 이상","2018 년","8175","8027","6426","1258","129","163","51","148",
"충청남도","여자","85세 이상","2019 년","9212","9039","7153","1515","141","182","48","173",
"충청남도","여자","85세 이상","2020 년","10385","10228","8021","1761","163","226","57","157",
"충청남도","여자","85세 이상","2021 년","11950","11753","9102","2122","203","267","59","197",
"전라북도","계","합계","2015 년","213750","205966","131843","64082","3187","3597","3257","7784",
"전라북도","계","합계","2016 년","222201","213507","136406","66673","3437","3847","3144","8694",
"전라북도","계","합계","2017 년","227600","218662","138103","69565","3603","4008","3383","8938",
"전라북도","계","합계","2018 년","232587","222946","138169","73908","3721","4035","3113","9641",
"전라북도","계","합계","2019 년","238746","229489","138987","79321","3943","4030","3208","9257",
"전라북도","계","합계","2020 년","255269","245058","145160","87848","4440","4356","3254","10211",
"전라북도","계","합계","2021 년","276153","264685","152690","98082","4925","5486","3502","11468",
"전라북도","계","20세 미만","2015 년","3054","2985","2476","402","32","31","44","69",
"전라북도","계","20세 미만","2016 년","3689","3582","3094","366","28","36","58","107",
"전라북도","계","20세 미만","2017 년","3482","3345","2672","496","22","56","99","137",
"전라북도","계","20세 미만","2018 년","3083","2943","2355","464","16","41","67","140",
"전라북도","계","20세 미만","2019 년","3325","3279","2710","442","14","43","70","46",
"전라북도","계","20세 미만","2020 년","3798","3738","3200","402","16","50","70","60",
"전라북도","계","20세 미만","2021 년","3618","3538","2784","509","49","132","64","80",
"전라북도","계","20~24","2015 년","16204","15815","13308","1721","124","364","298","389",
"전라북도","계","20~24","2016 년","18297","17921","15351","1750","125","382","313","376",
"전라북도","계","20~24","2017 년","17968","17580","14790","1866","121","469","334","388",
"전라북도","계","20~24","2018 년","18073","17667","14846","1945","104","478","294","406",
"전라북도","계","20~24","2019 년","18745","18356","15390","2067","115","486","298","389",
"전라북도","계","20~24","2020 년","21976","21496","17837","2455","226","608","370","480",
"전라북도","계","20~24","2021 년","22397","21816","17324","2896","254","970","372","581",
"전라북도","계","25~29","2015 년","15213","14503","10279","3316","190","460","258","710",
"전라북도","계","25~29","2016 년","15462","14698","10526","3252","194","490","236","764",
"전라북도","계","25~29","2017 년","15981","15211","10906","3369","200","486","250","770",
"전라북도","계","25~29","2018 년","16867","16019","11290","3771","214","520","224","848",
"전라북도","계","25~29","2019 년","18264","17450","12214","4216","256","539","225","814",
"전라북도","계","25~29","2020 년","20906","19899","13436","5268","328","614","253","1007",
"전라북도","계","25~29","2021 년","23897","22542","14887","6242","347","806","260","1355",
"전라북도","계","30~34","2015 년","14715","14100","8077","5199","239","379","206","615",
"전라북도","계","30~34","2016 년","14170","13481","7797","4867","244","389","184","689",
"전라북도","계","30~34","2017 년","13532","12807","7643","4412","212","363","177","725",
"전라북도","계","30~34","2018 년","13198","12464","7273","4515","184","331","161","734",
"전라북도","계","30~34","2019 년","13680","12994","7400","4893","195","324","182","686",
"전라북도","계","30~34","2020 년","15539","14673","7993","5935","242","328","175","866",
"전라북도","계","30~34","2021 년","17778","16661","8982","6727","301","430","221","1117",
"전라북도","계","35~39","2015 년","12882","12277","6453","5132","198","289","205","605",
"전라북도","계","35~39","2016 년","12699","12009","6384","4911","198","316","200","690",
"전라북도","계","35~39","2017 년","13099","12378","6623","5019","227","310","199","721",
"전라북도","계","35~39","2018 년","13304","12564","6461","5377","227","306","193","740",
"전라북도","계","35~39","2019 년","13055","12353","6078","5600","222","274","179","702",
"전라북도","계","35~39","2020 년","13402","12637","5995","6010","240","252","140","765",
"전라북도","계","35~39","2021 년","14193","13397","6334","6363","228","286","186","796",
"전라북도","계","40~44","2015 년","14108","13359","6995","5633","170","296","265","749",
"전라북도","계","40~44","2016 년","13631","12843","6750","5387","192","310","204","788",
"전라북도","계","40~44","2017 년","13416","12597","6579","5288","193","303","234","819",
"전라북도","계","40~44","2018 년","12921","12095","6261","5192","183","276","183","826",
"전라북도","계","40~44","2019 년","12650","11910","5917","5365","188","263","177","740",
"전라북도","계","40~44","2020 년","13171","12433","6057","5741","206","267","162","738",
"전라북도","계","40~44","2021 년","14324","13486","6363","6368","265","299","191","838",
"전라북도","계","45~49","2015 년","14943","14021","7568","5611","234","298","310","922",
"전라북도","계","45~49","2016 년","15370","14408","7707","5867","247","319","268","962",
"전라북도","계","45~49","2017 년","16034","15026","7982","6134","258","342","310","1008",
"전라북도","계","45~49","2018 년","16132","15058","7949","6284","248","318","259","1074",
"전라북도","계","45~49","2019 년","16169","15132","7627","6667","256","333","249","1037",
"전라북도","계","45~49","2020 년","16426","15398","7531","7039","260","334","234","1028",
"전라북도","계","45~49","2021 년","16898","15863","7596","7396","296","350","225","1035",
"전라북도","계","50~54","2015 년","16515","15612","8711","5996","242","299","364","903",
"전라북도","계","50~54","2016 년","16594","15545","8423","6174","273","323","352","1049",
"전라북도","계","50~54","2017 년","16584","15532","8356","6220","303","317","336","1052",
"전라북도","계","50~54","2018 년","17262","16100","8508","6624","309","335","324","1162",
"전라북도","계","50~54","2019 년","17679","16564","8557","7052","318","318","319","1115",
"전라북도","계","50~54","2020 년","18814","17560","8829","7684","379","352","316","1254",
"전라북도","계","50~54","2021 년","20469","19167","9375","8652","369","424","347","1302",
"전라북도","계","55~59","2015 년","18065","17164","9388","6802","295","286","393","901",
"전라북도","계","55~59","2016 년","19362","18335","9825","7491","337","309","373","1027",
"전라북도","계","55~59","2017 년","20723","19556","10522","7948","359","339","388","1167",
"전라북도","계","55~59","2018 년","21031","19781","10488","8208","389","342","354","1250",
"전라북도","계","55~59","2019 년","20863","19656","10042","8466","405","347","396","1207",
"전라북도","계","55~59","2020 년","21310","20053","10104","8851","390","351","357","1257",
"전라북도","계","55~59","2021 년","22188","20888","10364","9305","454","388","377","1300",
"전라북도","계","60~64","2015 년","15231","14669","8216","5717","275","222","239","562",
"전라북도","계","60~64","2016 년","17079","16332","9047","6480","279","259","267","747",
"전라북도","계","60~64","2017 년","18660","17823","9734","7172","314","280","323","837",
"전라북도","계","60~64","2018 년","20632","19627","10465","8161","341","334","326","1005",
"전라북도","계","60~64","2019 년","21482","20447","10568","8796","403","315","365","1035",
"전라북도","계","60~64","2020 년","23174","22055","11192","9711","441","320","391","1119",
"전라북도","계","60~64","2021 년","26076","24876","12424","11134","520","388","410","1200",
"전라북도","계","65~69","2015 년","15642","15205","9136","5320","315","193","241","437",
"전라북도","계","65~69","2016 년","16586","16099","9432","5841","371","206","249","487",
"전라북도","계","65~69","2017 년","16979","16461","9539","6088","361","212","261","518",
"전라북도","계","65~69","2018 년","17066","16522","9255","6459","363","196","249","544",
"전라북도","계","65~69","2019 년","17764","17223","9333","7063","386","205","236","541",
"전라북도","계","65~69","2020 년","19255","18614","9689","7989","408","264","264","641",
"전라북도","계","65~69","2021 년","21792","21057","10745","9323","422","297","270","735",
"전라북도","계","70~74","2015 년","16867","16599","11307","4624","324","171","173","268",
"전라북도","계","70~74","2016 년","16856","16572","10924","4966","343","182","157","284",
"전라북도","계","70~74","2017 년","16105","15820","10010","5088","362","186","174","285",
"전라북도","계","70~74","2018 년","16550","16190","9836","5563","394","198","199","360",
"전라북도","계","70~74","2019 년","17445","17049","9896","6334","387","215","217","396",
"전라북도","계","70~74","2020 년","19054","18640","10437","7331","433","219","220","414",
"전라북도","계","70~74","2021 년","20482","19990","11009","8033","484","231","233","492",
"전라북도","계","75~79","2015 년","17986","17741","13109","4079","280","151","122","245",
"전라북도","계","75~79","2016 년","18308","18030","13108","4318","304","159","141","278",
"전라북도","계","75~79","2017 년","19886","19644","13943","5043","338","175","145","242",
"전라북도","계","75~79","2018 년","19796","19555","13535","5329","378","179","134","241",
"전라북도","계","75~79","2019 년","19138","18896","12634","5582","365","183","132","242",
"전라북도","계","75~79","2020 년","18834","18585","11930","5920","405","197","133","249",
"전라북도","계","75~79","2021 년","19312","19043","11770","6488","394","225","166","269",
"전라북도","계","80~84","2015 년","14123","13913","10538","3014","167","103","91","210",
"전라북도","계","80~84","2016 년","15032","14798","11126","3289","184","114","85","234",
"전라북도","계","80~84","2017 년","15672","15506","11573","3492","221","119","101","166",
"전라북도","계","80~84","2018 년","16247","16057","11796","3813","234","118","96","190",
"전라북도","계","80~84","2019 년","16813","16632","11911","4218","280","120","103","181",
"전라북도","계","80~84","2020 년","16857","16667","11669","4465","306","126","101","190",
"전라북도","계","80~84","2021 년","17900","17701","12099","4997","345","159","101","199",
"전라북도","계","85세 이상","2015 년","8202","8003","6282","1516","102","55","48","199",
"전라북도","계","85세 이상","2016 년","9066","8854","6912","1714","118","53","57","212",
"전라북도","계","85세 이상","2017 년","9479","9376","7231","1930","112","51","52","103",
"전라북도","계","85세 이상","2018 년","10425","10304","7851","2203","137","63","50","121",
"전라북도","계","85세 이상","2019 년","11674","11548","8710","2560","153","65","60","126",
"전라북도","계","85세 이상","2020 년","12753","12610","9261","3047","160","74","68","143",
"전라북도","계","85세 이상","2021 년","14829","14660","10634","3649","197","101","79","169",
"전라북도","남자","합계","2015 년","99957","95086","62176","27862","1347","1837","1864","4871",
"전라북도","남자","합계","2016 년","104060","98508","64654","28619","1482","1974","1779","5552",
"전라북도","남자","합계","2017 년","107095","101215","65838","29781","1587","2090","1919","5880",
"전라북도","남자","합계","2018 년","109521","103176","65973","31753","1568","2115","1767","6345",
"전라북도","남자","합계","2019 년","112938","106841","67357","33882","1687","2115","1800","6097",
"전라북도","남자","합계","2020 년","121764","115125","71022","38072","1924","2264","1843","6639",
"전라북도","남자","합계","2021 년","132769","125368","75401","42856","2157","2963","1991","7401",
"전라북도","남자","20세 미만","2015 년","1752","1718","1466","205","15","13","19","34",
"전라북도","남자","20세 미만","2016 년","2047","1973","1726","177","17","22","31","74",
"전라북도","남자","20세 미만","2017 년","1959","1871","1518","254","12","28","59","88",
"전라북도","남자","20세 미만","2018 년","1676","1592","1296","232","11","17","36","84",
"전라북도","남자","20세 미만","2019 년","1857","1828","1547","221","7","22","31","29",
"전라북도","남자","20세 미만","2020 년","2102","2068","1786","209","10","24","39","34",
"전라북도","남자","20세 미만","2021 년","1970","1923","1495","271","31","89","37","47",
"전라북도","남자","20~24","2015 년","9140","8945","7676","868","50","178","173","195",
"전라북도","남자","20~24","2016 년","10270","10074","8750","909","59","179","177","196",
"전라북도","남자","20~24","2017 년","9778","9558","8136","940","61","237","184","220",
"전라북도","남자","20~24","2018 년","9602","9352","7973","926","54","245","154","250",
"전라북도","남자","20~24","2019 년","10023","9812","8348","989","60","259","156","211",
"전라북도","남자","20~24","2020 년","11473","11241","9406","1226","117","306","186","232",
"전라북도","남자","20~24","2021 년","11855","11569","9319","1404","128","511","207","286",
"전라북도","남자","25~29","2015 년","9578","9108","6592","1950","105","278","183","470",
"전라북도","남자","25~29","2016 년","9744","9237","6769","1913","117","292","146","507",
"전라북도","남자","25~29","2017 년","9994","9491","6975","1957","131","282","146","503",
"전라북도","남자","25~29","2018 년","10440","9854","7069","2207","129","303","146","586",
"전라북도","남자","25~29","2019 년","11107","10557","7553","2374","163","326","141","550",
"전라북도","남자","25~29","2020 년","12367","11747","8091","2922","200","372","162","620",
"전라북도","남자","25~29","2021 년","14080","13269","8978","3436","205","496","154","811",
"전라북도","남자","30~34","2015 년","9641","9201","5303","3337","169","244","148","440",
"전라북도","남자","30~34","2016 년","9198","8718","5060","3127","171","237","123","480",
"전라북도","남자","30~34","2017 년","8879","8378","5012","2863","144","236","123","501",
"전라북도","남자","30~34","2018 년","8596","8103","4711","2962","112","215","103","493",
"전라북도","남자","30~34","2019 년","8954","8487","4848","3202","120","201","116","467",
"전라북도","남자","30~34","2020 년","10214","9603","5264","3854","161","204","120","611",
"전라북도","남자","30~34","2021 년","11495","10770","5830","4317","200","271","152","725",
"전라북도","남자","35~39","2015 년","8704","8237","4509","3260","137","193","138","467",
"전라북도","남자","35~39","2016 년","8594","8062","4449","3120","134","219","140","532",
"전라북도","남자","35~39","2017 년","8869","8331","4604","3213","166","209","139","538",
"전라북도","남자","35~39","2018 년","9116","8574","4474","3610","150","201","139","542",
"전라북도","남자","35~39","2019 년","8867","8364","4171","3727","152","186","128","503",
"전라북도","남자","35~39","2020 년","9055","8519","4130","3975","153","169","92","536",
"전라북도","남자","35~39","2021 년","9453","8885","4279","4138","155","188","125","568",
"전라북도","남자","40~44","2015 년","9537","8974","5037","3442","122","190","183","563",
"전라북도","남자","40~44","2016 년","9157","8547","4788","3286","132","195","146","610",
"전라북도","남자","40~44","2017 년","8966","8332","4621","3219","133","197","162","634",
"전라북도","남자","40~44","2018 년","8604","7980","4406","3128","123","185","138","624",
"전라북도","남자","40~44","2019 년","8509","7929","4200","3291","129","180","129","580",
"전라북도","남자","40~44","2020 년","8829","8252","4261","3555","143","173","120","577",
"전라북도","남자","40~44","2021 년","9637","9013","4499","3993","163","212","146","624",
"전라북도","남자","45~49","2015 년","9708","8996","5393","3046","144","193","220","712",
"전라북도","남자","45~49","2016 년","9850","9105","5400","3148","157","202","198","745",
"전라북도","남자","45~49","2017 년","10388","9612","5668","3338","165","219","222","776",
"전라북도","남자","45~49","2018 년","10369","9539","5601","3390","163","206","179","830",
"전라북도","남자","45~49","2019 년","10472","9675","5493","3610","166","220","186","797",
"전라북도","남자","45~49","2020 년","10753","9973","5477","3949","160","212","175","780",
"전라북도","남자","45~49","2021 년","11018","10224","5418","4215","189","234","168","794",
"전라북도","남자","50~54","2015 년","9718","9081","5741","2804","127","177","232","637",
"전라북도","남자","50~54","2016 년","9879","9109","5652","2890","150","189","228","770",
"전라북도","남자","50~54","2017 년","9928","9148","5659","2924","163","183","219","780",
"전라북도","남자","50~54","2018 년","10431","9588","5827","3176","168","200","217","843",
"전라북도","남자","50~54","2019 년","10664","9833","5897","3370","171","191","204","831",
"전라북도","남자","50~54","2020 년","11493","10572","6186","3758","208","209","211","921",
"전라북도","남자","50~54","2021 년","12558","11573","6610","4278","198","267","220","985",
"전라북도","남자","55~59","2015 년","9363","8798","5563","2749","133","139","214","565",
"전라북도","남자","55~59","2016 년","10012","9343","5795","3027","146","161","214","669",
"전라북도","남자","55~59","2017 년","10898","10130","6328","3251","152","174","225","768",
"전라북도","남자","55~59","2018 년","11222","10371","6454","3350","175","185","207","851",
"전라북도","남자","55~59","2019 년","11331","10497","6380","3501","200","177","239","834",
"전라북도","남자","55~59","2020 년","11798","10916","6555","3783","174","184","220","882",
"전라북도","남자","55~59","2021 년","12495","11568","6867","4056","205","210","230","927",
"전라북도","남자","60~64","2015 년","6677","6350","4012","2026","92","95","125","327",
"전라북도","남자","60~64","2016 년","7766","7318","4647","2327","93","115","136","448",
"전라북도","남자","60~64","2017 년","8715","8206","5168","2615","112","135","176","509",
"전라북도","남자","60~64","2018 년","9837","9220","5698","3052","129","169","172","617",
"전라북도","남자","60~64","2019 년","10268","9636","5910","3226","157","157","186","632",
"전라북도","남자","60~64","2020 년","11212","10523","6400","3568","182","159","214","689",
"전라북도","남자","60~64","2021 년","12836","12098","7203","4240","232","194","229","738",
"전라북도","남자","65~69","2015 년","5501","5265","3410","1612","102","55","86","236",
"전라북도","남자","65~69","2016 년","6071","5806","3666","1842","130","68","100","265",
"전라북도","남자","65~69","2017 년","6472","6175","3869","1982","127","82","115","297",
"전라북도","남자","65~69","2018 년","6617","6317","3865","2141","115","74","122","300",
